"행정구역별","성별","연령별","경제활동상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"경상북도","계","60~64","주로 일하였음","2020년","19846","6651","","3873","210","5163","3885","64",
"경상북도","계","60~64","틈틈이 일하였음","2020년","679","122","","147","5","215","187","3",
"경상북도","계","60~64","일시 휴직","2020년","428","108","","117","18","132","53","",
"경상북도","계","60~64","일하지 않았음","2020년","16483","847","","4772","885","5438","4384","157",
"경상북도","계","65~69","합계","2020년","31547","3665","","6323","1030","8998","11386","145",
"경상북도","계","65~69","주로 일하였음","2020년","13030","2959","","2236","168","3427","4196","44",
"경상북도","계","65~69","틈틈이 일하였음","2020년","479","49","","106","11","166","143","4",
"경상북도","계","65~69","일시 휴직","2020년","247","47","","58","9","57","76","",
"경상북도","계","65~69","일하지 않았음","2020년","17791","610","","3923","842","5348","6971","97",
"경상북도","계","70~74","합계","2020년","26971","1564","","3420","600","7587","13718","82",
"경상북도","계","70~74","주로 일하였음","2020년","8302","1187","","875","51","2168","4002","19",
"경상북도","계","70~74","틈틈이 일하였음","2020년","426","40","","29","9","131","217","",
"경상북도","계","70~74","일시 휴직","2020년","128","28","","23","4","31","40","2",
"경상북도","계","70~74","일하지 않았음","2020년","18115","309","","2493","536","5257","9459","61",
"경상북도","계","75~79","합계","2020년","28348","638","","1785","558","8199","17131","37",
"경상북도","계","75~79","주로 일하였음","2020년","5896","410","","325","50","1586","3519","6",
"경상북도","계","75~79","틈틈이 일하였음","2020년","473","26","","46","3","145","251","2",
"경상북도","계","75~79","일시 휴직","2020년","75","","","15","","36","24","",
"경상북도","계","75~79","일하지 않았음","2020년","21904","202","","1399","505","6432","13337","29",
"경상북도","계","80~84","합계","2020년","26306","42","","","470","8185","17583","26",
"경상북도","계","80~84","주로 일하였음","2020년","3336","31","","","21","1072","2212","",
"경상북도","계","80~84","틈틈이 일하였음","2020년","200","","","","3","75","122","",
"경상북도","계","80~84","일시 휴직","2020년","24","","","","","11","13","",
"경상북도","계","80~84","일하지 않았음","2020년","22746","11","","","446","7027","15236","26",
"경상북도","계","85세 이상","합계","2020년","18902","","","","395","5495","12986","26",
"경상북도","계","85세 이상","주로 일하였음","2020년","941","","","","7","281","653","",
"경상북도","계","85세 이상","틈틈이 일하였음","2020년","77","","","","","29","48","",
"경상북도","계","85세 이상","일시 휴직","2020년","6","","","","","3","3","",
"경상북도","계","85세 이상","일하지 않았음","2020년","17878","","","","388","5182","12282","26",
"경상북도","남자","합계","합계","2020년","188119","82697","12828","41584","3907","26280","19524","1299",
"경상북도","남자","합계","주로 일하였음","2020년","120233","73739","101","24361","653","13688","7203","488",
"경상북도","남자","합계","틈틈이 일하였음","2020년","4950","1792","1585","839","37","355","291","51",
"경상북도","남자","합계","일시 휴직","2020년","2669","1107","46","897","75","337","182","25",
"경상북도","남자","합계","일하지 않았음","2020년","60267","6059","11096","15487","3142","11900","11848","735",
"경상북도","남자","15~19","합계","2020년","3110","610","2363","","","115","22","",
"경상북도","남자","15~19","주로 일하였음","2020년","470","342","97","","","31","","",
"경상북도","남자","15~19","틈틈이 일하였음","2020년","377","102","265","","","5","5","",
"경상북도","남자","15~19","일하지 않았음","2020년","2263","166","2001","","","79","17","",
"경상북도","남자","20~24","합계","2020년","15591","4640","8024","1821","","831","228","47",
"경상북도","남자","20~24","주로 일하였음","2020년","4447","3532","","723","","135","40","17",
"경상북도","남자","20~24","틈틈이 일하였음","2020년","1584","440","924","128","","69","23","",
"경상북도","남자","20~24","일시 휴직","2020년","165","65","38","23","","14","25","",
"경상북도","남자","20~24","일하지 않았음","2020년","9395","603","7062","947","","613","140","30",
"경상북도","남자","25~29","합계","2020년","19373","12723","2211","3489","","677","188","85",
"경상북도","남자","25~29","주로 일하였음","2020년","13839","11167","4","2131","","412","86","39",
"경상북도","남자","25~29","틈틈이 일하였음","2020년","1097","493","367","163","","25","30","19",
"경상북도","남자","25~29","일시 휴직","2020년","316","124","8","140","","24","8","12",
"경상북도","남자","25~29","일하지 않았음","2020년","4121","939","1832","1055","","216","64","15",
"경상북도","남자","30~34","합계","2020년","17237","12372","171","3649","27","722","237","59",
"경상북도","남자","30~34","주로 일하였음","2020년","14731","11275","","2674","","537","212","33",
"경상북도","남자","30~34","틈틈이 일하였음","2020년","370","254","11","92","","11","2","",
"경상북도","남자","30~34","일시 휴직","2020년","259","145","","111","","3","","",
"경상북도","남자","30~34","일하지 않았음","2020년","1877","698","160","772","27","171","23","26",
"경상북도","남자","35~39","합계","2020년","15055","9780","19","3886","125","773","375","97",
"경상북도","남자","35~39","주로 일하였음","2020년","12917","9007","","2966","16","612","253","63",
"경상북도","남자","35~39","틈틈이 일하였음","2020년","142","69","","45","","19","9","",
"경상북도","남자","35~39","일시 휴직","2020년","224","134","","67","","10","13","",
"경상북도","남자","35~39","일하지 않았음","2020년","1772","570","19","808","109","132","100","34",
"경상북도","남자","40~44","합계","2020년","13657","8362","21","3639","105","828","558","144",
"경상북도","남자","40~44","주로 일하였음","2020년","11467","7694","","2690","24","648","355","56",
"경상북도","남자","40~44","틈틈이 일하였음","2020년","158","41","9","59","","8","31","10",
"경상북도","남자","40~44","일시 휴직","2020년","279","138","","101","7","15","15","3",
"경상북도","남자","40~44","일하지 않았음","2020년","1753","489","12","789","74","157","157","75",
"경상북도","남자","45~49","합계","2020년","15713","8700","19","4273","274","1507","790","150",
"경상북도","남자","45~49","주로 일하였음","2020년","12863","8011","","3017","66","1182","503","84",
"경상북도","남자","45~49","틈틈이 일하였음","2020년","194","55","9","81","6","17","26","",
"경상북도","남자","45~49","일시 휴직","2020년","250","106","","88","15","11","30","",
"경상북도","남자","45~49","일하지 않았음","2020년","2406","528","10","1087","187","297","231","66",
"경상북도","남자","50~54","합계","2020년","17363","8491","","4614","469","2533","1038","218",
"경상북도","남자","50~54","주로 일하였음","2020년","13498","7820","","2993","71","1936","625","53",
"경상북도","남자","50~54","틈틈이 일하였음","2020년","187","80","","46","2","39","18","2",
"경상북도","남자","50~54","일시 휴직","2020년","367","164","","129","19","38","11","6",
"경상북도","남자","50~54","일하지 않았음","2020년","3311","427","","1446","377","520","384","157",
"경상북도","남자","55~59","합계","2020년","18683","7557","","5153","578","3638","1570","187",
"경상북도","남자","55~59","주로 일하였음","2020년","13524","6882","","2850","112","2681","942","57",
"경상북도","남자","55~59","틈틈이 일하였음","2020년","273","105","","101","6","28","22","11",
"경상북도","남자","55~59","일시 휴직","2020년","268","90","","86","8","60","22","2",
"경상북도","남자","55~59","일하지 않았음","2020년","4618","480","","2116","452","869","584","117",
"경상북도","남자","60~64","합계","2020년","18070","5413","","5074","762","4566","2128","127",
"경상북도","남자","60~64","주로 일하였음","2020년","10515","4746","","2283","157","2383","905","41",
"경상북도","남자","60~64","틈틈이 일하였음","2020년","249","78","","60","2","60","46","3",
"경상북도","남자","60~64","일시 휴직","2020년","286","83","","92","13","80","18","",
"경상북도","남자","60~64","일하지 않았음","2020년","7020","506","","2639","590","2043","1159","83",
"경상북도","남자","65~69","합계","2020년","12580","2530","","3444","698","3367","2449","92",
"경상북도","남자","65~69","주로 일하였음","2020년","6108","2090","","1394","131","1508","955","30",
"경상북도","남자","65~69","틈틈이 일하였음","2020년","123","22","","41","11","23","22","4",
"경상북도","남자","65~69","일시 휴직","2020년","145","32","","44","9","38","22","",
"경상북도","남자","65~69","일하지 않았음","2020년","6204","386","","1965","547","1798","1450","58",
"경상북도","남자","70~74","합계","2020년","8327","1113","","1796","382","2315","2678","43",
"경상북도","남자","70~74","주로 일하였음","2020년","3096","872","","480","36","755","942","11",
"경상북도","남자","70~74","틈틈이 일하였음","2020년","109","34","","7","7","39","22","",
"경상북도","남자","70~74","일시 휴직","2020년","86","26","","16","4","25","13","2",
"경상북도","남자","70~74","일하지 않았음","2020년","5036","181","","1293","335","1496","1701","30",
"경상북도","남자","75~79","합계","2020년","5820","384","","746","257","1756","2657","20",
"경상북도","남자","75~79","주로 일하였음","2020년","1639","282","","160","32","434","727","4",
"경상북도","남자","75~79","틈틈이 일하였음","2020년","62","19","","16","3","6","16","2",
"경상북도","남자","75~79","일시 휴직","2020년","15","","","","","13","2","",
"경상북도","남자","75~79","일하지 않았음","2020년","4104","83","","570","222","1303","1912","14",
"경상북도","남자","80~84","합계","2020년","4563","22","","","139","1709","2688","5",
