"행정구역별","성별","연령별","경제활동상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"대전광역시","남자","70~74","일하지 않았음","2020년","2355","54","","731","81","717","749","23",
"대전광역시","남자","75~79","합계","2020년","2008","79","","441","62","574","830","22",
"대전광역시","남자","75~79","주로 일하였음","2020년","315","55","","84","","90","86","",
"대전광역시","남자","75~79","틈틈이 일하였음","2020년","4","","","","","","4","",
"대전광역시","남자","75~79","일시 휴직","2020년","10","","","4","","","6","",
"대전광역시","남자","75~79","일하지 않았음","2020년","1679","24","","353","62","484","734","22",
"대전광역시","남자","80~84","합계","2020년","1360","28","","","17","537","771","7",
"대전광역시","남자","80~84","주로 일하였음","2020년","153","17","","","","40","96","",
"대전광역시","남자","80~84","틈틈이 일하였음","2020년","9","6","","","","3","","",
"대전광역시","남자","80~84","일시 휴직","2020년","5","","","","","5","","",
"대전광역시","남자","80~84","일하지 않았음","2020년","1193","5","","","17","489","675","7",
"대전광역시","남자","85세 이상","합계","2020년","891","","","","26","343","498","24",
"대전광역시","남자","85세 이상","주로 일하였음","2020년","48","","","","","31","17","",
"대전광역시","남자","85세 이상","일하지 않았음","2020년","843","","","","26","312","481","24",
"대전광역시","여자","합계","합계","2020년","112585","30804","13002","25972","1229","22835","18237","506",
"대전광역시","여자","합계","주로 일하였음","2020년","50974","24745","225","13990","76","7960","3866","112",
"대전광역시","여자","합계","틈틈이 일하였음","2020년","7396","1671","3469","1165","14","790","276","11",
"대전광역시","여자","합계","일시 휴직","2020년","1669","508","45","727","4","239","127","19",
"대전광역시","여자","합계","일하지 않았음","2020년","52546","3880","9263","10090","1135","13846","13968","364",
"대전광역시","여자","15~19","합계","2020년","4046","581","3396","","","61","8","",
"대전광역시","여자","15~19","주로 일하였음","2020년","462","265","189","","","","8","",
"대전광역시","여자","15~19","틈틈이 일하였음","2020년","801","85","703","","","13","","",
"대전광역시","여자","15~19","일시 휴직","2020년","6","","6","","","","","",
"대전광역시","여자","15~19","일하지 않았음","2020년","2777","231","2498","","","48","","",
"대전광역시","여자","20~24","합계","2020년","18602","6388","8759","2739","","675","41","",
"대전광역시","여자","20~24","주로 일하였음","2020년","5753","4460","","1151","","134","8","",
"대전광역시","여자","20~24","틈틈이 일하였음","2020년","3787","668","2520","450","","149","","",
"대전광역시","여자","20~24","일시 휴직","2020년","158","64","32","62","","","","",
"대전광역시","여자","20~24","일하지 않았음","2020년","8904","1196","6207","1076","","392","33","",
"대전광역시","여자","25~29","합계","2020년","13661","8734","700","3604","","482","111","30",
"대전광역시","여자","25~29","주로 일하였음","2020년","10124","7314","17","2447","","246","78","22",
"대전광역시","여자","25~29","틈틈이 일하였음","2020년","811","407","202","147","","55","","",
"대전광역시","여자","25~29","일시 휴직","2020년","274","103","","171","","","","",
"대전광역시","여자","25~29","일하지 않았음","2020년","2452","910","481","839","","181","33","8",
"대전광역시","여자","30~34","합계","2020년","7590","4618","87","2307","20","498","39","21",
"대전광역시","여자","30~34","주로 일하였음","2020년","6091","3999","6","1710","15","333","28","",
"대전광역시","여자","30~34","틈틈이 일하였음","2020년","339","158","39","120","","15","7","",
"대전광역시","여자","30~34","일시 휴직","2020년","183","116","","54","","10","","3",
"대전광역시","여자","30~34","일하지 않았음","2020년","977","345","42","423","5","140","4","18",
"대전광역시","여자","35~39","합계","2020년","5697","2602","29","2373","48","498","95","52",
"대전광역시","여자","35~39","주로 일하였음","2020년","4178","2215","7","1626","","263","59","8",
"대전광역시","여자","35~39","틈틈이 일하였음","2020년","191","91","","61","","39","","",
"대전광역시","여자","35~39","일시 휴직","2020년","210","74","7","88","","36","5","",
"대전광역시","여자","35~39","일하지 않았음","2020년","1118","222","15","598","48","160","31","44",
"대전광역시","여자","40~44","합계","2020년","4758","1823","13","2130","28","538","157","69",
"대전광역시","여자","40~44","주로 일하였음","2020년","3398","1547","6","1448","","315","76","6",
"대전광역시","여자","40~44","틈틈이 일하였음","2020년","129","42","","63","","18","","6",
"대전광역시","여자","40~44","일시 휴직","2020년","203","57","","111","","11","14","10",
"대전광역시","여자","40~44","일하지 않았음","2020년","1028","177","7","508","28","194","67","47",
"대전광역시","여자","45~49","합계","2020년","5491","1756","13","2248","63","1148","210","53",
"대전광역시","여자","45~49","주로 일하였음","2020년","3686","1478","","1417","10","652","114","15",
"대전광역시","여자","45~49","틈틈이 일하였음","2020년","179","54","5","60","4","45","11","",
"대전광역시","여자","45~49","일시 휴직","2020년","128","35","","81","","7","5","",
"대전광역시","여자","45~49","일하지 않았음","2020년","1498","189","8","690","49","444","80","38",
"대전광역시","여자","50~54","합계","2020년","6200","1453","","2214","124","1970","381","58",
"대전광역시","여자","50~54","주로 일하였음","2020년","3903","1264","","1259","17","1134","205","24",
"대전광역시","여자","50~54","틈틈이 일하였음","2020년","220","27","","85","7","89","12","",
"대전광역시","여자","50~54","일시 휴직","2020년","155","28","","54","","63","10","",
"대전광역시","여자","50~54","일하지 않았음","2020년","1922","134","","816","100","684","154","34",
"대전광역시","여자","55~59","합계","2020년","7668","1228","","2247","132","3089","921","51",
"대전광역시","여자","55~59","주로 일하였음","2020년","4559","1055","","1267","5","1725","507","",
"대전광역시","여자","55~59","틈틈이 일하였음","2020년","227","53","","70","","83","16","5",
"대전광역시","여자","55~59","일시 휴직","2020년","115","13","","57","","41","4","",
"대전광역시","여자","55~59","일하지 않았음","2020년","2767","107","","853","127","1240","394","46",
"대전광역시","여자","60~64","합계","2020년","9328","951","5","2552","190","3482","2064","84",
"대전광역시","여자","60~64","주로 일하였음","2020년","3988","728","","952","20","1512","753","23",
"대전광역시","여자","60~64","틈틈이 일하였음","2020년","230","51","","47","","90","42","",
"대전광역시","여자","60~64","일시 휴직","2020년","109","16","","22","4","22","39","6",
"대전광역시","여자","60~64","일하지 않았음","2020년","5001","156","5","1531","166","1858","1230","55",
"대전광역시","여자","65~69","합계","2020년","7865","433","","1737","138","2865","2657","35",
"대전광역시","여자","65~69","주로 일하였음","2020년","2068","278","","409","9","786","586","",
"대전광역시","여자","65~69","틈틈이 일하였음","2020년","213","28","","42","3","93","47","",
"대전광역시","여자","65~69","일시 휴직","2020년","71","2","","19","","23","27","",
"대전광역시","여자","65~69","일하지 않았음","2020년","5513","125","","1267","126","1963","1997","35",
"대전광역시","여자","70~74","합계","2020년","6765","185","","1115","117","2160","3169","19",
"대전광역시","여자","70~74","주로 일하였음","2020년","1438","115","","208","","417","698","",
"대전광역시","여자","70~74","틈틈이 일하였음","2020년","123","7","","6","","48","62","",
"대전광역시","여자","70~74","일시 휴직","2020년","45","","","3","","19","23","",
"대전광역시","여자","70~74","일하지 않았음","2020년","5159","63","","898","117","1676","2386","19",
"대전광역시","여자","75~79","합계","2020년","6526","46","","706","153","2030","3571","20",
"대전광역시","여자","75~79","주로 일하였음","2020년","884","27","","96","","226","521","14",
"대전광역시","여자","75~79","틈틈이 일하였음","2020년","97","","","14","","34","49","",
"대전광역시","여자","75~79","일시 휴직","2020년","12","","","5","","7","","",
"대전광역시","여자","75~79","일하지 않았음","2020년","5533","19","","591","153","1763","3001","6",
"대전광역시","여자","80~84","합계","2020년","4979","6","","","86","2001","2878","8",
"대전광역시","여자","80~84","주로 일하였음","2020년","318","","","","","127","191","",
"대전광역시","여자","80~84","틈틈이 일하였음","2020년","29","","","","","13","16","",
"대전광역시","여자","80~84","일하지 않았음","2020년","4632","6","","","86","1861","2671","8",
"대전광역시","여자","85세 이상","합계","2020년","3409","","","","130","1338","1935","6",
"대전광역시","여자","85세 이상","주로 일하였음","2020년","124","","","","","90","34","",
"대전광역시","여자","85세 이상","틈틈이 일하였음","2020년","20","","","","","6","14","",
"대전광역시","여자","85세 이상","일하지 않았음","2020년","3265","","","","130","1242","1887","6",
"울산광역시","계","합계","합계","2020년","122846","46511","2689","33722","1938","20150","17149","687",
"울산광역시","계","합계","주로 일하였음","2020년","75003","41093","18","20251","189","8373","4773","306",
"울산광역시","계","합계","틈틈이 일하였음","2020년","2996","929","617","720","13","470","230","17",
"울산광역시","계","합계","일시 휴직","2020년","2106","795","12","801","17","277","167","37",
"울산광역시","계","합계","일하지 않았음","2020년","42741","3694","2042","11950","1719","11030","11979","327",
"울산광역시","계","15~19","합계","2020년","538","202","300","","","36","","",
"울산광역시","계","15~19","주로 일하였음","2020년","166","153","13","","","","","",
"울산광역시","계","15~19","틈틈이 일하였음","2020년","91","36","47","","","8","","",
"울산광역시","계","15~19","일하지 않았음","2020년","281","13","240","","","28","","",
"울산광역시","계","20~24","합계","2020년","5539","2330","1654","1331","","191","33","",
"울산광역시","계","20~24","주로 일하였음","2020년","2547","1873","","612","","45","17","",
"울산광역시","계","20~24","틈틈이 일하였음","2020년","773","227","364","117","","60","5","",
"울산광역시","계","20~24","일시 휴직","2020년","68","37","12","12","","7","","",
"울산광역시","계","20~24","일하지 않았음","2020년","2151","193","1278","590","","79","11","",
"울산광역시","계","25~29","합계","2020년","12167","7572","637","3405","","373","142","38",
"울산광역시","계","25~29","주로 일하였음","2020년","9454","6675","","2482","","209","67","21",
"울산광역시","계","25~29","틈틈이 일하였음","2020년","551","263","174","84","","20","10","",
"울산광역시","계","25~29","일시 휴직","2020년","191","97","","89","","","5","",
"울산광역시","계","25~29","일하지 않았음","2020년","1971","537","463","750","","144","60","17",
"울산광역시","계","30~34","합계","2020년","10970","6764","92","3443","13","450","118","90",
"울산광역시","계","30~34","주로 일하였음","2020년","9412","6223","5","2718","","345","83","38",
"울산광역시","계","30~34","틈틈이 일하였음","2020년","230","108","32","79","","5","","6",
"울산광역시","계","30~34","일시 휴직","2020년","222","67","","123","","5","6","21",
"울산광역시","계","30~34","일하지 않았음","2020년","1106","366","55","523","13","95","29","25",
"울산광역시","계","35~39","합계","2020년","9900","5584","","3472","60","514","244","26",
"울산광역시","계","35~39","주로 일하였음","2020년","8213","5061","","2598","10","364","162","18",
"울산광역시","계","35~39","틈틈이 일하였음","2020년","113","52","","52","","4","5","",
"울산광역시","계","35~39","일시 휴직","2020년","265","117","","110","8","9","21","",
"울산광역시","계","35~39","일하지 않았음","2020년","1309","354","","712","42","137","56","8",
"울산광역시","계","40~44","합계","2020년","9416","5116","6","3363","77","563","236","55",
"울산광역시","계","40~44","주로 일하였음","2020년","7611","4533","","2486","12","387","162","31",
"울산광역시","계","40~44","틈틈이 일하였음","2020년","145","43","","70","","20","5","7",
"울산광역시","계","40~44","일시 휴직","2020년","250","89","","113","","33","15","",
"울산광역시","계","40~44","일하지 않았음","2020년","1410","451","6","694","65","123","54","17",
"울산광역시","계","45~49","합계","2020년","10769","5254","","3645","148","1221","377","124",
"울산광역시","계","45~49","주로 일하였음","2020년","8371","4694","","2462","25","875","255","60",
"울산광역시","계","45~49","틈틈이 일하였음","2020년","234","76","","121","","22","15","",
"울산광역시","계","45~49","일시 휴직","2020년","273","106","","107","","33","15","12",
"울산광역시","계","45~49","일하지 않았음","2020년","1891","378","","955","123","291","92","52",
"울산광역시","계","50~54","합계","2020년","11342","4963","","3663","178","1811","630","97",
"울산광역시","계","50~54","주로 일하였음","2020년","8526","4473","","2356","25","1203","413","56",
"울산광역시","계","50~54","틈틈이 일하였음","2020년","141","33","","51","","52","5","",
"울산광역시","계","50~54","일시 휴직","2020년","194","94","","64","","14","22","",
"울산광역시","계","50~54","일하지 않았음","2020년","2481","363","","1192","153","542","190","41",
"울산광역시","계","55~59","합계","2020년","12058","4237","","3211","220","3095","1185","110",
"울산광역시","계","55~59","주로 일하였음","2020년","8266","3762","","1901","27","1865","668","43",
"울산광역시","계","55~59","틈틈이 일하였음","2020년","182","38","","44","","77","23","",
"울산광역시","계","55~59","일시 휴직","2020년","269","84","","82","","87","12","4",
"울산광역시","계","55~59","일하지 않았음","2020년","3341","353","","1184","193","1066","482","63",
"울산광역시","계","60~64","합계","2020년","12760","2784","","3836","324","3540","2233","43",
"울산광역시","계","60~64","주로 일하였음","2020년","6506","2316","","1653","20","1550","948","19",
"울산광역시","계","60~64","틈틈이 일하였음","2020년","192","27","","47","8","78","32","",
"울산광역시","계","60~64","일시 휴직","2020년","199","66","","61","5","37","30","",
"울산광역시","계","60~64","일하지 않았음","2020년","5863","375","","2075","291","1875","1223","24",
"울산광역시","계","65~69","합계","2020년","9453","1204","","2345","293","2705","2865","41",
"울산광역시","계","65~69","주로 일하였음","2020년","3278","1009","","619","38","744","852","16",
"울산광역시","계","65~69","틈틈이 일하였음","2020년","91","14","","18","3","36","16","4",
"울산광역시","계","65~69","일시 휴직","2020년","121","33","","18","4","47","19","",
"울산광역시","계","65~69","일하지 않았음","2020년","5963","148","","1690","248","1878","1978","21",
"울산광역시","계","70~74","합계","2020년","6818","384","","1364","229","1926","2890","25",
"울산광역시","계","70~74","주로 일하였음","2020년","1480","248","","277","15","383","557","",
"울산광역시","계","70~74","틈틈이 일하였음","2020년","100","12","","19","2","34","33","",
"울산광역시","계","70~74","일시 휴직","2020년","27","","","17","","5","5","",
"울산광역시","계","70~74","일하지 않았음","2020년","5211","124","","1051","212","1504","2295","25",
"울산광역시","계","75~79","합계","2020년","5296","113","","644","151","1559","2796","33",
"울산광역시","계","75~79","주로 일하였음","2020년","808","69","","87","12","250","386","4",
"울산광역시","계","75~79","틈틈이 일하였음","2020년","100","","","18","","34","48","",
"울산광역시","계","75~79","일시 휴직","2020년","27","5","","5","","","17","",
"울산광역시","계","75~79","일하지 않았음","2020년","4361","39","","534","139","1275","2345","29",
"울산광역시","계","80~84","합계","2020년","3670","4","","","134","1429","2103","",
"울산광역시","계","80~84","주로 일하였음","2020년","304","4","","","5","128","167","",
"울산광역시","계","80~84","틈틈이 일하였음","2020년","35","","","","","17","18","",
"울산광역시","계","80~84","일하지 않았음","2020년","3331","","","","129","1284","1918","",
"울산광역시","계","85세 이상","합계","2020년","2150","","","","111","737","1297","5",
"울산광역시","계","85세 이상","주로 일하였음","2020년","61","","","","","25","36","",
"울산광역시","계","85세 이상","틈틈이 일하였음","2020년","18","","","","","3","15","",
"울산광역시","계","85세 이상","일하지 않았음","2020년","2071","","","","111","709","1246","5",
"울산광역시","남자","합계","합계","2020년","68068","34412","1715","19063","972","7149","4279","478",
"울산광역시","남자","합계","주로 일하였음","2020년","49112","30909","5","12450","98","3763","1645","242",
"울산광역시","남자","합계","틈틈이 일하였음","2020년","1335","511","317","325","3","116","57","6",
"울산광역시","남자","합계","일시 휴직","2020년","1316","534","","472","5","186","93","26",
"울산광역시","남자","합계","일하지 않았음","2020년","16305","2458","1393","5816","866","3084","2484","204",
"울산광역시","남자","15~19","합계","2020년","367","171","168","","","28","","",
"울산광역시","남자","15~19","주로 일하였음","2020년","129","129","","","","","","",
"울산광역시","남자","15~19","틈틈이 일하였음","2020년","46","36","10","","","","","",
"울산광역시","남자","15~19","일하지 않았음","2020년","192","6","158","","","28","","",
"울산광역시","남자","20~24","합계","2020년","3010","1282","936","634","","139","19","",
"울산광역시","남자","20~24","주로 일하였음","2020년","1352","1042","","255","","41","14","",
"울산광역시","남자","20~24","틈틈이 일하였음","2020년","343","112","132","57","","42","","",
"울산광역시","남자","20~24","일시 휴직","2020년","18","3","","8","","7","","",
"울산광역시","남자","20~24","일하지 않았음","2020년","1297","125","804","314","","49","5","",
"울산광역시","남자","25~29","합계","2020년","8019","5193","526","1955","","209","103","33",
"울산광역시","남자","25~29","주로 일하였음","2020년","6174","4585","","1415","","106","52","16",
"울산광역시","남자","25~29","틈틈이 일하였음","2020년","386","171","143","42","","20","10","",
"울산광역시","남자","25~29","일시 휴직","2020년","119","57","","57","","","5","",
"울산광역시","남자","25~29","일하지 않았음","2020년","1340","380","383","441","","83","36","17",
"울산광역시","남자","30~34","합계","2020년","7992","5186","85","2265","13","288","95","60",
"울산광역시","남자","30~34","주로 일하였음","2020년","7005","4779","5","1881","","243","72","25",
"울산광역시","남자","30~34","틈틈이 일하였음","2020년","161","72","32","51","","","","6",
"울산광역시","남자","30~34","일시 휴직","2020년","124","49","","50","","5","6","14",
"울산광역시","남자","30~34","일하지 않았음","2020년","702","286","48","283","13","40","17","15",
"울산광역시","남자","35~39","합계","2020년","7273","4449","","2294","34","324","149","23",
"울산광역시","남자","35~39","주로 일하였음","2020년","6345","4104","","1827","6","280","110","18",
"울산광역시","남자","35~39","틈틈이 일하였음","2020년","57","20","","32","","","5","",
"울산광역시","남자","35~39","일시 휴직","2020년","175","81","","69","5","4","16","",
"울산광역시","남자","35~39","일하지 않았음","2020년","696","244","","366","23","40","18","5",
"울산광역시","남자","40~44","합계","2020년","6643","4075","","2012","48","299","172","37",
"울산광역시","남자","40~44","주로 일하였음","2020년","5661","3711","","1577","6","219","123","25",
"울산광역시","남자","40~44","틈틈이 일하였음","2020년","64","29","","25","","5","5","",
"울산광역시","남자","40~44","일시 휴직","2020년","164","61","","59","","29","15","",
"울산광역시","남자","40~44","일하지 않았음","2020년","754","274","","351","42","46","29","12",
"울산광역시","남자","45~49","합계","2020년","7119","4032","","2086","96","543","266","96",
"울산광역시","남자","45~49","주로 일하였음","2020년","5848","3660","","1492","20","442","188","46",
"울산광역시","남자","45~49","틈틈이 일하였음","2020년","93","33","","50","","4","6","",
"울산광역시","남자","45~49","일시 휴직","2020년","203","81","","67","","28","15","12",
"울산광역시","남자","45~49","일하지 않았음","2020년","975","258","","477","76","69","57","38",
"울산광역시","남자","50~54","합계","2020년","7044","3813","","2137","108","617","306","63",
"울산광역시","남자","50~54","주로 일하였음","2020년","5724","3504","","1478","11","492","192","47",
"울산광역시","남자","50~54","틈틈이 일하였음","2020년","36","6","","16","","9","5","",
"울산광역시","남자","50~54","일시 휴직","2020년","132","69","","44","","6","13","",
"울산광역시","남자","50~54","일하지 않았음","2020년","1152","234","","599","97","110","96","16",
"울산광역시","남자","55~59","합계","2020년","6485","3031","","1770","145","1030","425","84",
"울산광역시","남자","55~59","주로 일하였음","2020년","4915","2717","","1136","23","743","262","34",
"울산광역시","남자","55~59","틈틈이 일하였음","2020년","46","11","","16","","19","","",
"울산광역시","남자","55~59","일시 휴직","2020년","158","70","","47","","37","4","",
"울산광역시","남자","55~59","일하지 않았음","2020년","1366","233","","571","122","231","159","50",
"울산광역시","남자","60~64","합계","2020년","5937","2015","","1897","147","1323","529","26",
"울산광역시","남자","60~64","주로 일하였음","2020년","3472","1723","","861","","631","243","14",
"울산광역시","남자","60~64","틈틈이 일하였음","2020년","34","11","","18","","5","","",
"울산광역시","남자","60~64","일시 휴직","2020년","111","29","","47","","30","5","",
"울산광역시","남자","60~64","일하지 않았음","2020년","2320","252","","971","147","657","281","12",
"울산광역시","남자","65~69","합계","2020년","3655","855","","1134","129","924","584","29",
"울산광역시","남자","65~69","주로 일하였음","2020년","1556","732","","322","16","281","192","13",
"울산광역시","남자","65~69","틈틈이 일하였음","2020년","24","7","","9","3","5","","",
"울산광역시","남자","65~69","일시 휴직","2020년","82","29","","13","","40","","",
"울산광역시","남자","65~69","일하지 않았음","2020년","1993","87","","790","110","598","392","16",
"울산광역시","남자","70~74","합계","2020년","2225","263","","659","136","569","585","13",
"울산광역시","남자","70~74","주로 일하였음","2020년","626","196","","166","7","141","116","",
"울산광역시","남자","70~74","틈틈이 일하였음","2020년","25","3","","4","","","18","",
"울산광역시","남자","70~74","일시 휴직","2020년","11","","","11","","","","",
"울산광역시","남자","70~74","일하지 않았음","2020년","1563","64","","478","129","428","451","13",
"울산광역시","남자","75~79","합계","2020년","1250","47","","220","49","399","521","14",
"울산광역시","남자","75~79","주로 일하였음","2020년","231","27","","40","4","105","51","4",
"울산광역시","남자","75~79","틈틈이 일하였음","2020년","13","","","5","","3","5","",
"울산광역시","남자","75~79","일시 휴직","2020년","19","5","","","","","14","",
"울산광역시","남자","75~79","일하지 않았음","2020년","987","15","","175","45","291","451","10",
"울산광역시","남자","80~84","합계","2020년","699","","","","52","280","367","",
"울산광역시","남자","80~84","주로 일하였음","2020년","63","","","","5","33","25","",
"울산광역시","남자","80~84","틈틈이 일하였음","2020년","7","","","","","4","3","",
"울산광역시","남자","80~84","일하지 않았음","2020년","629","","","","47","243","339","",
"울산광역시","남자","85세 이상","합계","2020년","350","","","","15","177","158","",
"울산광역시","남자","85세 이상","주로 일하였음","2020년","11","","","","","6","5","",
"울산광역시","남자","85세 이상","일하지 않았음","2020년","339","","","","15","171","153","",
"울산광역시","여자","합계","합계","2020년","54778","12099","974","14659","966","13001","12870","209",
"울산광역시","여자","합계","주로 일하였음","2020년","25891","10184","13","7801","91","4610","3128","64",
"울산광역시","여자","합계","틈틈이 일하였음","2020년","1661","418","300","395","10","354","173","11",
"울산광역시","여자","합계","일시 휴직","2020년","790","261","12","329","12","91","74","11",
"울산광역시","여자","합계","일하지 않았음","2020년","26436","1236","649","6134","853","7946","9495","123",
"울산광역시","여자","15~19","합계","2020년","171","31","132","","","8","","",
"울산광역시","여자","15~19","주로 일하였음","2020년","37","24","13","","","","","",
"울산광역시","여자","15~19","틈틈이 일하였음","2020년","45","","37","","","8","","",
"울산광역시","여자","15~19","일하지 않았음","2020년","89","7","82","","","","","",
"울산광역시","여자","20~24","합계","2020년","2529","1048","718","697","","52","14","",
"울산광역시","여자","20~24","주로 일하였음","2020년","1195","831","","357","","4","3","",
"울산광역시","여자","20~24","틈틈이 일하였음","2020년","430","115","232","60","","18","5","",
"울산광역시","여자","20~24","일시 휴직","2020년","50","34","12","4","","","","",
"울산광역시","여자","20~24","일하지 않았음","2020년","854","68","474","276","","30","6","",
"울산광역시","여자","25~29","합계","2020년","4148","2379","111","1450","","164","39","5",
"울산광역시","여자","25~29","주로 일하였음","2020년","3280","2090","","1067","","103","15","5",
"울산광역시","여자","25~29","틈틈이 일하였음","2020년","165","92","31","42","","","","",
"울산광역시","여자","25~29","일시 휴직","2020년","72","40","","32","","","","",
"울산광역시","여자","25~29","일하지 않았음","2020년","631","157","80","309","","61","24","",
"울산광역시","여자","30~34","합계","2020년","2978","1578","7","1178","","162","23","30",
"울산광역시","여자","30~34","주로 일하였음","2020년","2407","1444","","837","","102","11","13",
"울산광역시","여자","30~34","틈틈이 일하였음","2020년","69","36","","28","","5","","",
"울산광역시","여자","30~34","일시 휴직","2020년","98","18","","73","","","","7",
"울산광역시","여자","30~34","일하지 않았음","2020년","404","80","7","240","","55","12","10",
"울산광역시","여자","35~39","합계","2020년","2627","1135","","1178","26","190","95","3",
"울산광역시","여자","35~39","주로 일하였음","2020년","1868","957","","771","4","84","52","",
"울산광역시","여자","35~39","틈틈이 일하였음","2020년","56","32","","20","","4","","",
"울산광역시","여자","35~39","일시 휴직","2020년","90","36","","41","3","5","5","",
"울산광역시","여자","35~39","일하지 않았음","2020년","613","110","","346","19","97","38","3",
"울산광역시","여자","40~44","합계","2020년","2773","1041","6","1351","29","264","64","18",
"울산광역시","여자","40~44","주로 일하였음","2020년","1950","822","","909","6","168","39","6",
"울산광역시","여자","40~44","틈틈이 일하였음","2020년","81","14","","45","","15","","7",
"울산광역시","여자","40~44","일시 휴직","2020년","86","28","","54","","4","","",
"울산광역시","여자","40~44","일하지 않았음","2020년","656","177","6","343","23","77","25","5",
"울산광역시","여자","45~49","합계","2020년","3650","1222","","1559","52","678","111","28",
"울산광역시","여자","45~49","주로 일하였음","2020년","2523","1034","","970","5","433","67","14",
"울산광역시","여자","45~49","틈틈이 일하였음","2020년","141","43","","71","","18","9","",
"울산광역시","여자","45~49","일시 휴직","2020년","70","25","","40","","5","","",
"울산광역시","여자","45~49","일하지 않았음","2020년","916","120","","478","47","222","35","14",
"울산광역시","여자","50~54","합계","2020년","4298","1150","","1526","70","1194","324","34",
"울산광역시","여자","50~54","주로 일하였음","2020년","2802","969","","878","14","711","221","9",
"울산광역시","여자","50~54","틈틈이 일하였음","2020년","105","27","","35","","43","","",
"울산광역시","여자","50~54","일시 휴직","2020년","62","25","","20","","8","9","",
"울산광역시","여자","50~54","일하지 않았음","2020년","1329","129","","593","56","432","94","25",
"울산광역시","여자","55~59","합계","2020년","5573","1206","","1441","75","2065","760","26",
"울산광역시","여자","55~59","주로 일하였음","2020년","3351","1045","","765","4","1122","406","9",
"울산광역시","여자","55~59","틈틈이 일하였음","2020년","136","27","","28","","58","23","",
"울산광역시","여자","55~59","일시 휴직","2020년","111","14","","35","","50","8","4",
"울산광역시","여자","55~59","일하지 않았음","2020년","1975","120","","613","71","835","323","13",
"울산광역시","여자","60~64","합계","2020년","6823","769","","1939","177","2217","1704","17",
"울산광역시","여자","60~64","주로 일하였음","2020년","3034","593","","792","20","919","705","5",
"울산광역시","여자","60~64","틈틈이 일하였음","2020년","158","16","","29","8","73","32","",
"울산광역시","여자","60~64","일시 휴직","2020년","88","37","","14","5","7","25","",
"울산광역시","여자","60~64","일하지 않았음","2020년","3543","123","","1104","144","1218","942","12",
"울산광역시","여자","65~69","합계","2020년","5798","349","","1211","164","1781","2281","12",
"울산광역시","여자","65~69","주로 일하였음","2020년","1722","277","","297","22","463","660","3",
"울산광역시","여자","65~69","틈틈이 일하였음","2020년","67","7","","9","","31","16","4",
"울산광역시","여자","65~69","일시 휴직","2020년","39","4","","5","4","7","19","",
"울산광역시","여자","65~69","일하지 않았음","2020년","3970","61","","900","138","1280","1586","5",
"울산광역시","여자","70~74","합계","2020년","4593","121","","705","93","1357","2305","12",
"울산광역시","여자","70~74","주로 일하였음","2020년","854","52","","111","8","242","441","",
"울산광역시","여자","70~74","틈틈이 일하였음","2020년","75","9","","15","2","34","15","",
"울산광역시","여자","70~74","일시 휴직","2020년","16","","","6","","5","5","",
"울산광역시","여자","70~74","일하지 않았음","2020년","3648","60","","573","83","1076","1844","12",
"울산광역시","여자","75~79","합계","2020년","4046","66","","424","102","1160","2275","19",
"울산광역시","여자","75~79","주로 일하였음","2020년","577","42","","47","8","145","335","",
"울산광역시","여자","75~79","틈틈이 일하였음","2020년","87","","","13","","31","43","",
"울산광역시","여자","75~79","일시 휴직","2020년","8","","","5","","","3","",
"울산광역시","여자","75~79","일하지 않았음","2020년","3374","24","","359","94","984","1894","19",
"울산광역시","여자","80~84","합계","2020년","2971","4","","","82","1149","1736","",
"울산광역시","여자","80~84","주로 일하였음","2020년","241","4","","","","95","142","",
"울산광역시","여자","80~84","틈틈이 일하였음","2020년","28","","","","","13","15","",
"울산광역시","여자","80~84","일하지 않았음","2020년","2702","","","","82","1041","1579","",
"울산광역시","여자","85세 이상","합계","2020년","1800","","","","96","560","1139","5",
"울산광역시","여자","85세 이상","주로 일하였음","2020년","50","","","","","19","31","",
"울산광역시","여자","85세 이상","틈틈이 일하였음","2020년","18","","","","","3","15","",
"울산광역시","여자","85세 이상","일하지 않았음","2020년","1732","","","","96","538","1093","5",
"세종특별자치시","계","합계","합계","2020년","43577","20777","6493","7566","207","5326","3080","128",
"세종특별자치시","계","합계","주로 일하였음","2020년","26753","18289","14","4988","26","2302","1067","67",
"세종특별자치시","계","합계","틈틈이 일하였음","2020년","2963","880","1385","349","5","257","87","",
"세종특별자치시","계","합계","일시 휴직","2020년","641","297","29","186","19","68","42","",
"세종특별자치시","계","합계","일하지 않았음","2020년","13220","1311","5065","2043","157","2699","1884","61",
"세종특별자치시","계","15~19","합계","2020년","1330","151","1164","","","8","7","",
"세종특별자치시","계","15~19","주로 일하였음","2020년","53","40","13","","","","","",
"세종특별자치시","계","15~19","틈틈이 일하였음","2020년","219","28","191","","","","","",
"세종특별자치시","계","15~19","일시 휴직","2020년","4","4","","","","","","",
"세종특별자치시","계","15~19","일하지 않았음","2020년","1054","79","960","","","8","7","",
"세종특별자치시","계","20~24","합계","2020년","6881","1675","4435","509","","211","51","",
"세종특별자치시","계","20~24","주로 일하였음","2020년","1314","1105","","184","","22","3","",
