"울산광역시","남자","45~49세",5690,5068,4939,37,92,622
"울산광역시","남자","50~54세",5599,4839,4762,26,51,760
"울산광역시","남자","55~59세",5024,4056,3990,34,32,968
"울산광역시","남자","60~64세",3472,2242,2193,18,31,1230
"울산광역시","남자","65~69세",2168,827,793,12,22,1341
"울산광역시","남자","70세 이상",2991,585,548,31,6,2406
"울산광역시","여자","합계",50014,23758,22181,1168,409,26256
"울산광역시","여자","15~19세",262,81,54,21,6,181
"울산광역시","여자","20~24세",2044,1198,1038,137,23,846
"울산광역시","여자","25~29세",2636,2268,2204,40,24,368
"울산광역시","여자","30~34세",2756,2222,2100,71,51,534
"울산광역시","여자","35~39세",2508,1930,1853,37,40,578
"울산광역시","여자","40~44세",2959,2257,2121,64,72,702
"울산광역시","여자","45~49세",3946,2794,2599,127,68,1152
"울산광역시","여자","50~54세",4464,3069,2944,98,27,1395
"울산광역시","여자","55~59세",5547,3187,3077,89,21,2360
"울산광역시","여자","60~64세",5513,2264,2044,173,47,3249
"울산광역시","여자","65~69세",4498,1099,968,113,18,3399
"울산광역시","여자","70세 이상",12881,1389,1179,198,12,11492
"세종특별자치시","계","합계",21909,12237,11243,858,136,9672
"세종특별자치시","계","15~19세",807,83,32,51,,724
"세종특별자치시","계","20~24세",3810,886,538,342,6,2924
"세종특별자치시","계","25~29세",2495,1612,1487,119,6,883
"세종특별자치시","계","30~34세",1749,1558,1501,45,12,191
"세종특별자치시","계","35~39세",1489,1316,1257,32,27,173
"세종특별자치시","계","40~44세",1476,1337,1283,23,31,139
"세종특별자치시","계","45~49세",1647,1405,1361,33,11,242
"세종특별자치시","계","50~54세",1559,1264,1218,21,25,295
"세종특별자치시","계","55~59세",1574,1191,1123,55,13,383
"세종특별자치시","계","60~64세",1044,612,565,47,,432
"세종특별자치시","계","65~69세",792,324,302,17,5,468
"세종특별자치시","계","70세 이상",3467,649,576,73,,2818
"세종특별자치시","남자","합계",10513,6583,6156,347,80,3930
"세종특별자치시","남자","15~19세",417,27,14,13,,390
"세종특별자치시","남자","20~24세",2068,319,162,157,,1749
"세종특별자치시","남자","25~29세",1506,786,703,77,6,720
"세종특별자치시","남자","30~34세",970,880,839,29,12,90
"세종특별자치시","남자","35~39세",839,767,753,7,7,72
"세종특별자치시","남자","40~44세",888,830,812,5,13,58
"세종특별자치시","남자","45~49세",896,835,823,2,10,61
"세종특별자치시","남자","50~54세",874,804,778,6,20,70
"세종특별자치시","남자","55~59세",800,667,650,10,7,133
"세종특별자치시","남자","60~64세",437,356,340,16,,81
"세종특별자치시","남자","65~69세",270,160,149,6,5,110
"세종특별자치시","남자","70세 이상",548,152,133,19,,396
"세종특별자치시","여자","합계",11396,5654,5087,511,56,5742
