"전출지별","전입지별","이동규모별",2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"대전광역시","세종특별자치시","계",2461,6568,11346,8990,11419,11564,11151,9070,8373,6888
"대전광역시","세종특별자치시","1인",1701,3225,5008,4933,5700,6463,6629,5891,5571,4903
"대전광역시","세종특별자치시","2인",285,932,1677,1350,1800,1779,1697,1230,1106,890
"대전광역시","세종특별자치시","3인",231,994,1930,1234,1785,1570,1394,958,764,558
"대전광역시","세종특별자치시","4인",185,1121,2117,1183,1700,1387,1111,792,735,423
"대전광역시","세종특별자치시","5인",47,253,531,246,371,308,273,171,168,93
"대전광역시","경기도","계",10815,10779,11163,11223,10983,11573,12550,12993,12980,11468
"대전광역시","경기도","1인",8352,8544,9001,9176,8988,9581,10525,11056,11253,10180
"대전광역시","경기도","2인",953,900,914,895,860,870,903,920,859,679
"대전광역시","경기도","3인",701,648,601,578,574,545,606,506,473,342
"대전광역시","경기도","4인",652,554,530,452,450,467,421,413,304,214
"대전광역시","경기도","5인",138,116,103,104,95,93,84,76,83,44
"대전광역시","강원도","계",1654,1532,1621,1501,1594,1413,1553,1590,1628,1475
"대전광역시","강원도","1인",1151,1124,1256,1169,1242,1093,1191,1277,1307,1210
"대전광역시","강원도","2인",173,147,111,112,136,109,136,125,138,125
"대전광역시","강원도","3인",133,101,111,93,100,95,101,78,87,74
"대전광역시","강원도","4인",150,129,115,97,95,87,96,96,75,58
"대전광역시","강원도","5인",41,26,20,28,18,25,27,12,19,8
"대전광역시","충청북도","계",6027,6139,6260,5992,6051,6302,6625,7134,7120,6338
"대전광역시","충청북도","1인",4724,4983,5112,4969,5083,5329,5615,6099,6117,5609
"대전광역시","충청북도","2인",670,558,605,562,561,566,583,581,593,470
"대전광역시","충청북도","3인",348,330,305,251,230,239,257,262,242,140
"대전광역시","충청북도","4인",233,201,175,163,137,128,133,142,138,91
"대전광역시","충청북도","5인",46,48,55,36,33,32,29,46,26,24
"대전광역시","충청남도","계",12217,12309,11881,12045,11541,11612,11679,12802,12509,11578
"대전광역시","충청남도","1인",9620,9950,9598,9866,9400,9822,10021,11006,10817,10104
"대전광역시","충청남도","2인",1255,1153,1111,1135,1098,985,938,1024,989,923
"대전광역시","충청남도","3인",726,671,631,574,560,453,399,427,402,328
"대전광역시","충청남도","4인",481,419,422,397,389,261,257,278,230,179
"대전광역시","충청남도","5인",122,95,97,63,81,71,55,55,61,38
"대전광역시","전라북도","계",2784,3033,2873,2809,2872,2703,2797,3179,3154,3021
"대전광역시","전라북도","1인",2221,2426,2376,2361,2453,2310,2436,2806,2825,2716
"대전광역시","전라북도","2인",304,308,250,259,210,219,198,203,191,194
"대전광역시","전라북도","3인",142,161,132,100,112,105,87,98,71,68
"대전광역시","전라북도","4인",86,106,86,74,72,53,57,53,56,40
"대전광역시","전라북도","5인",25,29,24,13,20,13,13,18,7,3
"대전광역시","전라남도","계",1257,1284,1300,1267,1183,1220,1405,1293,1352,1259
"대전광역시","전라남도","1인",1003,1023,1036,1046,973,1027,1221,1106,1160,1136
"대전광역시","전라남도","2인",113,119,119,107,88,105,106,110,96,77
"대전광역시","전라남도","3인",57,57,68,57,56,42,40,41,59,29
"대전광역시","전라남도","4인",66,60,66,47,50,32,27,25,32,16
"대전광역시","전라남도","5인",17,23,10,7,12,8,9,6,5,1
"대전광역시","경상북도","계",2128,2131,2293,2150,2070,2073,2288,2152,2453,2243
"대전광역시","경상북도","1인",1773,1741,1937,1800,1756,1775,1967,1848,2187,2045
"대전광역시","경상북도","2인",173,187,176,178,172,151,179,161,150,128
"대전광역시","경상북도","3인",93,102,103,100,80,89,76,85,62,36
"대전광역시","경상북도","4인",72,79,69,52,50,37,51,38,38,26
"대전광역시","경상북도","5인",15,19,8,17,12,19,13,18,16,7
"대전광역시","경상남도","계",1707,1767,1780,1620,1530,1567,1607,1607,1715,1651
"대전광역시","경상남도","1인",1355,1389,1445,1323,1270,1293,1356,1397,1502,1455
"대전광역시","경상남도","2인",154,169,151,133,117,133,135,107,135,102
"대전광역시","경상남도","3인",90,103,93,84,82,72,63,49,57,53
"대전광역시","경상남도","4인",88,88,68,69,53,58,39,47,18,33
"대전광역시","경상남도","5인",16,16,18,9,6,10,10,7,2,6
"대전광역시","제주특별자치도","계",477,500,721,657,627,610,652,649,670,723
"대전광역시","제주특별자치도","1인",360,367,584,535,511,493,537,542,569,631
"대전광역시","제주특별자치도","2인",57,64,66,57,63,56,65,61,47,47
"대전광역시","제주특별자치도","3인",34,42,41,34,21,37,27,21,30,28
"대전광역시","제주특별자치도","4인",22,17,23,24,27,22,19,18,15,14
"대전광역시","제주특별자치도","5인",3,10,6,5,4,0,4,5,7,3
"울산광역시","전국","계",93990,102620,104809,99032,95085,93944,99987,103078,101150,86279
"울산광역시","전국","1인",63425,68533,72274,70258,68285,69323,72854,77962,77609,68658
"울산광역시","전국","2인",10771,11968,12358,11357,10843,10640,11154,11307,11235,8793
"울산광역시","전국","3인",9324,10296,9839,8776,8411,7392,8407,7405,6843,5025
"울산광역시","전국","4인",8513,9644,8231,7021,6133,5377,6275,5298,4535,3173
"울산광역시","전국","5인",1653,1855,1731,1366,1177,1039,1096,953,798,542
"울산광역시","서울특별시","계",5339,5494,5788,5908,5749,6050,6172,6348,6024,5700
"울산광역시","서울특별시","1인",4779,4946,5173,5397,5202,5570,5689,5909,5612,5364
"울산광역시","서울특별시","2인",269,278,287,294,286,276,292,249,246,195
"울산광역시","서울특별시","3인",151,138,160,123,134,102,104,116,95,87
"울산광역시","서울특별시","4인",128,118,130,76,107,90,71,63,62,47
"울산광역시","서울특별시","5인",9,14,27,16,16,11,12,11,5,6
"울산광역시","부산광역시","계",7627,8340,8522,7980,8271,7764,7789,9159,8416,7906
"울산광역시","부산광역시","1인",6089,6896,7056,6752,7061,6681,6799,7855,7388,7061
"울산광역시","부산광역시","2인",641,620,654,573,571,549,501,580,499,435
"울산광역시","부산광역시","3인",463,435,443,351,354,294,266,385,292,229
"울산광역시","부산광역시","4인",353,312,298,246,232,198,188,277,203,152
"울산광역시","부산광역시","5인",71,64,59,45,46,38,30,55,30,24
"울산광역시","대구광역시","계",2436,2506,2502,2528,2581,2462,2322,2740,2434,2587
"울산광역시","대구광역시","1인",1993,2077,2107,2158,2164,2140,2021,2457,2192,2361
"울산광역시","대구광역시","2인",190,210,205,165,196,159,146,146,148,130
"울산광역시","대구광역시","3인",135,125,100,113,125,80,86,74,55,64
"울산광역시","대구광역시","4인",94,76,79,73,79,60,61,50,34,27
"울산광역시","대구광역시","5인",17,14,10,17,15,20,7,10,4,5
"울산광역시","인천광역시","계",783,808,870,853,828,886,988,851,866,898
"울산광역시","인천광역시","1인",646,663,688,701,711,760,872,740,775,803
"울산광역시","인천광역시","2인",57,64,77,74,63,66,58,57,56,52
"울산광역시","인천광역시","3인",40,36,41,39,33,40,31,29,17,27
"울산광역시","인천광역시","4인",28,40,42,29,14,17,18,16,13,12
"울산광역시","인천광역시","5인",10,4,17,8,5,3,8,7,5,4
"울산광역시","광주광역시","계",278,336,348,320,304,327,257,283,307,232
"울산광역시","광주광역시","1인",226,293,285,267,254,279,228,235,282,207
"울산광역시","광주광역시","2인",20,25,30,25,25,23,16,23,14,13
"울산광역시","광주광역시","3인",22,10,13,16,14,18,6,11,6,7
"울산광역시","광주광역시","4인",6,7,9,9,9,6,5,12,1,4
"울산광역시","광주광역시","5인",2,1,7,3,2,0,2,2,4,1
"울산광역시","대전광역시","계",596,598,663,738,702,679,638,741,716,699
"울산광역시","대전광역시","1인",490,480,546,610,586,586,558,671,638,626
"울산광역시","대전광역시","2인",56,47,50,50,56,44,38,35,46,41
"울산광역시","대전광역시","3인",26,33,37,45,35,31,19,17,18,19
"울산광역시","대전광역시","4인",21,25,21,27,22,13,13,17,12,11
"울산광역시","대전광역시","5인",3,12,7,5,2,5,8,1,1,2
"울산광역시","울산광역시","계",57107,64156,63939,58494,54659,52938,59658,59573,57856,47407
"울산광역시","울산광역시","1인",33453,36879,38651,36373,34539,34555,38203,40492,40076,34151
"울산광역시","울산광역시","2인",7715,8835,8909,8082,7571,7435,8230,8182,8157,6361
"울산광역시","울산광역시","3인",7309,8361,7864,6931,6489,5695,6863,5816,5269,3879
"울산광역시","울산광역시","4인",7019,8233,6844,5779,4921,4279,5294,4218,3627,2524
"울산광역시","울산광역시","5인",1378,1580,1408,1130,943,826,899,748,626,418
"울산광역시","세종특별자치시","계",58,104,197,183,215,227,236,239,244,230
"울산광역시","세종특별자치시","1인",40,69,137,134,155,162,181,185,196,182
"울산광역시","세종특별자치시","2인",13,11,28,23,16,23,26,27,27,24
"울산광역시","세종특별자치시","3인",3,8,19,14,18,21,18,13,9,12
"울산광역시","세종특별자치시","4인",0,9,10,9,22,15,7,12,9,9
"울산광역시","세종특별자치시","5인",0,5,2,3,2,6,4,2,3,3
"울산광역시","경기도","계",4206,3938,4305,4492,4835,5100,5379,5455,5731,5096
"울산광역시","경기도","1인",3388,3236,3513,3713,3990,4266,4551,4639,4993,4468
"울산광역시","경기도","2인",313,278,356,364,362,375,370,396,374,315
"울산광역시","경기도","3인",255,216,223,200,255,242,241,234,205,189
"울산광역시","경기도","4인",192,168,154,171,189,177,187,161,128,104
"울산광역시","경기도","5인",40,34,35,36,34,34,27,21,27,19
"울산광역시","강원도","계",687,728,859,840,752,713,754,802,814,664
"울산광역시","강원도","1인",564,580,709,725,636,579,632,686,699,582
"울산광역시","강원도","2인",67,81,74,58,63,82,73,68,68,50
"울산광역시","강원도","3인",28,35,42,32,35,30,28,24,37,17
"울산광역시","강원도","4인",25,21,26,22,11,16,17,22,9,14
"울산광역시","강원도","5인",3,8,7,3,6,6,4,2,1,1
"울산광역시","충청북도","계",629,667,817,759,745,904,828,814,940,894
"울산광역시","충청북도","1인",494,540,641,623,613,751,704,717,805,801
"울산광역시","충청북도","2인",63,64,93,73,68,68,65,54,76,46
"울산광역시","충청북도","3인",29,37,30,36,38,43,40,25,33,27
"울산광역시","충청북도","4인",32,20,34,22,17,33,15,16,22,17
"울산광역시","충청북도","5인",10,4,11,5,8,9,2,2,3,2
"울산광역시","충청남도","계",992,1046,1132,1087,1204,1262,1192,1302,1357,1216
"울산광역시","충청남도","1인",809,839,920,870,959,1031,1032,1121,1171,1066
"울산광역시","충청남도","2인",68,90,92,101,120,117,78,90,102,71
"울산광역시","충청남도","3인",63,53,61,56,63,67,40,43,48,49
"울산광역시","충청남도","4인",39,49,35,50,51,42,33,41,30,27
"울산광역시","충청남도","5인",9,12,18,7,10,4,6,6,4,3
"울산광역시","전라북도","계",769,750,624,616,555,560,550,538,483,484
"울산광역시","전라북도","1인",562,554,484,492,446,479,443,436,405,417
"울산광역시","전라북도","2인",73,73,55,60,57,42,54,53,47,40
"울산광역시","전라북도","3인",59,70,33,36,30,23,28,26,18,16
"울산광역시","전라북도","4인",62,42,30,21,20,15,24,17,9,8
"울산광역시","전라북도","5인",13,10,13,7,2,1,0,5,4,2
"울산광역시","전라남도","계",717,759,895,808,842,853,880,898,773,677
"울산광역시","전라남도","1인",573,597,714,639,659,713,746,781,671,576
"울산광역시","전라남도","2인",75,83,94,91,89,76,81,69,50,61
"울산광역시","전라남도","3인",33,28,44,41,52,32,35,25,31,27
"울산광역시","전라남도","4인",30,40,29,31,33,30,15,16,18,10
"울산광역시","전라남도","5인",6,9,12,5,7,2,3,7,3,3
"울산광역시","경상북도","계",5761,5887,6515,6258,6043,6712,6196,6976,7695,6044
"울산광역시","경상북도","1인",4595,4769,5235,5083,4933,5385,5118,5713,6350,5213
"울산광역시","경상북도","2인",592,595,694,626,627,731,586,738,756,520
"울산광역시","경상북도","3인",315,304,319,320,281,362,291,288,377,194
"울산광역시","경상북도","4인",220,176,217,189,172,198,150,190,166,95
"울산광역시","경상북도","5인",31,35,37,30,24,32,46,38,41,20
"울산광역시","경상남도","계",5707,6146,6352,6594,6210,5898,5580,5790,6002,5094
"울산광역시","경상남도","1인",4481,4831,5045,5244,4923,4891,4604,4853,4934,4379
"울산광역시","경상남도","2인",533,581,608,650,596,509,493,492,533,414
"울산광역시","경상남도","3인",378,386,370,394,419,280,287,256,318,167
"울산광역시","경상남도","4인",253,291,261,251,217,175,158,151,177,104
"울산광역시","경상남도","5인",49,48,56,42,50,38,34,29,33,27
"울산광역시","제주특별자치도","계",298,357,481,574,590,609,568,569,492,451
"울산광역시","제주특별자치도","1인",243,284,370,477,454,495,473,472,422,401
"울산광역시","제주특별자치도","2인",26,33,52,48,77,65,47,48,36,25
"울산광역시","제주특별자치도","3인",15,21,40,29,36,32,24,23,15,15
"울산광역시","제주특별자치도","4인",11,17,12,16,17,13,19,19,15,8
"울산광역시","제주특별자치도","5인",2,1,5,4,5,4,4,7,4,2
"세종특별자치시","전국","계",9884,13709,18586,22224,28286,32603,35851,40724,40179,36799
"세종특별자치시","전국","1인",7199,9303,12659,15638,18991,21706,24295,27944,28432,27000
"세종특별자치시","전국","2인",1171,1561,2176,2655,3407,4103,4588,5163,4988,4261
"세종특별자치시","전국","3인",733,1213,1698,1994,2888,3141,3589,3792,3432,2918
"세종특별자치시","전국","4인",575,1241,1537,1488,2254,2786,2631,3029,2623,2079
"세종특별자치시","전국","5인",172,325,421,365,610,720,624,659,618,461
"세종특별자치시","서울특별시","계",902,1153,1738,2169,2472,3021,3564,3985,3746,3813
"세종특별자치시","서울특별시","1인",783,981,1455,1818,2069,2619,3041,3361,3218,3379
"세종특별자치시","서울특별시","2인",71,72,151,167,187,193,259,303,268,225
"세종특별자치시","서울특별시","3인",27,49,73,106,131,130,146,167,151,127
"세종특별자치시","서울특별시","4인",16,39,46,56,68,70,100,134,91,70
"세종특별자치시","서울특별시","5인",5,8,10,16,15,7,17,19,17,12
"세종특별자치시","부산광역시","계",124,170,244,253,323,367,401,447,455,390
"세종특별자치시","부산광역시","1인",95,140,189,205,262,282,312,365,386,339
"세종특별자치시","부산광역시","2인",10,9,22,23,25,33,37,31,36,25
"세종특별자치시","부산광역시","3인",10,9,9,10,18,29,26,36,21,20
"세종특별자치시","부산광역시","4인",6,10,18,13,13,20,19,10,8,5
"세종특별자치시","부산광역시","5인",3,2,5,2,5,3,5,5,4,1
"세종특별자치시","대구광역시","계",83,133,154,174,240,275,336,386,361,394
"세종특별자치시","대구광역시","1인",71,103,119,133,190,225,265,319,305,329
"세종특별자치시","대구광역시","2인",2,13,16,14,18,18,35,29,27,23
"세종특별자치시","대구광역시","3인",6,8,9,11,16,16,22,21,14,21
"세종특별자치시","대구광역시","4인",4,6,9,14,15,13,11,14,12,16
"세종특별자치시","대구광역시","5인",0,3,1,0,0,2,2,3,3,5
"세종특별자치시","인천광역시","계",226,246,315,387,464,554,648,629,604,601
"세종특별자치시","인천광역시","1인",176,201,247,298,375,434,514,486,500,508
"세종특별자치시","인천광역시","2인",27,23,27,46,43,53,52,64,56,39
"세종특별자치시","인천광역시","3인",12,13,19,26,21,40,52,39,29,32
"세종특별자치시","인천광역시","4인",9,9,17,16,20,24,23,31,17,16
"세종특별자치시","인천광역시","5인",2,0,5,1,4,3,7,8,2,5
"세종특별자치시","광주광역시","계",89,130,174,165,255,251,320,377,358,330
"세종특별자치시","광주광역시","1인",75,98,141,129,216,214,282,310,298,271
"세종특별자치시","광주광역시","2인",8,15,16,12,18,20,20,30,35,34
"세종특별자치시","광주광역시","3인",5,5,11,13,11,9,9,15,11,14
"세종특별자치시","광주광역시","4인",0,10,2,10,9,7,8,19,11,9
"세종특별자치시","광주광역시","5인",1,0,2,1,1,1,1,2,3,2
"세종특별자치시","대전광역시","계",1580,1866,2450,3117,4012,4383,4861,5539,5105,4951
"세종특별자치시","대전광역시","1인",1173,1401,1836,2296,3045,3315,3654,4049,3819,3764
"세종특별자치시","대전광역시","2인",186,200,238,380,395,503,589,688,635,608
"세종특별자치시","대전광역시","3인",111,148,187,248,315,298,347,445,380,324
"세종특별자치시","대전광역시","4인",83,94,141,160,202,202,212,300,218,211
"세종특별자치시","대전광역시","5인",23,17,41,32,47,51,48,49,48,36
"세종특별자치시","울산광역시","계",55,63,85,80,87,89,132,148,142,161
"세종특별자치시","울산광역시","1인",44,50,69,66,72,66,104,133,121,138
"세종특별자치시","울산광역시","2인",3,6,6,7,5,12,12,10,9,12
"세종특별자치시","울산광역시","3인",6,2,6,4,4,5,12,3,8,8
"세종특별자치시","울산광역시","4인",1,3,3,2,5,4,4,2,4,3
"세종특별자치시","울산광역시","5인",0,2,1,1,1,2,0,0,0,0
"세종특별자치시","세종특별자치시","계",2164,4683,6562,7627,11250,13601,14092,15435,15960,13843
"세종특별자치시","세종특별자치시","1인",1232,2170,3223,4351,5743,6823,7252,8424,9120,8195
"세종특별자치시","세종특별자치시","2인",358,712,1026,1129,1745,2213,2365,2482,2499,2094
"세종특별자치시","세종특별자치시","3인",258,689,974,1014,1704,1890,2176,2128,2044,1778
"세종특별자치시","세종특별자치시","4인",216,828,987,844,1517,1992,1758,1859,1781,1388
"세종특별자치시","세종특별자치시","5인",83,235,283,230,437,566,445,436,450,326
"세종특별자치시","경기도","계",1143,1356,1875,2358,2591,2971,3536,3962,3873,3614
"세종특별자치시","경기도","1인",903,1098,1497,1796,1985,2252,2697,3017,3096,2963
"세종특별자치시","경기도","2인",109,126,169,242,247,299,374,425,368,321
"세종특별자치시","경기도","3인",59,60,106,169,198,237,272,285,233,186
"세종특별자치시","경기도","4인",57,53,84,114,129,157,159,180,140,120
"세종특별자치시","경기도","5인",14,17,18,31,27,23,31,47,32,21
"세종특별자치시","강원도","계",146,147,222,284,347,314,395,411,444,397
"세종특별자치시","강원도","1인",105,114,179,217,270,243,301,307,344,322
"세종특별자치시","강원도","2인",14,11,12,31,38,29,33,42,45,32
"세종특별자치시","강원도","3인",10,7,16,17,24,25,36,28,27,19
"세종특별자치시","강원도","4인",11,13,10,16,11,13,20,29,23,14
"세종특별자치시","강원도","5인",5,2,5,2,4,3,4,5,4,10
"세종특별자치시","충청북도","계",1273,1343,1627,1801,1949,2095,2326,3417,2973,2532
"세종특별자치시","충청북도","1인",952,1061,1255,1363,1481,1606,1754,2463,2296,2084
"세종특별자치시","충청북도","2인",139,125,174,192,214,230,255,401,361,249
"세종특별자치시","충청북도","3인",97,82,109,131,138,154,173,283,183,107
"세종특별자치시","충청북도","4인",73,64,69,97,94,84,119,219,107,78
"세종특별자치시","충청북도","5인",10,11,18,12,17,17,22,45,23,13
"세종특별자치시","충청남도","계",1465,1621,2035,2403,2660,2941,3136,3702,3843,3432
"세종특별자치시","충청남도","1인",1066,1238,1578,1867,2002,2253,2460,2888,3041,2775
"세종특별자치시","충청남도","2인",195,178,208,270,299,338,343,418,423,387
"세종특별자치시","충청남도","3인",100,96,118,147,209,198,188,232,208,162
"세종특별자치시","충청남도","4인",77,85,105,95,109,119,110,140,146,88
"세종특별자치시","충청남도","5인",21,22,20,23,33,31,32,20,20,18
"세종특별자치시","전라북도","계",194,245,307,459,503,510,624,734,725,745
"세종특별자치시","전라북도","1인",163,203,249,368,388,413,500,600,613,637
"세종특별자치시","전라북도","2인",17,24,27,39,59,40,67,70,65,53
"세종특별자치시","전라북도","3인",9,13,19,28,32,35,37,32,29,34
"세종특별자치시","전라북도","4인",4,5,9,18,16,19,17,24,15,15
"세종특별자치시","전라북도","5인",1,0,3,5,7,3,3,7,2,4
"세종특별자치시","전라남도","계",102,131,173,238,277,341,368,370,396,397
"세종특별자치시","전라남도","1인",87,105,136,195,226,286,296,289,316,331
"세종특별자치시","전라남도","2인",7,7,14,19,27,26,37,40,45,39
"세종특별자치시","전라남도","3인",4,10,12,15,10,15,23,20,17,14
"세종특별자치시","전라남도","4인",4,8,9,7,11,12,10,18,15,9
"세종특별자치시","전라남도","5인",0,1,1,2,3,0,2,3,3,3
"세종특별자치시","경상북도","계",164,200,273,326,343,391,502,517,545,567
"세종특별자치시","경상북도","1인",134,161,208,263,281,306,413,427,466,461
"세종특별자치시","경상북도","2인",13,19,30,27,33,36,37,47,43,55
"세종특별자치시","경상북도","3인",11,13,14,23,13,21,22,23,21,32
"세종특별자치시","경상북도","4인",5,5,14,11,14,25,27,17,14,17
"세종특별자치시","경상북도","5인",1,1,5,2,2,3,1,3,1,2
"세종특별자치시","경상남도","계",146,173,252,271,337,323,422,467,449,430
"세종특별자치시","경상남도","1인",118,138,201,196,256,245,315,368,357,351
"세종특별자치시","경상남도","2인",10,16,26,33,35,36,45,49,46,42
"세종특별자치시","경상남도","3인",6,9,13,24,26,24,35,23,32,25
"세종특별자치시","경상남도","4인",8,6,9,13,16,15,23,21,11,11
"세종특별자치시","경상남도","5인",2,4,2,5,4,3,3,6,3,1
"세종특별자치시","제주특별자치도","계",28,49,100,112,176,176,188,198,200,202
"세종특별자치시","제주특별자치도","1인",22,41,77,77,130,124,135,138,136,153
"세종특별자치시","제주특별자치도","2인",2,5,14,24,19,24,28,34,27,23
"세종특별자치시","제주특별자치도","3인",2,0,3,8,18,15,13,12,24,15
"세종특별자치시","제주특별자치도","4인",1,3,5,2,5,10,11,12,10,9
"세종특별자치시","제주특별자치도","5인",1,0,1,0,3,2,1,1,3,2
"경기도","전국","계",1052473,1070717,1105387,1090468,1079635,1148358,1148144,1256953,1242161,1101871
"경기도","전국","1인",674256,692963,714242,722111,729586,781003,807539,880096,899685,828449
"경기도","전국","2인",141506,143248,146915,143828,139110,147175,142645,158191,152672,128513
"경기도","전국","3인",114432,114467,118529,111410,105838,110924,101398,112023,99640,78536
"경기도","전국","4인",96367,94529,99802,89851,83643,87538,77525,85998,72726,53503
"경기도","전국","5인",21456,21011,21374,19184,17640,18138,15899,17205,14634,10808
"경기도","서울특별시","계",167786,171249,167209,166901,169444,175217,180975,195443,182994,175433
"경기도","서울특별시","1인",125964,130001,128779,130743,134291,143218,147494,156859,152206,150107
"경기도","서울특별시","2인",18590,18029,17005,16320,16161,15293,15656,17790,15579,13178
"경기도","서울특별시","3인",12164,11950,11254,10427,10110,9027,9518,11151,8417,6719
"경기도","서울특별시","4인",8957,9058,8266,7740,7258,6278,6858,8014,5599,4469
"경기도","서울특별시","5인",1750,1818,1594,1380,1351,1155,1207,1405,1021,807
"경기도","부산광역시","계",10101,11209,10780,10046,9746,9107,8938,9561,9790,9226
"경기도","부산광역시","1인",7933,8890,8616,8272,8094,7575,7649,8247,8524,8171
"경기도","부산광역시","2인",921,983,928,762,744,720,637,658,645,574
"경기도","부산광역시","3인",652,669,656,506,490,438,329,363,348,264
"경기도","부산광역시","4인",486,491,441,398,323,311,262,241,227,179
"경기도","부산광역시","5인",85,107,91,78,73,54,53,46,39,32
"경기도","대구광역시","계",7818,7705,7287,7012,6678,6851,6537,6987,7093,7153
"경기도","대구광역시","1인",6212,6075,5877,5660,5506,5723,5574,6081,6166,6220
"경기도","대구광역시","2인",643,647,566,551,522,532,474,431,468,457
"경기도","대구광역시","3인",491,471,429,413,342,319,276,241,255,259
"경기도","대구광역시","4인",365,411,342,326,254,221,170,197,169,182
"경기도","대구광역시","5인",76,77,63,51,44,48,41,35,31,33
"경기도","인천광역시","계",46018,44766,45208,43611,42582,44371,45152,46482,50263,51386
"경기도","인천광역시","1인",31583,31105,31657,31950,32286,34016,35547,36331,39060,39338
"경기도","인천광역시","2인",5672,5499,5532,4985,4618,4788,4564,4928,5431,5596
"경기도","인천광역시","3인",4534,4161,4205,3567,3106,3083,2716,2898,3306,3621
"경기도","인천광역시","4인",3381,3190,3049,2437,2033,1986,1885,1885,2049,2383
"경기도","인천광역시","5인",704,693,638,569,439,429,359,375,353,374
"경기도","광주광역시","계",7170,7741,6849,6166,5940,5923,5924,5947,6043,5578
"경기도","광주광역시","1인",5751,6190,5580,5039,4935,5082,5124,5180,5314,4953
"경기도","광주광역시","2인",642,667,511,542,494,424,432,389,413,363
"경기도","광주광역시","3인",391,420,395,302,282,216,211,199,174,157
"경기도","광주광역시","4인",305,371,288,230,185,168,120,140,110,84
"경기도","광주광역시","5인",69,79,68,40,36,31,31,33,30,15
"경기도","대전광역시","계",10463,10413,10794,10603,10330,10218,10316,10164,10599,10906
"경기도","대전광역시","1인",7820,7982,8519,8553,8450,8523,8827,8768,9221,9549
"경기도","대전광역시","2인",989,979,921,858,828,754,696,641,683,711
"경기도","대전광역시","3인",793,714,667,589,518,482,416,410,384,360
"경기도","대전광역시","4인",678,614,549,482,424,375,293,285,245,228
"경기도","대전광역시","5인",160,107,121,110,86,71,73,52,60,52
"경기도","울산광역시","계",4193,4317,4319,3522,2975,3094,3159,3223,3329,3209
"경기도","울산광역시","1인",3320,3390,3448,2916,2525,2642,2718,2777,2932,2831
"경기도","울산광역시","2인",369,410,371,254,202,214,201,218,206,197
"경기도","울산광역시","3인",248,268,234,162,129,113,131,131,97,96
"경기도","울산광역시","4인",193,205,183,151,102,90,94,81,79,65
"경기도","울산광역시","5인",40,34,54,37,16,24,13,13,15,19
"경기도","세종특별자치시","계",2225,3865,5000,4265,4267,4511,4460,4217,4416,4251
"경기도","세종특별자치시","1인",1384,2194,2843,2876,2880,3170,3204,3204,3428,3270
"경기도","세종특별자치시","2인",304,506,634,489,549,518,478,450,437,455
"경기도","세종특별자치시","3인",227,492,699,443,426,436,421,287,283,266
"경기도","세종특별자치시","4인",253,536,678,356,326,321,294,220,230,210
"경기도","세종특별자치시","5인",53,115,124,85,73,57,56,52,30,40
"경기도","경기도","계",677365,685164,720024,716302,706022,770585,766167,854876,840978,710309
"경기도","경기도","1인",390163,398925,417432,428617,432136,473910,493764,552780,567129,498834
"경기도","경기도","2인",101099,102865,107371,106698,103073,112602,109214,121650,116761,95564
"경기도","경기도","3인",88018,88215,92919,88434,84272,91423,82654,91157,81194,62222
"경기도","경기도","4인",76998,74683,81057,73340,68754,74178,64482,71781,61052,43140
"경기도","경기도","5인",17461,16871,17500,15811,14606,15435,13401,14531,12403,8839
"경기도","강원도","계",21660,21887,22928,22024,21943,20881,21790,22320,23725,22934
"경기도","강원도","1인",17213,17431,18467,17761,18035,17073,18045,18210,19539,19065
"경기도","강원도","2인",2224,2199,2227,2312,2101,2024,2019,2202,2428,2248
"경기도","강원도","3인",1219,1195,1180,1080,1022,982,955,1091,1024,943
"경기도","강원도","4인",776,844,828,669,590,617,612,630,576,522
"경기도","강원도","5인",197,186,185,168,157,152,134,156,138,131
"경기도","충청북도","계",16389,16968,17182,16729,17013,17614,16965,17263,18285,18520
"경기도","충청북도","1인",12829,13324,13564,13394,13857,14478,14221,14363,15329,15972
"경기도","충청북도","2인",1719,1738,1783,1709,1675,1668,1471,1615,1746,1518
"경기도","충청북도","3인",1001,1026,995,902,822,807,694,711,705,626
"경기도","충청북도","4인",677,701,668,549,520,522,453,463,400,314
"경기도","충청북도","5인",138,151,145,149,112,111,109,92,83,79
"경기도","충청남도","계",25386,26494,27116,26996,28173,27714,26126,28086,29391,30102
"경기도","충청남도","1인",19517,20593,21241,21092,22024,22366,21856,23377,24260,25089
"경기도","충청남도","2인",2781,2874,2930,2864,3024,2815,2349,2670,2959,3037
"경기도","충청남도","3인",1632,1639,1493,1594,1642,1309,1039,1148,1241,1169
"경기도","충청남도","4인",1149,1094,1147,1120,1171,951,724,710,730,632
"경기도","충청남도","5인",246,231,252,274,268,224,130,149,170,153
"경기도","전라북도","계",13287,14186,13499,12721,12841,11558,11234,11637,11938,11538
"경기도","전라북도","1인",10582,11188,10847,10288,10641,9702,9560,9899,10183,9920
"경기도","전라북도","2인",1372,1418,1402,1250,1201,1029,949,970,1048,1000
"경기도","전라북도","3인",696,787,677,623,545,419,421,429,417,351
"경기도","전라북도","4인",497,617,444,443,356,320,241,278,233,207
"경기도","전라북도","5인",121,149,111,92,84,73,50,56,51,54
"경기도","전라남도","계",12372,12863,12545,11416,11109,11221,11184,11025,10926,10243
