"전출지별","전입지별","이동규모별",2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"전라북도","인천광역시","계",2943,2853,2714,2742,2856,3024,3040,3033,2752,2590
"전라북도","인천광역시","1인",2440,2417,2321,2348,2469,2628,2667,2619,2455,2314
"전라북도","인천광역시","2인",240,241,210,213,221,216,203,214,167,161
"전라북도","인천광역시","3인",138,112,98,98,85,85,94,104,72,76
"전라북도","인천광역시","4인",93,67,71,70,65,71,69,77,45,35
"전라북도","인천광역시","5인",27,12,9,11,12,20,6,13,11,3
"전라북도","광주광역시","계",4348,4753,4415,4480,4472,4951,4839,4869,4849,4403
"전라북도","광주광역시","1인",3567,3894,3680,3716,3767,4216,4208,4333,4324,3965
"전라북도","광주광역시","2인",420,466,419,436,394,409,320,287,307,258
"전라북도","광주광역시","3인",188,218,166,197,171,183,183,131,141,117
"전라북도","광주광역시","4인",121,140,114,102,102,116,103,99,58,45
"전라북도","광주광역시","5인",43,30,30,28,34,24,23,14,18,15
"전라북도","대전광역시","계",3373,3431,3418,3469,3679,3821,3788,3873,3726,3770
"전라북도","대전광역시","1인",2772,2819,2886,2988,3143,3348,3391,3523,3422,3441
"전라북도","대전광역시","2인",278,288,251,255,291,250,230,191,172,203
"전라북도","대전광역시","3인",162,172,148,126,127,122,94,93,88,73
"전라북도","대전광역시","4인",114,111,106,76,95,87,53,53,33,41
"전라북도","대전광역시","5인",43,33,22,21,20,12,14,12,9,9
"전라북도","울산광역시","계",804,782,881,624,801,683,618,584,468,416
"전라북도","울산광역시","1인",640,633,649,513,572,497,502,478,402,360
"전라북도","울산광역시","2인",67,54,70,48,81,57,49,50,42,33
"전라북도","울산광역시","3인",52,33,76,32,61,48,31,25,10,16
"전라북도","울산광역시","4인",39,51,64,28,67,65,30,26,11,6
"전라북도","울산광역시","5인",5,11,16,3,17,13,4,4,3,1
"전라북도","세종특별자치시","계",319,573,846,889,945,1074,1022,1119,1105,972
"전라북도","세종특별자치시","1인",236,413,576,674,646,812,779,891,914,784
"전라북도","세종특별자치시","2인",28,53,88,86,115,117,116,100,93,90
"전라북도","세종특별자치시","3인",27,56,81,72,88,68,60,63,46,57
"전라북도","세종특별자치시","4인",19,39,81,47,72,63,53,57,43,30
"전라북도","세종특별자치시","5인",6,9,17,9,22,12,13,8,9,9
"전라북도","경기도","계",14059,14241,14046,14505,14580,15061,14624,14817,14282,12204
"전라북도","경기도","1인",11932,12081,12022,12445,12533,13048,12840,13049,12679,10860
"전라북도","경기도","2인",1129,1118,1089,1087,1136,1135,987,982,938,773
"전라북도","경기도","3인",532,563,496,543,484,485,451,443,375,330
"전라북도","경기도","4인",359,365,356,332,330,316,278,265,238,188
"전라북도","경기도","5인",83,102,66,83,86,63,55,66,46,44
"전라북도","강원도","계",1142,1220,1262,1145,1213,1026,1123,1040,1118,974
"전라북도","강원도","1인",959,1009,1075,930,1021,852,936,885,969,838
"전라북도","강원도","2인",84,108,88,114,99,102,103,78,78,77
"전라북도","강원도","3인",61,47,43,52,57,34,39,39,35,37
"전라북도","강원도","4인",27,47,44,38,27,26,36,31,21,19
"전라북도","강원도","5인",7,8,12,11,9,10,9,6,15,3
"전라북도","충청북도","계",1521,1695,1746,1677,1700,1934,1836,1899,1996,1805
"전라북도","충청북도","1인",1284,1397,1451,1413,1437,1662,1574,1681,1752,1630
"전라북도","충청북도","2인",123,128,146,126,114,139,136,124,139,112
"전라북도","충청북도","3인",59,93,84,73,80,73,71,54,54,34
"전라북도","충청북도","4인",43,61,52,52,56,46,41,27,37,22
"전라북도","충청북도","5인",12,16,10,12,12,12,12,12,13,7
"전라북도","충청남도","계",4607,4669,4872,4763,4844,5042,4975,5366,5109,4669
"전라북도","충청남도","1인",3858,3898,4109,4011,4101,4313,4347,4674,4478,4110
"전라북도","충청남도","2인",382,379,368,383,372,387,351,379,355,350
"전라북도","충청남도","3인",192,212,212,203,217,188,164,185,162,120
"전라북도","충청남도","4인",144,132,139,124,117,119,91,96,92,65
"전라북도","충청남도","5인",29,42,42,38,33,28,19,26,18,20
"전라북도","전라북도","계",114541,120706,116836,112383,106715,114718,110186,121408,112776,101287
"전라북도","전라북도","1인",76741,79262,78252,76879,75069,79166,78678,87157,85560,77346
"전라북도","전라북도","2인",15891,17124,16176,15261,14291,15582,14202,15429,13416,12158
"전라북도","전라북도","3인",10478,11518,10959,10146,8753,9986,8656,9613,7358,6400
"전라북도","전라북도","4인",8255,9269,8411,7397,6237,7465,6466,6943,4867,4134
"전라북도","전라북도","5인",2562,2826,2450,2153,1890,2045,1769,1896,1248,1033
"전라북도","전라남도","계",4203,4374,4195,4316,4243,4453,4633,4273,4278,3906
"전라북도","전라남도","1인",3493,3587,3547,3628,3532,3758,4067,3732,3738,3490
"전라북도","전라남도","2인",373,413,336,358,400,359,297,297,317,247
"전라북도","전라남도","3인",174,196,191,197,161,175,154,134,130,107
"전라북도","전라남도","4인",130,132,95,107,113,124,88,82,69,48
"전라북도","전라남도","5인",27,38,24,23,31,30,22,25,22,10
"전라북도","경상북도","계",1191,1186,1152,1075,1064,1089,1117,1034,1233,1051
"전라북도","경상북도","1인",989,1012,963,911,908,939,962,879,1093,905
"전라북도","경상북도","2인",102,85,90,77,81,80,74,79,75,87
"전라북도","경상북도","3인",57,47,44,49,41,36,41,46,36,30
"전라북도","경상북도","4인",34,34,46,22,24,26,32,22,24,19
"전라북도","경상북도","5인",9,8,6,15,10,7,7,5,5,10
"전라북도","경상남도","계",1642,1732,1734,1620,1609,1523,1550,1467,1517,1432
"전라북도","경상남도","1인",1342,1410,1427,1386,1332,1246,1338,1257,1319,1234
"전라북도","경상남도","2인",154,151,139,113,137,154,115,118,115,120
"전라북도","경상남도","3인",76,92,83,70,75,63,54,51,50,44
"전라북도","경상남도","4인",57,67,63,34,48,48,37,31,23,27
"전라북도","경상남도","5인",13,12,14,15,16,10,5,8,10,6
"전라북도","제주특별자치도","계",544,599,782,864,885,886,861,881,776,698
"전라북도","제주특별자치도","1인",446,484,629,720,751,743,743,766,697,611
"전라북도","제주특별자치도","2인",43,49,76,71,71,77,78,65,50,45
"전라북도","제주특별자치도","3인",34,27,42,48,36,40,23,28,19,32
"전라북도","제주특별자치도","4인",15,35,22,18,22,20,14,16,6,7
"전라북도","제주특별자치도","5인",5,3,13,3,5,4,3,4,4,2
"전라남도","전국","계",164655,172944,168253,165308,162806,168019,170704,184126,171589,146925
"전라남도","전국","1인",121994,127689,127257,126600,126220,132222,135878,148215,139631,120698
"전라남도","전국","2인",19260,20034,18901,18421,17602,18115,17619,18056,16445,13909
"전라남도","전국","3인",11540,12098,10981,10507,9790,9455,9180,9355,8421,6919
"전라남도","전국","4인",8593,9616,8110,7125,6836,6058,6026,6516,5454,4204
"전라남도","전국","5인",2636,2887,2466,2183,1937,1770,1631,1666,1380,1015
"전라남도","서울특별시","계",12528,12592,12138,12686,12027,12399,12454,12752,11010,9901
"전라남도","서울특별시","1인",11221,11311,11015,11472,10970,11406,11506,11878,10268,9228
"전라남도","서울특별시","2인",804,808,716,778,666,662,619,573,499,425
"전라남도","서울특별시","3인",297,281,236,260,238,179,200,171,146,154
"전라남도","서울특별시","4인",162,150,132,129,121,117,103,112,73,79
"전라남도","서울특별시","5인",38,28,34,39,27,30,22,13,19,14
"전라남도","부산광역시","계",2479,2652,2647,2685,2632,2547,2634,2812,2600,2298
"전라남도","부산광역시","1인",2086,2290,2274,2327,2312,2235,2342,2524,2375,2094
"전라남도","부산광역시","2인",210,202,193,206,168,171,169,171,130,119
"전라남도","부산광역시","3인",104,79,96,86,86,75,66,68,61,49
"전라남도","부산광역시","4인",65,63,70,50,53,57,46,40,29,27
"전라남도","부산광역시","5인",14,14,7,14,12,7,8,8,5,8
"전라남도","대구광역시","계",736,707,712,772,700,827,728,873,735,761
"전라남도","대구광역시","1인",603,588,611,664,587,719,640,796,656,668
"전라남도","대구광역시","2인",59,59,59,57,52,58,44,46,42,46
"전라남도","대구광역시","3인",42,34,25,26,35,19,28,19,22,28
"전라남도","대구광역시","4인",22,20,16,22,22,26,14,9,13,15
"전라남도","대구광역시","5인",9,3,1,3,3,5,2,3,1,4
"전라남도","인천광역시","계",2789,2821,2865,2872,2841,2930,2880,3066,2799,2432
"전라남도","인천광역시","1인",2380,2381,2484,2436,2469,2579,2541,2774,2521,2177
"전라남도","인천광역시","2인",228,253,215,279,208,202,206,169,177,154
"전라남도","인천광역시","3인",98,95,97,95,90,86,70,78,68,67
"전라남도","인천광역시","4인",64,78,56,52,60,49,47,34,25,28
"전라남도","인천광역시","5인",18,11,12,10,13,12,12,10,8,6
"전라남도","광주광역시","계",26631,29610,28758,26762,26387,29358,29867,29584,27816,23138
"전라남도","광주광역시","1인",21351,24016,23498,22055,21843,24550,25342,25584,24283,20386
"전라남도","광주광역시","2인",2941,3158,2937,2709,2596,2807,2699,2420,2213,1690
"전라남도","광주광역시","3인",1380,1431,1355,1199,1127,1197,1075,953,812,668
"전라남도","광주광역시","4인",730,764,748,602,665,617,603,495,414,319
"전라남도","광주광역시","5인",181,200,180,160,134,155,129,120,82,65
"전라남도","대전광역시","계",1383,1511,1534,1603,1557,1618,1684,1648,1646,1510
"전라남도","대전광역시","1인",1147,1227,1276,1376,1327,1396,1460,1467,1466,1349
"전라남도","대전광역시","2인",103,142,127,113,107,108,129,88,98,89
"전라남도","대전광역시","3인",73,68,57,62,54,57,57,51,52,48
"전라남도","대전광역시","4인",43,60,57,45,50,44,27,33,22,22
"전라남도","대전광역시","5인",13,13,12,5,17,10,10,6,7,1
"전라남도","울산광역시","계",809,795,903,774,713,717,764,780,695,625
"전라남도","울산광역시","1인",666,657,761,659,608,624,659,694,617,550
"전라남도","울산광역시","2인",70,69,72,60,61,49,48,42,43,43
"전라남도","울산광역시","3인",38,35,37,28,24,26,27,20,15,19
"전라남도","울산광역시","4인",25,29,26,23,13,13,23,19,19,13
"전라남도","울산광역시","5인",8,5,5,2,7,5,6,5,1,0
"전라남도","세종특별자치시","계",189,273,440,438,492,613,560,584,549,486
"전라남도","세종특별자치시","1인",150,211,317,341,376,477,425,465,445,377
"전라남도","세종특별자치시","2인",20,25,46,35,48,55,53,53,49,50
"전라남도","세종특별자치시","3인",6,16,29,30,36,49,43,24,25,27
"전라남도","세종특별자치시","4인",11,17,38,23,25,25,32,34,23,29
"전라남도","세종특별자치시","5인",2,2,9,8,5,5,5,6,7,2
"전라남도","경기도","계",12543,12558,12693,13124,12271,13125,13070,13669,12694,10330
"전라남도","경기도","1인",10723,10756,10908,11359,10566,11319,11366,12137,11323,9206
"전라남도","경기도","2인",1010,994,998,1034,946,1017,943,932,793,684
"전라남도","경기도","3인",439,410,406,410,421,435,421,323,313,252
"전라남도","경기도","4인",280,318,298,261,276,269,278,206,210,136
"전라남도","경기도","5인",78,69,66,51,50,77,57,58,49,47
"전라남도","강원도","계",1066,1106,1173,1089,1054,970,1057,1224,1185,984
"전라남도","강원도","1인",843,874,943,847,832,749,818,1031,994,810
"전라남도","강원도","2인",93,94,106,129,95,101,123,95,107,93
"전라남도","강원도","3인",58,89,67,57,63,63,66,48,42,47
"전라남도","강원도","4인",60,41,41,39,53,44,45,41,31,29
"전라남도","강원도","5인",10,8,15,15,11,11,4,8,10,4
"전라남도","충청북도","계",921,1034,1170,1141,1161,1227,1248,1356,1273,1210
"전라남도","충청북도","1인",767,858,1005,949,975,1055,1101,1187,1133,1083
"전라남도","충청북도","2인",79,98,95,100,107,93,78,101,85,77
"전라남도","충청북도","3인",37,44,41,53,39,47,43,38,33,35
"전라남도","충청북도","4인",27,20,22,32,28,21,17,24,17,11
"전라남도","충청북도","5인",10,14,6,6,10,8,9,6,5,4
"전라남도","충청남도","계",2607,2450,2669,2664,2758,2768,2740,2866,2932,2412
"전라남도","충청남도","1인",2154,2100,2293,2271,2337,2341,2351,2510,2599,2112
"전라남도","충청남도","2인",213,168,167,196,203,226,217,197,203,191
"전라남도","충청남도","3인",129,93,105,99,117,112,98,92,66,58
"전라남도","충청남도","4인",83,72,80,73,79,68,61,53,51,44
"전라남도","충청남도","5인",20,16,17,21,19,17,10,11,10,6
"전라남도","전라북도","계",4234,4289,4277,4619,4617,4343,4379,4814,4502,3862
"전라남도","전라북도","1인",3481,3529,3549,3832,3858,3632,3758,4160,3956,3449
"전라남도","전라북도","2인",408,420,391,432,440,383,327,393,324,257
"전라남도","전라북도","3인",197,184,171,191,177,178,170,152,128,102
"전라남도","전라북도","4인",120,123,129,125,101,103,98,72,74,43
"전라남도","전라북도","5인",25,29,32,33,31,39,23,29,17,10
"전라남도","전라남도","계",90453,95063,90319,88288,88130,89278,91242,102137,95587,82099
"전라남도","전라남도","1인",60079,62453,61345,61204,62623,64690,66990,75853,72128,62924
"전라남도","전라남도","2인",12557,13044,12283,11791,11435,11724,11525,12318,11285,9644
"전라남도","전라남도","3인",8372,8965,8015,7657,7040,6720,6598,7099,6458,5210
"전라남도","전라남도","4인",6739,7644,6219,5474,5133,4467,4500,5240,4351,3327
"전라남도","전라남도","5인",2174,2429,2019,1775,1550,1357,1309,1362,1141,839
"전라남도","경상북도","계",1341,1371,1404,1355,1329,1293,1299,1457,1509,1220
"전라남도","경상북도","1인",1103,1121,1167,1115,1104,1091,1109,1258,1314,1082
"전라남도","경상북도","2인",118,125,125,109,106,102,97,112,111,76
"전라남도","경상북도","3인",63,62,51,75,64,55,50,56,44,39
"전라남도","경상북도","4인",47,50,50,46,41,36,36,24,35,22
"전라남도","경상북도","5인",7,11,10,8,13,6,7,6,4,0
"전라남도","경상남도","계",3131,3257,3505,3352,3025,2958,3129,3481,3113,2821
"전라남도","경상남도","1인",2561,2628,2943,2776,2486,2456,2647,3023,2732,2478
"전라남도","경상남도","2인",276,296,267,310,284,270,266,261,220,202
"전라남도","경상남도","3인",168,176,151,138,134,131,128,123,99,88
"전라남도","경상남도","4인",94,129,106,99,89,77,74,64,50,47
"전라남도","경상남도","5인",25,24,32,25,27,19,12,8,12,4
"전라남도","제주특별자치도","계",815,855,1046,1084,1112,1048,969,1023,944,836
"전라남도","제주특별자치도","1인",679,689,868,917,947,903,823,874,821,725
"전라남도","제주특별자치도","2인",71,79,104,83,80,87,76,85,66,69
"전라남도","제주특별자치도","3인",39,36,42,41,45,26,40,40,37,28
"전라남도","제주특별자치도","4인",21,38,22,30,27,25,22,16,17,13
"전라남도","제주특별자치도","5인",4,11,9,8,8,7,6,7,2,1
"경상북도","전국","계",220839,228541,234386,219317,217333,223508,223883,247815,234591,209577
"경상북도","전국","1인",163200,170704,175473,165989,164321,171515,175564,198777,188972,173347
"경상북도","전국","2인",25218,25789,26507,24312,23899,24690,23441,24572,23431,19844
"경상북도","전국","3인",16534,16646,16943,15410,15284,14676,13725,13578,12305,9459
"경상북도","전국","4인",12392,11955,12087,10685,11043,9944,8840,8800,8003,5502
"경상북도","전국","5인",2925,2847,2772,2449,2345,2247,1902,1783,1608,1219
"경상북도","서울특별시","계",14278,14596,14331,14272,13894,14534,15184,16205,14546,13504
"경상북도","서울특별시","1인",12856,13235,13013,13121,12764,13322,14080,15088,13531,12589
"경상북도","서울특별시","2인",860,799,796,717,683,751,705,714,654,586
"경상북도","서울특별시","3인",320,330,282,252,277,253,229,228,217,187
"경상북도","서울특별시","4인",192,189,186,147,138,170,145,145,115,115
"경상북도","서울특별시","5인",43,41,42,25,24,33,21,25,26,22
"경상북도","부산광역시","계",7296,8274,8344,7590,7460,7194,7765,8425,7977,7481
"경상북도","부산광역시","1인",6208,7027,7142,6598,6615,6357,7013,7567,7212,6838
"경상북도","부산광역시","2인",560,627,626,539,459,473,408,481,439,381
"경상북도","부산광역시","3인",288,323,297,271,220,204,205,210,168,157
"경상북도","부산광역시","4인",190,240,226,139,136,129,117,142,135,87
"경상북도","부산광역시","5인",45,44,42,28,23,28,15,23,20,15
"경상북도","대구광역시","계",30601,34282,33080,30096,30042,31736,30769,36266,31740,30466
"경상북도","대구광역시","1인",23812,27178,26899,24640,24749,26577,26098,31236,27555,26258
"경상북도","대구광역시","2인",3336,3465,3214,2869,2727,2891,2591,2917,2379,2348
"경상북도","대구광역시","3인",1873,2024,1688,1468,1462,1377,1260,1280,1093,1080
"경상북도","대구광역시","4인",1284,1279,1026,909,914,728,670,704,602,649
"경상북도","대구광역시","5인",246,283,200,177,163,141,130,120,107,110
"경상북도","인천광역시","계",2873,3020,2950,2878,2860,2994,3068,3224,3064,2908
"경상북도","인천광역시","1인",2362,2514,2489,2470,2490,2597,2700,2870,2750,2607
"경상북도","인천광역시","2인",253,244,236,223,202,212,210,192,182,175
"경상북도","인천광역시","3인",142,141,117,109,93,118,99,96,81,70
"경상북도","인천광역시","4인",103,97,86,67,62,53,50,56,43,40
"경상북도","인천광역시","5인",11,20,18,8,11,11,7,8,8,14
"경상북도","광주광역시","계",588,634,717,599,623,643,628,669,666,622
"경상북도","광주광역시","1인",493,521,606,522,524,537,541,584,596,552
"경상북도","광주광역시","2인",37,56,55,45,60,47,45,49,38,40
"경상북도","광주광역시","3인",30,22,31,16,19,30,23,19,22,16
"경상북도","광주광역시","4인",25,28,17,10,17,25,15,12,9,12
"경상북도","광주광역시","5인",3,6,6,5,3,4,4,5,0,2
"경상북도","대전광역시","계",2591,2630,2769,2816,2812,2832,2936,3317,3275,2963
"경상북도","대전광역시","1인",2130,2194,2357,2413,2431,2453,2608,3010,2977,2701
"경상북도","대전광역시","2인",220,206,199,197,198,188,183,163,164,150
"경상북도","대전광역시","3인",128,134,114,109,100,98,80,84,68,66
"경상북도","대전광역시","4인",89,74,88,79,69,77,50,49,48,39
"경상북도","대전광역시","5인",22,18,8,16,14,16,14,11,17,6
"경상북도","울산광역시","계",5949,6388,6736,5520,5139,4954,5440,5660,5623,5198
"경상북도","울산광역시","1인",4968,5345,5654,4700,4397,4219,4667,4906,4986,4557
"경상북도","울산광역시","2인",497,493,555,440,418,425,419,438,383,397
"경상북도","울산광역시","3인",262,294,284,229,178,180,211,192,161,144
"경상북도","울산광역시","4인",181,218,198,121,119,103,114,100,72,88
"경상북도","울산광역시","5인",35,32,37,26,20,23,27,21,19,9
"경상북도","세종특별자치시","계",242,387,604,582,693,741,791,884,810,769
"경상북도","세종특별자치시","1인",185,286,426,453,529,559,614,699,656,614
"경상북도","세종특별자치시","2인",22,34,67,51,71,65,78,85,77,67
"경상북도","세종특별자치시","3인",17,32,48,44,45,55,42,56,40,39
"경상북도","세종특별자치시","4인",17,25,48,28,42,47,44,39,29,38
"경상북도","세종특별자치시","5인",1,8,11,6,5,15,11,4,7,9
"경상북도","경기도","계",14925,14616,15535,15499,15448,16366,16221,18522,18295,15661
"경상북도","경기도","1인",12274,12159,13006,13131,13069,13814,13849,15943,15998,13810
"경상북도","경기도","2인",1257,1180,1263,1187,1169,1245,1163,1270,1321,986
"경상북도","경기도","3인",688,655,645,649,642,712,640,693,539,484
"경상북도","경기도","4인",590,480,497,427,460,488,457,530,373,313
"경상북도","경기도","5인",96,132,98,92,94,82,95,77,49,58
"경상북도","강원도","계",2980,2988,3161,2962,2775,2731,2827,3080,3045,2615
"경상북도","강원도","1인",2453,2476,2643,2469,2376,2326,2429,2702,2671,2265
"경상북도","강원도","2인",258,256,277,271,210,230,227,219,224,211
"경상북도","강원도","3인",140,140,131,118,102,95,97,92,90,83
"경상북도","강원도","4인",98,91,83,75,71,58,59,59,48,44
"경상북도","강원도","5인",25,19,18,24,9,16,9,8,12,11
"경상북도","충청북도","계",3064,3225,3292,3262,3232,3508,3444,3949,3786,3696
"경상북도","충청북도","1인",2555,2733,2762,2743,2748,2969,3009,3484,3365,3295
"경상북도","충청북도","2인",286,254,270,282,265,304,241,270,231,227
"경상북도","충청북도","3인",119,122,153,151,126,137,117,103,119,108
"경상북도","충청북도","4인",78,90,77,61,79,78,66,73,56,53
"경상북도","충청북도","5인",25,19,25,19,13,15,9,17,15,12
"경상북도","충청남도","계",3290,3345,3355,3060,3273,3275,3263,3680,3550,3171
"경상북도","충청남도","1인",2664,2711,2745,2565,2728,2714,2851,3236,3143,2797
"경상북도","충청남도","2인",283,282,273,240,271,297,217,251,245,202
"경상북도","충청남도","3인",174,168,173,126,148,131,109,116,96,99
"경상북도","충청남도","4인",137,141,125,102,103,113,70,61,57,62
"경상북도","충청남도","5인",29,35,33,24,19,17,15,15,8,11
"경상북도","전라북도","계",1098,1090,1152,1074,1085,1062,1086,1202,1200,1050
"경상북도","전라북도","1인",895,901,928,899,901,916,924,1034,1046,924
"경상북도","전라북도","2인",106,100,102,83,109,96,80,85,92,72
"경상북도","전라북도","3인",48,51,63,50,40,25,44,50,37,31
"경상북도","전라북도","4인",42,33,49,32,25,19,25,23,20,16
"경상북도","전라북도","5인",6,5,7,8,9,6,11,8,5,7
"경상북도","전라남도","계",1197,1311,1322,1336,1263,1335,1478,1513,1364,1266
"경상북도","전라남도","1인",976,1015,1067,1100,1019,1116,1240,1303,1181,1096
"경상북도","전라남도","2인",105,159,124,100,120,125,135,106,86,97
"경상북도","전라남도","3인",64,67,71,74,76,56,59,49,54,38
"경상북도","전라남도","4인",36,56,40,48,39,29,36,41,36,29
"경상북도","전라남도","5인",13,12,13,13,9,9,7,12,7,5
"경상북도","경상북도","계",122276,123881,128390,119765,118997,121787,121141,132911,127566,110719
"경상북도","경상북도","1인",82084,83923,86576,81419,80492,84464,86224,97896,94243,85882
"경상북도","경상북도","2인",16531,16966,17721,16406,16289,16658,16120,16725,16328,13344
"경상북도","경상북도","3인",11863,11740,12415,11404,11406,10889,10219,10014,9283,6640
"경상북도","경상북도","4인",9077,8667,9089,8250,8566,7630,6751,6611,6213,3808
"경상북도","경상북도","5인",2276,2110,2155,1920,1886,1792,1490,1406,1263,896
"경상북도","경상남도","계",6932,7156,7690,6957,6632,6643,6777,7226,7046,6487
"경상북도","경상남도","1인",5760,5905,6359,5875,5540,5600,5809,6316,6160,5688
"경상북도","경상남도","2인",548,603,653,578,555,584,532,506,521,496
"경상북도","경상남도","3인",340,361,378,287,313,264,251,249,202,181
"경상북도","경상남도","4인",224,223,231,162,184,161,147,129,123,91
"경상북도","경상남도","5인",42,59,52,46,36,31,33,20,35,25
"경상북도","제주특별자치도","계",659,718,958,1049,1105,1173,1065,1082,1038,1001
"경상북도","제주특별자치도","1인",525,581,801,871,949,975,908,903,902,874
"경상북도","제주특별자치도","2인",59,65,76,84,93,99,87,101,67,65
"경상북도","제주특별자치도","3인",38,42,53,53,37,52,40,47,35,36
"경상북도","제주특별자치도","4인",29,24,21,28,19,36,24,26,24,18
"경상북도","제주특별자치도","5인",7,4,7,12,7,8,4,3,10,7
"경상남도","전국","계",265811,283581,285590,271636,270544,267454,275261,293436,281820,255741
"경상남도","전국","1인",186729,197817,202571,199691,198909,199987,206814,225826,222541,206559
"경상남도","전국","2인",30967,33123,33203,30648,30119,29569,29581,30406,28716,25260
"경상남도","전국","3인",23552,25686,24529,21260,21177,19864,20357,19713,16901,13485
"경상남도","전국","4인",19321,21044,19813,15711,16061,14149,14737,13922,11048,8355
"경상남도","전국","5인",4410,4910,4607,3591,3573,3269,3202,3034,2248,1796
"경상남도","서울특별시","계",14206,14732,14592,14950,15186,15782,16435,16781,15844,15408
"경상남도","서울특별시","1인",12622,13322,13275,13635,13927,14516,15252,15601,14891,14516
"경상남도","서울특별시","2인",877,771,742,746,705,723,698,747,616,548
"경상남도","서울특별시","3인",409,335,320,306,302,306,289,256,211,191
"경상남도","서울특별시","4인",257,253,219,208,205,202,174,141,93,125
"경상남도","서울특별시","5인",36,43,30,43,37,29,20,31,29,24
"경상남도","부산광역시","계",32825,36582,37290,35435,37220,33142,35291,40166,39222,35379
"경상남도","부산광역시","1인",25673,29124,29617,29130,31482,28020,30235,34227,33726,30883
"경상남도","부산광역시","2인",3188,3298,3510,3041,2983,2550,2596,2990,2915,2451
"경상남도","부산광역시","3인",2107,2163,2208,1756,1537,1453,1416,1680,1496,1207
"경상남도","부산광역시","4인",1495,1618,1546,1203,985,898,851,1040,920,684
"경상남도","부산광역시","5인",305,309,342,254,194,184,160,200,140,135
"경상남도","대구광역시","계",6539,6519,6669,6867,6767,6939,6632,7803,6834,6885
"경상남도","대구광역시","1인",5363,5431,5554,5664,5676,5971,5752,6924,5991,6139
"경상남도","대구광역시","2인",581,535,563,589,566,506,472,470,458,421
"경상남도","대구광역시","3인",324,285,279,329,318,269,249,229,220,181
"경상남도","대구광역시","4인",221,221,230,235,160,158,135,146,134,126
"경상남도","대구광역시","5인",40,38,38,44,39,31,21,30,29,13
"경상남도","인천광역시","계",2480,2423,2619,2517,2675,2636,2817,2857,2792,2531
"경상남도","인천광역시","1인",1993,1972,2173,2117,2271,2259,2451,2530,2486,2261
"경상남도","인천광역시","2인",243,200,202,180,210,202,181,178,159,141
"경상남도","인천광역시","3인",123,134,125,114,110,102,104,89,86,78
"경상남도","인천광역시","4인",100,98,86,87,62,57,61,45,49,45
"경상남도","인천광역시","5인",21,14,30,16,19,14,18,15,12,4
"경상남도","광주광역시","계",998,1042,1097,1020,1015,1132,949,1113,1171,1020
"경상남도","광주광역시","1인",808,841,907,848,836,936,815,969,1028,892
"경상남도","광주광역시","2인",73,92,94,87,82,92,83,69,73,65
"경상남도","광주광역시","3인",64,58,39,48,51,56,30,45,40,43
"경상남도","광주광역시","4인",41,40,44,32,39,33,19,27,19,14
"경상남도","광주광역시","5인",10,11,11,4,7,14,2,3,10,4
"경상남도","대전광역시","계",2002,1893,1934,2136,2077,2139,2151,2364,2464,2249
"경상남도","대전광역시","1인",1574,1521,1572,1785,1765,1817,1904,2118,2222,2009
"경상남도","대전광역시","2인",169,171,167,168,146,162,128,129,134,132
"경상남도","대전광역시","3인",137,108,97,85,88,76,60,55,53,59
"경상남도","대전광역시","4인",97,78,76,83,63,70,42,50,47,39
"경상남도","대전광역시","5인",19,12,20,12,13,13,13,10,8,10
"경상남도","울산광역시","계",6387,6572,6457,5964,5511,5326,5512,5525,5586,5301
"경상남도","울산광역시","1인",5070,5281,5318,5037,4665,4541,4669,4779,4955,4655
"경상남도","울산광역시","2인",585,596,557,475,428,375,433,387,351,352
"경상남도","울산광역시","3인",408,363,318,263,252,239,237,209,171,173
"경상남도","울산광역시","4인",267,270,198,157,137,136,137,124,81,106
"경상남도","울산광역시","5인",47,47,50,26,23,30,28,21,23,15
"경상남도","세종특별자치시","계",195,374,568,538,629,725,647,697,732,687
"경상남도","세종특별자치시","1인",153,257,374,370,426,516,484,553,598,548
"경상남도","세종특별자치시","2인",14,50,78,61,71,76,57,62,54,64
"경상남도","세종특별자치시","3인",14,30,53,54,73,67,52,37,43,36
"경상남도","세종특별자치시","4인",9,31,46,43,48,51,48,36,29,27
"경상남도","세종특별자치시","5인",5,6,13,6,11,14,4,9,7,11
"경상남도","경기도","계",12057,12296,12779,12775,13319,14179,14301,15542,16059,14154
"경상남도","경기도","1인",9884,10215,10573,10722,11234,11876,12198,13444,14116,12382
"경상남도","경기도","2인",946,911,993,952,992,1095,1045,1088,1022,944
"경상남도","경기도","3인",601,575,624,582,566,643,592,539,496,455
"경상남도","경기도","4인",514,471,459,409,433,467,389,381,352,304
"경상남도","경기도","5인",85,102,106,97,80,79,64,86,67,60
"경상남도","강원도","계",1932,1853,2003,1943,1875,1765,1883,2067,2148,1921
"경상남도","강원도","1인",1552,1493,1644,1561,1569,1432,1556,1718,1832,1618
"경상남도","강원도","2인",153,153,149,160,133,166,159,174,155,157
"경상남도","강원도","3인",100,104,104,107,89,96,89,91,84,74
"경상남도","강원도","4인",96,81,79,92,53,57,65,66,58,50
"경상남도","강원도","5인",28,18,24,21,25,12,14,18,17,17
"경상남도","충청북도","계",1542,1723,1809,1908,1719,2068,2077,2094,2191,2288
"경상남도","충청북도","1인",1254,1388,1473,1542,1443,1747,1769,1813,1914,2018
