"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"세종특별자치시","계","75세 이상","2020 년","2680","17","X","X","X","X","33","X","2553","16","X","16","20","5","X","X","X","X","6",
"세종특별자치시","계","75세 이상","2021 년","2897","13","5","X","7","X","36","X","2760","21","X","8","25","5","X","X","X","X","X",
"세종특별자치시","남자","합계","2020 년","22724","808","131","115","167","113","975","62","17706","798","79","408","569","158","97","163","151","25","199",
"세종특별자치시","남자","합계","2021 년","23696","848","175","150","157","115","1153","72","18211","823","132","465","646","234","93","154","140","46","82",
"세종특별자치시","남자","20세 미만","2020 년","669","34","8","5","8","6","5","X","511","42","X","5","5","10","5","9","9","X","X",
"세종특별자치시","남자","20세 미만","2021 년","336","14","X","X","5","X","X","X","288","5","X","X","X","X","X","X","X","X","X",
"세종특별자치시","남자","20~24세","2020 년","3297","113","19","23","20","19","31","12","2749","131","7","28","43","15","9","27","14","X","36",
"세종특별자치시","남자","20~24세","2021 년","2294","76","17","9","21","19","50","12","1810","93","17","39","54","32","12","15","14","X","X",
"세종특별자치시","남자","25~29세","2020 년","3688","180","43","33","51","31","187","18","2523","168","19","92","132","44","23","47","37","6","54",
"세종특별자치시","남자","25~29세","2021 년","3915","211","53","49","43","30","271","25","2538","202","32","124","148","60","29","47","40","8","5",
"세종특별자치시","남자","30~34세","2020 년","3489","152","15","20","17","15","285","14","2487","119","16","85","145","28","22","24","27","X","16",
"세종특별자치시","남자","30~34세","2021 년","4043","171","24","30","20","16","285","12","2916","154","26","109","145","42","18","33","22","8","12",
"세종특별자치시","남자","35~39세","2020 년","2426","81","11","7","14","12","141","X","1840","81","12","59","76","13","12","22","19","5","17",
"세종특별자치시","남자","35~39세","2021 년","2636","98","24","19","12","8","150","6","2045","63","12","51","65","21","12","15","11","6","18",
"세종특별자치시","남자","40~44세","2020 년","1841","68","10","7","9","10","76","X","1448","49","7","34","39","17","11","14","16","X","20",
"세종특별자치시","남자","40~44세","2021 년","2140","59","10","13","15","11","109","X","1654","62","12","38","62","35","6","16","20","X","10",
"세종특별자치시","남자","45~49세","2020 년","1745","61","9","7","15","7","75","X","1366","70","10","40","37","9","6","X","9","X","14",
"세종특별자치시","남자","45~49세","2021 년","1882","78","18","14","10","9","75","X","1461","63","5","33","45","20","X","9","12","5","17",
"세종특별자치시","남자","50~54세","2020 년","1574","47","9","7","12","9","69","X","1254","54","X","25","30","8","7","8","8","X","20",
"세종특별자치시","남자","50~54세","2021 년","1865","66","18","5","12","15","79","X","1480","79","12","21","42","7","6","X","X","X","9",
"세종특별자치시","남자","55~59세","2020 년","1317","31","X","X","X","X","37","X","1120","41","X","16","25","7","X","5","5","X","9",
"세종특별자치시","남자","55~59세","2021 년","1400","33","X","X","5","X","38","5","1186","45","7","20","30","7","X","X","X","X","X",
"세종특별자치시","남자","60~64세","2020 년","1033","17","X","X","9","X","36","X","896","23","X","13","14","X","X","X","X","X","7",
"세종특별자치시","남자","60~64세","2021 년","1242","20","X","X","7","X","47","X","1061","34","X","17","28","X","X","5","6","X","X",
"세종특별자치시","남자","65~69세","2020 년","655","11","X","X","X","X","19","X","592","9","X","6","9","X","X","X","X","X","X",
"세종특별자치시","남자","65~69세","2021 년","831","16","X","X","X","X","29","X","729","13","X","8","13","X","X","X","X","X","X",
"세종특별자치시","남자","70~74세","2020 년","400","7","X","X","6","X","7","X","357","8","X","X","7","X","X","X","X","X","X",
"세종특별자치시","남자","70~74세","2021 년","465","X","X","X","X","X","6","X","433","7","X","X","6","X","X","X","X","X","X",
"세종특별자치시","남자","75세 이상","2020 년","590","6","X","X","X","X","7","X","563","X","X","X","7","X","X","X","X","X","X",
"세종특별자치시","남자","75세 이상","2021 년","647","X","X","X","X","X","12","X","610","X","X","X","7","X","X","X","X","X","X",
"세종특별자치시","여자","합계","2020 년","20853","653","97","79","108","98","884","29","17077","482","61","296","384","131","80","98","92","25","179",
"세종특별자치시","여자","합계","2021 년","22010","680","99","98","84","85","954","31","17965","559","66","371","476","151","79","110","90","27","85",
"세종특별자치시","여자","20세 미만","2020 년","661","26","11","5","10","7","6","7","514","25","X","X","9","7","13","7","6","X","X",
"세종특별자치시","여자","20세 미만","2021 년","337","9","X","X","X","X","X","X","278","17","X","X","X","X","X","X","X","X","X",
"세종특별자치시","여자","20~24세","2020 년","3584","107","23","16","15","26","109","6","2885","88","10","57","87","23","10","24","19","7","72",
"세종특별자치시","여자","20~24세","2021 년","2737","64","18","17","14","11","106","5","2148","85","8","67","83","42","13","26","16","X","11",
"세종특별자치시","여자","25~29세","2020 년","2935","182","21","24","27","28","186","9","2037","105","9","75","94","44","27","23","17","5","22",
"세종특별자치시","여자","25~29세","2021 년","3367","206","30","30","26","32","232","8","2310","128","23","99","116","42","21","25","24","8","7",
"세종특별자치시","여자","30~34세","2020 년","1989","88","12","11","14","7","118","X","1520","61","14","35","41","7","9","12","15","X","21",
"세종특별자치시","여자","30~34세","2021 년","2503","123","14","14","11","7","161","X","1866","81","13","64","70","17","9","14","14","X","20",
"세종특별자치시","여자","35~39세","2020 년","1429","69","7","5","10","5","74","X","1124","45","7","18","18","7","X","6","12","5","12",
"세종특별자치시","여자","35~39세","2021 년","1615","84","6","8","8","X","98","X","1232","52","X","33","32","12","6","8","10","X","10",
"세종특별자치시","여자","40~44세","2020 년","1231","53","9","X","X","X","56","X","1007","23","5","19","18","10","X","X","X","X","11",
"세종특별자치시","여자","40~44세","2021 년","1416","42","X","7","6","7","47","X","1183","37","X","15","27","5","X","5","8","X","15",
"세종특별자치시","여자","45~49세","2020 년","1272","30","X","X","6","X","77","X","1027","32","8","23","19","7","6","X","8","X","12",
"세종특별자치시","여자","45~49세","2021 년","1361","39","5","6","X","X","57","X","1143","28","X","19","23","10","5","6","X","X","9",
"세종특별자치시","여자","50~54세","2020 년","1251","36","6","X","5","X","83","X","1026","24","X","10","23","8","X","6","6","X","6",
"세종특별자치시","여자","50~54세","2021 년","1444","31","X","X","X","X","56","X","1233","33","6","16","29","X","7","12","X","X","X",
"세종특별자치시","여자","55~59세","2020 년","1218","16","X","X","9","X","62","X","1040","25","X","17","20","X","X","X","X","X","6",
"세종특별자치시","여자","55~59세","2021 년","1280","26","X","X","X","X","46","X","1124","28","X","9","18","X","X","X","5","X","X",
"세종특별자치시","여자","60~64세","2020 년","1288","15","X","X","7","X","44","X","1144","20","X","13","20","6","X","5","X","X","5",
"세종특별자치시","여자","60~64세","2021 년","1521","21","8","X","X","5","66","X","1314","27","X","19","34","X","X","5","X","X","X",
"세종특별자치시","여자","65~69세","2020 년","1031","9","X","X","X","X","24","X","955","12","X","7","10","X","X","X","X","X","X",
"세종특별자치시","여자","65~69세","2021 년","1234","12","X","X","X","X","39","X","1095","20","X","20","18","6","X","X","X","X","5",
"세종특별자치시","여자","70~74세","2020 년","874","11","X","X","X","X","19","X","808","9","X","5","12","X","X","X","X","X","X",
"세종특별자치시","여자","70~74세","2021 년","945","13","X","X","X","X","18","X","889","5","X","X","X","X","X","X","X","X","X",
"세종특별자치시","여자","75세 이상","2020 년","2090","11","X","X","X","X","26","X","1990","13","X","14","13","X","X","X","X","X","6",
"세종특별자치시","여자","75세 이상","2021 년","2250","10","5","X","X","X","24","X","2150","18","X","6","18","X","X","X","X","X","X",
"경기도","계","합계","2020 년","1406010","61714","4647","4089","14293","2915","4205","1812","1003","1260716","6193","5172","8898","4514","3544","5824","4949","1485","10037",
"경기도","계","합계","2021 년","1543100","66996","5081","4442","14770","3100","4453","2077","987","1393865","6171","5927","8951","4609","3497","6042","5335","1409","5388",
"경기도","계","20세 미만","2020 년","8910","367","127","124","147","101","104","68","20","6404","188","91","172","225","184","219","174","59","136",
"경기도","계","20세 미만","2021 년","7055","323","98","84","107","67","86","50","18","5288","107","101","163","101","88","122","116","35","101",
"경기도","계","20~24세","2020 년","71125","4894","635","745","1586","579","689","317","142","53537","1022","862","1427","861","628","1136","914","176","975",
"경기도","계","20~24세","2021 년","75866","5106","794","896","1691","658","912","396","153","57122","1075","1113","1584","880","697","1277","1049","246","217",
"경기도","계","25~29세","2020 년","165901","13408","1430","1393","3301","902","1369","545","249","131573","1626","1377","2124","1186","866","1701","1305","307","1239",
"경기도","계","25~29세","2021 년","189191","15286","1691","1566","3647","951","1495","685","251","151492","1583","1703","2240","1330","877","1765","1635","299","695",
"경기도","계","30~34세","2020 년","147266","10993","760","587","2304","387","661","299","135","124519","812","730","1390","597","406","868","747","175","896",
"경기도","계","30~34세","2021 년","172403","13022","774","686","2454","444","687","306","133","147438","801","796","1332","569","422","791","735","151","862",
"경기도","계","35~39세","2020 년","124823","7701","417","319","1548","241","365","157","110","109664","515","441","835","348","282","506","471","131","772",
"경기도","계","35~39세","2021 년","132097","7994","406","308","1427","226","317","159","83","117239","484","435","794","328","236","498","405","112","646",
"경기도","계","40~44세","2020 년","109713","5051","296","216","1075","172","224","110","80","99070","416","346","599","292","243","318","343","120","742",
"경기도","계","40~44세","2021 년","120607","5263","315","218","1076","153","216","135","77","109981","422","360","561","297","216","370","304","133","510",
"경기도","계","45~49세","2020 년","119770","4307","255","217","1057","133","204","102","70","109836","377","313","636","262","228","290","287","150","1046",
"경기도","계","45~49세","2021 년","121881","4131","261","174","958","169","170","99","79","113035","345","295","507","273","191","303","265","98","528",
"경기도","계","50~54세","2020 년","118136","3629","203","154","908","121","181","83","66","109487","338","304","487","235","195","240","236","119","1150",
"경기도","계","50~54세","2021 년","129783","3817","197","145","967","131","167","83","61","121455","358","304","514","285","204","259","254","99","483",
"경기도","계","55~59세","2020 년","121372","3212","174","107","855","106","150","60","37","113971","302","251","425","165","164","184","168","85","956",
"경기도","계","55~59세","2021 년","126334","3146","171","114","809","102","149","65","33","119564","320","252","400","181","178","216","215","80","339",
"경기도","계","60~64세","2020 년","122173","2942","125","88","685","74","103","37","37","115730","256","193","363","152","151","158","138","77","864",
"경기도","계","60~64세","2021 년","137512","3191","146","93","706","82","107","48","55","131093","289","277","365","127","164","200","143","73","353",
"경기도","계","65~69세","2020 년","89745","2077","88","56","359","33","60","12","22","85705","141","112","155","64","61","81","72","47","600",
"경기도","계","65~69세","2021 년","105996","2298","84","62","414","50","60","29","18","101802","157","134","206","80","80","93","84","43","302",
"경기도","계","70~74세","2020 년","71100","1254","52","36","177","17","37","8","15","68804","88","57","96","45","38","51","43","21","261",
"경기도","계","70~74세","2021 년","76003","1407","57","37","216","15","35","11","8","73535","90","76","112","63","50","69","48","21","153",
"경기도","계","75세 이상","2020 년","135976","1879","85","47","291","49","58","14","20","132416","112","95","189","82","98","72","51","18","400",
"경기도","계","75세 이상","2021 년","148372","2012","87","59","298","52","52","11","18","144821","140","81","173","95","94","79","82","19","199",
"경기도","남자","합계","2020 년","758076","35415","3003","2623","8881","1746","2752","1219","610","670751","3796","3225","5483","2822","2144","3745","3284","916","5661",
"경기도","남자","합계","2021 년","835849","38395","3267","2960","9292","1937","2835","1453","621","744765","3864","3839","5677","2847","2202","4072","3674","802","3347",
"경기도","남자","20세 미만","2020 년","3885","181","61","52","59","46","50","34","6","2737","83","42","74","112","75","103","78","28","64",
"경기도","남자","20세 미만","2021 년","3211","169","46","45","49","33","43","15","11","2394","45","43","60","43","41","53","50","16","55",
"경기도","남자","20~24세","2020 년","32036","2094","314","361","742","272","335","179","67","23892","483","403","602","444","311","577","537","97","326",
"경기도","남자","20~24세","2021 년","34974","2331","434","482","822","341","408","241","69","25601","545","549","746","432","379","725","634","128","107",
"경기도","남자","25~29세","2020 년","99420","7834","960","963","2105","576","934","358","166","77989","1081","904","1382","759","552","1107","851","199","700",
"경기도","남자","25~29세","2021 년","112289","8923","1153","1131","2378","609","1017","510","178","88060","1088","1178","1499","868","597","1259","1180","175","486",
"경기도","남자","30~34세","2020 년","100520","7233","564","447","1606","259","505","238","87","84865","595","529","1005","428","280","679","570","110","520",
"경기도","남자","30~34세","2021 년","116585","8518","578","520","1734","317","538","233","102","99257","571","604","998","417","297","623","557","91","630",
"경기도","남자","35~39세","2020 년","84639","5020","293","238","1097","172","261","116","77","74209","364","332","628","269","197","404","363","90","509",
"경기도","남자","35~39세","2021 년","89772","5215","285","232","983","157","221","135","58","79532","355","336","607","235","180","381","321","67","472",
"경기도","남자","40~44세","2020 년","72288","3169","223","146","732","114","168","91","59","65158","293","252","425","211","174","249","268","71","485",
"경기도","남자","40~44세","2021 년","79787","3299","236","171","764","105","143","105","59","72538","294","271","422","207","174","299","246","82","372",
"경기도","남자","45~49세","2020 년","77270","2663","189","161","727","98","159","80","50","70597","250","212","449","197","177","214","220","111","716",
"경기도","남자","45~49세","2021 년","78836","2505","172","131","679","135","120","75","57","72960","241","220","371","189","130","228","202","61","360",
"경기도","남자","50~54세","2020 년","72926","2181","150","112","576","85","129","51","37","67417","206","203","317","160","139","166","175","82","740",
"경기도","남자","50~54세","2021 년","80230","2256","129","94","633","88","119","55","37","74974","228","200","357","203","134","190","187","67","279",
"경기도","남자","55~59세","2020 년","67432","1788","98","60","520","65","101","40","21","63080","177","149","254","98","101","118","100","52","610",
"경기도","남자","55~59세","2021 년","71291","1694","102","76","486","76","97","45","12","67377","199","164","247","119","113","131","137","47","169",
"경기도","남자","60~64세","2020 년","57891","1397","74","46","387","40","52","20","20","54606","138","102","193","83","71","65","65","43","489",
"경기도","남자","60~64세","2021 년","66144","1505","70","43","377","46","67","24","26","62932","142","155","204","69","94","106","75","34","175",
"경기도","남자","65~69세","2020 년","35917","883","35","17","176","10","28","X","12","34118","64","53","72","31","30","32","35","21","296",
"경기도","남자","65~69세","2021 년","43246","940","32","19","216","18","24","11","8","41474","72","61","94","24","33","38","40","22","120",
"경기도","남자","70~74세","2020 년","23000","454","18","10","76","X","17","5","X","22149","32","28","31","11","14","15","14","5","113",
"경기도","남자","70~74세","2021 년","25160","484","16","7","95","X","16","X","X","24279","48","29","38","17","12","19","23","9","60",
"경기도","남자","75세 이상","2020 년","30852","518","24","10","78","5","13","X","X","29934","30","16","51","19","23","16","8","7","93",
"경기도","남자","75세 이상","2021 년","34324","556","14","9","76","8","22","X","X","33387","36","29","34","24","18","20","22","X","62",
"경기도","여자","합계","2020 년","647934","26299","1644","1466","5412","1169","1453","593","393","589965","2397","1947","3415","1692","1400","2079","1665","569","4376",
"경기도","여자","합계","2021 년","707251","28601","1814","1482","5478","1163","1618","624","366","649100","2307","2088","3274","1762","1295","1970","1661","607","2041",
"경기도","여자","20세 미만","2020 년","5025","186","66","72","88","55","54","34","14","3667","105","49","98","113","109","116","96","31","72",
"경기도","여자","20세 미만","2021 년","3844","154","52","39","58","34","43","35","7","2894","62","58","103","58","47","69","66","19","46",
"경기도","여자","20~24세","2020 년","39089","2800","321","384","844","307","354","138","75","29645","539","459","825","417","317","559","377","79","649",
"경기도","여자","20~24세","2021 년","40892","2775","360","414","869","317","504","155","84","31521","530","564","838","448","318","552","415","118","110",
"경기도","여자","25~29세","2020 년","66481","5574","470","430","1196","326","435","187","83","53584","545","473","742","427","314","594","454","108","539",
"경기도","여자","25~29세","2021 년","76902","6363","538","435","1269","342","478","175","73","63432","495","525","741","462","280","506","455","124","209",
"경기도","여자","30~34세","2020 년","46746","3760","196","140","698","128","156","61","48","39654","217","201","385","169","126","189","177","65","376",
"경기도","여자","30~34세","2021 년","55818","4504","196","166","720","127","149","73","31","48181","230","192","334","152","125","168","178","60","232",
"경기도","여자","35~39세","2020 년","40184","2681","124","81","451","69","104","41","33","35455","151","109","207","79","85","102","108","41","263",
"경기도","여자","35~39세","2021 년","42325","2779","121","76","444","69","96","24","25","37707","129","99","187","93","56","117","84","45","174",
"경기도","여자","40~44세","2020 년","37425","1882","73","70","343","58","56","19","21","33912","123","94","174","81","69","69","75","49","257",
"경기도","여자","40~44세","2021 년","40820","1964","79","47","312","48","73","30","18","37443","128","89","139","90","42","71","58","51","138",
"경기도","여자","45~49세","2020 년","42500","1644","66","56","330","35","45","22","20","39239","127","101","187","65","51","76","67","39","330",
"경기도","여자","45~49세","2021 년","43045","1626","89","43","279","34","50","24","22","40075","104","75","136","84","61","75","63","37","168",
"경기도","여자","50~54세","2020 년","45210","1448","53","42","332","36","52","32","29","42070","132","101","170","75","56","74","61","37","410",
"경기도","여자","50~54세","2021 년","49553","1561","68","51","334","43","48","28","24","46481","130","104","157","82","70","69","67","32","204",
"경기도","여자","55~59세","2020 년","53940","1424","76","47","335","41","49","20","16","50891","125","102","171","67","63","66","68","33","346",
"경기도","여자","55~59세","2021 년","55043","1452","69","38","323","26","52","20","21","52187","121","88","153","62","65","85","78","33","170",
"경기도","여자","60~64세","2020 년","64282","1545","51","42","298","34","51","17","17","61124","118","91","170","69","80","93","73","34","375",
"경기도","여자","60~64세","2021 년","71368","1686","76","50","329","36","40","24","29","68161","147","122","161","58","70","94","68","39","178",
"경기도","여자","65~69세","2020 년","53828","1194","53","39","183","23","32","8","10","51587","77","59","83","33","31","49","37","26","304",
"경기도","여자","65~69세","2021 년","62750","1358","52","43","198","32","36","18","10","60328","85","73","112","56","47","55","44","21","182",
"경기도","여자","70~74세","2020 년","48100","800","34","26","101","13","20","X","11","46655","56","29","65","34","24","36","29","16","148",
"경기도","여자","70~74세","2021 년","50843","923","41","30","121","11","19","10","5","49256","42","47","74","46","38","50","25","12","93",
"경기도","여자","75세 이상","2020 년","105124","1361","61","37","213","44","45","11","16","102482","82","79","138","63","75","56","43","11","307",
"경기도","여자","75세 이상","2021 년","114048","1456","73","50","222","44","30","8","17","111434","104","52","139","71","76","59","60","16","137",
"강원도","계","합계","2020 년","231371","5080","591","510","1316","237","512","249","121","6534","210191","1107","684","331","304","946","635","192","1831",
"강원도","계","합계","2021 년","245012","5525","637","552","1370","283","495","263","137","7203","223569","1183","710","362","423","1016","695","188","401",
"강원도","계","20세 미만","2020 년","4983","146","12","8","80","13","14","8","5","309","4225","38","26","16","12","40","17","X","11",
"강원도","계","20세 미만","2021 년","2923","85","7","10","55","5","11","X","X","160","2518","25","X","X","X","20","10","X","X",
"강원도","계","20~24세","2020 년","21177","675","69","75","163","40","93","30","19","878","18294","172","79","57","44","165","103","28","193",
"강원도","계","20~24세","2021 년","19613","779","77","101","206","66","100","44","16","987","16318","204","122","85","82","234","133","24","35",
"강원도","계","25~29세","2020 년","19262","904","145","134","192","74","128","44","28","1004","15621","198","116","81","81","182","159","34","137",
"강원도","계","25~29세","2021 년","21764","1067","163","165","230","86","134","45","34","1215","17529","261","121","90","121","247","167","32","57",
"강원도","계","30~34세","2020 년","13740","603","72","74","114","36","60","23","12","573","11626","117","82","47","36","111","78","13","63",
"강원도","계","30~34세","2021 년","15525","633","102","85","134","41","59","33","20","740","13168","143","69","34","47","83","79","16","39",
"강원도","계","35~39세","2020 년","11401","393","62","44","84","14","39","19","14","404","9940","81","52","19","23","62","45","14","92",
"강원도","계","35~39세","2021 년","11925","379","42","34","73","16","35","21","7","487","10500","75","61","19","28","54","51","9","34",
"강원도","계","40~44세","2020 년","11314","307","34","31","73","12","39","21","8","369","10046","81","44","15","24","71","34","13","92",
"강원도","계","40~44세","2021 년","12277","328","34","24","80","16","26","15","16","430","11013","67","53","16","28","48","34","19","30",
"강원도","계","45~49세","2020 년","14554","318","39","33","111","13","35","15","10","490","12991","100","64","25","19","64","43","15","169",
"강원도","계","45~49세","2021 년","14644","316","36","24","81","15","24","17","X","460","13351","63","50","24","19","56","56","22","26",
"강원도","계","50~54세","2020 년","18255","371","47","35","121","13","30","24","11","590","16405","94","71","24","17","72","57","22","251",
"강원도","계","50~54세","2021 년","19414","398","38","35","115","12","29","28","12","591","17779","89","73","21","23","62","50","14","45",
"강원도","계","55~59세","2020 년","22059","401","35","25","110","6","28","23","X","645","20274","70","58","22","18","66","38","17","220",
"강원도","계","55~59세","2021 년","22599","435","30","23","121","10","26","20","12","629","20961","80","46","25","27","64","33","20","37",
"강원도","계","60~64세","2020 년","24382","411","34","24","134","8","23","24","6","598","22625","83","48","9","13","46","28","15","253",
"강원도","계","60~64세","2021 년","27400","500","40","20","141","5","22","23","7","693","25625","88","57","18","20","62","34","13","32",
"강원도","계","65~69세","2020 년","18579","259","17","9","60","5","11","9","X","304","17632","35","20","9","5","31","16","8","147",
"강원도","계","65~69세","2021 년","21836","264","37","17","65","X","17","9","X","408","20836","45","19","13","11","32","26","6","25",
"강원도","계","70~74세","2020 년","14964","126","9","8","31","X","6","X","X","168","14491","9","11","X","5","13","9","X","65",
"강원도","계","70~74세","2021 년","15515","136","16","X","31","X","5","X","X","173","15055","16","9","5","8","20","10","X","15",
"강원도","계","75세 이상","2020 년","36701","166","16","10","43","X","6","5","X","202","36021","29","13","X","7","23","8","7","138",
"강원도","계","75세 이상","2021 년","39577","205","15","10","38","5","7","X","X","230","38916","27","26","9","6","34","12","8","23",
"강원도","남자","합계","2020 년","115678","2964","374","299","834","135","331","159","75","4033","102828","655","454","202","213","600","429","130","963",
"강원도","남자","합계","2021 년","122646","3192","414","354","865","184","313","171","89","4315","109573","714","451","226","302","647","493","118","225",
"강원도","남자","20세 미만","2020 년","2694","96","X","X","46","8","8","X","X","170","2266","15","17","11","8","25","7","X","5",
"강원도","남자","20세 미만","2021 년","1497","51","X","X","31","X","6","X","X","84","1277","11","X","X","X","10","8","X","X",
"강원도","남자","20~24세","2020 년","11611","428","45","42","114","21","49","20","11","559","9873","91","48","32","34","91","66","19","68",
"강원도","남자","20~24세","2021 년","10751","498","53","64","148","46","62","23","13","618","8643","108","76","59","59","146","101","16","18",
"강원도","남자","25~29세","2020 년","12232","536","91","89","131","45","86","31","22","648","9861","135","79","51","60","126","123","23","95",
"강원도","남자","25~29세","2021 년","13463","644","102","116","148","60","87","32","23","778","10734","163","76","58","85","172","125","22","38",
"강원도","남자","30~34세","2020 년","9032","364","47","48","79","21","43","16","8","401","7627","68","61","34","28","88","53","11","35",
"강원도","남자","30~34세","2021 년","10121","388","69","62","91","27","42","22","17","489","8575","95","46","25","38","57","50","9","19",
"강원도","남자","35~39세","2020 년","7438","226","40","24","57","7","29","12","7","266","6525","51","37","10","15","37","31","7","57",
"강원도","남자","35~39세","2021 년","7705","212","29","21","51","8","24","16","X","302","6807","50","50","13","23","40","35","6","15",
"강원도","남자","40~44세","2020 년","7284","176","21","15","54","7","28","11","6","230","6490","48","35","12","17","47","22","9","56",
"강원도","남자","40~44세","2021 년","7888","183","27","18","54","9","23","12","12","272","7077","38","42","8","21","30","28","14","20",
"강원도","남자","45~49세","2020 년","9139","182","28","19","67","8","25","11","6","317","8149","58","46","17","14","44","31","11","106",
"강원도","남자","45~49세","2021 년","9240","177","26","20","53","12","16","9","X","276","8428","45","33","16","16","36","43","14","17",
"강원도","남자","50~54세","2020 년","11010","223","37","19","67","7","23","15","7","352","9889","49","40","11","10","45","42","17","157",
"강원도","남자","50~54세","2021 년","11655","231","26","17","68","9","17","17","5","341","10687","56","43","10","15","38","37","10","28",
"강원도","남자","55~59세","2020 년","12130","228","20","16","71","X","15","14","X","394","11052","46","39","15","14","41","21","13","124",
"강원도","남자","55~59세","2021 년","12652","255","21","11","75","5","12","16","8","370","11664","53","26","14","23","43","22","12","22",
"강원도","남자","60~64세","2020 년","12228","236","23","15","81","X","14","15","X","371","11173","54","35","X","X","28","16","9","144",
"강원도","남자","60~64세","2021 년","14019","270","22","9","87","X","11","11","X","388","13022","57","31","12","7","38","20","6","22",
"강원도","남자","65~69세","2020 년","8091","144","10","5","32","X","7","6","X","181","7566","20","10","X","X","18","8","X","69",
"강원도","남자","65~69세","2021 년","9760","150","23","10","33","X","11","8","X","243","9183","21","16","6","7","18","13","X","13",
"강원도","남자","70~74세","2020 년","5051","68","5","X","16","X","X","X","X","89","4813","5","5","X","X","X","6","X","22",
"강원도","남자","70~74세","2021 년","5360","71","9","X","16","X","X","X","X","85","5130","10","X","X","X","9","5","X","X",
"강원도","남자","75세 이상","2020 년","7738","57","X","X","19","X","X","X","X","55","7544","15","X","X","X","6","X","X","25",
"강원도","남자","75세 이상","2021 년","8535","62","X","X","10","X","X","X","X","69","8346","7","6","X","X","10","6","X","9",
"강원도","여자","합계","2020 년","115693","2116","217","211","482","102","181","90","46","2501","107363","452","230","129","91","346","206","62","868",
"강원도","여자","합계","2021 년","122366","2333","223","198","505","99","182","92","48","2888","113996","469","259","136","121","369","202","70","176",
"강원도","여자","20세 미만","2020 년","2289","50","9","5","34","5","6","X","5","139","1959","23","9","5","X","15","10","X","6",
"강원도","여자","20세 미만","2021 년","1426","34","X","6","24","X","5","X","X","76","1241","14","X","X","X","10","X","X","X",
"강원도","여자","20~24세","2020 년","9566","247","24","33","49","19","44","10","8","319","8421","81","31","25","10","74","37","9","125",
"강원도","여자","20~24세","2021 년","8862","281","24","37","58","20","38","21","X","369","7675","96","46","26","23","88","32","8","17",
"강원도","여자","25~29세","2020 년","7030","368","54","45","61","29","42","13","6","356","5760","63","37","30","21","56","36","11","42",
"강원도","여자","25~29세","2021 년","8301","423","61","49","82","26","47","13","11","437","6795","98","45","32","36","75","42","10","19",
"강원도","여자","30~34세","2020 년","4708","239","25","26","35","15","17","7","X","172","3999","49","21","13","8","23","25","X","28",
"강원도","여자","30~34세","2021 년","5404","245","33","23","43","14","17","11","X","251","4593","48","23","9","9","26","29","7","20",
"강원도","여자","35~39세","2020 년","3963","167","22","20","27","7","10","7","7","138","3415","30","15","9","8","25","14","7","35",
"강원도","여자","35~39세","2021 년","4220","167","13","13","22","8","11","5","X","185","3693","25","11","6","5","14","16","X","19",
"강원도","여자","40~44세","2020 년","4030","131","13","16","19","5","11","10","X","139","3556","33","9","X","7","24","12","X","36",
"강원도","여자","40~44세","2021 년","4389","145","7","6","26","7","X","X","X","158","3936","29","11","8","7","18","6","5","10",
"강원도","여자","45~49세","2020 년","5415","136","11","14","44","5","10","X","X","173","4842","42","18","8","5","20","12","X","63",
"강원도","여자","45~49세","2021 년","5404","139","10","X","28","X","8","8","X","184","4923","18","17","8","X","20","13","8","9",
"강원도","여자","50~54세","2020 년","7245","148","10","16","54","6","7","9","X","238","6516","45","31","13","7","27","15","5","94",
"강원도","여자","50~54세","2021 년","7759","167","12","18","47","X","12","11","7","250","7092","33","30","11","8","24","13","X","17",
"강원도","여자","55~59세","2020 년","9929","173","15","9","39","X","13","9","X","251","9222","24","19","7","X","25","17","X","96",
"강원도","여자","55~59세","2021 년","9947","180","9","12","46","5","14","X","X","259","9297","27","20","11","X","21","11","8","15",
"강원도","여자","60~64세","2020 년","12154","175","11","9","53","5","9","9","X","227","11452","29","13","6","9","18","12","6","109",
"강원도","여자","60~64세","2021 년","13381","230","18","11","54","X","11","12","X","305","12603","31","26","6","13","24","14","7","10",
"강원도","여자","65~69세","2020 년","10488","115","7","X","28","X","X","X","X","123","10066","15","10","5","X","13","8","X","78",
"강원도","여자","65~69세","2021 년","12076","114","14","7","32","X","6","X","X","165","11653","24","X","7","X","14","13","X","12",
"강원도","여자","70~74세","2020 년","9913","58","X","5","15","X","X","X","X","79","9678","X","6","X","X","9","X","X","43",
"강원도","여자","70~74세","2021 년","10155","65","7","X","15","X","X","X","X","88","9925","6","5","X","X","11","5","X","11",
"강원도","여자","75세 이상","2020 년","28963","109","12","9","24","X","5","X","X","147","28477","14","11","X","5","17","5","5","113",
"강원도","여자","75세 이상","2021 년","31042","143","12","9","28","5","6","X","X","161","30570","20","20","8","5","24","6","5","14",
"충청북도","계","합계","2020 년","236208","3461","593","700","1209","494","2112","337","782","5542","1049","212915","1783","756","500","1400","789","205","1581",
"충청북도","계","합계","2021 년","252251","3882","664","795","1193","390","2263","361","728","6096","1114","228633","1840","738","498","1516","849","203","488",
