"행정구역별(시군구)","성별","연령별","시점","전국","서울","부산","대구","인천","광주","대전","울산","세종시","경기도","강원도","충청북도","충청남도","전라북도","전라남도","경상북도","경상남도","제주특별자치도","기타",
"충청북도","계","20세 미만","2020 년","4594","134","24","16","107","24","35","10","12","273","53","3635","64","41","50","50","41","10","15",
"충청북도","계","20세 미만","2021 년","2935","82","17","19","49","13","30","X","7","146","25","2427","31","16","16","26","13","8","6",
"충청북도","계","20~24세","2020 년","22598","407","82","116","157","155","331","46","88","760","147","19142","286","135","81","258","123","25","259",
"충청북도","계","20~24세","2021 년","20114","457","91","121","173","68","360","59","92","827","183","16609","341","134","85","302","150","31","31",
"충청북도","계","25~29세","2020 년","26232","773","201","233","228","148","563","110","171","1123","216","20865","448","198","146","390","226","44","149",
"충청북도","계","25~29세","2021 년","29310","952","229","288","253","145","604","134","154","1356","252","23275","454","221","158","445","244","51","95",
"충청북도","계","30~34세","2020 년","18521","461","73","118","106","59","292","50","98","594","120","15745","253","118","61","179","115","23","56",
"충청북도","계","30~34세","2021 년","21237","515","92","106","111","47","327","57","105","643","108","18332","225","112","57","203","108","23","66",
"충청북도","계","35~39세","2020 년","14585","260","43","51","80","25","155","27","87","398","84","12900","139","48","34","110","62","16","66",
"충청북도","계","35~39세","2021 년","15639","268","42","57","91","23","156","15","84","435","85","13920","158","54","31","93","68","11","48",
"충청북도","계","40~44세","2020 년","12949","180","31","37","75","16","119","19","67","372","68","11562","116","43","20","82","36","16","90",
"충청북도","계","40~44세","2021 년","14131","195","35","31","69","26","123","14","35","366","76","12798","116","40","27","70","55","11","44",
"충청북도","계","45~49세","2020 년","15312","173","23","25","67","15","100","21","55","367","80","13931","85","46","25","72","48","14","165",
"충청북도","계","45~49세","2021 년","15714","214","39","37","62","18","116","12","60","381","65","14347","120","42","26","69","51","19","36",
"충청북도","계","50~54세","2020 년","17924","236","31","31","94","19","143","19","67","423","71","16251","119","33","25","76","52","12","222",
"충청북도","계","50~54세","2021 년","19609","240","27","44","86","14","138","23","61","451","72","18073","117","27","36","85","52","16","47",
"충청북도","계","55~59세","2020 년","20327","260","27","28","100","12","126","16","42","408","72","18762","110","33","22","73","37","16","183",
"충청북도","계","55~59세","2021 년","21147","255","27","21","80","12","107","10","44","490","82","19730","87","37","15","71","40","9","30",
"충청북도","계","60~64세","2020 년","21150","233","26","22","93","10","120","10","46","390","71","19768","74","32","18","46","22","18","151",
"충청북도","계","60~64세","2021 년","24239","280","26","27","91","14","132","18","32","441","81","22794","92","22","24","79","40","13","33",
"충청북도","계","65~69세","2020 년","16282","155","13","10","41","X","59","X","24","191","26","15552","37","17","5","30","10","5","100",
"충청북도","계","65~69세","2021 년","19261","192","16","28","58","5","77","6","22","261","34","18419","36","13","8","38","14","8","26",
"충청북도","계","70~74세","2020 년","12642","78","6","X","30","X","29","X","9","98","12","12287","25","X","X","15","9","X","30",
"충청북도","계","70~74세","2021 년","13544","96","11","8","35","X","35","X","14","127","19","13123","21","10","X","16","6","X","14",
"충청북도","계","75세 이상","2020 년","33092","111","13","11","31","X","40","X","16","145","29","32515","27","11","11","19","8","X","95",
"충청북도","계","75세 이상","2021 년","35371","136","12","8","35","X","58","6","18","172","32","34786","42","10","11","19","8","X","12",
"충청북도","남자","합계","2020 년","122465","2112","386","467","760","246","1251","251","461","3606","648","108011","1081","461","303","888","523","129","881",
"충청북도","남자","합계","2021 년","131560","2351","431","507","749","235","1356","258","411","3965","673","116693","1167","475","312","960","564","119","334",
"충청북도","남자","20세 미만","2020 년","2345","76","14","7","58","15","17","7","X","148","27","1837","26","24","18","25","24","8","10",
"충청북도","남자","20세 미만","2021 년","1396","43","X","8","34","X","15","X","X","70","8","1156","11","9","5","13","7","X","X",
"충청북도","남자","20~24세","2020 년","11688","242","40","63","100","50","141","35","38","472","87","9844","139","70","45","120","78","16","108",
"충청북도","남자","20~24세","2021 년","10262","251","51","56","116","40","166","41","40","512","96","8330","172","72","45","147","92","17","18",
"충청북도","남자","25~29세","2020 년","17164","492","143","159","155","76","349","88","116","776","148","13595","300","117","100","281","152","23","94",
"충청북도","남자","25~29세","2021 년","18722","581","168","200","168","86","390","108","90","939","168","14673","311","146","104","315","170","30","75",
"충청북도","남자","30~34세","2020 년","12866","310","55","90","83","37","222","39","70","449","84","10868","170","79","39","135","87","14","35",
"충청북도","남자","30~34세","2021 년","14674","349","67","77","69","30","242","47","71","464","78","12595","164","76","41","152","84","18","50",
"충청북도","남자","35~39세","2020 년","9845","158","32","37","63","17","103","21","59","277","63","8694","92","35","20","83","42","8","41",
"충청북도","남자","35~39세","2021 년","10739","182","31","40","61","19","104","11","57","311","56","9532","110","44","24","71","44","8","34",
"충청북도","남자","40~44세","2020 년","8591","118","16","28","48","14","75","12","46","267","44","7642","88","27","17","56","20","11","62",
"충청북도","남자","40~44세","2021 년","9435","118","23","22","47","18","83","11","20","268","49","8499","92","30","24","48","40","6","37",
"충청북도","남자","45~49세","2020 년","9681","92","17","19","39","13","67","13","34","246","57","8774","57","32","14","50","33","10","114",
"충청북도","남자","45~49세","2021 년","10030","142","20","29","39","13","74","8","35","259","42","9123","81","32","19","43","35","10","26",
"충청북도","남자","50~54세","2020 년","10754","151","20","21","62","11","70","14","41","267","44","9708","77","22","17","49","36","9","135",
"충청북도","남자","50~54세","2021 년","11808","146","16","28","58","8","82","9","42","286","42","10848","77","21","19","49","33","12","32",
"충청북도","남자","55~59세","2020 년","11137","164","17","15","52","8","78","11","23","264","41","10186","54","19","14","33","27","10","121",
"충청북도","남자","55~59세","2021 년","11828","171","17","11","45","7","56","6","23","310","50","10945","59","21","10","44","25","5","23",
"충청북도","남자","60~64세","2020 년","10236","137","16","15","56","X","68","6","18","233","33","9451","48","18","12","25","12","12","75",
"충청북도","남자","60~64세","2021 년","12020","172","19","17","56","8","81","12","14","274","45","11148","54","14","14","48","23","6","15",
"충청북도","남자","65~69세","2020 년","6830","96","7","8","22","X","35","X","7","117","12","6408","17","14","X","17","X","5","54",
"충청북도","남자","65~69세","2021 년","8312","107","9","12","35","X","40","X","7","153","18","7864","17","5","X","17","7","X","9",
"충청북도","남자","70~74세","2020 년","4149","39","X","X","15","X","15","X","X","47","X","3982","10","X","X","8","6","X","11",
"충청북도","남자","70~74세","2021 년","4607","51","X","5","14","X","16","X","X","70","11","4398","10","X","X","7","X","X","8",
"충청북도","남자","75세 이상","2020 년","7179","37","6","X","7","X","11","X","X","43","6","7022","X","X","X","6","X","X","21",
"충청북도","남자","75세 이상","2021 년","7727","38","X","X","7","X","7","X","6","49","10","7582","9","X","X","6","X","X","X",
"충청북도","여자","합계","2020 년","113743","1349","207","233","449","248","861","86","321","1936","401","104904","702","295","197","512","266","76","700",
"충청북도","여자","합계","2021 년","120691","1531","233","288","444","155","907","103","317","2131","441","111940","673","263","186","556","285","84","154",
"충청북도","여자","20세 미만","2020 년","2249","58","10","9","49","9","18","X","8","125","26","1798","38","17","32","25","17","X","5",
"충청북도","여자","20세 미만","2021 년","1539","39","13","11","15","10","15","X","5","76","17","1271","20","7","11","13","6","5","X",
"충청북도","여자","20~24세","2020 년","10910","165","42","53","57","105","190","11","50","288","60","9298","147","65","36","138","45","9","151",
"충청북도","여자","20~24세","2021 년","9852","206","40","65","57","28","194","18","52","315","87","8279","169","62","40","155","58","14","13",
"충청북도","여자","25~29세","2020 년","9068","281","58","74","73","72","214","22","55","347","68","7270","148","81","46","109","74","21","55",
"충청북도","여자","25~29세","2021 년","10588","371","61","88","85","59","214","26","64","417","84","8602","143","75","54","130","74","21","20",
"충청북도","여자","30~34세","2020 년","5655","151","18","28","23","22","70","11","28","145","36","4877","83","39","22","44","28","9","21",
"충청북도","여자","30~34세","2021 년","6563","166","25","29","42","17","85","10","34","179","30","5737","61","36","16","51","24","5","16",
"충청북도","여자","35~39세","2020 년","4740","102","11","14","17","8","52","6","28","121","21","4206","47","13","14","27","20","8","25",
"충청북도","여자","35~39세","2021 년","4900","86","11","17","30","X","52","X","27","124","29","4388","48","10","7","22","24","X","14",
"충청북도","여자","40~44세","2020 년","4358","62","15","9","27","X","44","7","21","105","24","3920","28","16","X","26","16","5","28",
"충청북도","여자","40~44세","2021 년","4696","77","12","9","22","8","40","X","15","98","27","4299","24","10","X","22","15","5","7",
"충청북도","여자","45~49세","2020 년","5631","81","6","6","28","X","33","8","21","121","23","5157","28","14","11","22","15","X","51",
"충청북도","여자","45~49세","2021 년","5684","72","19","8","23","5","42","X","25","122","23","5224","39","10","7","26","16","9","10",
"충청북도","여자","50~54세","2020 년","7170","85","11","10","32","8","73","5","26","156","27","6543","42","11","8","27","16","X","87",
"충청북도","여자","50~54세","2021 년","7801","94","11","16","28","6","56","14","19","165","30","7225","40","6","17","36","19","X","15",
"충청북도","여자","55~59세","2020 년","9190","96","10","13","48","X","48","5","19","144","31","8576","56","14","8","40","10","6","62",
