"행정구역별","성별","연령별","시점","1인가구","미혼","배우자 있음","사별","이혼",
"파주시","남자","20세 미만","2015년","112","112","","","",
"파주시","남자","20~24","2015년","309","293","16","","",
"파주시","남자","25~29","2015년","1248","1187","53","","8",
"파주시","남자","30~34","2015년","1938","1761","133","6","38",
"파주시","남자","35~39","2015년","1562","1362","124","","76",
"파주시","남자","40~44","2015년","1491","1055","255","5","176",
"파주시","남자","45~49","2015년","1705","878","429","18","380",
"파주시","남자","50~54","2015년","1536","576","389","57","514",
"파주시","남자","55~59","2015년","1515","372","426","89","628",
"파주시","남자","60~64","2015년","874","77","232","85","480",
"파주시","남자","65~69","2015년","722","48","179","195","300",
"파주시","남자","70~74","2015년","684","45","132","299","208",
"파주시","남자","75~79","2015년","420","9","43","275","93",
"파주시","남자","80~84","2015년","323","3","49","266","5",
"파주시","남자","85세 이상","2015년","97","9","16","72","",
"파주시","여자","합계","2015년","16828","3958","1536","8165","3169",
"파주시","여자","20~24","2015년","327","327","","","",
"파주시","여자","25~29","2015년","796","751","36","","9",
"파주시","여자","30~34","2015년","621","503","50","8","60",
"파주시","여자","35~39","2015년","704","540","67","","97",
"파주시","여자","40~44","2015년","1061","628","166","17","250",
"파주시","여자","45~49","2015년","1196","475","241","102","378",
"파주시","여자","50~54","2015년","1379","229","211","266","673",
"파주시","여자","55~59","2015년","1592","176","294","448","674",
"파주시","여자","60~64","2015년","1444","65","211","730","438",
"파주시","여자","65~69","2015년","1729","122","131","1253","223",
"파주시","여자","70~74","2015년","2028","44","85","1689","210",
"파주시","여자","75~79","2015년","1742","50","26","1556","110",
"파주시","여자","80~84","2015년","1390","38","","1305","47",
"파주시","여자","85세 이상","2015년","819","10","18","791","",
"이천시","계","합계","2015년","17151","6164","2902","5503","2582",
"이천시","계","20세 미만","2015년","214","214","","","",
"이천시","계","20~24","2015년","850","836","14","","",
"이천시","계","25~29","2015년","1188","1142","38","","8",
"이천시","계","30~34","2015년","1393","1137","211","","45",
"이천시","계","35~39","2015년","1156","870","219","8","59",
"이천시","계","40~44","2015년","1227","704","313","","210",
"이천시","계","45~49","2015년","1461","501","486","50","424",
"이천시","계","50~54","2015년","1447","317","441","213","476",
"이천시","계","55~59","2015년","1651","200","489","406","556",
"이천시","계","60~64","2015년","1232","115","295","489","333",
"이천시","계","65~69","2015년","1112","44","169","661","238",
"이천시","계","70~74","2015년","1278","58","120","940","160",
"이천시","계","75~79","2015년","1441","5","72","1308","56",
"이천시","계","80~84","2015년","1031","21","25","973","12",
"이천시","계","85세 이상","2015년","470","","10","455","5",
"이천시","남자","합계","2015년","7345","3526","1914","731","1174",
"이천시","남자","20세 미만","2015년","63","63","","","",
"이천시","남자","20~24","2015년","310","310","","","",
"이천시","남자","25~29","2015년","670","661","9","","",
"이천시","남자","30~34","2015년","871","716","131","","24",
"이천시","남자","35~39","2015년","711","556","128","","27",
"이천시","남자","40~44","2015년","776","417","268","","91",
"이천시","남자","45~49","2015년","851","337","291","12","211",
"이천시","남자","50~54","2015년","819","219","321","53","226",
"이천시","남자","55~59","2015년","682","132","262","69","219",
"이천시","남자","60~64","2015년","480","57","214","70","139",
"이천시","남자","65~69","2015년","327","18","111","75","123",
"이천시","남자","70~74","2015년","299","27","87","101","84",
"이천시","남자","75~79","2015년","250","5","57","175","13",
"이천시","남자","80~84","2015년","175","8","25","130","12",
"이천시","남자","85세 이상","2015년","61","","10","46","5",
"이천시","여자","합계","2015년","9806","2638","988","4772","1408",
"이천시","여자","20세 미만","2015년","151","151","","","",
"이천시","여자","20~24","2015년","540","526","14","","",
"이천시","여자","25~29","2015년","518","481","29","","8",
"이천시","여자","30~34","2015년","522","421","80","","21",
"이천시","여자","35~39","2015년","445","314","91","8","32",
"이천시","여자","40~44","2015년","451","287","45","","119",
"이천시","여자","45~49","2015년","610","164","195","38","213",
"이천시","여자","50~54","2015년","628","98","120","160","250",
"이천시","여자","55~59","2015년","969","68","227","337","337",
"이천시","여자","60~64","2015년","752","58","81","419","194",
"이천시","여자","65~69","2015년","785","26","58","586","115",
"이천시","여자","70~74","2015년","979","31","33","839","76",
"이천시","여자","75~79","2015년","1191","","15","1133","43",
"이천시","여자","80~84","2015년","856","13","","843","",
"이천시","여자","85세 이상","2015년","409","","","409","",
"안성시","계","합계","2015년","19624","8202","3104","5674","2644",
"안성시","계","20세 미만","2015년","455","455","","","",
"안성시","계","20~24","2015년","2036","2036","","","",
"안성시","계","25~29","2015년","1242","1194","36","","12",
"안성시","계","30~34","2015년","1488","1301","158","","29",
"안성시","계","35~39","2015년","1316","1027","212","8","69",
"안성시","계","40~44","2015년","1428","868","336","3","221",
"안성시","계","45~49","2015년","1220","508","351","47","314",
"안성시","계","50~54","2015년","1573","278","548","115","632",
"안성시","계","55~59","2015년","1842","296","609","332","605",
"안성시","계","60~64","2015년","1293","128","312","481","372",
"안성시","계","65~69","2015년","1282","51","271","762","198",
"안성시","계","70~74","2015년","1284","41","100","1036","107",
"안성시","계","75~79","2015년","1538","13","93","1369","63",
"안성시","계","80~84","2015년","1101","3","54","1022","22",
"안성시","계","85세 이상","2015년","526","3","24","499","",
"안성시","남자","합계","2015년","9334","5125","1969","894","1346",
"안성시","남자","20세 미만","2015년","213","213","","","",
"안성시","남자","20~24","2015년","951","951","","","",
"안성시","남자","25~29","2015년","848","810","26","","12",
"안성시","남자","30~34","2015년","1032","915","110","","7",
"안성시","남자","35~39","2015년","964","765","168","","31",
"안성시","남자","40~44","2015년","965","629","226","3","107",
"안성시","남자","45~49","2015년","749","364","228","15","142",
"안성시","남자","50~54","2015년","865","217","324","14","310",
"안성시","남자","55~59","2015년","885","156","319","47","363",
"안성시","남자","60~64","2015년","544","76","227","49","192",
"안성시","남자","65~69","2015년","439","20","198","126","95",
"안성시","남자","70~74","2015년","316","6","50","206","54",
"안성시","남자","75~79","2015년","354","3","59","259","33",
"안성시","남자","80~84","2015년","148","","24","124","",
"안성시","남자","85세 이상","2015년","61","","10","51","",
"안성시","여자","합계","2015년","10290","3077","1135","4780","1298",
"안성시","여자","20세 미만","2015년","242","242","","","",
"안성시","여자","20~24","2015년","1085","1085","","","",
"안성시","여자","25~29","2015년","394","384","10","","",
"안성시","여자","30~34","2015년","456","386","48","","22",
"안성시","여자","35~39","2015년","352","262","44","8","38",
"안성시","여자","40~44","2015년","463","239","110","","114",
"안성시","여자","45~49","2015년","471","144","123","32","172",
"안성시","여자","50~54","2015년","708","61","224","101","322",
"안성시","여자","55~59","2015년","957","140","290","285","242",
"안성시","여자","60~64","2015년","749","52","85","432","180",
"안성시","여자","65~69","2015년","843","31","73","636","103",
"안성시","여자","70~74","2015년","968","35","50","830","53",
"안성시","여자","75~79","2015년","1184","10","34","1110","30",
"안성시","여자","80~84","2015년","953","3","30","898","22",
"안성시","여자","85세 이상","2015년","465","3","14","448","",
"김포시","계","합계","2015년","23442","9750","3268","6020","4404",
"김포시","계","20세 미만","2015년","95","91","4","","",
"김포시","계","20~24","2015년","1004","986","18","","",
"김포시","계","25~29","2015년","1379","1311","43","","25",
"김포시","계","30~34","2015년","1927","1730","157","","40",
"김포시","계","35~39","2015년","1910","1616","184","","110",
"김포시","계","40~44","2015년","2227","1495","377","17","338",
"김포시","계","45~49","2015년","2044","978","533","71","462",
"김포시","계","50~54","2015년","2380","763","607","170","840",
"김포시","계","55~59","2015년","2339","388","595","394","962",
"김포시","계","60~64","2015년","1888","234","279","613","762",
"김포시","계","65~69","2015년","1636","90","242","906","398",
"김포시","계","70~74","2015년","1881","30","127","1419","305",
"김포시","계","75~79","2015년","1320","24","58","1101","137",
"김포시","계","80~84","2015년","916","14","34","843","25",
"김포시","계","85세 이상","2015년","496","","10","486","",
"김포시","남자","합계","2015년","11465","6351","2010","943","2161",
"김포시","남자","20세 미만","2015년","75","71","4","","",
"김포시","남자","20~24","2015년","730","718","12","","",
"김포시","남자","25~29","2015년","759","739","9","","11",
"김포시","남자","30~34","2015년","1296","1165","114","","17",
"김포시","남자","35~39","2015년","1201","1078","93","","30",
"김포시","남자","40~44","2015년","1403","946","268","3","186",
"김포시","남자","45~49","2015년","1311","719","343","","249",
"김포시","남자","50~54","2015년","1269","477","419","32","341",
"김포시","남자","55~59","2015년","1190","251","339","97","503",
"김포시","남자","60~64","2015년","763","132","142","82","407",
"김포시","남자","65~69","2015년","514","36","168","148","162",
"김포시","남자","70~74","2015년","478","19","53","228","178",
"김포시","남자","75~79","2015년","281","","33","196","52",
"김포시","남자","80~84","2015년","119","","13","81","25",
"김포시","남자","85세 이상","2015년","76","","","76","",
"김포시","여자","합계","2015년","11977","3399","1258","5077","2243",
"김포시","여자","20세 미만","2015년","20","20","","","",
"김포시","여자","20~24","2015년","274","268","6","","",
"김포시","여자","25~29","2015년","620","572","34","","14",
"김포시","여자","30~34","2015년","631","565","43","","23",
"김포시","여자","35~39","2015년","709","538","91","","80",
"김포시","여자","40~44","2015년","824","549","109","14","152",
"김포시","여자","45~49","2015년","733","259","190","71","213",
"김포시","여자","50~54","2015년","1111","286","188","138","499",
"김포시","여자","55~59","2015년","1149","137","256","297","459",
"김포시","여자","60~64","2015년","1125","102","137","531","355",
"김포시","여자","65~69","2015년","1122","54","74","758","236",
"김포시","여자","70~74","2015년","1403","11","74","1191","127",
"김포시","여자","75~79","2015년","1039","24","25","905","85",
"김포시","여자","80~84","2015년","797","14","21","762","",
"김포시","여자","85세 이상","2015년","420","","10","410","",
"화성시","계","합계","2015년","47182","24182","8301","8794","5905",
"화성시","계","20세 미만","2015년","427","427","","","",
"화성시","계","20~24","2015년","2887","2868","18","","1",
"화성시","계","25~29","2015년","5542","5390","131","","21",
"화성시","계","30~34","2015년","5998","5334","527","","137",
"화성시","계","35~39","2015년","4836","3536","989","7","304",
"화성시","계","40~44","2015년","4594","2852","1015","20","707",
"화성시","계","45~49","2015년","4209","1849","1322","68","970",
"화성시","계","50~54","2015년","3771","982","1403","178","1208",
"화성시","계","55~59","2015년","3643","531","1315","555","1242",
"화성시","계","60~64","2015년","2406","216","629","971","590",
"화성시","계","65~69","2015년","2232","59","498","1232","443",
"화성시","계","70~74","2015년","2066","72","194","1608","192",
"화성시","계","75~79","2015년","1974","50","173","1708","43",
"화성시","계","80~84","2015년","1778","11","64","1656","47",
"화성시","계","85세 이상","2015년","819","5","23","791","",
"화성시","남자","합계","2015년","26950","16285","5990","1343","3332",
"화성시","남자","20세 미만","2015년","200","200","","","",
"화성시","남자","20~24","2015년","1250","1250","","","",
"화성시","남자","25~29","2015년","3529","3432","83","","14",
"화성시","남자","30~34","2015년","4336","3911","377","","48",
"화성시","남자","35~39","2015년","3676","2771","714","7","184",
"화성시","남자","40~44","2015년","3412","2151","788","16","457",
"화성시","남자","45~49","2015년","2922","1354","970","15","583",
"화성시","남자","50~54","2015년","2462","688","1087","6","681",
"화성시","남자","55~59","2015년","1971","348","911","93","619",
"화성시","남자","60~64","2015년","1117","114","468","238","297",
"화성시","남자","65~69","2015년","734","25","296","175","238",
"화성시","남자","70~74","2015년","534","12","133","234","155",
"화성시","남자","75~79","2015년","429","26","111","264","28",
"화성시","남자","80~84","2015년","264","3","39","194","28",
"화성시","남자","85세 이상","2015년","114","","13","101","",
"화성시","여자","합계","2015년","20232","7897","2311","7451","2573",
"화성시","여자","20세 미만","2015년","227","227","","","",
"화성시","여자","20~24","2015년","1637","1618","18","","1",
"화성시","여자","25~29","2015년","2013","1958","48","","7",
"화성시","여자","30~34","2015년","1662","1423","150","","89",
"화성시","여자","35~39","2015년","1160","765","275","","120",
"화성시","여자","40~44","2015년","1182","701","227","4","250",
"화성시","여자","45~49","2015년","1287","495","352","53","387",
"화성시","여자","50~54","2015년","1309","294","316","172","527",
"화성시","여자","55~59","2015년","1672","183","404","462","623",
"화성시","여자","60~64","2015년","1289","102","161","733","293",
"화성시","여자","65~69","2015년","1498","34","202","1057","205",
"화성시","여자","70~74","2015년","1532","60","61","1374","37",
"화성시","여자","75~79","2015년","1545","24","62","1444","15",
"화성시","여자","80~84","2015년","1514","8","25","1462","19",
"화성시","여자","85세 이상","2015년","705","5","10","690","",
"광주시","계","합계","2015년","23153","9669","3830","4862","4792",
"광주시","계","20세 미만","2015년","102","102","","","",
"광주시","계","20~24","2015년","587","581","","","6",
"광주시","계","25~29","2015년","1224","1169","50","","5",
"광주시","계","30~34","2015년","2173","1929","166","6","72",
"광주시","계","35~39","2015년","2437","1941","292","3","201",
"광주시","계","40~44","2015년","2291","1500","402","28","361",
"광주시","계","45~49","2015년","2516","1216","500","81","719",
"광주시","계","50~54","2015년","2285","576","709","116","884",
"광주시","계","55~59","2015년","2383","316","722","306","1039",
"광주시","계","60~64","2015년","2061","145","564","591","761",
"광주시","계","65~69","2015년","1757","97","229","986","445",
"광주시","계","70~74","2015년","1199","51","89","920","139",
"광주시","계","75~79","2015년","1078","24","88","858","108",
"광주시","계","80~84","2015년","717","8","18","652","39",
"광주시","계","85세 이상","2015년","343","14","1","315","13",
"광주시","남자","합계","2015년","12849","6945","2577","797","2530",
"광주시","남자","20세 미만","2015년","87","87","","","",
"광주시","남자","20~24","2015년","319","313","","","6",
"광주시","남자","25~29","2015년","885","864","21","","",
"광주시","남자","30~34","2015년","1551","1413","84","6","48",
"광주시","남자","35~39","2015년","1743","1457","179","3","104",
"광주시","남자","40~44","2015년","1619","1109","319","6","185",
"광주시","남자","45~49","2015년","1713","920","376","29","388",
"광주시","남자","50~54","2015년","1294","410","417","37","430",
"광주시","남자","55~59","2015년","1347","221","515","47","564",
"광주시","남자","60~64","2015년","954","76","373","75","430",
"광주시","남자","65~69","2015년","546","57","167","147","175",
"광주시","남자","70~74","2015년","333","17","68","147","101",
"광주시","남자","75~79","2015년","273","","57","138","78",
"광주시","남자","80~84","2015년","116","1","1","100","14",
"광주시","남자","85세 이상","2015년","69","","","62","7",
"광주시","여자","합계","2015년","10304","2724","1253","4065","2262",
"광주시","여자","20세 미만","2015년","15","15","","","",
"광주시","여자","20~24","2015년","268","268","","","",
"광주시","여자","25~29","2015년","339","305","29","","5",
"광주시","여자","30~34","2015년","622","516","82","","24",
"광주시","여자","35~39","2015년","694","484","113","","97",
"광주시","여자","40~44","2015년","672","391","83","22","176",
"광주시","여자","45~49","2015년","803","296","124","52","331",
"광주시","여자","50~54","2015년","991","166","292","79","454",
"광주시","여자","55~59","2015년","1036","95","207","259","475",
"광주시","여자","60~64","2015년","1107","69","191","516","331",
"광주시","여자","65~69","2015년","1211","40","62","839","270",
"광주시","여자","70~74","2015년","866","34","21","773","38",
"광주시","여자","75~79","2015년","805","24","31","720","30",
"광주시","여자","80~84","2015년","601","7","17","552","25",
"광주시","여자","85세 이상","2015년","274","14","1","253","6",
"양주시","계","합계","2015년","14620","4604","2327","4488","3201",
"양주시","계","20세 미만","2015년","48","48","","","",
"양주시","계","20~24","2015년","426","426","","","",
"양주시","계","25~29","2015년","644","591","46","","7",
"양주시","계","30~34","2015년","811","628","130","19","34",
"양주시","계","35~39","2015년","938","652","164","5","117",
"양주시","계","40~44","2015년","1188","724","241","7","216",
"양주시","계","45~49","2015년","1348","560","342","50","396",
"양주시","계","50~54","2015년","1511","323","398","123","667",
"양주시","계","55~59","2015년","1563","301","364","279","619",
"양주시","계","60~64","2015년","1350","179","246","459","466",
"양주시","계","65~69","2015년","1315","68","155","748","344",
"양주시","계","70~74","2015년","1410","68","151","968","223",
"양주시","계","75~79","2015년","1155","17","74","984","80",
"양주시","계","80~84","2015년","622","19","3","568","32",
"양주시","계","85세 이상","2015년","291","","13","278","",
"양주시","남자","합계","2015년","6899","3039","1421","915","1524",
"양주시","남자","20세 미만","2015년","16","16","","","",
"양주시","남자","20~24","2015년","269","269","","","",
"양주시","남자","25~29","2015년","432","402","26","","4",
"양주시","남자","30~34","2015년","574","458","91","6","19",
"양주시","남자","35~39","2015년","641","461","92","","88",
"양주시","남자","40~44","2015년","671","481","133","","57",
"양주시","남자","45~49","2015년","862","421","234","11","196",
"양주시","남자","50~54","2015년","870","206","271","38","355",
"양주시","남자","55~59","2015년","741","192","217","35","297",
"양주시","남자","60~64","2015년","580","84","163","131","202",
"양주시","남자","65~69","2015년","413","29","64","143","177",
"양주시","남자","70~74","2015년","347","11","80","178","78",
"양주시","남자","75~79","2015년","291","9","44","199","39",
"양주시","남자","80~84","2015년","122","","","110","12",
"양주시","남자","85세 이상","2015년","70","","6","64","",
"양주시","여자","합계","2015년","7721","1565","906","3573","1677",
"양주시","여자","20세 미만","2015년","32","32","","","",
"양주시","여자","20~24","2015년","157","157","","","",
"양주시","여자","25~29","2015년","212","189","20","","3",
"양주시","여자","30~34","2015년","237","170","39","13","15",
"양주시","여자","35~39","2015년","297","191","72","5","29",
"양주시","여자","40~44","2015년","517","243","108","7","159",
"양주시","여자","45~49","2015년","486","139","108","39","200",
"양주시","여자","50~54","2015년","641","117","127","85","312",
"양주시","여자","55~59","2015년","822","109","147","244","322",
"양주시","여자","60~64","2015년","770","95","83","328","264",
"양주시","여자","65~69","2015년","902","39","91","605","167",
"양주시","여자","70~74","2015년","1063","57","71","790","145",
"양주시","여자","75~79","2015년","864","8","30","785","41",
"양주시","여자","80~84","2015년","500","19","3","458","20",
"양주시","여자","85세 이상","2015년","221","","7","214","",
"포천시","계","합계","2015년","15747","4125","2798","5902","2922",
"포천시","계","20세 미만","2015년","43","43","","","",
"포천시","계","20~24","2015년","296","285","11","","",
"포천시","계","25~29","2015년","631","596","24","","11",
"포천시","계","30~34","2015년","679","578","85","","16",
"포천시","계","35~39","2015년","809","583","145","","81",
"포천시","계","40~44","2015년","914","533","188","20","173",
"포천시","계","45~49","2015년","1388","528","345","50","465",
"포천시","계","50~54","2015년","1908","447","628","213","620",
"포천시","계","55~59","2015년","1985","259","589","488","649",
"포천시","계","60~64","2015년","1240","115","318","439","368",
"포천시","계","65~69","2015년","1233","103","175","723","232",
"포천시","계","70~74","2015년","1504","6","161","1154","183",
"포천시","계","75~79","2015년","1568","17","92","1373","86",
"포천시","계","80~84","2015년","1012","23","22","935","32",
"포천시","계","85세 이상","2015년","537","9","15","507","6",
"포천시","남자","합계","2015년","6895","2742","1860","819","1474",
"포천시","남자","20세 미만","2015년","39","39","","","",
"포천시","남자","20~24","2015년","138","127","11","","",
"포천시","남자","25~29","2015년","369","353","16","","",
"포천시","남자","30~34","2015년","452","385","62","","5",
"포천시","남자","35~39","2015년","485","381","71","","33",
"포천시","남자","40~44","2015년","583","391","125","7","60",
"포천시","남자","45~49","2015년","871","378","245","15","233",
"포천시","남자","50~54","2015년","1092","335","422","30","305",
"포천시","남자","55~59","2015년","996","185","407","66","338",
"포천시","남자","60~64","2015년","519","96","199","58","166",
"포천시","남자","65~69","2015년","430","47","121","94","168",
"포천시","남자","70~74","2015년","361","3","103","162","93",
"포천시","남자","75~79","2015년","299","5","58","187","49",
"포천시","남자","80~84","2015년","179","13","10","132","24",
"포천시","남자","85세 이상","2015년","82","4","10","68","",
"포천시","여자","합계","2015년","8852","1383","938","5083","1448",
"포천시","여자","20세 미만","2015년","4","4","","","",
"포천시","여자","20~24","2015년","158","158","","","",
"포천시","여자","25~29","2015년","262","243","8","","11",
"포천시","여자","30~34","2015년","227","193","23","","11",
"포천시","여자","35~39","2015년","324","202","74","","48",
"포천시","여자","40~44","2015년","331","142","63","13","113",
"포천시","여자","45~49","2015년","517","150","100","35","232",
"포천시","여자","50~54","2015년","816","112","206","183","315",
"포천시","여자","55~59","2015년","989","74","182","422","311",
"포천시","여자","60~64","2015년","721","19","119","381","202",
"포천시","여자","65~69","2015년","803","56","54","629","64",
"포천시","여자","70~74","2015년","1143","3","58","992","90",
"포천시","여자","75~79","2015년","1269","12","34","1186","37",
"포천시","여자","80~84","2015년","833","10","12","803","8",
"포천시","여자","85세 이상","2015년","455","5","5","439","6",
"여주시","계","합계","2015년","10523","2755","1814","4491","1463",
"여주시","계","20세 미만","2015년","90","90","","","",
"여주시","계","20~24","2015년","164","164","","","",
"여주시","계","25~29","2015년","406","406","","","",
"여주시","계","30~34","2015년","545","488","32","","25",
"여주시","계","35~39","2015년","468","358","64","","46",
"여주시","계","40~44","2015년","643","397","157","6","83",
"여주시","계","45~49","2015년","796","346","243","32","175",
"여주시","계","50~54","2015년","1023","186","322","141","374",
"여주시","계","55~59","2015년","1088","134","384","279","291",
"여주시","계","60~64","2015년","952","92","233","384","243",
"여주시","계","65~69","2015년","839","47","136","566","90",
"여주시","계","70~74","2015년","1093","25","100","883","85",
"여주시","계","75~79","2015년","1181","4","82","1054","41",
"여주시","계","80~84","2015년","807","2","36","760","9",
"여주시","계","85세 이상","2015년","428","16","25","386","1",
"여주시","남자","합계","2015년","4240","1645","1155","749","691",
"여주시","남자","20세 미만","2015년","64","64","","","",
"여주시","남자","20~24","2015년","70","70","","","",
"여주시","남자","25~29","2015년","235","235","","","",
"여주시","남자","30~34","2015년","347","309","29","","9",
"여주시","남자","35~39","2015년","290","241","37","","12",
"여주시","남자","40~44","2015년","415","257","114","3","41",
"여주시","남자","45~49","2015년","404","189","155","2","58",
"여주시","남자","50~54","2015년","524","116","202","48","158",
"여주시","남자","55~59","2015년","561","87","242","44","188",
"여주시","남자","60~64","2015년","392","47","158","76","111",
"여주시","남자","65~69","2015년","267","17","86","116","48",
"여주시","남자","70~74","2015년","214","7","63","106","38",
"여주시","남자","75~79","2015년","219","4","39","156","20",
"여주시","남자","80~84","2015년","176","2","23","144","7",
"여주시","남자","85세 이상","2015년","62","","7","54","1",
"여주시","여자","합계","2015년","6283","1110","659","3742","772",
"여주시","여자","20세 미만","2015년","26","26","","","",
"여주시","여자","20~24","2015년","94","94","","","",
"여주시","여자","25~29","2015년","171","171","","","",
"여주시","여자","30~34","2015년","198","179","3","","16",
"여주시","여자","35~39","2015년","178","117","27","","34",
"여주시","여자","40~44","2015년","228","140","43","3","42",
"여주시","여자","45~49","2015년","392","157","88","30","117",
"여주시","여자","50~54","2015년","499","70","120","93","216",
"여주시","여자","55~59","2015년","527","47","142","235","103",
"여주시","여자","60~64","2015년","560","45","75","308","132",
"여주시","여자","65~69","2015년","572","30","50","450","42",
"여주시","여자","70~74","2015년","879","18","37","777","47",
"여주시","여자","75~79","2015년","962","","43","898","21",
"여주시","여자","80~84","2015년","631","","13","616","2",
"여주시","여자","85세 이상","2015년","366","16","18","332","",
"연천군","계","합계","2015년","5626","1122","965","2696","843",
"연천군","계","20세 미만","2015년","8","8","","","",
"연천군","계","20~24","2015년","48","46","2","","",
"연천군","계","25~29","2015년","181","162","17","","2",
"연천군","계","30~34","2015년","148","123","22","","3",
"연천군","계","35~39","2015년","183","134","49","","",
"연천군","계","40~44","2015년","222","112","71","4","35",
"연천군","계","45~49","2015년","249","126","61","5","57",
"연천군","계","50~54","2015년","502","200","135","33","134",
"연천군","계","55~59","2015년","641","109","201","123","208",
"연천군","계","60~64","2015년","465","21","87","171","186",
"연천군","계","65~69","2015년","574","38","83","365","88",
"연천군","계","70~74","2015년","733","21","94","555","63",
"연천군","계","75~79","2015년","938","5","86","804","43",
"연천군","계","80~84","2015년","489","17","42","413","17",
"연천군","계","85세 이상","2015년","245","","15","223","7",
"연천군","남자","합계","2015년","2355","788","634","477","456",
"연천군","남자","20~24","2015년","37","35","2","","",
"연천군","남자","25~29","2015년","143","127","14","","2",
"연천군","남자","30~34","2015년","117","92","22","","3",
"연천군","남자","35~39","2015년","147","101","46","","",
"연천군","남자","40~44","2015년","144","85","47","4","8",
"연천군","남자","45~49","2015년","154","94","43","","17",
"연천군","남자","50~54","2015년","324","159","86","","79",
"연천군","남자","55~59","2015년","315","51","155","25","84",
"연천군","남자","60~64","2015년","228","21","50","29","128",
"연천군","남자","65~69","2015년","207","8","55","78","66",
"연천군","남자","70~74","2015년","195","13","64","77","41",
"연천군","남자","75~79","2015년","202","2","32","146","22",
"연천군","남자","80~84","2015년","96","","10","80","6",
"연천군","남자","85세 이상","2015년","46","","8","38","",
"연천군","여자","합계","2015년","3271","334","331","2219","387",
"연천군","여자","20세 미만","2015년","8","8","","","",
"연천군","여자","20~24","2015년","11","11","","","",
"연천군","여자","25~29","2015년","38","35","3","","",
"연천군","여자","30~34","2015년","31","31","","","",
"연천군","여자","35~39","2015년","36","33","3","","",
"연천군","여자","40~44","2015년","78","27","24","","27",
"연천군","여자","45~49","2015년","95","32","18","5","40",
"연천군","여자","50~54","2015년","178","41","49","33","55",
"연천군","여자","55~59","2015년","326","58","46","98","124",
"연천군","여자","60~64","2015년","237","","37","142","58",
"연천군","여자","65~69","2015년","367","30","28","287","22",
"연천군","여자","70~74","2015년","538","8","30","478","22",
"연천군","여자","75~79","2015년","736","3","54","658","21",
"연천군","여자","80~84","2015년","393","17","32","333","11",
"연천군","여자","85세 이상","2015년","199","","7","185","7",
"가평군","계","합계","2015년","7093","1412","1285","3312","1084",
"가평군","계","20세 미만","2015년","14","14","","","",
"가평군","계","20~24","2015년","141","141","","","",
"가평군","계","25~29","2015년","269","241","28","","",
"가평군","계","30~34","2015년","310","263","31","6","10",
"가평군","계","35~39","2015년","187","149","38","","",
"가평군","계","40~44","2015년","300","174","69","9","48",
"가평군","계","45~49","2015년","317","102","132","7","76",
"가평군","계","50~54","2015년","631","101","239","76","215",
"가평군","계","55~59","2015년","850","76","326","224","224",
"가평군","계","60~64","2015년","645","70","190","207","178",
"가평군","계","65~69","2015년","660","45","100","356","159",
"가평군","계","70~74","2015년","826","21","85","623","97",
"가평군","계","75~79","2015년","941","10","26","847","58",
"가평군","계","80~84","2015년","611","5","17","575","14",
"가평군","계","85세 이상","2015년","391","","4","382","5",
"가평군","남자","합계","2015년","2765","950","788","472","555",
"가평군","남자","20세 미만","2015년","14","14","","","",
"가평군","남자","20~24","2015년","93","93","","","",
"가평군","남자","25~29","2015년","177","164","13","","",
"가평군","남자","30~34","2015년","171","155","10","","6",
"가평군","남자","35~39","2015년","143","117","26","","",
"가평군","남자","40~44","2015년","212","129","53","4","26",
"가평군","남자","45~49","2015년","184","76","76","","32",
"가평군","남자","50~54","2015년","311","83","138","4","86",
"가평군","남자","55~59","2015년","412","56","194","38","124",
"가평군","남자","60~64","2015년","304","34","131","42","97",
"가평군","남자","65~69","2015년","242","17","73","64","88",
"가평군","남자","70~74","2015년","208","7","57","88","56",
"가평군","남자","75~79","2015년","139","5","13","89","32",
"가평군","남자","80~84","2015년","98","","4","86","8",
"가평군","남자","85세 이상","2015년","57","","","57","",
"가평군","여자","합계","2015년","4328","462","497","2840","529",
"가평군","여자","20~24","2015년","48","48","","","",
"가평군","여자","25~29","2015년","92","77","15","","",
"가평군","여자","30~34","2015년","139","108","21","6","4",
"가평군","여자","35~39","2015년","44","32","12","","",
"가평군","여자","40~44","2015년","88","45","16","5","22",
"가평군","여자","45~49","2015년","133","26","56","7","44",
"가평군","여자","50~54","2015년","320","18","101","72","129",
"가평군","여자","55~59","2015년","438","20","132","186","100",
"가평군","여자","60~64","2015년","341","36","59","165","81",
"가평군","여자","65~69","2015년","418","28","27","292","71",
"가평군","여자","70~74","2015년","618","14","28","535","41",
"가평군","여자","75~79","2015년","802","5","13","758","26",
"가평군","여자","80~84","2015년","513","5","13","489","6",
"가평군","여자","85세 이상","2015년","334","","4","325","5",
"양평군","계","합계","2015년","11219","1995","2460","5118","1646",
"양평군","계","20세 미만","2015년","24","24","","","",
"양평군","계","20~24","2015년","109","95","14","","",
"양평군","계","25~29","2015년","217","212","5","","",
"양평군","계","30~34","2015년","326","293","29","","4",
"양평군","계","35~39","2015년","293","196","73","5","19",
"양평군","계","40~44","2015년","437","234","151","","52",
"양평군","계","45~49","2015년","681","323","201","22","135",
"양평군","계","50~54","2015년","946","187","368","96","295",
"양평군","계","55~59","2015년","1386","187","446","239","514",
"양평군","계","60~64","2015년","1198","138","422","435","203",
