"행정구역별","성별","연령별","시점","1인가구","미혼","배우자 있음","사별","이혼",
"면부","남자","75~79","2015년","119","","29","86","4",
"면부","남자","80~84","2015년","81","","11","70","",
"면부","남자","85세 이상","2015년","49","","10","39","",
"면부","여자","합계","2015년","3823","692","362","2523","246",
"면부","여자","20세 미만","2015년","152","152","","","",
"면부","여자","20~24","2015년","256","254","2","","",
"면부","여자","25~29","2015년","63","63","","","",
"면부","여자","30~34","2015년","59","51","8","","",
"면부","여자","35~39","2015년","42","24","12","","6",
"면부","여자","40~44","2015년","76","31","26","1","18",
"면부","여자","45~49","2015년","123","39","43","2","39",
"면부","여자","50~54","2015년","165","23","70","35","37",
"면부","여자","55~59","2015년","237","11","68","111","47",
"면부","여자","60~64","2015년","306","18","48","191","49",
"면부","여자","65~69","2015년","310","20","12","247","31",
"면부","여자","70~74","2015년","433","3","21","400","9",
"면부","여자","75~79","2015년","703","3","23","667","10",
"면부","여자","80~84","2015년","561","","16","545","",
"면부","여자","85세 이상","2015년","337","","13","324","",
"세종시","계","합계","2015년","21909","11383","4510","4396","1620",
"세종시","계","20세 미만","2015년","807","807","","","",
"세종시","계","20~24","2015년","3810","3799","6","","5",
"세종시","계","25~29","2015년","2495","2441","49","","5",
"세종시","계","30~34","2015년","1749","1433","289","","27",
"세종시","계","35~39","2015년","1489","1004","398","","87",
"세종시","계","40~44","2015년","1476","778","546","9","143",
"세종시","계","45~49","2015년","1647","491","896","27","233",
"세종시","계","50~54","2015년","1559","311","826","106","316",
"세종시","계","55~59","2015년","1574","184","770","294","326",
"세종시","계","60~64","2015년","1044","64","350","440","190",
"세종시","계","65~69","2015년","792","43","104","466","179",
"세종시","계","70~74","2015년","882","17","128","663","74",
"세종시","계","75~79","2015년","1161","3","76","1052","30",
"세종시","계","80~84","2015년","891","3","41","842","5",
"세종시","계","85세 이상","2015년","533","5","31","497","",
"세종시","남자","합계","2015년","10513","6312","2826","613","762",
"세종시","남자","20세 미만","2015년","417","417","","","",
"세종시","남자","20~24","2015년","2068","2068","","","",
"세종시","남자","25~29","2015년","1506","1477","29","","",
"세종시","남자","30~34","2015년","970","808","145","","17",
"세종시","남자","35~39","2015년","839","553","253","","33",
"세종시","남자","40~44","2015년","888","421","392","2","73",
"세종시","남자","45~49","2015년","896","258","535","4","99",
"세종시","남자","50~54","2015년","874","161","548","24","141",
"세종시","남자","55~59","2015년","800","99","493","61","147",
"세종시","남자","60~64","2015년","437","35","225","79","98",
"세종시","남자","65~69","2015년","270","9","83","74","104",
"세종시","남자","70~74","2015년","200","3","46","105","46",
"세종시","남자","75~79","2015년","156","","44","108","4",
"세종시","남자","80~84","2015년","122","3","20","99","",
"세종시","남자","85세 이상","2015년","70","","13","57","",
"세종시","여자","합계","2015년","11396","5071","1684","3783","858",
"세종시","여자","20세 미만","2015년","390","390","","","",
"세종시","여자","20~24","2015년","1742","1731","6","","5",
"세종시","여자","25~29","2015년","989","964","20","","5",
"세종시","여자","30~34","2015년","779","625","144","","10",
"세종시","여자","35~39","2015년","650","451","145","","54",
"세종시","여자","40~44","2015년","588","357","154","7","70",
"세종시","여자","45~49","2015년","751","233","361","23","134",
"세종시","여자","50~54","2015년","685","150","278","82","175",
"세종시","여자","55~59","2015년","774","85","277","233","179",
"세종시","여자","60~64","2015년","607","29","125","361","92",
"세종시","여자","65~69","2015년","522","34","21","392","75",
"세종시","여자","70~74","2015년","682","14","82","558","28",
"세종시","여자","75~79","2015년","1005","3","32","944","26",
"세종시","여자","80~84","2015년","769","","21","743","5",
"세종시","여자","85세 이상","2015년","463","5","18","440","",
"경기도","계","합계","2015년","1028089","476772","129586","236772","184959",
"경기도","계","20세 미만","2015년","7273","7269","4","","",
"경기도","계","20~24","2015년","49649","49336","223","6","84",
"경기도","계","25~29","2015년","89528","87230","1852","12","434",
"경기도","계","30~34","2015년","102404","92848","6751","115","2690",
"경기도","계","35~39","2015년","90096","73082","10112","216","6686",
"경기도","계","40~44","2015년","95657","64156","14433","633","16435",
"경기도","계","45~49","2015년","92063","43870","18726","2324","27143",
"경기도","계","50~54","2015년","91182","26170","21821","6582","36609",
"경기도","계","55~59","2015년","93524","16503","22173","16363","38485",
"경기도","계","60~64","2015년","70112","7722","13466","24203","24721",
"경기도","계","65~69","2015년","64396","4032","8877","35263","16224",
"경기도","계","70~74","2015년","63922","2309","5336","46857","9420",
"경기도","계","75~79","2015년","58304","1267","3501","49286","4250",
"경기도","계","80~84","2015년","39547","685","1755","35640","1467",
"경기도","계","85세 이상","2015년","20432","293","556","19272","311",
"경기도","남자","합계","2015년","506853","297518","78633","37960","92742",
"경기도","남자","20세 미만","2015년","3570","3566","4","","",
"경기도","남자","20~24","2015년","23394","23232","125","6","31",
"경기도","남자","25~29","2015년","53755","52628","971","","156",
"경기도","남자","30~34","2015년","67235","61646","4411","45","1133",
"경기도","남자","35~39","2015년","58608","48443","6861","86","3218",
"경기도","남자","40~44","2015년","61307","43134","9884","232","8057",
"경기도","남자","45~49","2015년","55948","29852","12132","582","13382",
"경기도","남자","50~54","2015년","51031","17625","13457","1488","18461",
"경기도","남자","55~59","2015년","45213","10251","12748","2980","19234",
"경기도","남자","60~64","2015년","28154","3932","7404","4064","12754",
"경기도","남자","65~69","2015년","20884","1758","4927","5630","8569",
"경기도","남자","70~74","2015년","15953","877","2769","7410","4897",
"경기도","남자","75~79","2015년","11753","387","1766","7535","2065",
"경기도","남자","80~84","2015년","6765","142","907","5059","657",
"경기도","남자","85세 이상","2015년","3283","45","267","2843","128",
"경기도","여자","합계","2015년","521236","179254","50953","198812","92217",
"경기도","여자","20세 미만","2015년","3703","3703","","","",
"경기도","여자","20~24","2015년","26255","26104","98","","53",
"경기도","여자","25~29","2015년","35773","34602","881","12","278",
"경기도","여자","30~34","2015년","35169","31202","2340","70","1557",
"경기도","여자","35~39","2015년","31488","24639","3251","130","3468",
"경기도","여자","40~44","2015년","34350","21022","4549","401","8378",
"경기도","여자","45~49","2015년","36115","14018","6594","1742","13761",
"경기도","여자","50~54","2015년","40151","8545","8364","5094","18148",
"경기도","여자","55~59","2015년","48311","6252","9425","13383","19251",
"경기도","여자","60~64","2015년","41958","3790","6062","20139","11967",
"경기도","여자","65~69","2015년","43512","2274","3950","29633","7655",
"경기도","여자","70~74","2015년","47969","1432","2567","39447","4523",
"경기도","여자","75~79","2015년","46551","880","1735","41751","2185",
"경기도","여자","80~84","2015년","32782","543","848","30581","810",
"경기도","여자","85세 이상","2015년","17149","248","289","16429","183",
"동부","계","합계","2015년","837115","413460","96157","173791","153707",
"동부","계","20세 미만","2015년","5832","5832","","","",
"동부","계","20~24","2015년","42842","42605","148","6","83",
"동부","계","25~29","2015년","80063","78257","1436","12","358",
"동부","계","30~34","2015년","89745","81944","5425","98","2278",
"동부","계","35~39","2015년","77932","63927","8048","162","5795",
"동부","계","40~44","2015년","81579","55423","11375","519","14262",
"동부","계","45~49","2015년","76561","37147","14430","1894","23090",
"동부","계","50~54","2015년","72975","21562","16028","5034","30351",
"동부","계","55~59","2015년","73352","13516","15841","12503","31492",
"동부","계","60~64","2015년","54829","6296","9476","18879","20178",
"동부","계","65~69","2015년","49700","3287","6238","26784","13391",
"동부","계","70~74","2015년","47400","1885","3621","34279","7615",
"동부","계","75~79","2015년","42091","1022","2417","35268","3384",
"동부","계","80~84","2015년","27821","555","1292","24786","1188",
"동부","계","85세 이상","2015년","14393","202","382","13567","242",
"동부","남자","합계","2015년","414046","253763","56054","28134","76095",
"동부","남자","20세 미만","2015년","2844","2844","","","",
"동부","남자","20~24","2015년","19767","19642","88","6","31",
"동부","남자","25~29","2015년","47196","46381","691","","124",
"동부","남자","30~34","2015년","58051","53587","3481","39","944",
"동부","남자","35~39","2015년","49630","41433","5402","71","2724",
"동부","남자","40~44","2015년","51234","36561","7620","205","6848",
"동부","남자","45~49","2015년","45730","24871","9088","485","11286",
"동부","남자","50~54","2015년","40256","14313","9585","1151","15207",
"동부","남자","55~59","2015년","34843","8395","8584","2345","15519",
"동부","남자","60~64","2015년","21233","3088","4647","3153","10345",
"동부","남자","65~69","2015년","15875","1470","3158","4254","6993",
"동부","남자","70~74","2015년","11792","722","1731","5537","3802",
"동부","남자","75~79","2015년","8494","315","1118","5422","1639",
"동부","남자","80~84","2015년","4750","116","686","3411","537",
"동부","남자","85세 이상","2015년","2351","25","175","2055","96",
"동부","여자","합계","2015년","423069","159697","40103","145657","77612",
"동부","여자","20세 미만","2015년","2988","2988","","","",
"동부","여자","20~24","2015년","23075","22963","60","","52",
"동부","여자","25~29","2015년","32867","31876","745","12","234",
"동부","여자","30~34","2015년","31694","28357","1944","59","1334",
"동부","여자","35~39","2015년","28302","22494","2646","91","3071",
"동부","여자","40~44","2015년","30345","18862","3755","314","7414",
"동부","여자","45~49","2015년","30831","12276","5342","1409","11804",
"동부","여자","50~54","2015년","32719","7249","6443","3883","15144",
"동부","여자","55~59","2015년","38509","5121","7257","10158","15973",
"동부","여자","60~64","2015년","33596","3208","4829","15726","9833",
"동부","여자","65~69","2015년","33825","1817","3080","22530","6398",
"동부","여자","70~74","2015년","35608","1163","1890","28742","3813",
"동부","여자","75~79","2015년","33597","707","1299","29846","1745",
"동부","여자","80~84","2015년","23071","439","606","21375","651",
"동부","여자","85세 이상","2015년","12042","177","207","11512","146",
"읍부","계","합계","2015년","101308","38219","16829","27794","18466",
"읍부","계","20세 미만","2015년","540","536","4","","",
"읍부","계","20~24","2015년","3396","3336","60","","",
"읍부","계","25~29","2015년","6003","5696","267","","40",
"읍부","계","30~34","2015년","8382","7285","795","5","297",
"읍부","계","35~39","2015년","8067","6095","1293","39","640",
"읍부","계","40~44","2015년","8915","5464","1810","74","1567",
"읍부","계","45~49","2015년","9604","4104","2570","250","2680",
"읍부","계","50~54","2015년","10156","2664","2900","885","3707",
"읍부","계","55~59","2015년","10772","1519","3084","2037","4132",
"읍부","계","60~64","2015년","7321","692","1601","2547","2481",
"읍부","계","65~69","2015년","6989","369","1089","4120","1411",
"읍부","계","70~74","2015년","7429","205","691","5616","917",
"읍부","계","75~79","2015년","6539","135","397","5587","420",
"읍부","계","80~84","2015년","4964","61","209","4554","140",
"읍부","계","85세 이상","2015년","2231","58","59","2080","34",
"읍부","남자","합계","2015년","50605","26122","11071","4315","9097",
"읍부","남자","20세 미만","2015년","276","272","4","","",
"읍부","남자","20~24","2015년","1830","1808","22","","",
"읍부","남자","25~29","2015년","4032","3842","169","","21",
"읍부","남자","30~34","2015년","5926","5255","538","","133",
"읍부","남자","35~39","2015년","5837","4615","883","3","336",
"읍부","남자","40~44","2015년","6058","3959","1289","13","797",
"읍부","남자","45~49","2015년","6208","2988","1827","48","1345",
"읍부","남자","50~54","2015년","5624","1839","1939","175","1671",
"읍부","남자","55~59","2015년","5245","900","1971","308","2066",
"읍부","남자","60~64","2015년","3031","398","1026","403","1204",
"읍부","남자","65~69","2015년","2171","124","674","659","714",
"읍부","남자","70~74","2015년","1913","75","397","902","539",
"읍부","남자","75~79","2015년","1342","31","237","884","190",
"읍부","남자","80~84","2015년","799","","81","658","60",
"읍부","남자","85세 이상","2015년","313","16","14","262","21",
"읍부","여자","합계","2015년","50703","12097","5758","23479","9369",
"읍부","여자","20세 미만","2015년","264","264","","","",
"읍부","여자","20~24","2015년","1566","1528","38","","",
"읍부","여자","25~29","2015년","1971","1854","98","","19",
"읍부","여자","30~34","2015년","2456","2030","257","5","164",
"읍부","여자","35~39","2015년","2230","1480","410","36","304",
"읍부","여자","40~44","2015년","2857","1505","521","61","770",
"읍부","여자","45~49","2015년","3396","1116","743","202","1335",
"읍부","여자","50~54","2015년","4532","825","961","710","2036",
"읍부","여자","55~59","2015년","5527","619","1113","1729","2066",
"읍부","여자","60~64","2015년","4290","294","575","2144","1277",
"읍부","여자","65~69","2015년","4818","245","415","3461","697",
"읍부","여자","70~74","2015년","5516","130","294","4714","378",
"읍부","여자","75~79","2015년","5197","104","160","4703","230",
"읍부","여자","80~84","2015년","4165","61","128","3896","80",
"읍부","여자","85세 이상","2015년","1918","42","45","1818","13",
"면부","계","합계","2015년","89666","25093","16600","35187","12786",
"면부","계","20세 미만","2015년","901","901","","","",
"면부","계","20~24","2015년","3411","3395","15","","1",
"면부","계","25~29","2015년","3462","3277","149","","36",
"면부","계","30~34","2015년","4277","3619","531","12","115",
"면부","계","35~39","2015년","4097","3060","771","15","251",
"면부","계","40~44","2015년","5163","3269","1248","40","606",
"면부","계","45~49","2015년","5898","2619","1726","180","1373",
"면부","계","50~54","2015년","8051","1944","2893","663","2551",
"면부","계","55~59","2015년","9400","1468","3248","1823","2861",
"면부","계","60~64","2015년","7962","734","2389","2777","2062",
"면부","계","65~69","2015년","7707","376","1550","4359","1422",
"면부","계","70~74","2015년","9093","219","1024","6962","888",
"면부","계","75~79","2015년","9674","110","687","8431","446",
"면부","계","80~84","2015년","6762","69","254","6300","139",
"면부","계","85세 이상","2015년","3808","33","115","3625","35",
"면부","남자","합계","2015년","42202","17633","11508","5511","7550",
"면부","남자","20세 미만","2015년","450","450","","","",
"면부","남자","20~24","2015년","1797","1782","15","","",
"면부","남자","25~29","2015년","2527","2405","111","","11",
"면부","남자","30~34","2015년","3258","2804","392","6","56",
"면부","남자","35~39","2015년","3141","2395","576","12","158",
"면부","남자","40~44","2015년","4015","2614","975","14","412",
"면부","남자","45~49","2015년","4010","1993","1217","49","751",
"면부","남자","50~54","2015년","5151","1473","1933","162","1583",
"면부","남자","55~59","2015년","5125","956","2193","327","1649",
"면부","남자","60~64","2015년","3890","446","1731","508","1205",
"면부","남자","65~69","2015년","2838","164","1095","717","862",
"면부","남자","70~74","2015년","2248","80","641","971","556",
"면부","남자","75~79","2015년","1917","41","411","1229","236",
"면부","남자","80~84","2015년","1216","26","140","990","60",
"면부","남자","85세 이상","2015년","619","4","78","526","11",
"면부","여자","합계","2015년","47464","7460","5092","29676","5236",
"면부","여자","20세 미만","2015년","451","451","","","",
"면부","여자","20~24","2015년","1614","1613","","","1",
"면부","여자","25~29","2015년","935","872","38","","25",
"면부","여자","30~34","2015년","1019","815","139","6","59",
"면부","여자","35~39","2015년","956","665","195","3","93",
"면부","여자","40~44","2015년","1148","655","273","26","194",
"면부","여자","45~49","2015년","1888","626","509","131","622",
"면부","여자","50~54","2015년","2900","471","960","501","968",
"면부","여자","55~59","2015년","4275","512","1055","1496","1212",
"면부","여자","60~64","2015년","4072","288","658","2269","857",
"면부","여자","65~69","2015년","4869","212","455","3642","560",
"면부","여자","70~74","2015년","6845","139","383","5991","332",
"면부","여자","75~79","2015년","7757","69","276","7202","210",
"면부","여자","80~84","2015년","5546","43","114","5310","79",
"면부","여자","85세 이상","2015년","3189","29","37","3099","24",
"수원시","계","합계","2015년","114224","65708","11584","19189","17743",
"수원시","계","20세 미만","2015년","966","966","","","",
"수원시","계","20~24","2015년","8978","8947","5","6","20",
"수원시","계","25~29","2015년","16832","16571","193","","68",
"수원시","계","30~34","2015년","14482","13422","738","18","304",
"수원시","계","35~39","2015년","10890","9003","1054","41","792",
"수원시","계","40~44","2015년","10046","6716","1577","54","1699",
"수원시","계","45~49","2015년","8757","4287","1815","219","2436",
"수원시","계","50~54","2015년","8749","2472","2045","655","3577",
"수원시","계","55~59","2015년","8753","1579","1828","1665","3681",
"수원시","계","60~64","2015년","6363","694","1047","2190","2432",
"수원시","계","65~69","2015년","5509","490","651","2836","1532",
"수원시","계","70~74","2015년","5135","280","296","3803","756",
"수원시","계","75~79","2015년","4349","177","181","3695","296",
"수원시","계","80~84","2015년","2917","69","132","2594","122",
"수원시","계","85세 이상","2015년","1498","35","22","1413","28",
"수원시","남자","합계","2015년","59788","40580","7111","3261","8836",
"수원시","남자","20세 미만","2015년","445","445","","","",
"수원시","남자","20~24","2015년","4498","4481","","6","11",
"수원시","남자","25~29","2015년","10723","10594","116","","13",
"수원시","남자","30~34","2015년","9264","8651","470","9","134",
"수원시","남자","35~39","2015년","6595","5503","713","13","366",
"수원시","남자","40~44","2015년","6588","4544","1163","27","854",
"수원시","남자","45~49","2015년","5068","2855","1139","52","1022",
"수원시","남자","50~54","2015년","5073","1640","1379","134","1920",
"수원시","남자","55~59","2015년","4193","966","1001","366","1860",
"수원시","남자","60~64","2015년","2468","353","531","386","1198",
"수원시","남자","65~69","2015년","1970","306","307","497","860",
"수원시","남자","70~74","2015년","1280","128","128","615","409",
"수원시","남자","75~79","2015년","899","94","73","580","152",
"수원시","남자","80~84","2015년","461","20","69","342","30",
"수원시","남자","85세 이상","2015년","263","","22","234","7",
"수원시","여자","합계","2015년","54436","25128","4473","15928","8907",
"수원시","여자","20세 미만","2015년","521","521","","","",
"수원시","여자","20~24","2015년","4480","4466","5","","9",
"수원시","여자","25~29","2015년","6109","5977","77","","55",
"수원시","여자","30~34","2015년","5218","4771","268","9","170",
"수원시","여자","35~39","2015년","4295","3500","341","28","426",
"수원시","여자","40~44","2015년","3458","2172","414","27","845",
"수원시","여자","45~49","2015년","3689","1432","676","167","1414",
"수원시","여자","50~54","2015년","3676","832","666","521","1657",
"수원시","여자","55~59","2015년","4560","613","827","1299","1821",
"수원시","여자","60~64","2015년","3895","341","516","1804","1234",
"수원시","여자","65~69","2015년","3539","184","344","2339","672",
"수원시","여자","70~74","2015년","3855","152","168","3188","347",
"수원시","여자","75~79","2015년","3450","83","108","3115","144",
"수원시","여자","80~84","2015년","2456","49","63","2252","92",
"수원시","여자","85세 이상","2015년","1235","35","","1179","21",
"장안구","계","합계","2015년","25070","12350","2627","5285","4808",
"장안구","계","20세 미만","2015년","246","246","","","",
"장안구","계","20~24","2015년","2189","2180","","","9",
"장안구","계","25~29","2015년","2813","2807","6","","",
"장안구","계","30~34","2015년","2100","1952","102","","46",
"장안구","계","35~39","2015년","1948","1615","183","","150",
"장안구","계","40~44","2015년","2226","1359","397","","470",
"장안구","계","45~49","2015년","2103","1014","417","45","627",
"장안구","계","50~54","2015년","2076","565","481","145","885",
"장안구","계","55~59","2015년","2236","345","388","434","1069",
"장안구","계","60~64","2015년","1584","121","266","540","657",
"장안구","계","65~69","2015년","1637","85","203","848","501",
"장안구","계","70~74","2015년","1311","30","46","980","255",
"장안구","계","75~79","2015년","1241","31","64","1074","72",
"장안구","계","80~84","2015년","957","","65","832","60",
"장안구","계","85세 이상","2015년","403","","9","387","7",
"장안구","남자","합계","2015년","12856","8228","1566","849","2213",
"장안구","남자","20세 미만","2015년","143","143","","","",
"장안구","남자","20~24","2015년","1379","1379","","","",
"장안구","남자","25~29","2015년","2071","2065","6","","",
"장안구","남자","30~34","2015년","1405","1322","58","","25",
"장안구","남자","35~39","2015년","1148","954","130","","64",
"장안구","남자","40~44","2015년","1343","884","288","","171",
"장안구","남자","45~49","2015년","1195","742","213","12","228",
"장안구","남자","50~54","2015년","1138","333","292","34","479",
"장안구","남자","55~59","2015년","1061","240","222","94","505",
"장안구","남자","60~64","2015년","585","59","154","56","316",
"장안구","남자","65~69","2015년","649","71","110","220","248",
"장안구","남자","70~74","2015년","294","22","26","114","132",
"장안구","남자","75~79","2015년","218","14","27","151","26",
"장안구","남자","80~84","2015년","143","","31","100","12",
"장안구","남자","85세 이상","2015년","84","","9","68","7",
"장안구","여자","합계","2015년","12214","4122","1061","4436","2595",
"장안구","여자","20세 미만","2015년","103","103","","","",
"장안구","여자","20~24","2015년","810","801","","","9",
"장안구","여자","25~29","2015년","742","742","","","",
"장안구","여자","30~34","2015년","695","630","44","","21",
"장안구","여자","35~39","2015년","800","661","53","","86",
"장안구","여자","40~44","2015년","883","475","109","","299",
"장안구","여자","45~49","2015년","908","272","204","33","399",
"장안구","여자","50~54","2015년","938","232","189","111","406",
"장안구","여자","55~59","2015년","1175","105","166","340","564",
"장안구","여자","60~64","2015년","999","62","112","484","341",
"장안구","여자","65~69","2015년","988","14","93","628","253",
"장안구","여자","70~74","2015년","1017","8","20","866","123",
"장안구","여자","75~79","2015년","1023","17","37","923","46",
"장안구","여자","80~84","2015년","814","","34","732","48",
"장안구","여자","85세 이상","2015년","319","","","319","",
"권선구","계","합계","2015년","32266","17965","3211","5618","5472",
"권선구","계","20세 미만","2015년","175","175","","","",
"권선구","계","20~24","2015년","1501","1496","5","","",
"권선구","계","25~29","2015년","3805","3748","41","","16",
"권선구","계","30~34","2015년","4676","4372","149","9","146",
"권선구","계","35~39","2015년","3399","2801","310","12","276",
"권선구","계","40~44","2015년","3271","2340","360","24","547",
"권선구","계","45~49","2015년","2945","1403","540","117","885",
"권선구","계","50~54","2015년","2905","809","574","203","1319",
"권선구","계","55~59","2015년","2464","414","560","524","966",
"권선구","계","60~64","2015년","1830","183","339","684","624",
"권선구","계","65~69","2015년","1390","104","184","708","394",
"권선구","계","70~74","2015년","1315","62","116","969","168",
"권선구","계","75~79","2015년","1279","45","28","1105","101",
"권선구","계","80~84","2015년","874","8","5","831","30",
"권선구","계","85세 이상","2015년","437","5","","432","",
"권선구","남자","합계","2015년","16520","10649","1981","1000","2890",
"권선구","남자","20세 미만","2015년","80","80","","","",
"권선구","남자","20~24","2015년","527","527","","","",
"권선구","남자","25~29","2015년","2109","2079","25","","5",
"권선구","남자","30~34","2015년","2898","2709","113","9","67",
"권선구","남자","35~39","2015년","2089","1732","228","6","123",
"권선구","남자","40~44","2015년","2148","1592","263","5","288",
"권선구","남자","45~49","2015년","1741","959","346","25","411",
"권선구","남자","50~54","2015년","1783","553","422","51","757",
"권선구","남자","55~59","2015년","1095","221","280","98","496",
"권선구","남자","60~64","2015년","704","66","168","140","330",
"권선구","남자","65~69","2015년","480","73","87","85","235",
"권선구","남자","70~74","2015년","331","35","44","144","108",
"권선구","남자","75~79","2015년","329","23","5","239","62",
"권선구","남자","80~84","2015년","119","","","111","8",
"권선구","남자","85세 이상","2015년","87","","","87","",
"권선구","여자","합계","2015년","15746","7316","1230","4618","2582",
"권선구","여자","20세 미만","2015년","95","95","","","",
"권선구","여자","20~24","2015년","974","969","5","","",
"권선구","여자","25~29","2015년","1696","1669","16","","11",
"권선구","여자","30~34","2015년","1778","1663","36","","79",
"권선구","여자","35~39","2015년","1310","1069","82","6","153",
"권선구","여자","40~44","2015년","1123","748","97","19","259",
"권선구","여자","45~49","2015년","1204","444","194","92","474",
"권선구","여자","50~54","2015년","1122","256","152","152","562",
"권선구","여자","55~59","2015년","1369","193","280","426","470",
"권선구","여자","60~64","2015년","1126","117","171","544","294",
"권선구","여자","65~69","2015년","910","31","97","623","159",
"권선구","여자","70~74","2015년","984","27","72","825","60",
"권선구","여자","75~79","2015년","950","22","23","866","39",
"권선구","여자","80~84","2015년","755","8","5","720","22",
"권선구","여자","85세 이상","2015년","350","5","","345","",
"팔달구","계","합계","2015년","25847","14118","2477","4789","4463",
"팔달구","계","20세 미만","2015년","241","241","","","",
"팔달구","계","20~24","2015년","2131","2128","","","3",
"팔달구","계","25~29","2015년","3136","3080","41","","15",
"팔달구","계","30~34","2015년","2650","2459","171","","20",
"팔달구","계","35~39","2015년","2239","1854","207","29","149",
"팔달구","계","40~44","2015년","2084","1455","300","10","319",
"팔달구","계","45~49","2015년","1866","987","330","41","508",
"팔달구","계","50~54","2015년","2084","659","441","146","838",
"팔달구","계","55~59","2015년","2422","522","480","401","1019",
"팔달구","계","60~64","2015년","1757","237","192","588","740",
"팔달구","계","65~69","2015년","1535","240","131","691","473",
"팔달구","계","70~74","2015년","1570","119","47","1154","250",
"팔달구","계","75~79","2015년","1152","78","71","917","86",
"팔달구","계","80~84","2015년","523","38","53","410","22",
"팔달구","계","85세 이상","2015년","457","21","13","402","21",
"팔달구","남자","합계","2015년","12710","8167","1471","899","2173",
"팔달구","남자","20세 미만","2015년","59","59","","","",
"팔달구","남자","20~24","2015년","1032","1029","","","3",
"팔달구","남자","25~29","2015년","1797","1757","32","","8",
"팔달구","남자","30~34","2015년","1498","1405","82","","11",
"팔달구","남자","35~39","2015년","1243","1061","114","7","61",
"팔달구","남자","40~44","2015년","1353","991","197","10","155",
"팔달구","남자","45~49","2015년","1071","620","224","7","220",
"팔달구","남자","50~54","2015년","1173","463","274","30","406",
"팔달구","남자","55~59","2015년","1282","376","279","112","515",
"팔달구","남자","60~64","2015년","776","143","111","157","365",
"팔달구","남자","65~69","2015년","570","142","51","115","262",
"팔달구","남자","70~74","2015년","401","58","24","203","116",
"팔달구","남자","75~79","2015년","271","50","41","129","51",
"팔달구","남자","80~84","2015년","107","13","29","65","",
"팔달구","남자","85세 이상","2015년","77","","13","64","",
"팔달구","여자","합계","2015년","13137","5951","1006","3890","2290",
"팔달구","여자","20세 미만","2015년","182","182","","","",
"팔달구","여자","20~24","2015년","1099","1099","","","",
"팔달구","여자","25~29","2015년","1339","1323","9","","7",
"팔달구","여자","30~34","2015년","1152","1054","89","","9",
"팔달구","여자","35~39","2015년","996","793","93","22","88",
"팔달구","여자","40~44","2015년","731","464","103","","164",
"팔달구","여자","45~49","2015년","795","367","106","34","288",
"팔달구","여자","50~54","2015년","911","196","167","116","432",
"팔달구","여자","55~59","2015년","1140","146","201","289","504",
"팔달구","여자","60~64","2015년","981","94","81","431","375",
"팔달구","여자","65~69","2015년","965","98","80","576","211",
"팔달구","여자","70~74","2015년","1169","61","23","951","134",
"팔달구","여자","75~79","2015년","881","28","30","788","35",
"팔달구","여자","80~84","2015년","416","25","24","345","22",
"팔달구","여자","85세 이상","2015년","380","21","","338","21",
"영통구","계","합계","2015년","31041","21275","3269","3497","3000",
"영통구","계","20세 미만","2015년","304","304","","","",
"영통구","계","20~24","2015년","3157","3143","","6","8",
"영통구","계","25~29","2015년","7078","6936","105","","37",
"영통구","계","30~34","2015년","5056","4639","316","9","92",
"영통구","계","35~39","2015년","3304","2733","354","","217",
"영통구","계","40~44","2015년","2465","1562","520","20","363",
"영통구","계","45~49","2015년","1843","883","528","16","416",
"영통구","계","50~54","2015년","1684","439","549","161","535",
"영통구","계","55~59","2015년","1631","298","400","306","627",
"영통구","계","60~64","2015년","1192","153","250","378","411",
"영통구","계","65~69","2015년","947","61","133","589","164",
"영통구","계","70~74","2015년","939","69","87","700","83",
"영통구","계","75~79","2015년","677","23","18","599","37",
"영통구","계","80~84","2015년","563","23","9","521","10",
"영통구","계","85세 이상","2015년","201","9","","192","",
"영통구","남자","합계","2015년","17702","13536","2093","513","1560",
"영통구","남자","20세 미만","2015년","163","163","","","",
"영통구","남자","20~24","2015년","1560","1546","","6","8",
"영통구","남자","25~29","2015년","4746","4693","53","","",
"영통구","남자","30~34","2015년","3463","3215","217","","31",
"영통구","남자","35~39","2015년","2115","1756","241","","118",
"영통구","남자","40~44","2015년","1744","1077","415","12","240",
"영통구","남자","45~49","2015년","1061","534","356","8","163",
"영통구","남자","50~54","2015년","979","291","391","19","278",
"영통구","남자","55~59","2015년","755","129","220","62","344",
"영통구","남자","60~64","2015년","403","85","98","33","187",
"영통구","남자","65~69","2015년","271","20","59","77","115",
"영통구","남자","70~74","2015년","254","13","34","154","53",
"영통구","남자","75~79","2015년","81","7","","61","13",
"영통구","남자","80~84","2015년","92","7","9","66","10",
"영통구","남자","85세 이상","2015년","15","","","15","",
"영통구","여자","합계","2015년","13339","7739","1176","2984","1440",
"영통구","여자","20세 미만","2015년","141","141","","","",
"영통구","여자","20~24","2015년","1597","1597","","","",
"영통구","여자","25~29","2015년","2332","2243","52","","37",
"영통구","여자","30~34","2015년","1593","1424","99","9","61",
"영통구","여자","35~39","2015년","1189","977","113","","99",
"영통구","여자","40~44","2015년","721","485","105","8","123",
"영통구","여자","45~49","2015년","782","349","172","8","253",
"영통구","여자","50~54","2015년","705","148","158","142","257",
"영통구","여자","55~59","2015년","876","169","180","244","283",
"영통구","여자","60~64","2015년","789","68","152","345","224",
"영통구","여자","65~69","2015년","676","41","74","512","49",
"영통구","여자","70~74","2015년","685","56","53","546","30",
