"행정구역별","성별","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별","성별","연령별",취업 1인가구(15세 이상)-계,관리자,전문가 및 관련 종사자,사무 종사자,서비스 종사자,판매 종사자,농림어업 숙련 종사자,기능원 및 관련 기능 종사자,장치·기계조작 및 조립 종사자,단순 노무 종사자,기타,미상
"부산광역시","계","40~44세",17311,217,3160,2921,2267,2711,38,2279,2019,1687,12,
"부산광역시","계","45~49세",17916,197,2581,2409,2590,2418,73,2499,2520,2610,19,
"부산광역시","계","50~54세",19139,224,2255,1897,3122,2331,102,2889,2741,3563,15,
"부산광역시","계","55~59세",20686,128,2031,1431,4196,2457,171,2529,3123,4620,,
"부산광역시","계","60~64세",14858,57,845,598,2875,1553,238,1657,2194,4841,,
"부산광역시","계","65~69세",7559,6,427,318,1286,925,201,597,918,2881,,
"부산광역시","계","70세 이상",6468,6,417,219,987,976,330,274,425,2834,,
"부산광역시","남자","합계",86901,868,12706,11680,7277,9458,654,14162,15773,14238,85,
"부산광역시","남자","15~19세",418,,12,17,175,79,,11,22,91,11,
"부산광역시","남자","20~24세",3441,3,513,318,949,605,5,223,338,487,,
"부산광역시","남자","25~29세",9004,30,2390,1676,1340,1150,10,850,967,585,6,
"부산광역시","남자","30~34세",10774,101,2471,2121,967,1597,,1351,1345,799,22,
"부산광역시","남자","35~39세",9725,135,1635,1715,917,1284,9,1583,1375,1067,5,
"부산광역시","남자","40~44세",10479,152,1499,1553,823,1256,35,2084,1722,1343,12,
"부산광역시","남자","45~49세",10748,147,1123,1484,628,1030,73,2185,2169,1895,14,
"부산광역시","남자","50~54세",10484,154,1025,1172,428,847,89,2326,2287,2141,15,
"부산광역시","남자","55~59세",9988,104,1110,890,435,826,128,1858,2546,2091,,
"부산광역시","남자","60~64세",6570,40,480,381,259,440,130,1199,1843,1798,,
"부산광역시","남자","65~69세",3165,2,215,198,236,190,95,375,802,1052,,
"부산광역시","남자","70세 이상",2105,,233,155,120,154,80,117,357,889,,
"부산광역시","여자","합계",81608,334,16981,11849,20372,13333,523,2966,2783,12456,11,
