"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","본인의 직장 때문에","본인의 학업 때문에","본인의 독립 생활을 위하여","본인의 건강 때문에","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","가족과 사별","기타",
"대전광역시","여자","70~74","미혼","2020년","210","40","","117","26","10","10","7",
"대전광역시","여자","70~74","배우자 있음","2020년","512","63","","117","16","262","48","6",
"대전광역시","여자","70~74","사별","2020년","5031","66","","407","50","1478","3024","6",
"대전광역시","여자","70~74","이혼","2020년","1012","16","","474","25","410","87","",
"대전광역시","여자","75~79","합계","2020년","6526","46","","706","153","2030","3571","20",
"대전광역시","여자","75~79","미혼","2020년","174","","","71","16","53","34","",
"대전광역시","여자","75~79","배우자 있음","2020년","376","4","","63","36","231","33","9",
"대전광역시","여자","75~79","사별","2020년","5595","38","","413","75","1606","3452","11",
"대전광역시","여자","75~79","이혼","2020년","381","4","","159","26","140","52","",
"대전광역시","여자","80~84","합계","2020년","4979","6","","","86","2001","2878","8",
"대전광역시","여자","80~84","미혼","2020년","70","","","","4","53","13","",
"대전광역시","여자","80~84","배우자 있음","2020년","241","","","","15","190","36","",
"대전광역시","여자","80~84","사별","2020년","4599","6","","","65","1700","2820","8",
"대전광역시","여자","80~84","이혼","2020년","69","","","","2","58","9","",
"대전광역시","여자","85세 이상","합계","2020년","3409","","","","130","1338","1935","6",
"대전광역시","여자","85세 이상","미혼","2020년","91","","","","8","70","13","",
"대전광역시","여자","85세 이상","배우자 있음","2020년","73","","","","14","42","17","",
"대전광역시","여자","85세 이상","사별","2020년","3172","","","","108","1164","1894","6",
"대전광역시","여자","85세 이상","이혼","2020년","73","","","","","62","11","",
"울산광역시","계","합계","합계","2020년","122848","46511","2691","33722","1938","20150","17149","687",
"울산광역시","계","합계","미혼","2020년","55603","29573","2679","19020","607","2048","1332","344",
"울산광역시","계","합계","배우자 있음","2020년","20049","11032","12","2314","417","5726","299","249",
"울산광역시","계","합계","사별","2020년","23301","884","","1656","432","6381","13919","29",
"울산광역시","계","합계","이혼","2020년","23895","5022","","10732","482","5995","1599","65",
"울산광역시","계","20세 미만","합계","2020년","540","202","302","","","36","","",
"울산광역시","계","20세 미만","미혼","2020년","540","202","302","","","36","","",
"울산광역시","계","20~24","합계","2020년","5539","2330","1654","1331","","191","33","",
"울산광역시","계","20~24","미혼","2020년","5522","2323","1654","1326","","191","28","",
"울산광역시","계","20~24","배우자 있음","2020년","7","7","","","","","","",
"울산광역시","계","20~24","이혼","2020년","10","","","5","","","5","",
"울산광역시","계","25~29","합계","2020년","12167","7572","637","3405","","373","142","38",
"울산광역시","계","25~29","미혼","2020년","11813","7353","637","3335","","327","123","38",
"울산광역시","계","25~29","배우자 있음","2020년","224","153","","25","","46","","",
"울산광역시","계","25~29","사별","2020년","10","4","","","","","6","",
"울산광역시","계","25~29","이혼","2020년","120","62","","45","","","13","",
"울산광역시","계","30~34","합계","2020년","10970","6764","92","3443","13","450","118","90",
"울산광역시","계","30~34","미혼","2020년","9886","6129","80","3213","13","290","103","58",
"울산광역시","계","30~34","배우자 있음","2020년","757","502","12","69","","142","","32",
"울산광역시","계","30~34","사별","2020년","6","","","","","","6","",
"울산광역시","계","30~34","이혼","2020년","321","133","","161","","18","9","",
"울산광역시","계","35~39","합계","2020년","9900","5584","","3472","60","514","244","26",
"울산광역시","계","35~39","미혼","2020년","8104","4549","","3059","56","229","185","26",
"울산광역시","계","35~39","배우자 있음","2020년","1086","768","","61","4","240","13","",
"울산광역시","계","35~39","사별","2020년","36","14","","6","","","16","",
"울산광역시","계","35~39","이혼","2020년","674","253","","346","","45","30","",
"울산광역시","계","40~44","합계","2020년","9416","5116","6","3363","77","563","236","55",
"울산광역시","계","40~44","미혼","2020년","6332","3357","6","2497","70","177","191","34",
"울산광역시","계","40~44","배우자 있음","2020년","1654","1156","","185","7","289","5","12",
"울산광역시","계","40~44","사별","2020년","33","19","","10","","4","","",
"울산광역시","계","40~44","이혼","2020년","1397","584","","671","","93","40","9",
"울산광역시","계","45~49","합계","2020년","10769","5254","","3645","148","1221","377","124",
"울산광역시","계","45~49","미혼","2020년","5280","2649","","1978","96","296","192","69",
"울산광역시","계","45~49","배우자 있음","2020년","2423","1730","","202","","421","30","40",
"울산광역시","계","45~49","사별","2020년","168","37","","21","","37","73","",
"울산광역시","계","45~49","이혼","2020년","2898","838","","1444","52","467","82","15",
"울산광역시","계","50~54","합계","2020년","11342","4963","","3663","178","1811","630","97",
"울산광역시","계","50~54","미혼","2020년","3500","1537","","1500","94","150","176","43",
"울산광역시","계","50~54","배우자 있음","2020년","3245","2134","","326","36","698","13","38",
"울산광역시","계","50~54","사별","2020년","528","126","","29","","151","222","",
"울산광역시","계","50~54","이혼","2020년","4069","1166","","1808","48","812","219","16",
"울산광역시","계","55~59","합계","2020년","12058","4237","","3211","220","3095","1185","110",
"울산광역시","계","55~59","미혼","2020년","1938","747","","801","90","114","125","61",
"울산광역시","계","55~59","배우자 있음","2020년","3828","2244","","323","37","1137","51","36",
"울산광역시","계","55~59","사별","2020년","1492","180","","141","11","481","675","4",
"울산광역시","계","55~59","이혼","2020년","4800","1066","","1946","82","1363","334","9",
"울산광역시","계","60~64","합계","2020년","12760","2784","","3836","324","3540","2233","43",
"울산광역시","계","60~64","미혼","2020년","1549","493","","725","102","120","103","6",
"울산광역시","계","60~64","배우자 있음","2020년","3271","1476","","509","67","1137","56","26",
"울산광역시","계","60~64","사별","2020년","3109","216","","343","31","805","1714","",
"울산광역시","계","60~64","이혼","2020년","4831","599","","2259","124","1478","360","11",
"울산광역시","계","65~69","합계","2020년","9453","1204","","2345","293","2705","2865","41",
"울산광역시","계","65~69","미혼","2020년","713","182","","396","55","38","42","",
"울산광역시","계","65~69","배우자 있음","2020년","1821","621","","323","99","694","51","33",
"울산광역시","계","65~69","사별","2020년","4070","138","","361","34","1052","2482","3",
"울산광역시","계","65~69","이혼","2020년","2849","263","","1265","105","921","290","5",
"울산광역시","계","70~74","합계","2020년","6818","384","","1364","229","1926","2890","25",
"울산광역시","계","70~74","미혼","2020년","252","41","","145","19","14","24","9",
"울산광역시","계","70~74","배우자 있음","2020년","917","195","","213","79","373","45","12",
"울산광역시","계","70~74","사별","2020년","4361","105","","412","89","1067","2684","4",
"울산광역시","계","70~74","이혼","2020년","1288","43","","594","42","472","137","",
"울산광역시","계","75~79","합계","2020년","5296","113","","644","151","1559","2796","33",
"울산광역시","계","75~79","미혼","2020년","90","11","","45","7","5","22","",
"울산광역시","계","75~79","배우자 있음","2020년","483","44","","78","41","276","24","20",
"울산광역시","계","75~79","사별","2020년","4262","43","","333","82","1096","2695","13",
"울산광역시","계","75~79","이혼","2020년","461","15","","188","21","182","55","",
"울산광역시","계","80~84","합계","2020년","3670","4","","","134","1429","2103","",
"울산광역시","계","80~84","미혼","2020년","49","","","","5","44","","",
"울산광역시","계","80~84","배우자 있음","2020년","221","2","","","40","172","7","",
"울산광역시","계","80~84","사별","2020년","3263","2","","","81","1109","2071","",
"울산광역시","계","80~84","이혼","2020년","137","","","","8","104","25","",
"울산광역시","계","85세 이상","합계","2020년","2150","","","","111","737","1297","5",
"울산광역시","계","85세 이상","미혼","2020년","35","","","","","17","18","",
"울산광역시","계","85세 이상","배우자 있음","2020년","112","","","","7","101","4","",
"울산광역시","계","85세 이상","사별","2020년","1963","","","","104","579","1275","5",
"울산광역시","계","85세 이상","이혼","2020년","40","","","","","40","","",
"울산광역시","남자","합계","합계","2020년","68070","34412","1717","19063","972","7149","4279","478",
"울산광역시","남자","합계","미혼","2020년","38774","21950","1712","12039","423","1397","992","261",
"울산광역시","남자","합계","배우자 있음","2020년","13042","8725","5","1293","206","2543","100","170",
"울산광역시","남자","합계","사별","2020년","3892","402","","247","74","694","2468","7",
"울산광역시","남자","합계","이혼","2020년","12362","3335","","5484","269","2515","719","40",
"울산광역시","남자","20세 미만","합계","2020년","369","171","170","","","28","","",
"울산광역시","남자","20세 미만","미혼","2020년","369","171","170","","","28","","",
"울산광역시","남자","20~24","합계","2020년","3010","1282","936","634","","139","19","",
"울산광역시","남자","20~24","미혼","2020년","3003","1280","936","629","","139","19","",
"울산광역시","남자","20~24","배우자 있음","2020년","2","2","","","","","","",
"울산광역시","남자","20~24","이혼","2020년","5","","","5","","","","",
"울산광역시","남자","25~29","합계","2020년","8019","5193","526","1955","","209","103","33",
"울산광역시","남자","25~29","미혼","2020년","7818","5057","526","1917","","194","91","33",
"울산광역시","남자","25~29","배우자 있음","2020년","132","98","","19","","15","","",
"울산광역시","남자","25~29","사별","2020년","6","","","","","","6","",
"울산광역시","남자","25~29","이혼","2020년","63","38","","19","","","6","",
"울산광역시","남자","30~34","합계","2020년","7992","5186","85","2265","13","288","95","60",
"울산광역시","남자","30~34","미혼","2020년","7287","4705","80","2157","13","206","92","34",
"울산광역시","남자","30~34","배우자 있음","2020년","555","402","5","40","","82","","26",
"울산광역시","남자","30~34","이혼","2020년","150","79","","68","","","3","",
"울산광역시","남자","35~39","합계","2020년","7273","4449","","2294","34","324","149","23",
"울산광역시","남자","35~39","미혼","2020년","6033","3620","","2066","34","165","125","23",
"울산광역시","남자","35~39","배우자 있음","2020년","805","635","","37","","129","4","",
"울산광역시","남자","35~39","사별","2020년","21","5","","6","","","10","",
"울산광역시","남자","35~39","이혼","2020년","414","189","","185","","30","10","",
"울산광역시","남자","40~44","합계","2020년","6643","4075","","2012","48","299","172","37",
"울산광역시","남자","40~44","미혼","2020년","4634","2739","","1567","48","105","152","23",
"울산광역시","남자","40~44","배우자 있음","2020년","1239","949","","124","","156","5","5",
"울산광역시","남자","40~44","사별","2020년","17","11","","6","","","","",
"울산광역시","남자","40~44","이혼","2020년","753","376","","315","","38","15","9",
"울산광역시","남자","45~49","합계","2020년","7119","4032","","2086","96","543","266","96",
"울산광역시","남자","45~49","미혼","2020년","3891","2129","","1261","80","203","157","61",
"울산광역시","남자","45~49","배우자 있음","2020년","1683","1353","","113","","165","26","26",
"울산광역시","남자","45~49","사별","2020년","71","29","","5","","4","33","",
"울산광역시","남자","45~49","이혼","2020년","1474","521","","707","16","171","50","9",
"울산광역시","남자","50~54","합계","2020년","7044","3813","","2137","108","617","306","63",
"울산광역시","남자","50~54","미혼","2020년","2659","1221","","1089","66","120","133","30",
"울산광역시","남자","50~54","배우자 있음","2020년","2159","1741","","161","21","206","4","26",
"울산광역시","남자","50~54","사별","2020년","167","82","","","","20","65","",
"울산광역시","남자","50~54","이혼","2020년","2059","769","","887","21","271","104","7",
"울산광역시","남자","55~59","합계","2020년","6485","3031","","1770","145","1030","425","84",
"울산광역시","남자","55~59","미혼","2020년","1385","517","","548","75","82","112","51",
"울산광역시","남자","55~59","배우자 있음","2020년","2404","1705","","191","20","445","14","29",
"울산광역시","남자","55~59","사별","2020년","313","87","","26","4","47","149","",
"울산광역시","남자","55~59","이혼","2020년","2383","722","","1005","46","456","150","4",
"울산광역시","남자","60~64","합계","2020년","5937","2015","","1897","147","1323","529","26",
"울산광역시","남자","60~64","미혼","2020년","1052","363","","462","66","90","65","6",
"울산광역시","남자","60~64","배우자 있음","2020년","1935","1152","","261","21","479","8","14",
"울산광역시","남자","60~64","사별","2020년","504","87","","42","","73","302","",
"울산광역시","남자","60~64","이혼","2020년","2446","413","","1132","60","681","154","6",
"울산광역시","남자","65~69","합계","2020년","3655","855","","1134","129","924","584","29",
"울산광역시","남자","65~69","미혼","2020년","412","123","","218","18","35","18","",
"울산광역시","남자","65~69","배우자 있음","2020년","1023","487","","159","43","309","4","21",
"울산광역시","남자","65~69","사별","2020년","687","58","","60","4","121","441","3",
"울산광역시","남자","65~69","이혼","2020년","1533","187","","697","64","459","121","5",
"울산광역시","남자","70~74","합계","2020년","2225","263","","659","136","569","585","13",
"울산광역시","남자","70~74","미혼","2020년","157","25","","106","16","","10","",
"울산광역시","남자","70~74","배우자 있음","2020년","621","168","","140","55","222","27","9",
"울산광역시","남자","70~74","사별","2020년","707","36","","56","27","110","474","4",
"울산광역시","남자","70~74","이혼","2020년","740","34","","357","38","237","74","",
"울산광역시","남자","75~79","합계","2020년","1250","47","","220","49","399","521","14",
"울산광역시","남자","75~79","미혼","2020년","46","","","19","4","5","18","",
"울산광역시","남자","75~79","배우자 있음","2020년","282","33","","48","13","171","3","14",
"울산광역시","남자","75~79","사별","2020년","675","7","","46","16","131","475","",
"울산광역시","남자","75~79","이혼","2020년","247","7","","107","16","92","25","",
"울산광역시","남자","80~84","합계","2020년","699","","","","52","280","367","",
"울산광역시","남자","80~84","미혼","2020년","28","","","","3","25","","",
"울산광역시","남자","80~84","배우자 있음","2020년","130","","","","31","94","5","",
"울산광역시","남자","80~84","사별","2020년","479","","","","10","114","355","",
"울산광역시","남자","80~84","이혼","2020년","62","","","","8","47","7","",
"울산광역시","남자","85세 이상","합계","2020년","350","","","","15","177","158","",
"울산광역시","남자","85세 이상","배우자 있음","2020년","72","","","","2","70","","",
"울산광역시","남자","85세 이상","사별","2020년","245","","","","13","74","158","",
"울산광역시","남자","85세 이상","이혼","2020년","33","","","","","33","","",
"울산광역시","여자","합계","합계","2020년","54778","12099","974","14659","966","13001","12870","209",
"울산광역시","여자","합계","미혼","2020년","16829","7623","967","6981","184","651","340","83",
"울산광역시","여자","합계","배우자 있음","2020년","7007","2307","7","1021","211","3183","199","79",
"울산광역시","여자","합계","사별","2020년","19409","482","","1409","358","5687","11451","22",
"울산광역시","여자","합계","이혼","2020년","11533","1687","","5248","213","3480","880","25",
"울산광역시","여자","20세 미만","합계","2020년","171","31","132","","","8","","",
"울산광역시","여자","20세 미만","미혼","2020년","171","31","132","","","8","","",
"울산광역시","여자","20~24","합계","2020년","2529","1048","718","697","","52","14","",
"울산광역시","여자","20~24","미혼","2020년","2519","1043","718","697","","52","9","",
"울산광역시","여자","20~24","배우자 있음","2020년","5","5","","","","","","",
"울산광역시","여자","20~24","이혼","2020년","5","","","","","","5","",
"울산광역시","여자","25~29","합계","2020년","4148","2379","111","1450","","164","39","5",
"울산광역시","여자","25~29","미혼","2020년","3995","2296","111","1418","","133","32","5",
"울산광역시","여자","25~29","배우자 있음","2020년","92","55","","6","","31","","",
"울산광역시","여자","25~29","사별","2020년","4","4","","","","","","",
"울산광역시","여자","25~29","이혼","2020년","57","24","","26","","","7","",
"울산광역시","여자","30~34","합계","2020년","2978","1578","7","1178","","162","23","30",
"울산광역시","여자","30~34","미혼","2020년","2599","1424","","1056","","84","11","24",
"울산광역시","여자","30~34","배우자 있음","2020년","202","100","7","29","","60","","6",
"울산광역시","여자","30~34","사별","2020년","6","","","","","","6","",
"울산광역시","여자","30~34","이혼","2020년","171","54","","93","","18","6","",
"울산광역시","여자","35~39","합계","2020년","2627","1135","","1178","26","190","95","3",
"울산광역시","여자","35~39","미혼","2020년","2071","929","","993","22","64","60","3",
"울산광역시","여자","35~39","배우자 있음","2020년","281","133","","24","4","111","9","",
"울산광역시","여자","35~39","사별","2020년","15","9","","","","","6","",
"울산광역시","여자","35~39","이혼","2020년","260","64","","161","","15","20","",
"울산광역시","여자","40~44","합계","2020년","2773","1041","6","1351","29","264","64","18",
"울산광역시","여자","40~44","미혼","2020년","1698","618","6","930","22","72","39","11",
"울산광역시","여자","40~44","배우자 있음","2020년","415","207","","61","7","133","","7",
"울산광역시","여자","40~44","사별","2020년","16","8","","4","","4","","",
"울산광역시","여자","40~44","이혼","2020년","644","208","","356","","55","25","",
"울산광역시","여자","45~49","합계","2020년","3650","1222","","1559","52","678","111","28",
"울산광역시","여자","45~49","미혼","2020년","1389","520","","717","16","93","35","8",
"울산광역시","여자","45~49","배우자 있음","2020년","740","377","","89","","256","4","14",
"울산광역시","여자","45~49","사별","2020년","97","8","","16","","33","40","",
"울산광역시","여자","45~49","이혼","2020년","1424","317","","737","36","296","32","6",
"울산광역시","여자","50~54","합계","2020년","4298","1150","","1526","70","1194","324","34",
"울산광역시","여자","50~54","미혼","2020년","841","316","","411","28","30","43","13",
"울산광역시","여자","50~54","배우자 있음","2020년","1086","393","","165","15","492","9","12",
"울산광역시","여자","50~54","사별","2020년","361","44","","29","","131","157","",
"울산광역시","여자","50~54","이혼","2020년","2010","397","","921","27","541","115","9",
"울산광역시","여자","55~59","합계","2020년","5573","1206","","1441","75","2065","760","26",
"울산광역시","여자","55~59","미혼","2020년","553","230","","253","15","32","13","10",
"울산광역시","여자","55~59","배우자 있음","2020년","1424","539","","132","17","692","37","7",
"울산광역시","여자","55~59","사별","2020년","1179","93","","115","7","434","526","4",
"울산광역시","여자","55~59","이혼","2020년","2417","344","","941","36","907","184","5",
"울산광역시","여자","60~64","합계","2020년","6823","769","","1939","177","2217","1704","17",
"울산광역시","여자","60~64","미혼","2020년","497","130","","263","36","30","38","",
"울산광역시","여자","60~64","배우자 있음","2020년","1336","324","","248","46","658","48","12",
"울산광역시","여자","60~64","사별","2020년","2605","129","","301","31","732","1412","",
"울산광역시","여자","60~64","이혼","2020년","2385","186","","1127","64","797","206","5",
"울산광역시","여자","65~69","합계","2020년","5798","349","","1211","164","1781","2281","12",
"울산광역시","여자","65~69","미혼","2020년","301","59","","178","37","3","24","",
"울산광역시","여자","65~69","배우자 있음","2020년","798","134","","164","56","385","47","12",
"울산광역시","여자","65~69","사별","2020년","3383","80","","301","30","931","2041","",
"울산광역시","여자","65~69","이혼","2020년","1316","76","","568","41","462","169","",
"울산광역시","여자","70~74","합계","2020년","4593","121","","705","93","1357","2305","12",
"울산광역시","여자","70~74","미혼","2020년","95","16","","39","3","14","14","9",
"울산광역시","여자","70~74","배우자 있음","2020년","296","27","","73","24","151","18","3",
"울산광역시","여자","70~74","사별","2020년","3654","69","","356","62","957","2210","",
"울산광역시","여자","70~74","이혼","2020년","548","9","","237","4","235","63","",
"울산광역시","여자","75~79","합계","2020년","4046","66","","424","102","1160","2275","19",
"울산광역시","여자","75~79","미혼","2020년","44","11","","26","3","","4","",
"울산광역시","여자","75~79","배우자 있음","2020년","201","11","","30","28","105","21","6",
"울산광역시","여자","75~79","사별","2020년","3587","36","","287","66","965","2220","13",
"울산광역시","여자","75~79","이혼","2020년","214","8","","81","5","90","30","",
"울산광역시","여자","80~84","합계","2020년","2971","4","","","82","1149","1736","",
"울산광역시","여자","80~84","미혼","2020년","21","","","","2","19","","",
"울산광역시","여자","80~84","배우자 있음","2020년","91","2","","","9","78","2","",
"울산광역시","여자","80~84","사별","2020년","2784","2","","","71","995","1716","",
"울산광역시","여자","80~84","이혼","2020년","75","","","","","57","18","",
"울산광역시","여자","85세 이상","합계","2020년","1800","","","","96","560","1139","5",
"울산광역시","여자","85세 이상","미혼","2020년","35","","","","","17","18","",
"울산광역시","여자","85세 이상","배우자 있음","2020년","40","","","","5","31","4","",
"울산광역시","여자","85세 이상","사별","2020년","1718","","","","91","505","1117","5",
"울산광역시","여자","85세 이상","이혼","2020년","7","","","","","7","","",
"세종특별자치시","계","합계","합계","2020년","43577","20777","6493","7566","207","5326","3080","128",
"세종특별자치시","계","합계","미혼","2020년","27255","14480","6486","4833","44","929","403","80",
"세종특별자치시","계","합계","배우자 있음","2020년","7667","4782","7","654","80","2020","93","31",
"세종특별자치시","계","합계","사별","2020년","4466","189","","291","32","1525","2421","8",
"세종특별자치시","계","합계","이혼","2020년","4189","1326","","1788","51","852","163","9",
"세종특별자치시","계","20세 미만","합계","2020년","1330","151","1164","","","8","7","",
"세종특별자치시","계","20세 미만","미혼","2020년","1330","151","1164","","","8","7","",
"세종특별자치시","계","20~24","합계","2020년","6881","1675","4435","509","","211","51","",
"세종특별자치시","계","20~24","미혼","2020년","6881","1675","4435","509","","211","51","",
"세종특별자치시","계","25~29","합계","2020년","6623","4538","833","981","","220","48","3",
"세종특별자치시","계","25~29","미혼","2020년","6476","4434","833","972","","186","48","3",
"세종특별자치시","계","25~29","배우자 있음","2020년","126","92","","","","34","","",
"세종특별자치시","계","25~29","이혼","2020년","21","12","","9","","","","",
"세종특별자치시","계","30~34","합계","2020년","5478","4115","54","1007","","220","62","20",
"세종특별자치시","계","30~34","미혼","2020년","4761","3574","54","948","","128","37","20",
"세종특별자치시","계","30~34","배우자 있음","2020년","628","483","","39","","92","14","",
"세종특별자치시","계","30~34","사별","2020년","7","","","","","","7","",
"세종특별자치시","계","30~34","이혼","2020년","82","58","","20","","","4","",
"세종특별자치시","계","35~39","합계","2020년","3855","2571","7","945","","268","41","23",
"세종특별자치시","계","35~39","미혼","2020년","2855","1927","","796","","103","18","11",
"세종특별자치시","계","35~39","배우자 있음","2020년","756","521","7","49","","162","5","12",
"세종특별자치시","계","35~39","사별","2020년","5","5","","","","","","",
"세종특별자치시","계","35~39","이혼","2020년","239","118","","100","","3","18","",
"세종특별자치시","계","40~44","합계","2020년","3072","1907","","848","29","234","39","15",
"세종특별자치시","계","40~44","미혼","2020년","1988","1206","","651","15","68","33","15",
"세종특별자치시","계","40~44","배우자 있음","2020년","772","556","","69","7","140","","",
"세종특별자치시","계","40~44","사별","2020년","6","","","","","","6","",
"세종특별자치시","계","40~44","이혼","2020년","306","145","","128","7","26","","",
"세종특별자치시","계","45~49","합계","2020년","3017","1915","","645","10","344","94","9",
"세종특별자치시","계","45~49","미혼","2020년","1334","784","","408","5","66","62","9",
"세종특별자치시","계","45~49","배우자 있음","2020년","1131","875","","40","","209","7","",
"세종특별자치시","계","45~49","사별","2020년","19","5","","","","7","7","",
"세종특별자치시","계","45~49","이혼","2020년","533","251","","197","5","62","18","",
"세종특별자치시","계","50~54","합계","2020년","2825","1589","","643","28","449","94","22",
"세종특별자치시","계","50~54","미혼","2020년","694","376","","209","","57","33","19",
"세종특별자치시","계","50~54","배우자 있음","2020년","1220","857","","93","14","246","7","3",
"세종특별자치시","계","50~54","사별","2020년","94","35","","13","","8","38","",
"세종특별자치시","계","50~54","이혼","2020년","817","321","","328","14","138","16","",
"세종특별자치시","계","55~59","합계","2020년","2535","1180","","566","25","592","168","4",
"세종특별자치시","계","55~59","미혼","2020년","482","190","","216","","47","26","3",
"세종특별자치시","계","55~59","배우자 있음","2020년","1106","709","","78","11","291","16","1",
"세종특별자치시","계","55~59","사별","2020년","215","35","","11","","74","95","",
"세종특별자치시","계","55~59","이혼","2020년","732","246","","261","14","180","31","",
"세종특별자치시","계","60~64","합계","2020년","2321","698","","656","11","652","304","",
"세종특별자치시","계","60~64","미혼","2020년","255","121","","77","","18","39","",
"세종특별자치시","계","60~64","배우자 있음","2020년","876","421","","122","8","304","21","",
"세종특별자치시","계","60~64","사별","2020년","471","39","","89","","126","217","",
"세종특별자치시","계","60~64","이혼","2020년","719","117","","368","3","204","27","",
"세종특별자치시","계","65~69","합계","2020년","1686","260","","351","25","589","446","15",
"세종특별자치시","계","65~69","미혼","2020년","125","23","","34","8","24","36","",
"세종특별자치시","계","65~69","배우자 있음","2020년","557","184","","93","12","262","","6",
"세종특별자치시","계","65~69","사별","2020년","642","24","","49","","184","385","",
"세종특별자치시","계","65~69","이혼","2020년","362","29","","175","5","119","25","9",
"세종특별자치시","계","70~74","합계","2020년","1274","102","","289","16","482","377","8",
"세종특별자치시","계","70~74","미혼","2020년","25","3","","13","","5","4","",
"세종특별자치시","계","70~74","배우자 있음","2020년","240","55","","45","10","122","8","",
"세종특별자치시","계","70~74","사별","2020년","753","27","","74","6","284","354","8",
"세종특별자치시","계","70~74","이혼","2020년","256","17","","157","","71","11","",
"세종특별자치시","계","75~79","합계","2020년","1117","76","","126","34","356","516","9",
"세종특별자치시","계","75~79","미혼","2020년","35","16","","","9","8","2","",
"세종특별자치시","계","75~79","배우자 있음","2020년","166","29","","26","17","83","2","9",
"세종특별자치시","계","75~79","사별","2020년","829","19","","55","5","244","506","",
"세종특별자치시","계","75~79","이혼","2020년","87","12","","45","3","21","6","",
"세종특별자치시","계","80~84","합계","2020년","891","","","","19","360","512","",
"세종특별자치시","계","80~84","미혼","2020년","14","","","","7","","7","",
"세종특별자치시","계","80~84","배우자 있음","2020년","59","","","","1","49","9","",
"세종특별자치시","계","80~84","사별","2020년","793","","","","11","286","496","",
"세종특별자치시","계","80~84","이혼","2020년","25","","","","","25","","",
"세종특별자치시","계","85세 이상","합계","2020년","672","","","","10","341","321","",
"세종특별자치시","계","85세 이상","배우자 있음","2020년","30","","","","","26","4","",
"세종특별자치시","계","85세 이상","사별","2020년","632","","","","10","312","310","",
"세종특별자치시","계","85세 이상","이혼","2020년","10","","","","","3","7","",
"세종특별자치시","남자","합계","합계","2020년","22724","12268","3615","3871","116","1949","829","76",
"세종특별자치시","남자","합계","미혼","2020년","15220","7980","3608","2759","30","561","223","59",
"세종특별자치시","남자","합계","배우자 있음","2020년","4670","3438","7","282","47","853","35","8",
"세종특별자치시","남자","합계","사별","2020년","727","44","","48","7","149","479","",
"세종특별자치시","남자","합계","이혼","2020년","2107","806","","782","32","386","92","9",
"세종특별자치시","남자","20세 미만","합계","2020년","669","73","589","","","","7","",
"세종특별자치시","남자","20세 미만","미혼","2020년","669","73","589","","","","7","",
"세종특별자치시","남자","20~24","합계","2020년","3297","639","2329","186","","109","34","",
"세종특별자치시","남자","20~24","미혼","2020년","3297","639","2329","186","","109","34","",
"세종특별자치시","남자","25~29","합계","2020년","3688","2299","642","598","","119","27","3",
"세종특별자치시","남자","25~29","미혼","2020년","3607","2240","642","598","","97","27","3",
"세종특별자치시","남자","25~29","배우자 있음","2020년","75","53","","","","22","","",
"세종특별자치시","남자","25~29","이혼","2020년","6","6","","","","","","",
"세종특별자치시","남자","30~34","합계","2020년","3489","2627","48","666","","111","21","16",
"세종특별자치시","남자","30~34","미혼","2020년","3092","2282","48","652","","80","14","16",
"세종특별자치시","남자","30~34","배우자 있음","2020년","334","295","","8","","31","","",
"세종특별자치시","남자","30~34","사별","2020년","7","","","","","","7","",
"세종특별자치시","남자","30~34","이혼","2020년","56","50","","6","","","","",
"세종특별자치시","남자","35~39","합계","2020년","2426","1670","7","550","","139","41","19",
"세종특별자치시","남자","35~39","미혼","2020년","1806","1230","","479","","68","18","11",
"세종특별자치시","남자","35~39","배우자 있음","2020년","521","388","7","45","","68","5","8",
"세종특별자치시","남자","35~39","이혼","2020년","99","52","","26","","3","18","",
"세종특별자치시","남자","40~44","합계","2020년","1841","1197","","477","15","112","25","15",
"세종특별자치시","남자","40~44","미혼","2020년","1130","669","","368","8","51","19","15",
"세종특별자치시","남자","40~44","배우자 있음","2020년","516","437","","40","","39","","",
"세종특별자치시","남자","40~44","사별","2020년","6","","","","","","6","",
"세종특별자치시","남자","40~44","이혼","2020년","189","91","","69","7","22","","",
"세종특별자치시","남자","45~49","합계","2020년","1745","1234","","290","5","159","57","",
"세종특별자치시","남자","45~49","미혼","2020년","731","468","","187","5","39","32","",
"세종특별자치시","남자","45~49","배우자 있음","2020년","735","636","","16","","83","","",
"세종특별자치시","남자","45~49","사별","2020년","12","5","","","","","7","",
"세종특별자치시","남자","45~49","이혼","2020년","267","125","","87","","37","18","",
"세종특별자치시","남자","50~54","합계","2020년","1574","1078","","251","17","166","51","11",
"세종특별자치시","남자","50~54","미혼","2020년","365","207","","90","","35","22","11",
"세종특별자치시","남자","50~54","배우자 있음","2020년","755","645","","33","9","68","","",
"세종특별자치시","남자","50~54","사별","2020년","24","8","","","","","16","",
"세종특별자치시","남자","50~54","이혼","2020년","430","218","","128","8","63","13","",
"세종특별자치시","남자","55~59","합계","2020년","1317","756","","263","21","215","59","3",
"세종특별자치시","남자","55~59","미혼","2020년","290","97","","131","","35","24","3",
"세종특별자치시","남자","55~59","배우자 있음","2020년","622","494","","36","7","77","8","",
"세종특별자치시","남자","55~59","사별","2020년","37","12","","2","","9","14","",
"세종특별자치시","남자","55~59","이혼","2020년","368","153","","94","14","94","13","",
"세종특별자치시","남자","60~64","합계","2020년","1033","421","","264","11","229","108","",
