"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"괴산군","여자","60~64","2015년","364","169","82","64","7","14","4","24",
"괴산군","여자","65~69","2015년","339","197","34","25","2","13","2","66",
"괴산군","여자","70~74","2015년","637","344","51","17","2","","4","219",
"괴산군","여자","75~79","2015년","758","315","24","8","","","","411",
"괴산군","여자","80~84","2015년","697","260","17","14","","","2","404",
"괴산군","여자","85세 이상","2015년","334","89","4","2","","","","239",
"음성군","계","합계","2015년","11835","2352","1225","3269","1233","1629","379","1748",
"음성군","계","20세 미만","2015년","153","","","61","80","12","","",
"음성군","계","20~24","2015년","384","","","21","225","129","9","",
"음성군","계","25~29","2015년","692","","","101","201","368","22","",
"음성군","계","30~34","2015년","642","","9","169","157","252","51","4",
"음성군","계","35~39","2015년","629","","21","307","117","106","78","",
"음성군","계","40~44","2015년","785","10","32","462","129","96","56","",
"음성군","계","45~49","2015년","1067","58","46","665","106","149","43","",
"음성군","계","50~54","2015년","1194","92","156","616","87","184","59","",
"음성군","계","55~59","2015년","1187","224","335","420","56","126","26","",
"음성군","계","60~64","2015년","897","331","239","193","19","63","14","38",
"음성군","계","65~69","2015년","716","308","152","115","37","51","11","42",
"음성군","계","70~74","2015년","962","406","150","52","19","59","4","272",
"음성군","계","75~79","2015년","1052","467","40","52","","17","6","470",
"음성군","계","80~84","2015년","996","325","39","21","","15","","596",
"음성군","계","85세 이상","2015년","479","131","6","14","","2","","326",
"음성군","남자","합계","2015년","5703","574","595","1935","839","1331","286","143",
"음성군","남자","20세 미만","2015년","88","","","28","55","5","","",
"음성군","남자","20~24","2015년","215","","","10","137","68","","",
"음성군","남자","25~29","2015년","521","","","73","144","298","6","",
"음성군","남자","30~34","2015년","492","","9","120","131","186","42","4",
"음성군","남자","35~39","2015년","449","","16","185","85","93","70","",
"음성군","남자","40~44","2015년","537","10","14","290","87","90","46","",
"음성군","남자","45~49","2015년","672","46","30","353","51","149","43","",
"음성군","남자","50~54","2015년","759","61","91","335","69","162","41","",
"음성군","남자","55~59","2015년","660","111","172","242","28","87","20","",
"음성군","남자","60~64","2015년","394","67","90","142","19","63","6","7",
"음성군","남자","65~69","2015년","323","74","100","73","23","45","2","6",
"음성군","남자","70~74","2015년","213","38","42","24","10","51","4","44",
"음성군","남자","75~79","2015년","206","96","16","41","","17","6","30",
"음성군","남자","80~84","2015년","126","53","13","14","","15","","31",
"음성군","남자","85세 이상","2015년","48","18","2","5","","2","","21",
"음성군","여자","합계","2015년","6132","1778","630","1334","394","298","93","1605",
"음성군","여자","20세 미만","2015년","65","","","33","25","7","","",
"음성군","여자","20~24","2015년","169","","","11","88","61","9","",
"음성군","여자","25~29","2015년","171","","","28","57","70","16","",
"음성군","여자","30~34","2015년","150","","","49","26","66","9","",
"음성군","여자","35~39","2015년","180","","5","122","32","13","8","",
"음성군","여자","40~44","2015년","248","","18","172","42","6","10","",
"음성군","여자","45~49","2015년","395","12","16","312","55","","","",
"음성군","여자","50~54","2015년","435","31","65","281","18","22","18","",
"음성군","여자","55~59","2015년","527","113","163","178","28","39","6","",
"음성군","여자","60~64","2015년","503","264","149","51","","","8","31",
"음성군","여자","65~69","2015년","393","234","52","42","14","6","9","36",
"음성군","여자","70~74","2015년","749","368","108","28","9","8","","228",
"음성군","여자","75~79","2015년","846","371","24","11","","","","440",
"음성군","여자","80~84","2015년","870","272","26","7","","","","565",
"음성군","여자","85세 이상","2015년","431","113","4","9","","","","305",
"단양군","계","합계","2015년","3953","1209","416","723","122","358","116","1009",
"단양군","계","20~24","2015년","22","","","8","8","6","","",
"단양군","계","25~29","2015년","82","","","3","9","59","11","",
"단양군","계","30~34","2015년","95","","","22","12","58","3","",
"단양군","계","35~39","2015년","55","","3","11","6","17","18","",
"단양군","계","40~44","2015년","129","2","8","56","15","26","22","",
"단양군","계","45~49","2015년","196","5","6","105","23","43","14","",
"단양군","계","50~54","2015년","331","45","59","148","3","50","26","",
"단양군","계","55~59","2015년","390","98","78","143","9","46","11","5",
"단양군","계","60~64","2015년","381","169","66","74","21","24","2","25",
"단양군","계","65~69","2015년","473","219","79","78","11","14","6","66",
"단양군","계","70~74","2015년","600","275","45","35","4","4","3","234",
"단양군","계","75~79","2015년","607","261","35","21","1","8","","281",
"단양군","계","80~84","2015년","384","83","26","14","","3","","258",
"단양군","계","85세 이상","2015년","208","52","11","5","","","","140",
"단양군","남자","합계","2015년","1297","299","184","416","75","209","45","69",
"단양군","남자","20~24","2015년","12","","","6","4","2","","",
"단양군","남자","25~29","2015년","25","","","3","5","17","","",
"단양군","남자","30~34","2015년","59","","","18","12","28","1","",
"단양군","남자","35~39","2015년","22","","1","7","6","5","3","",
"단양군","남자","40~44","2015년","86","2","6","39","13","17","9","",
"단양군","남자","45~49","2015년","123","5","3","67","14","26","8","",
"단양군","남자","50~54","2015년","188","19","36","77","3","39","14","",
"단양군","남자","55~59","2015년","194","33","37","68","7","36","8","5",
"단양군","남자","60~64","2015년","137","52","24","34","4","12","2","9",
"단양군","남자","65~69","2015년","146","49","18","54","5","14","","6",
"단양군","남자","70~74","2015년","100","48","20","13","2","4","","13",
"단양군","남자","75~79","2015년","124","61","24","19","","6","","14",
"단양군","남자","80~84","2015년","54","13","13","8","","3","","17",
"단양군","남자","85세 이상","2015년","27","17","2","3","","","","5",
"단양군","여자","합계","2015년","2656","910","232","307","47","149","71","940",
"단양군","여자","20~24","2015년","10","","","2","4","4","","",
"단양군","여자","25~29","2015년","57","","","","4","42","11","",
"단양군","여자","30~34","2015년","36","","","4","","30","2","",
"단양군","여자","35~39","2015년","33","","2","4","","12","15","",
"단양군","여자","40~44","2015년","43","","2","17","2","9","13","",
"단양군","여자","45~49","2015년","73","","3","38","9","17","6","",
"단양군","여자","50~54","2015년","143","26","23","71","","11","12","",
"단양군","여자","55~59","2015년","196","65","41","75","2","10","3","",
"단양군","여자","60~64","2015년","244","117","42","40","17","12","","16",
"단양군","여자","65~69","2015년","327","170","61","24","6","","6","60",
"단양군","여자","70~74","2015년","500","227","25","22","2","","3","221",
"단양군","여자","75~79","2015년","483","200","11","2","1","2","","267",
"단양군","여자","80~84","2015년","330","70","13","6","","","","241",
"단양군","여자","85세 이상","2015년","181","35","9","2","","","","135",
"증평군","계","합계","2015년","4051","845","438","1036","259","790","96","587",
"증평군","계","20세 미만","2015년","78","","3","17","","58","","",
"증평군","계","20~24","2015년","230","","3","29","3","195","","",
"증평군","계","25~29","2015년","220","","","37","42","141","","",
"증평군","계","30~34","2015년","227","","6","79","51","75","16","",
"증평군","계","35~39","2015년","241","","10","103","51","70","7","",
"증평군","계","40~44","2015년","247","","","166","16","52","13","",
"증평군","계","45~49","2015년","341","9","58","185","28","42","19","",
"증평군","계","50~54","2015년","366","26","50","165","21","93","11","",
"증평군","계","55~59","2015년","358","109","99","98","16","28","8","",
"증평군","계","60~64","2015년","233","45","79","69","16","6","11","7",
"증평군","계","65~69","2015년","248","110","57","35","7","10","3","26",
"증평군","계","70~74","2015년","336","158","27","10","4","16","8","113",
"증평군","계","75~79","2015년","412","187","28","31","4","4","","158",
"증평군","계","80~84","2015년","335","141","10","8","","","","176",
"증평군","계","85세 이상","2015년","179","60","8","4","","","","107",
"증평군","남자","합계","2015년","1783","177","172","610","197","511","75","41",
"증평군","남자","20세 미만","2015년","36","","","11","","25","","",
"증평군","남자","20~24","2015년","99","","3","22","","74","","",
"증평군","남자","25~29","2015년","165","","","29","30","106","","",
"증평군","남자","30~34","2015년","149","","1","46","43","55","4","",
"증평군","남자","35~39","2015년","185","","6","81","32","59","7","",
"증평군","남자","40~44","2015년","203","","","140","12","38","13","",
"증평군","남자","45~49","2015년","192","5","32","97","24","20","14","",
"증평군","남자","50~54","2015년","214","1","23","84","17","82","7","",
"증평군","남자","55~59","2015년","162","43","17","54","12","28","8","",
"증평군","남자","60~64","2015년","106","15","31","31","12","6","11","",
"증평군","남자","65~69","2015년","80","21","34","5","7","6","3","4",
"증평군","남자","70~74","2015년","76","28","12","","4","8","8","16",
"증평군","남자","75~79","2015년","76","42","8","6","4","4","","12",
"증평군","남자","80~84","2015년","22","12","1","4","","","","5",
"증평군","남자","85세 이상","2015년","18","10","4","","","","","4",
"증평군","여자","합계","2015년","2268","668","266","426","62","279","21","546",
"증평군","여자","20세 미만","2015년","42","","3","6","","33","","",
"증평군","여자","20~24","2015년","131","","","7","3","121","","",
"증평군","여자","25~29","2015년","55","","","8","12","35","","",
"증평군","여자","30~34","2015년","78","","5","33","8","20","12","",
"증평군","여자","35~39","2015년","56","","4","22","19","11","","",
"증평군","여자","40~44","2015년","44","","","26","4","14","","",
"증평군","여자","45~49","2015년","149","4","26","88","4","22","5","",
"증평군","여자","50~54","2015년","152","25","27","81","4","11","4","",
"증평군","여자","55~59","2015년","196","66","82","44","4","","","",
"증평군","여자","60~64","2015년","127","30","48","38","4","","","7",
"증평군","여자","65~69","2015년","168","89","23","30","","4","","22",
"증평군","여자","70~74","2015년","260","130","15","10","","8","","97",
"증평군","여자","75~79","2015년","336","145","20","25","","","","146",
"증평군","여자","80~84","2015년","313","129","9","4","","","","171",
"증평군","여자","85세 이상","2015년","161","50","4","4","","","","103",
"충청남도","계","합계","2015년","235777","46849","19741","58448","21152","47210","6769","35608",
"충청남도","계","20세 미만","2015년","3699","","33","852","630","2184","","",
"충청남도","계","20~24","2015년","20237","","112","3176","3043","13698","208","",
"충청남도","계","25~29","2015년","19275","","91","5245","4215","8766","958","",
"충청남도","계","30~34","2015년","16461","","165","5327","3990","5809","1170","",
"충청남도","계","35~39","2015년","13316","","230","5724","2686","3860","815","1",
"충청남도","계","40~44","2015년","13589","26","525","7417","1989","2914","711","7",
"충청남도","계","45~49","2015년","14125","419","1134","7628","1579","2657","689","19",
"충청남도","계","50~54","2015년","17621","1506","3037","7930","1259","3059","797","33",
"충청남도","계","55~59","2015년","18723","4020","4394","6830","852","1807","741","79",
"충청남도","계","60~64","2015년","14954","5612","3507","3378","393","943","353","768",
"충청남도","계","65~69","2015년","16332","7992","2858","2198","172","577","183","2352",
"충청남도","계","70~74","2015년","19266","9230","1731","1331","186","436","66","6286",
"충청남도","계","75~79","2015년","20965","9026","1039","738","88","229","64","9781",
"충청남도","계","80~84","2015년","17959","6620","599","493","45","206","9","9987",
"충청남도","계","85세 이상","2015년","9255","2398","286","181","25","65","5","6295",
"충청남도","남자","합계","2015년","101654","10217","8336","32757","13749","30102","4030","2463",
"충청남도","남자","20세 미만","2015년","1599","","22","349","248","980","","",
"충청남도","남자","20~24","2015년","9599","","59","1294","1415","6795","36","",
"충청남도","남자","25~29","2015년","11851","","41","2798","2831","5683","498","",
"충청남도","남자","30~34","2015년","11441","","92","3388","3014","4258","689","",
"충청남도","남자","35~39","2015년","9489","","160","3847","1941","3008","532","1",
"충청남도","남자","40~44","2015년","9100","24","344","4736","1412","2129","450","5",
"충청남도","남자","45~49","2015년","8519","233","644","4309","1033","1874","417","9",
"충청남도","남자","50~54","2015년","9957","656","1465","4204","829","2304","470","29",
"충청남도","남자","55~59","2015년","8825","1401","1718","3369","524","1295","491","27",
"충청남도","남자","60~64","2015년","5925","1537","1307","1801","206","663","199","212",
"충청남도","남자","65~69","2015년","4770","1683","1039","1125","109","394","137","283",
"충청남도","남자","70~74","2015년","3815","1470","700","776","104","319","45","401",
"충청남도","남자","75~79","2015년","3172","1527","419","407","47","176","52","544",
"충청남도","남자","80~84","2015년","2338","1148","171","280","25","168","9","537",
"충청남도","남자","85세 이상","2015년","1254","538","155","74","11","56","5","415",
"충청남도","여자","합계","2015년","134123","36632","11405","25691","7403","17108","2739","33145",
"충청남도","여자","20세 미만","2015년","2100","","11","503","382","1204","","",
"충청남도","여자","20~24","2015년","10638","","53","1882","1628","6903","172","",
"충청남도","여자","25~29","2015년","7424","","50","2447","1384","3083","460","",
"충청남도","여자","30~34","2015년","5020","","73","1939","976","1551","481","",
"충청남도","여자","35~39","2015년","3827","","70","1877","745","852","283","",
"충청남도","여자","40~44","2015년","4489","2","181","2681","577","785","261","2",
"충청남도","여자","45~49","2015년","5606","186","490","3319","546","783","272","10",
"충청남도","여자","50~54","2015년","7664","850","1572","3726","430","755","327","4",
"충청남도","여자","55~59","2015년","9898","2619","2676","3461","328","512","250","52",
"충청남도","여자","60~64","2015년","9029","4075","2200","1577","187","280","154","556",
"충청남도","여자","65~69","2015년","11562","6309","1819","1073","63","183","46","2069",
"충청남도","여자","70~74","2015년","15451","7760","1031","555","82","117","21","5885",
"충청남도","여자","75~79","2015년","17793","7499","620","331","41","53","12","9237",
"충청남도","여자","80~84","2015년","15621","5472","428","213","20","38","","9450",
"충청남도","여자","85세 이상","2015년","8001","1860","131","107","14","9","","5880",
"동부","계","합계","2015년","101247","12162","7751","31092","12680","27891","3943","5728",
"동부","계","20세 미만","2015년","2228","","22","576","348","1282","","",
"동부","계","20~24","2015년","12714","","81","2439","1892","8164","138","",
"동부","계","25~29","2015년","13212","","62","3582","2978","5939","651","",
"동부","계","30~34","2015년","10924","","101","3411","2652","3900","860","",
"동부","계","35~39","2015년","8035","","123","3291","1640","2427","554","",
"동부","계","40~44","2015년","7255","5","286","3896","1043","1650","370","5",
"동부","계","45~49","2015년","6893","157","426","3772","857","1345","331","5",
"동부","계","50~54","2015년","8107","590","1327","3651","609","1533","382","15",
"동부","계","55~59","2015년","7644","1496","1677","3010","352","726","357","26",
"동부","계","60~64","2015년","5355","1786","1328","1374","111","351","184","221",
"동부","계","65~69","2015년","5059","2083","1139","973","63","175","72","554",
"동부","계","70~74","2015년","4776","2235","553","577","54","160","30","1167",
"동부","계","75~79","2015년","4212","1893","331","295","48","110","14","1521",
"동부","계","80~84","2015년","3388","1453","210","185","22","99","","1419",
"동부","계","85세 이상","2015년","1445","464","85","60","11","30","","795",
"동부","남자","합계","2015년","49562","2857","3035","15856","7942","17033","2249","590",
"동부","남자","20세 미만","2015년","906","","15","207","107","577","","",
"동부","남자","20~24","2015년","5372","","39","840","853","3615","25","",
"동부","남자","25~29","2015년","7716","","22","1788","1905","3694","307","",
"동부","남자","30~34","2015년","7308","","49","2020","1927","2823","489","",
"동부","남자","35~39","2015년","5493","","77","2070","1117","1850","379","",
"동부","남자","40~44","2015년","4618","5","180","2272","743","1190","223","5",
"동부","남자","45~49","2015년","3990","95","273","2008","536","889","184","5",
"동부","남자","50~54","2015년","4462","280","565","1771","385","1185","261","15",
"동부","남자","55~59","2015년","3291","481","552","1294","206","548","201","9",
"동부","남자","60~64","2015년","2109","513","485","620","46","265","101","79",
"동부","남자","65~69","2015년","1632","499","438","403","45","91","51","105",
"동부","남자","70~74","2015년","1098","360","183","307","27","111","23","87",
"동부","남자","75~79","2015년","755","320","92","143","30","79","5","86",
"동부","남자","80~84","2015년","528","213","17","81","15","93","","109",
"동부","남자","85세 이상","2015년","284","91","48","32","","23","","90",
"동부","여자","합계","2015년","51685","9305","4716","15236","4738","10858","1694","5138",
"동부","여자","20세 미만","2015년","1322","","7","369","241","705","","",
"동부","여자","20~24","2015년","7342","","42","1599","1039","4549","113","",
"동부","여자","25~29","2015년","5496","","40","1794","1073","2245","344","",
"동부","여자","30~34","2015년","3616","","52","1391","725","1077","371","",
"동부","여자","35~39","2015년","2542","","46","1221","523","577","175","",
"동부","여자","40~44","2015년","2637","","106","1624","300","460","147","",
"동부","여자","45~49","2015년","2903","62","153","1764","321","456","147","",
"동부","여자","50~54","2015년","3645","310","762","1880","224","348","121","",
"동부","여자","55~59","2015년","4353","1015","1125","1716","146","178","156","17",
"동부","여자","60~64","2015년","3246","1273","843","754","65","86","83","142",
"동부","여자","65~69","2015년","3427","1584","701","570","18","84","21","449",
"동부","여자","70~74","2015년","3678","1875","370","270","27","49","7","1080",
"동부","여자","75~79","2015년","3457","1573","239","152","18","31","9","1435",
"동부","여자","80~84","2015년","2860","1240","193","104","7","6","","1310",
"동부","여자","85세 이상","2015년","1161","373","37","28","11","7","","705",
"읍부","계","합계","2015년","52445","11320","5179","13213","4751","9546","1158","7278",
"읍부","계","20세 미만","2015년","838","","11","172","234","421","","",
"읍부","계","20~24","2015년","3718","","13","429","850","2399","27","",
"읍부","계","25~29","2015년","3526","","26","1022","632","1685","161","",
"읍부","계","30~34","2015년","3280","","39","1061","850","1209","121","",
"읍부","계","35~39","2015년","2753","","38","1255","580","765","115","",
"읍부","계","40~44","2015년","3319","","133","1884","483","646","173","",
"읍부","계","45~49","2015년","3654","139","337","1986","372","683","134","3",
"읍부","계","50~54","2015년","4219","290","810","1910","330","719","160","",
"읍부","계","55~59","2015년","4526","856","1180","1694","204","436","140","16",
"읍부","계","60~64","2015년","3708","1334","925","864","114","212","61","198",
"읍부","계","65~69","2015년","3896","2081","699","383","41","120","39","533",
"읍부","계","70~74","2015년","4654","2352","435","238","39","128","8","1454",
"읍부","계","75~79","2015년","4547","2176","279","171","4","57","16","1844",
"읍부","계","80~84","2015년","3746","1527","182","100","14","48","3","1872",
"읍부","계","85세 이상","2015년","2061","565","72","44","4","18","","1358",
"읍부","남자","합계","2015년","22400","2284","2065","7546","3061","6250","657","537",
"읍부","남자","20세 미만","2015년","365","","7","96","104","158","","",
"읍부","남자","20~24","2015년","1778","","13","214","329","1219","3","",
"읍부","남자","25~29","2015년","2282","","16","575","451","1155","85","",
"읍부","남자","30~34","2015년","2361","","28","683","699","879","72","",
"읍부","남자","35~39","2015년","1997","","26","855","453","594","69","",
"읍부","남자","40~44","2015년","2274","","76","1286","323","487","102","",
"읍부","남자","45~49","2015년","2162","75","133","1099","252","522","78","3",
"읍부","남자","50~54","2015년","2305","111","432","925","228","547","62","",
"읍부","남자","55~59","2015년","2101","295","446","873","117","270","100","",
"읍부","남자","60~64","2015년","1413","344","332","471","56","127","38","45",
"읍부","남자","65~69","2015년","1003","406","223","192","19","86","21","56",
"읍부","남자","70~74","2015년","890","363","143","138","22","112","8","104",
"읍부","남자","75~79","2015년","743","345","100","75","","44","16","163",
"읍부","남자","80~84","2015년","488","237","57","54","4","32","3","101",
"읍부","남자","85세 이상","2015년","238","108","33","10","4","18","","65",
"읍부","여자","합계","2015년","30045","9036","3114","5667","1690","3296","501","6741",
"읍부","여자","20세 미만","2015년","473","","4","76","130","263","","",
"읍부","여자","20~24","2015년","1940","","","215","521","1180","24","",
"읍부","여자","25~29","2015년","1244","","10","447","181","530","76","",
"읍부","여자","30~34","2015년","919","","11","378","151","330","49","",
"읍부","여자","35~39","2015년","756","","12","400","127","171","46","",
"읍부","여자","40~44","2015년","1045","","57","598","160","159","71","",
"읍부","여자","45~49","2015년","1492","64","204","887","120","161","56","",
"읍부","여자","50~54","2015년","1914","179","378","985","102","172","98","",
"읍부","여자","55~59","2015년","2425","561","734","821","87","166","40","16",
"읍부","여자","60~64","2015년","2295","990","593","393","58","85","23","153",
"읍부","여자","65~69","2015년","2893","1675","476","191","22","34","18","477",
"읍부","여자","70~74","2015년","3764","1989","292","100","17","16","","1350",
"읍부","여자","75~79","2015년","3804","1831","179","96","4","13","","1681",
"읍부","여자","80~84","2015년","3258","1290","125","46","10","16","","1771",
"읍부","여자","85세 이상","2015년","1823","457","39","34","","","","1293",
"면부","계","합계","2015년","82085","23367","6811","14143","3721","9773","1668","22602",
"면부","계","20세 미만","2015년","633","","","104","48","481","","",
"면부","계","20~24","2015년","3805","","18","308","301","3135","43","",
"면부","계","25~29","2015년","2537","","3","641","605","1142","146","",
"면부","계","30~34","2015년","2257","","25","855","488","700","189","",
"면부","계","35~39","2015년","2528","","69","1178","466","668","146","1",
"면부","계","40~44","2015년","3015","21","106","1637","463","618","168","2",
"면부","계","45~49","2015년","3578","123","371","1870","350","629","224","11",
"면부","계","50~54","2015년","5295","626","900","2369","320","807","255","18",
"면부","계","55~59","2015년","6553","1668","1537","2126","296","645","244","37",
"면부","계","60~64","2015년","5891","2492","1254","1140","168","380","108","349",
"면부","계","65~69","2015년","7377","3828","1020","842","68","282","72","1265",
"면부","계","70~74","2015년","9836","4643","743","516","93","148","28","3665",
"면부","계","75~79","2015년","12206","4957","429","272","36","62","34","6416",
"면부","계","80~84","2015년","10825","3640","207","208","9","59","6","6696",
"면부","계","85세 이상","2015년","5749","1369","129","77","10","17","5","4142",
"면부","남자","합계","2015년","29692","5076","3236","9355","2746","6819","1124","1336",
"면부","남자","20세 미만","2015년","328","","","46","37","245","","",
"면부","남자","20~24","2015년","2449","","7","240","233","1961","8","",
"면부","남자","25~29","2015년","1853","","3","435","475","834","106","",
"면부","남자","30~34","2015년","1772","","15","685","388","556","128","",
"면부","남자","35~39","2015년","1999","","57","922","371","564","84","1",
"면부","남자","40~44","2015년","2208","19","88","1178","346","452","125","",
"면부","남자","45~49","2015년","2367","63","238","1202","245","463","155","1",
"면부","남자","50~54","2015년","3190","265","468","1508","216","572","147","14",
"면부","남자","55~59","2015년","3433","625","720","1202","201","477","190","18",
"면부","남자","60~64","2015년","2403","680","490","710","104","271","60","88",
"면부","남자","65~69","2015년","2135","778","378","530","45","217","65","122",
"면부","남자","70~74","2015년","1827","747","374","331","55","96","14","210",
"면부","남자","75~79","2015년","1674","862","227","189","17","53","31","295",
"면부","남자","80~84","2015년","1322","698","97","145","6","43","6","327",
"면부","남자","85세 이상","2015년","732","339","74","32","7","15","5","260",
"면부","여자","합계","2015년","52393","18291","3575","4788","975","2954","544","21266",
"면부","여자","20세 미만","2015년","305","","","58","11","236","","",
"면부","여자","20~24","2015년","1356","","11","68","68","1174","35","",
"면부","여자","25~29","2015년","684","","","206","130","308","40","",
"면부","여자","30~34","2015년","485","","10","170","100","144","61","",
"면부","여자","35~39","2015년","529","","12","256","95","104","62","",
"면부","여자","40~44","2015년","807","2","18","459","117","166","43","2",
"면부","여자","45~49","2015년","1211","60","133","668","105","166","69","10",
"면부","여자","50~54","2015년","2105","361","432","861","104","235","108","4",
"면부","여자","55~59","2015년","3120","1043","817","924","95","168","54","19",
"면부","여자","60~64","2015년","3488","1812","764","430","64","109","48","261",
"면부","여자","65~69","2015년","5242","3050","642","312","23","65","7","1143",
"면부","여자","70~74","2015년","8009","3896","369","185","38","52","14","3455",
"면부","여자","75~79","2015년","10532","4095","202","83","19","9","3","6121",
"면부","여자","80~84","2015년","9503","2942","110","63","3","16","","6369",
"면부","여자","85세 이상","2015년","5017","1030","55","45","3","2","","3882",
"천안시","계","합계","2015년","72294","7626","5217","22745","9309","21393","2776","3228",
"천안시","계","20세 미만","2015년","1796","","11","415","317","1053","","",
"천안시","계","20~24","2015년","10740","","81","2096","1490","6977","96","",
"천안시","계","25~29","2015년","10262","","51","3061","2220","4467","463","",
"천안시","계","30~34","2015년","7869","","52","2390","1953","2853","621","",
"천안시","계","35~39","2015년","5994","","123","2606","1127","1738","400","",
"천안시","계","40~44","2015년","5316","10","203","2894","800","1146","263","",
"천안시","계","45~49","2015년","4725","97","333","2553","571","922","247","2",
"천안시","계","50~54","2015년","5498","312","860","2670","375","1068","211","2",
"천안시","계","55~59","2015년","4733","807","1073","1868","231","481","271","2",
"천안시","계","60~64","2015년","3472","1090","892","873","82","285","113","137",
"천안시","계","65~69","2015년","3174","1246","751","662","57","161","53","244",
"천안시","계","70~74","2015년","2993","1416","423","408","38","89","5","614",
"천안시","계","75~79","2015년","2661","1396","185","147","32","68","33","800",
"천안시","계","80~84","2015년","1966","860","116","88","9","57","","836",
"천안시","계","85세 이상","2015년","1095","392","63","14","7","28","","591",
"천안시","남자","합계","2015년","36708","1895","2365","11718","5758","13066","1607","299",
"천안시","남자","20세 미만","2015년","713","","11","149","84","469","","",
"천안시","남자","20~24","2015년","4530","","37","688","652","3134","19","",
"천안시","남자","25~29","2015년","5999","","18","1452","1383","2932","214","",
"천안시","남자","30~34","2015년","5305","","36","1388","1425","2075","381","",
"천안시","남자","35~39","2015년","4061","","89","1576","792","1346","258","",
"천안시","남자","40~44","2015년","3572","10","155","1856","569","822","160","",
"천안시","남자","45~49","2015년","2797","61","208","1398","382","606","142","",
"천안시","남자","50~54","2015년","3126","160","457","1330","221","835","121","2",
"천안시","남자","55~59","2015년","2380","340","430","938","131","383","158","",
"천안시","남자","60~64","2015년","1435","384","327","347","30","202","83","62",
"천안시","남자","65~69","2015년","1080","315","319","249","29","88","41","39",
"천안시","남자","70~74","2015년","725","209","155","213","33","58","5","52",
"천안시","남자","75~79","2015년","525","214","80","75","21","37","25","73",
"천안시","남자","80~84","2015년","254","94","11","45","6","51","","47",
"천안시","남자","85세 이상","2015년","206","108","32","14","","28","","24",
"천안시","여자","합계","2015년","35586","5731","2852","11027","3551","8327","1169","2929",
"천안시","여자","20세 미만","2015년","1083","","","266","233","584","","",
"천안시","여자","20~24","2015년","6210","","44","1408","838","3843","77","",
"천안시","여자","25~29","2015년","4263","","33","1609","837","1535","249","",
"천안시","여자","30~34","2015년","2564","","16","1002","528","778","240","",
"천안시","여자","35~39","2015년","1933","","34","1030","335","392","142","",
"천안시","여자","40~44","2015년","1744","","48","1038","231","324","103","",
"천안시","여자","45~49","2015년","1928","36","125","1155","189","316","105","2",
"천안시","여자","50~54","2015년","2372","152","403","1340","154","233","90","",
"천안시","여자","55~59","2015년","2353","467","643","930","100","98","113","2",
"천안시","여자","60~64","2015년","2037","706","565","526","52","83","30","75",
"천안시","여자","65~69","2015년","2094","931","432","413","28","73","12","205",
"천안시","여자","70~74","2015년","2268","1207","268","195","5","31","","562",
"천안시","여자","75~79","2015년","2136","1182","105","72","11","31","8","727",
"천안시","여자","80~84","2015년","1712","766","105","43","3","6","","789",
"천안시","여자","85세 이상","2015년","889","284","31","","7","","","567",
"동남구","계","합계","2015년","32127","4066","2596","8148","3223","10808","1209","2077",
"동남구","계","20세 미만","2015년","1060","","","162","176","722","","",
"동남구","계","20~24","2015년","5674","","20","322","621","4635","76","",
"동남구","계","25~29","2015년","3424","","13","622","505","2020","264","",
"동남구","계","30~34","2015년","2321","","4","622","555","901","239","",
"동남구","계","35~39","2015년","2012","","67","809","363","629","144","",
"동남구","계","40~44","2015년","2073","8","82","1107","274","495","107","",
"동남구","계","45~49","2015년","1895","57","156","1096","210","308","66","2",
"동남구","계","50~54","2015년","2699","189","408","1291","229","491","89","2",
"동남구","계","55~59","2015년","2385","472","565","921","105","216","104","2",
"동남구","계","60~64","2015년","1738","538","417","444","54","154","60","71",
"동남구","계","65~69","2015년","1799","660","412","399","50","95","33","150",
"동남구","계","70~74","2015년","1601","689","240","210","33","53","","376",
"동남구","계","75~79","2015년","1593","797","106","81","32","41","27","509",
"동남구","계","80~84","2015년","1185","470","70","57","9","39","","540",
"동남구","계","85세 이상","2015년","668","186","36","5","7","9","","425",
"동남구","남자","합계","2015년","15153","1056","1170","4217","1920","5977","658","155",
"동남구","남자","20세 미만","2015년","421","","","39","77","305","","",
"동남구","남자","20~24","2015년","2513","","8","129","280","2077","19","",
"동남구","남자","25~29","2015년","1968","","6","312","269","1252","129","",
"동남구","남자","30~34","2015년","1519","","4","352","403","606","154","",
"동남구","남자","35~39","2015년","1283","","48","474","254","433","74","",
"동남구","남자","40~44","2015년","1414","8","78","720","213","335","60","",
"동남구","남자","45~49","2015년","1031","34","85","553","147","176","36","",
"동남구","남자","50~54","2015년","1445","99","186","657","106","340","55","2",
"동남구","남자","55~59","2015년","1178","218","217","455","65","178","45","",
"동남구","남자","60~64","2015년","735","213","146","156","17","113","46","44",
"동남구","남자","65~69","2015년","633","160","197","154","29","62","21","10",
"동남구","남자","70~74","2015년","438","114","109","125","33","32","","25",
"동남구","남자","75~79","2015년","329","117","56","51","21","26","19","39",
"동남구","남자","80~84","2015년","160","53","11","35","6","33","","22",
"동남구","남자","85세 이상","2015년","86","40","19","5","","9","","13",
"동남구","여자","합계","2015년","16974","3010","1426","3931","1303","4831","551","1922",
