"행정구역별","성별","연령별","시점","1인가구","초등학교","중학교","고등학교","대학(4년제미만)","대학교(4년제이상)","대학원","안받았음(미취학 포함)",
"용산구","여자","70~74","2015년","1261","436","283","217","32","121","","172",
"용산구","여자","75~79","2015년","1219","543","120","169","16","78","40","253",
"용산구","여자","80~84","2015년","931","274","175","166","16","46","18","236",
"용산구","여자","85세 이상","2015년","432","164","24","51","","24","6","163",
"성동구","계","합계","2015년","35225","3348","2925","8626","3624","12647","2793","1262",
"성동구","계","20세 미만","2015년","622","","","131","89","402","","",
"성동구","계","20~24","2015년","3694","","3","228","541","2767","155","",
"성동구","계","25~29","2015년","5007","","7","435","675","3097","793","",
"성동구","계","30~34","2015년","4010","","44","691","763","1984","528","",
"성동구","계","35~39","2015년","2986","","11","878","533","1200","358","6",
"성동구","계","40~44","2015년","3076","11","95","1149","361","1087","373","",
"성동구","계","45~49","2015년","2615","49","309","1260","160","605","225","7",
"성동구","계","50~54","2015년","2451","164","301","1266","125","419","176","",
"성동구","계","55~59","2015년","2220","291","435","887","173","336","91","7",
"성동구","계","60~64","2015년","2023","359","532","760","78","209","55","30",
"성동구","계","65~69","2015년","1765","531","474","366","63","226","6","99",
"성동구","계","70~74","2015년","1822","788","348","258","24","78","21","305",
"성동구","계","75~79","2015년","1509","632","221","199","21","140","6","290",
"성동구","계","80~84","2015년","974","383","113","83","6","75","","314",
"성동구","계","85세 이상","2015년","451","140","32","35","12","22","6","204",
"성동구","남자","합계","2015년","17644","729","1278","5018","1670","7230","1542","177",
"성동구","남자","20세 미만","2015년","332","","","101","16","215","","",
"성동구","남자","20~24","2015년","1952","","3","97","167","1642","43","",
"성동구","남자","25~29","2015년","2854","","7","285","288","1717","557","",
"성동구","남자","30~34","2015년","2353","","38","453","381","1165","316","",
"성동구","남자","35~39","2015년","1737","","6","539","317","720","149","6",
"성동구","남자","40~44","2015년","1910","5","84","701","192","721","207","",
"성동구","남자","45~49","2015년","1691","45","211","897","68","375","88","7",
"성동구","남자","50~54","2015년","1535","99","191","844","82","204","115","",
"성동구","남자","55~59","2015년","1086","135","183","483","85","169","24","7",
"성동구","남자","60~64","2015년","761","118","207","289","22","91","18","16",
"성동구","남자","65~69","2015년","574","138","138","152","45","68","6","27",
"성동구","남자","70~74","2015년","387","107","104","97","7","30","13","29",
"성동구","남자","75~79","2015년","273","50","55","54","","76","","38",
"성동구","남자","80~84","2015년","134","26","40","11","","29","","28",
"성동구","남자","85세 이상","2015년","65","6","11","15","","8","6","19",
"성동구","여자","합계","2015년","17581","2619","1647","3608","1954","5417","1251","1085",
"성동구","여자","20세 미만","2015년","290","","","30","73","187","","",
"성동구","여자","20~24","2015년","1742","","","131","374","1125","112","",
"성동구","여자","25~29","2015년","2153","","","150","387","1380","236","",
"성동구","여자","30~34","2015년","1657","","6","238","382","819","212","",
"성동구","여자","35~39","2015년","1249","","5","339","216","480","209","",
"성동구","여자","40~44","2015년","1166","6","11","448","169","366","166","",
"성동구","여자","45~49","2015년","924","4","98","363","92","230","137","",
"성동구","여자","50~54","2015년","916","65","110","422","43","215","61","",
"성동구","여자","55~59","2015년","1134","156","252","404","88","167","67","",
"성동구","여자","60~64","2015년","1262","241","325","471","56","118","37","14",
"성동구","여자","65~69","2015년","1191","393","336","214","18","158","","72",
"성동구","여자","70~74","2015년","1435","681","244","161","17","48","8","276",
"성동구","여자","75~79","2015년","1236","582","166","145","21","64","6","252",
"성동구","여자","80~84","2015년","840","357","73","72","6","46","","286",
"성동구","여자","85세 이상","2015년","386","134","21","20","12","14","","185",
"광진구","계","합계","2015년","54407","4028","3577","13293","7047","21820","3536","1106",
"광진구","계","20세 미만","2015년","750","","6","144","120","480","","",
"광진구","계","20~24","2015년","6189","","15","585","1074","4418","97","",
"광진구","계","25~29","2015년","9892","","8","890","1543","6465","986","",
"광진구","계","30~34","2015년","8303","","31","1242","1725","4503","802","",
"광진구","계","35~39","2015년","5501","","70","1455","992","2305","679","",
"광진구","계","40~44","2015년","4262","","94","1762","803","1252","351","",
"광진구","계","45~49","2015년","3531","71","248","1784","353","867","208","",
"광진구","계","50~54","2015년","3151","279","573","1586","130","435","148","",
"광진구","계","55~59","2015년","3352","482","758","1452","96","426","134","4",
"광진구","계","60~64","2015년","2362","540","562","918","67","220","24","31",
"광진구","계","65~69","2015년","2065","594","534","659","23","127","64","64",
"광진구","계","70~74","2015년","2007","836","303","427","42","152","12","235",
"광진구","계","75~79","2015년","1536","694","187","197","38","100","","320",
"광진구","계","80~84","2015년","986","321","152","129","33","54","6","291",
"광진구","계","85세 이상","2015년","520","211","36","63","8","16","25","161",
"광진구","남자","합계","2015년","26575","1026","1614","7214","3036","11639","1913","133",
"광진구","남자","20세 미만","2015년","365","","6","68","38","253","","",
"광진구","남자","20~24","2015년","2521","","9","252","277","1929","54","",
"광진구","남자","25~29","2015년","4976","","8","495","644","3371","458","",
"광진구","남자","30~34","2015년","4485","","6","733","747","2574","425","",
"광진구","남자","35~39","2015년","3227","","58","909","564","1294","402","",
"광진구","남자","40~44","2015년","2428","","64","1026","400","715","223","",
"광진구","남자","45~49","2015년","2157","42","163","1118","178","549","107","",
"광진구","남자","50~54","2015년","1817","172","342","868","69","250","116","",
"광진구","남자","55~59","2015년","1644","190","362","711","31","277","73","",
"광진구","남자","60~64","2015년","987","182","231","399","28","123","11","13",
"광진구","남자","65~69","2015년","777","121","216","274","17","103","24","22",
"광진구","남자","70~74","2015년","565","87","96","199","28","98","6","51",
"광진구","남자","75~79","2015년","400","175","33","109","7","61","","15",
"광진구","남자","80~84","2015년","135","44","11","25","","33","6","16",
"광진구","남자","85세 이상","2015년","91","13","9","28","8","9","8","16",
"광진구","여자","합계","2015년","27832","3002","1963","6079","4011","10181","1623","973",
"광진구","여자","20세 미만","2015년","385","","","76","82","227","","",
"광진구","여자","20~24","2015년","3668","","6","333","797","2489","43","",
"광진구","여자","25~29","2015년","4916","","","395","899","3094","528","",
"광진구","여자","30~34","2015년","3818","","25","509","978","1929","377","",
"광진구","여자","35~39","2015년","2274","","12","546","428","1011","277","",
"광진구","여자","40~44","2015년","1834","","30","736","403","537","128","",
"광진구","여자","45~49","2015년","1374","29","85","666","175","318","101","",
"광진구","여자","50~54","2015년","1334","107","231","718","61","185","32","",
"광진구","여자","55~59","2015년","1708","292","396","741","65","149","61","4",
"광진구","여자","60~64","2015년","1375","358","331","519","39","97","13","18",
"광진구","여자","65~69","2015년","1288","473","318","385","6","24","40","42",
"광진구","여자","70~74","2015년","1442","749","207","228","14","54","6","184",
"광진구","여자","75~79","2015년","1136","519","154","88","31","39","","305",
"광진구","여자","80~84","2015년","851","277","141","104","33","21","","275",
"광진구","여자","85세 이상","2015년","429","198","27","35","","7","17","145",
"동대문구","계","합계","2015년","52738","5795","4674","12068","4582","19565","3835","2219",
"동대문구","계","20세 미만","2015년","1510","","10","79","109","1312","","",
"동대문구","계","20~24","2015년","8615","","31","390","666","7251","277","",
"동대문구","계","25~29","2015년","7491","","47","618","869","4393","1564","",
"동대문구","계","30~34","2015년","5190","","44","1063","941","2294","848","",
"동대문구","계","35~39","2015년","3581","","104","1199","736","1215","327","",
"동대문구","계","40~44","2015년","3413","6","139","1563","460","984","261","",
"동대문구","계","45~49","2015년","2977","127","275","1489","265","642","179","",
"동대문구","계","50~54","2015년","3150","331","476","1452","213","514","155","9",
"동대문구","계","55~59","2015년","3591","618","803","1562","121","355","124","8",
"동대문구","계","60~64","2015년","3035","687","850","1026","91","202","51","128",
"동대문구","계","65~69","2015년","2823","1009","680","696","49","129","15","245",
"동대문구","계","70~74","2015년","2885","1155","640","511","46","132","15","386",
"동대문구","계","75~79","2015년","2438","1113","349","253","7","91","14","611",
"동대문구","계","80~84","2015년","1418","529","146","152","9","42","5","535",
"동대문구","계","85세 이상","2015년","621","220","80","15","","9","","297",
"동대문구","남자","합계","2015년","26090","1646","2032","6857","2194","10985","2069","307",
"동대문구","남자","20세 미만","2015년","651","","5","57","61","528","","",
"동대문구","남자","20~24","2015년","4080","","8","206","219","3553","94","",
"동대문구","남자","25~29","2015년","4280","","22","277","379","2742","860","",
"동대문구","남자","30~34","2015년","3183","","33","650","488","1494","518","",
"동대문구","남자","35~39","2015년","2070","","78","751","320","753","168","",
"동대문구","남자","40~44","2015년","2144","6","101","1017","288","619","113","",
"동대문구","남자","45~49","2015년","1965","84","185","1023","135","463","75","",
"동대문구","남자","50~54","2015년","1927","232","286","851","150","295","104","9",
"동대문구","남자","55~59","2015년","1896","297","374","895","80","177","73","",
"동대문구","남자","60~64","2015년","1212","255","312","422","18","139","35","31",
"동대문구","남자","65~69","2015년","1026","258","292","292","34","72","15","63",
"동대문구","남자","70~74","2015년","764","253","168","212","13","78","6","34",
