"행정구역별","성별","연령별","1인가구사유별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"경상남도","남자","55~59","가족과 사별","2020년","1671","37","43","107","127","184","352","334","127","236","124",
"경상남도","남자","55~59","기타","2020년","187","17","11","18","2","14","37","22","15","15","36",
"경상남도","남자","60~64","합계","2020년","20466","675","544","1671","1621","2440","3854","3487","1656","2603","1915",
"경상남도","남자","60~64","본인의 직장 때문에","2020년","5716","304","203","656","636","762","1049","820","378","503","405",
"경상남도","남자","60~64","본인의 독립 생활을 위하여","2020년","6371","103","121","341","375","604","1118","1144","539","1106","920",
"경상남도","남자","60~64","본인의 건강 때문에","2020년","864","33","17","59","53","81","195","150","49","122","105",
"경상남도","남자","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4828","150","134","460","405","616","953","895","431","532","252",
"경상남도","남자","60~64","가족과 사별","2020년","2545","77","55","139","150","359","517","455","249","339","205",
"경상남도","남자","60~64","기타","2020년","142","8","14","16","2","18","22","23","10","1","28",
"경상남도","남자","65~69","합계","2020년","14188","330","423","864","926","1573","2881","2563","1161","2044","1423",
"경상남도","남자","65~69","본인의 직장 때문에","2020년","2487","74","130","247","260","339","493","348","186","235","175",
"경상남도","남자","65~69","본인의 독립 생활을 위하여","2020년","4213","41","56","192","232","396","829","783","329","672","683",
"경상남도","남자","65~69","본인의 건강 때문에","2020년","737","11","29","69","61","95","120","115","45","128","64",
"경상남도","남자","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4017","147","167","249","235","491","835","708","313","561","311",
"경상남도","남자","65~69","가족과 사별","2020년","2598","57","29","90","136","247","559","579","285","434","182",
"경상남도","남자","65~69","기타","2020년","136","","12","17","2","5","45","30","3","14","8",
"경상남도","남자","70~74","합계","2020년","8955","269","202","640","484","1030","1717","1835","704","1171","903",
"경상남도","남자","70~74","본인의 직장 때문에","2020년","1052","53","17","70","93","115","224","228","69","71","112",
"경상남도","남자","70~74","본인의 독립 생활을 위하여","2020년","2209","45","26","118","97","230","355","445","197","354","342",
"경상남도","남자","70~74","본인의 건강 때문에","2020년","490","21","16","45","41","42","105","89","23","52","56",
"경상남도","남자","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","2629","65","80","213","143","338","570","510","226","335","149",
"경상남도","남자","70~74","가족과 사별","2020년","2528","80","63","185","105","304","459","553","186","357","236",
"경상남도","남자","70~74","기타","2020년","47","5","","9","5","1","4","10","3","2","8",
"경상남도","남자","75~79","합계","2020년","5680","133","133","387","407","634","1084","1118","503","699","582",
"경상남도","남자","75~79","본인의 직장 때문에","2020년","304","9","2","18","14","31","48","76","27","26","53",
"경상남도","남자","75~79","본인의 독립 생활을 위하여","2020년","900","19","13","47","67","58","174","161","75","120","166",
"경상남도","남자","75~79","본인의 건강 때문에","2020년","279","8","14","11","26","35","33","33","61","37","21",
"경상남도","남자","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1745","32","41","144","126","255","340","312","147","200","148",
"경상남도","남자","75~79","가족과 사별","2020년","2436","65","63","165","174","255","486","531","188","316","193",
"경상남도","남자","75~79","기타","2020년","16","","","2","","","3","5","5","","1",
"경상남도","남자","80~84","합계","2020년","3847","153","148","259","203","525","853","698","340","417","251",
"경상남도","남자","80~84","본인의 직장 때문에","2020년","39","","","7","","12","10","5","","","5",
"경상남도","남자","80~84","본인의 건강 때문에","2020년","177","8","14","7","6","39","23","25","17","19","19",
"경상남도","남자","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1438","76","59","104","74","180","276","283","113","183","90",
"경상남도","남자","80~84","가족과 사별","2020년","2193","69","75","141","123","294","544","385","210","215","137",
"경상남도","남자","85세 이상","합계","2020년","2534","140","93","264","168","340","542","421","206","234","126",
"경상남도","남자","85세 이상","본인의 건강 때문에","2020년","104","9","10","11","12","19","19","11","3","8","2",
"경상남도","남자","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","804","56","42","105","61","94","148","116","72","71","39",
"경상남도","남자","85세 이상","가족과 사별","2020년","1623","75","41","148","95","227","375","294","131","152","85",
"경상남도","남자","85세 이상","기타","2020년","3","","","","","","","","","3","",
"경상남도","여자","합계","합계","2020년","211666","9067","9602","18837","15586","25306","37276","32433","16758","24917","21884",
"경상남도","여자","합계","본인의 직장 때문에","2020년","39116","2742","3136","5668","4711","6304","7355","4455","1523","2021","1201",
"경상남도","여자","합계","본인의 학업 때문에","2020년","4572","571","1189","1137","842","747","75","8","3","","",
"경상남도","여자","합계","본인의 독립 생활을 위하여","2020년","40722","1835","1901","3925","3369","4951","7281","6163","3177","4789","3331",
"경상남도","여자","합계","본인의 건강 때문에","2020년","3736","152","104","373","260","389","602","577","294","518","467",
"경상남도","여자","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","54994","2244","1844","4511","3742","6275","9705","9275","4701","6934","5763",
"경상남도","여자","합계","가족과 사별","2020년","67622","1428","1370","3118","2622","6532","12105","11828","7022","10579","11018",
"경상남도","여자","합계","기타","2020년","904","95","58","105","40","108","153","127","38","76","104",
"경상남도","여자","20세 미만","합계","2020년","1114","281","452","233","91","57","","","","","",
"경상남도","여자","20세 미만","본인의 직장 때문에","2020년","136","42","36","38","","20","","","","","",
"경상남도","여자","20세 미만","본인의 학업 때문에","2020년","941","239","405","179","81","37","","","","","",
"경상남도","여자","20세 미만","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","25","","11","4","10","","","","","","",
"경상남도","여자","20세 미만","가족과 사별","2020년","12","","","12","","","","","","","",
"경상남도","여자","20~24","합계","2020년","9040","1289","1654","2151","1494","1738","714","","","","",
"경상남도","여자","20~24","본인의 직장 때문에","2020년","3423","658","590","798","441","566","370","","","","",
"경상남도","여자","20~24","본인의 학업 때문에","2020년","3221","307","736","849","691","598","40","","","","",
"경상남도","여자","20~24","본인의 독립 생활을 위하여","2020년","1908","283","315","395","311","377","227","","","","",
"경상남도","여자","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","364","24","13","102","51","129","45","","","","",
"경상남도","여자","20~24","가족과 사별","2020년","112","9","","7","","64","32","","","","",
"경상남도","여자","20~24","기타","2020년","12","8","","","","4","","","","","",
"경상남도","여자","25~29","합계","2020년","12041","1120","1533","2444","1904","2166","2336","538","","","",
"경상남도","여자","25~29","본인의 직장 때문에","2020년","7485","591","1006","1427","1276","1320","1550","315","","","",
"경상남도","여자","25~29","본인의 학업 때문에","2020년","320","25","33","81","46","100","35","","","","",
"경상남도","여자","25~29","본인의 독립 생활을 위하여","2020년","3485","408","404","764","506","633","621","149","","","",
"경상남도","여자","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","595","79","78","166","63","79","98","32","","","",
"경상남도","여자","25~29","가족과 사별","2020년","106","4","5","3","10","34","23","27","","","",
"경상남도","여자","25~29","기타","2020년","50","13","7","3","3","","9","15","","","",
"경상남도","여자","30~34","합계","2020년","8544","679","710","1398","1087","1480","1805","1211","174","","",
"경상남도","여자","30~34","본인의 직장 때문에","2020년","4935","315","387","815","618","894","1141","672","93","","",
"경상남도","여자","30~34","본인의 학업 때문에","2020년","74","","12","22","20","12","","8","","","",
"경상남도","여자","30~34","본인의 독립 생활을 위하여","2020년","2899","290","272","453","377","461","557","431","58","","",
"경상남도","여자","30~34","본인의 건강 때문에","2020년","43","","","13","3","","21","6","","","",
"경상남도","여자","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","485","71","39","77","69","82","59","74","14","","",
"경상남도","여자","30~34","가족과 사별","2020년","90","","","18","","26","17","20","9","","",
"경상남도","여자","30~34","기타","2020년","18","3","","","","5","10","","","","",
"경상남도","여자","35~39","합계","2020년","8002","554","555","1202","809","1178","1565","1169","610","360","",
"경상남도","여자","35~39","본인의 직장 때문에","2020년","3741","265","318","561","322","624","734","527","258","132","",
"경상남도","여자","35~39","본인의 학업 때문에","2020년","7","","3","","4","","","","","","",
"경상남도","여자","35~39","본인의 독립 생활을 위하여","2020년","3213","174","151","488","352","418","669","500","268","193","",
"경상남도","여자","35~39","본인의 건강 때문에","2020년","65","5","","16","13","3","8","11","9","","",
"경상남도","여자","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","658","55","63","112","86","83","103","86","40","30","",
"경상남도","여자","35~39","가족과 사별","2020년","227","21","14","18","20","39","37","45","28","5","",
"경상남도","여자","35~39","기타","2020년","91","34","6","7","12","11","14","","7","","",
"경상남도","여자","40~44","합계","2020년","8033","410","446","967","699","1309","1540","1191","534","867","70",
"경상남도","여자","40~44","본인의 직장 때문에","2020년","3348","162","198","442","298","614","555","502","226","330","21",
"경상남도","여자","40~44","본인의 학업 때문에","2020년","9","","","6","","","","","3","","",
"경상남도","여자","40~44","본인의 독립 생활을 위하여","2020년","3475","143","169","270","263","503","848","543","247","446","43",
"경상남도","여자","40~44","본인의 건강 때문에","2020년","104","18","3","26","8","11","16","6","7","3","6",
"경상남도","여자","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","760","66","54","195","111","109","79","94","22","30","",
"경상남도","여자","40~44","가족과 사별","2020년","260","17","10","24","13","61","38","33","21","43","",
"경상남도","여자","40~44","기타","2020년","77","4","12","4","6","11","4","13","8","15","",
"경상남도","여자","45~49","합계","2020년","11091","610","538","1261","1295","1485","2115","1642","763","966","416",
"경상남도","여자","45~49","본인의 직장 때문에","2020년","3802","200","204","424","499","548","709","428","223","375","192",
"경상남도","여자","45~49","본인의 독립 생활을 위하여","2020년","4354","143","162","419","419","517","842","847","397","431","177",
"경상남도","여자","45~49","본인의 건강 때문에","2020년","189","7","11","19","14","25","33","21","27","26","6",
"경상남도","여자","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","2099","222","131","326","316","314","348","248","76","109","9",
"경상남도","여자","45~49","가족과 사별","2020년","540","38","15","51","47","62","159","86","40","24","18",
"경상남도","여자","45~49","기타","2020년","107","","15","22","","19","24","12","","1","14",
"경상남도","여자","50~54","합계","2020년","14242","742","677","1481","1200","1982","2789","2239","1090","1253","789",
"경상남도","여자","50~54","본인의 직장 때문에","2020년","3872","200","201","451","392","547","784","623","180","242","252",
"경상남도","여자","50~54","본인의 독립 생활을 위하여","2020년","4388","96","139","315","282","522","880","804","521","514","315",
"경상남도","여자","50~54","본인의 건강 때문에","2020년","332","9","16","58","24","60","41","61","14","18","31",
"경상남도","여자","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4353","392","278","544","397","683","790","545","284","316","124",
"경상남도","여자","50~54","가족과 사별","2020년","1189","39","43","103","102","149","278","193","83","155","44",
"경상남도","여자","50~54","기타","2020년","108","6","","10","3","21","16","13","8","8","23",
"경상남도","여자","55~59","합계","2020년","18459","742","592","1699","1617","2288","3543","3041","1659","2223","1055",
"경상남도","여자","55~59","본인의 직장 때문에","2020년","3698","138","109","383","432","595","696","563","186","380","216",
"경상남도","여자","55~59","본인의 독립 생활을 위하여","2020년","4671","97","78","246","273","397","817","833","579","816","535",
"경상남도","여자","55~59","본인의 건강 때문에","2020년","476","33","13","54","41","54","67","56","63","74","21",
"경상남도","여자","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","6573","387","290","762","661","861","1262","1107","514","594","135",
"경상남도","여자","55~59","가족과 사별","2020년","2938","75","102","239","210","374","675","469","316","342","136",
"경상남도","여자","55~59","기타","2020년","103","12","","15","","7","26","13","1","17","12",
"경상남도","여자","60~64","합계","2020년","23581","707","620","1652","1608","2786","4587","4196","2160","3698","1567",
"경상남도","여자","60~64","본인의 직장 때문에","2020년","2926","119","59","230","319","395","498","521","204","321","260",
"경상남도","여자","60~64","본인의 독립 생활을 위하여","2020년","5073","64","105","259","261","449","753","895","500","1084","703",
"경상남도","여자","60~64","본인의 건강 때문에","2020년","510","15","9","20","37","58","140","83","25","74","49",
"경상남도","여자","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","8477","312","229","762","632","1060","1906","1472","749","1088","267",
"경상남도","여자","60~64","가족과 사별","2020년","6466","192","209","374","359","802","1270","1205","682","1104","269",
"경상남도","여자","60~64","기타","2020년","129","5","9","7","","22","20","20","","27","19",
"경상남도","여자","65~69","합계","2020년","21204","523","510","1137","1069","2327","4108","3822","2088","3361","2259",
"경상남도","여자","65~69","본인의 직장 때문에","2020년","1065","41","16","70","55","90","231","179","92","177","114",
"경상남도","여자","65~69","본인의 독립 생활을 위하여","2020년","3646","75","50","189","143","336","541","543","351","693","725",
"경상남도","여자","65~69","본인의 건강 때문에","2020년","449","20","16","33","43","46","75","76","47","48","45",
"경상남도","여자","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","7188","175","191","403","429","880","1338","1409","673","1102","588",
"경상남도","여자","65~69","가족과 사별","2020년","8785","204","237","429","386","972","1915","1604","917","1341","780",
"경상남도","여자","65~69","기타","2020년","71","8","","13","13","3","8","11","8","","7",
"경상남도","여자","70~74","합계","2020년","19993","494","487","1142","900","1864","3518","3576","1929","3064","3019",
"경상남도","여자","70~74","본인의 직장 때문에","2020년","413","11","7","29","32","69","47","73","47","21","77",
"경상남도","여자","70~74","본인의 독립 생활을 위하여","2020년","2400","36","44","93","111","237","314","448","171","394","552",
"경상남도","여자","70~74","본인의 건강 때문에","2020년","425","18","4","68","11","30","65","57","22","96","54",
"경상남도","여자","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","6094","154","185","352","291","508","1110","1134","644","921","795",
"경상남도","여자","70~74","가족과 사별","2020년","10615","273","247","585","452","1016","1972","1864","1043","1624","1539",
"경상남도","여자","70~74","기타","2020년","46","2","","15","3","4","10","","2","8","2",
"경상남도","여자","75~79","합계","2020년","22208","445","380","952","897","2186","3725","3907","2229","3536","3951",
"경상남도","여자","75~79","본인의 직장 때문에","2020년","235","","5","","27","20","31","41","14","36","61",
"경상남도","여자","75~79","본인의 독립 생활을 위하여","2020년","1210","26","12","34","71","101","212","170","85","218","281",
"경상남도","여자","75~79","본인의 건강 때문에","2020년","309","10","14","18","27","25","34","75","6","39","61",
"경상남도","여자","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","6531","111","108","322","309","718","1091","1151","605","973","1143",
"경상남도","여자","75~79","가족과 사별","2020년","13873","298","234","574","463","1321","2357","2452","1515","2270","2389",
"경상남도","여자","75~79","기타","2020년","50","","7","4","","1","","18","4","","16",
"경상남도","여자","80~84","합계","2020년","20018","353","286","721","627","1615","3018","3530","2004","3284","4580",
"경상남도","여자","80~84","본인의 직장 때문에","2020년","37","","","","","2","9","11","","7","8",
"경상남도","여자","80~84","본인의 건강 때문에","2020년","446","14","12","35","30","46","53","65","24","70","97",
"경상남도","여자","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","6523","157","102","238","226","533","904","1136","674","1061","1492",
"경상남도","여자","80~84","가족과 사별","2020년","12984","182","170","443","371","1034","2044","2307","1306","2146","2981",
"경상남도","여자","80~84","기타","2020년","28","","2","5","","","8","11","","","2",
"경상남도","여자","85세 이상","합계","2020년","14096","118","162","397","289","845","1913","2371","1518","2305","4178",
"경상남도","여자","85세 이상","본인의 건강 때문에","2020년","388","3","6","13","9","31","49","60","50","70","97",
"경상남도","여자","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","4269","39","72","146","91","236","572","787","406","710","1210",
"경상남도","여자","85세 이상","가족과 사별","2020년","9425","76","84","238","189","578","1288","1523","1062","1525","2862",
"경상남도","여자","85세 이상","기타","2020년","14","","","","","","4","1","","","9",
"제주특별자치도","계","합계","합계","2020년","81855","5088","5059","8995","6478","11771","14527","11133","5403","7529","5872",
"제주특별자치도","계","합계","본인의 직장 때문에","2020년","29312","2712","2427","4248","2754","4831","5060","3350","1206","1745","979",
"제주특별자치도","계","합계","본인의 학업 때문에","2020년","1432","190","275","342","197","278","137","13","","","",
"제주특별자치도","계","합계","본인의 독립 생활을 위하여","2020년","24334","1185","1119","2222","1572","3654","4445","3706","1934","2582","1915",
"제주특별자치도","계","합계","본인의 건강 때문에","2020년","2451","62","103","158","282","357","488","290","164","295","252",
"제주특별자치도","계","합계","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","13489","677","764","1315","1028","1470","2442","1999","1089","1375","1330",
"제주특별자치도","계","합계","가족과 사별","2020년","10267","216","335","619","597","1131","1828","1709","995","1494","1343",
"제주특별자치도","계","합계","기타","2020년","570","46","36","91","48","50","127","66","15","38","53",
"제주특별자치도","계","20세 미만","합계","2020년","621","122","166","211","99","23","","","","","",
"제주특별자치도","계","20세 미만","본인의 직장 때문에","2020년","118","30","34","27","15","12","","","","","",
"제주특별자치도","계","20세 미만","본인의 학업 때문에","2020년","483","92","130","169","84","8","","","","","",
"제주특별자치도","계","20세 미만","가족과 사별","2020년","20","","2","15","","3","","","","","",
"제주특별자치도","계","20~24","합계","2020년","3928","720","611","929","585","783","300","","","","",
"제주특별자치도","계","20~24","본인의 직장 때문에","2020년","1945","375","358","476","298","297","141","","","","",
"제주특별자치도","계","20~24","본인의 학업 때문에","2020년","781","98","116","142","99","259","67","","","","",
"제주특별자치도","계","20~24","본인의 독립 생활을 위하여","2020년","958","179","137","222","142","196","82","","","","",
"제주특별자치도","계","20~24","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","213","68","","78","26","31","10","","","","",
"제주특별자치도","계","20~24","가족과 사별","2020년","20","","","","20","","","","","","",
"제주특별자치도","계","20~24","기타","2020년","11","","","11","","","","","","","",
"제주특별자치도","계","25~29","합계","2020년","7487","1137","990","1457","813","1382","1326","382","","","",
"제주특별자치도","계","25~29","본인의 직장 때문에","2020년","4611","804","618","917","546","766","705","255","","","",
"제주특별자치도","계","25~29","본인의 학업 때문에","2020년","130","","27","31","","2","70","","","","",
"제주특별자치도","계","25~29","본인의 독립 생활을 위하여","2020년","2251","255","268","425","231","536","426","110","","","",
"제주특별자치도","계","25~29","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","361","47","70","69","30","50","78","17","","","",
"제주특별자치도","계","25~29","가족과 사별","2020년","112","31","7","2","6","19","47","","","","",
"제주특별자치도","계","25~29","기타","2020년","22","","","13","","9","","","","","",
"제주특별자치도","계","30~34","합계","2020년","6094","534","511","1002","706","1269","1124","745","203","","",
"제주특별자치도","계","30~34","본인의 직장 때문에","2020년","3352","261","274","484","438","769","662","377","87","","",
"제주특별자치도","계","30~34","본인의 학업 때문에","2020년","38","","2","","14","9","","13","","","",
"제주특별자치도","계","30~34","본인의 독립 생활을 위하여","2020년","2082","179","156","413","182","419","362","312","59","","",
"제주특별자치도","계","30~34","본인의 건강 때문에","2020년","40","","14","","14","","12","","","","",
"제주특별자치도","계","30~34","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","384","73","34","61","28","48","65","28","47","","",
"제주특별자치도","계","30~34","가족과 사별","2020년","120","6","16","26","18","14","23","15","2","","",
"제주특별자치도","계","30~34","기타","2020년","78","15","15","18","12","10","","","8","","",
"제주특별자치도","계","35~39","합계","2020년","6418","439","370","720","612","1080","1280","1025","498","394","",
"제주특별자치도","계","35~39","본인의 직장 때문에","2020년","3294","246","194","395","323","600","582","535","222","197","",
"제주특별자치도","계","35~39","본인의 독립 생활을 위하여","2020년","2509","141","103","275","226","410","585","416","209","144","",
"제주특별자치도","계","35~39","본인의 건강 때문에","2020년","80","","20","","32","","11","3","7","7","",
"제주특별자치도","계","35~39","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","302","24","48","27","31","56","36","23","26","31","",
"제주특별자치도","계","35~39","가족과 사별","2020년","188","22","5","19","","14","41","38","34","15","",
"제주특별자치도","계","35~39","기타","2020년","45","6","","4","","","25","10","","","",
"제주특별자치도","계","40~44","합계","2020년","6452","320","401","781","504","953","1332","942","447","702","70",
"제주특별자치도","계","40~44","본인의 직장 때문에","2020년","3122","188","220","421","234","468","556","449","185","362","39",
"제주특별자치도","계","40~44","본인의 독립 생활을 위하여","2020년","2569","86","84","247","169","384","631","425","233","279","31",
"제주특별자치도","계","40~44","본인의 건강 때문에","2020년","125","5","10","","40","20","17","10","4","19","",
"제주특별자치도","계","40~44","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","459","36","78","78","47","62","90","41","5","22","",
"제주특별자치도","계","40~44","가족과 사별","2020년","124","","9","18","","16","31","17","13","20","",
"제주특별자치도","계","40~44","기타","2020년","53","5","","17","14","3","7","","7","","",
"제주특별자치도","계","45~49","합계","2020년","8010","358","489","801","618","1149","1507","1138","664","807","479",
"제주특별자치도","계","45~49","본인의 직장 때문에","2020년","3600","223","221","491","292","539","654","443","257","339","141",
"제주특별자치도","계","45~49","본인의 독립 생활을 위하여","2020년","2888","52","120","150","147","448","591","460","330","375","215",
"제주특별자치도","계","45~49","본인의 건강 때문에","2020년","187","4","","17","32","17","36","50","6","12","13",
"제주특별자치도","계","45~49","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","918","67","134","96","127","97","167","137","20","20","53",
"제주특별자치도","계","45~49","가족과 사별","2020년","362","12","14","39","13","32","55","36","51","61","49",
"제주특별자치도","계","45~49","기타","2020년","55","","","8","7","16","4","12","","","8",
"제주특별자치도","계","50~54","합계","2020년","8682","451","434","849","641","1365","1347","1209","519","1110","757",
"제주특별자치도","계","50~54","본인의 직장 때문에","2020년","3350","260","184","405","250","557","472","410","150","340","322",
"제주특별자치도","계","50~54","본인의 독립 생활을 위하여","2020년","3128","69","109","206","106","452","539","531","319","472","325",
"제주특별자치도","계","50~54","본인의 건강 때문에","2020년","305","17","","13","46","44","42","18","7","89","29",
"제주특별자치도","계","50~54","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1260","88","104","168","172","224","165","153","28","115","43",
"제주특별자치도","계","50~54","가족과 사별","2020년","553","4","37","40","61","88","108","97","15","88","15",
"제주특별자치도","계","50~54","기타","2020년","86","13","","17","6","","21","","","6","23",
"제주특별자치도","계","55~59","합계","2020년","8257","310","389","682","638","882","1774","1270","731","854","727",
"제주특별자치도","계","55~59","본인의 직장 때문에","2020년","3087","227","241","345","224","330","712","374","190","230","214",
"제주특별자치도","계","55~59","본인의 독립 생활을 위하여","2020년","2412","19","50","56","110","252","403","484","281","388","369",
"제주특별자치도","계","55~59","본인의 건강 때문에","2020년","350","9","8","29","53","21","147","18","28","19","18",
"제주특별자치도","계","55~59","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1640","48","70","178","211","213","382","243","112","112","71",
"제주특별자치도","계","55~59","가족과 사별","2020년","723","7","16","74","38","66","116","148","120","91","47",
"제주특별자치도","계","55~59","기타","2020년","45","","4","","2","","14","3","","14","8",
"제주특별자치도","계","60~64","합계","2020년","7723","265","216","534","459","1073","1493","1389","636","983","675",
"제주특별자치도","계","60~64","본인의 직장 때문에","2020년","1595","67","53","173","81","264","299","337","51","145","125",
"제주특별자치도","계","60~64","본인의 독립 생활을 위하여","2020년","2558","67","26","81","171","294","380","500","272","444","323",
"제주특별자치도","계","60~64","본인의 건강 때문에","2020년","572","27","28","41","13","122","89","84","33","65","70",
"제주특별자치도","계","60~64","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1901","82","97","194","109","217","432","306","164","197","103",
"제주특별자치도","계","60~64","가족과 사별","2020년","1052","22","12","45","85","176","248","162","116","132","54",
"제주특별자치도","계","60~64","기타","2020년","45","","","","","","45","","","","",
"제주특별자치도","계","65~69","합계","2020년","5350","150","178","351","247","583","1042","941","439","790","629",
"제주특별자치도","계","65~69","본인의 직장 때문에","2020년","875","27","18","84","34","173","203","132","38","102","64",
"제주특별자치도","계","65~69","본인의 독립 생활을 위하여","2020년","1574","52","36","96","46","132","257","270","111","279","295",
"제주특별자치도","계","65~69","본인의 건강 때문에","2020년","285","","17","7","24","43","42","44","12","32","64",
"제주특별자치도","계","65~69","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1430","39","45","108","79","125","313","260","186","166","109",
"제주특별자치도","계","65~69","가족과 사별","2020년","1126","32","50","56","64","110","216","220","92","200","86",
"제주특별자치도","계","65~69","기타","2020년","60","","12","","","","11","15","","11","11",
"제주특별자치도","계","70~74","합계","2020년","4134","113","97","243","202","508","641","626","460","645","599",
"제주특별자치도","계","70~74","본인의 직장 때문에","2020년","208","4","6","8","10","31","67","23","15","17","27",
"제주특별자치도","계","70~74","본인의 독립 생활을 위하여","2020년","909","75","18","28","33","94","109","130","100","108","214",
"제주특별자치도","계","70~74","본인의 건강 때문에","2020년","184","","6","16","5","33","65","17","20","14","8",
"제주특별자치도","계","70~74","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1309","12","40","96","60","129","165","209","158","250","190",
"제주특별자치도","계","70~74","가족과 사별","2020년","1481","15","22","92","91","221","235","229","167","249","160",
"제주특별자치도","계","70~74","기타","2020년","43","7","5","3","3","","","18","","7","",
"제주특별자치도","계","75~79","합계","2020년","3368","73","95","190","127","328","520","614","253","505","663",
"제주특별자치도","계","75~79","본인의 직장 때문에","2020년","140","","6","22","6","25","7","7","11","9","47",
"제주특별자치도","계","75~79","본인의 독립 생활을 위하여","2020년","496","11","12","23","9","37","80","68","20","93","143",
"제주특별자치도","계","75~79","본인의 건강 때문에","2020년","129","","","17","6","41","12","8","11","15","19",
"제주특별자치도","계","75~79","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1074","48","11","43","34","70","182","213","92","184","197",
"제주특별자치도","계","75~79","가족과 사별","2020년","1520","14","66","85","68","150","239","318","119","204","257",
"제주특별자치도","계","75~79","기타","2020년","9","","","","4","5","","","","","",
"제주특별자치도","계","80~84","합계","2020년","2798","43","87","163","144","278","444","441","324","358","516",
"제주특별자치도","계","80~84","본인의 직장 때문에","2020년","15","","","","3","","","8","","4","",
"제주특별자치도","계","80~84","본인의 건강 때문에","2020년","102","","","18","10","5","11","13","29","6","10",
"제주특별자치도","계","80~84","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1217","19","19","80","49","93","223","187","165","161","221",
"제주특별자치도","계","80~84","가족과 사별","2020년","1462","24","68","65","82","180","210","233","130","187","283",
"제주특별자치도","계","80~84","기타","2020년","2","","","","","","","","","","2",
"제주특별자치도","계","85세 이상","합계","2020년","2533","53","25","82","83","115","397","411","229","381","757",
"제주특별자치도","계","85세 이상","본인의 건강 때문에","2020년","92","","","","7","11","4","25","7","17","21",
"제주특별자치도","계","85세 이상","가족이 학업,취업,홍인,건강등으로 타지에 거주하게 되어서","2020년","1021","26","14","39","25","55","134","182","86","117","343",
"제주특별자치도","계","85세 이상","가족과 사별","2020년","1404","27","11","43","51","42","259","196","136","247","392",
"제주특별자치도","계","85세 이상","기타","2020년","16","","","","","7","","8","","","1",
"제주특별자치도","남자","합계","합계","2020년","41643","2693","2851","4657","3277","6512","7433","5752","2388","3540","2540",
"제주특별자치도","남자","합계","본인의 직장 때문에","2020년","18554","1524","1547","2628","1610","3190","3135","2321","852","1030","717",
"제주특별자치도","남자","합계","본인의 학업 때문에","2020년","732","98","138","179","101","174","42","","","","",
"제주특별자치도","남자","합계","본인의 독립 생활을 위하여","2020년","13020","643","650","1064","792","1954","2397","2094","920","1427","1079",
