"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"울산광역시","계","20세 미만","2017 년","450","423","269","123","5","10","16","27",
"울산광역시","계","20세 미만","2018 년","417","400","263","104","X","15","14","17",
"울산광역시","계","20세 미만","2019 년","931","914","672","118","X","19","101","17",
"울산광역시","계","20세 미만","2020 년","611","597","452","105","5","11","24","14",
"울산광역시","계","20세 미만","2021 년","409","387","247","111","6","10","13","22",
"울산광역시","계","20~24","2015 년","5096","4832","3677","690","48","246","171","264",
"울산광역시","계","20~24","2016 년","4645","4353","3365","570","47","235","136","292",
"울산광역시","계","20~24","2017 년","4458","4057","3061","587","62","207","140","401",
"울산광역시","계","20~24","2018 년","4453","4067","2986","678","47","202","154","386",
"울산광역시","계","20~24","2019 년","5526","5123","3840","772","55","215","241","403",
"울산광역시","계","20~24","2020 년","5468","4996","3707","846","65","263","115","472",
"울산광역시","계","20~24","2021 년","5494","4855","3496","869","61","274","155","639",
"울산광역시","계","25~29","2015 년","10019","9356","6408","1991","171","529","257","663",
"울산광역시","계","25~29","2016 년","10096","9340","6216","2124","157","574","269","756",
"울산광역시","계","25~29","2017 년","10174","9190","6041","2178","177","547","247","984",
"울산광역시","계","25~29","2018 년","10313","9004","5790","2338","176","495","205","1309",
"울산광역시","계","25~29","2019 년","10831","9459","5772","2801","162","514","210","1372",
"울산광역시","계","25~29","2020 년","12167","10362","6182","3223","202","544","211","1805",
"울산광역시","계","25~29","2021 년","14239","11835","7162","3503","265","676","229","2404",
"울산광역시","계","30~34","2015 년","11809","11187","6533","3550","172","671","261","622",
"울산광역시","계","30~34","2016 년","11056","10330","6013","3312","176","610","219","726",
"울산광역시","계","30~34","2017 년","10293","9457","5456","3133","161","528","179","836",
"울산광역시","계","30~34","2018 년","9868","8894","4846","3253","145","473","177","974",
"울산광역시","계","30~34","2019 년","10060","8896","4442","3754","126","434","140","1164",
"울산광역시","계","30~34","2020 년","10970","9605","4766","4057","134","483","165","1365",
"울산광역시","계","30~34","2021 년","12378","10627","5265","4479","166","517","200","1751",
"울산광역시","계","35~39","2015 년","9828","9317","5266","3209","123","521","198","511",
"울산광역시","계","35~39","2016 년","9836","9191","5207","3159","136","529","160","645",
"울산광역시","계","35~39","2017 년","10039","9330","5241","3263","129","516","181","709",
"울산광역시","계","35~39","2018 년","10082","9289","4857","3666","133","471","162","793",
"울산광역시","계","35~39","2019 년","10012","9154","4411","4000","122","466","155","858",
"울산광역시","계","35~39","2020 년","9900","8969","4148","4088","124","455","154","931",
"울산광역시","계","35~39","2021 년","10146","9097","4131","4215","145","426","180","1049",
"울산광역시","계","40~44","2015 년","10071","9542","5608","3035","155","517","227","529",
"울산광역시","계","40~44","2016 년","9490","8891","5078","2973","131","519","190","599",
"울산광역시","계","40~44","2017 년","9342","8727","4884","3043","134","472","194","615",
"울산광역시","계","40~44","2018 년","9174","8506","4524","3260","111","447","164","668",
"울산광역시","계","40~44","2019 년","8883","8225","4125","3418","109","413","160","658",
"울산광역시","계","40~44","2020 년","9416","8662","4130","3797","115","460","160","754",
"울산광역시","계","40~44","2021 년","10115","9273","4382","4106","131","490","164","842",
"울산광역시","계","45~49","2015 년","10045","9485","5604","2918","147","553","263","560",
"울산광역시","계","45~49","2016 년","10094","9432","5464","3004","155","580","229","662",
"울산광역시","계","45~49","2017 년","10510","9778","5510","3301","144","596","227","732",
"울산광역시","계","45~49","2018 년","10624","9831","5420","3525","139","552","195","793",
"울산광역시","계","45~49","2019 년","10753","10006","5187","3958","134","526","201","747",
"울산광역시","계","45~49","2020 년","10769","9991","4998","4108","139","541","205","778",
"울산광역시","계","45~49","2021 년","10697","9876","4856","4099","142","577","202","821",
"울산광역시","계","50~54","2015 년","10118","9584","5542","3107","142","501","292","534",
"울산광역시","계","50~54","2016 년","10019","9352","5373","3012","133","568","266","667",
"울산광역시","계","50~54","2017 년","10048","9338","5196","3152","151","576","263","710",
"울산광역시","계","50~54","2018 년","10343","9626","5165","3448","166","587","260","717",
"울산광역시","계","50~54","2019 년","10771","10039","5192","3819","164","613","251","732",
"울산광역시","계","50~54","2020 년","11342","10488","5275","4207","143","640","223","854",
"울산광역시","계","50~54","2021 년","12150","11242","5504","4642","168","677","251","908",
"울산광역시","계","55~59","2015 년","10255","9738","5407","3345","159","534","293","517",
"울산광역시","계","55~59","2016 년","10918","10299","5596","3620","197","603","283","619",
"울산광역시","계","55~59","2017 년","11464","10746","5807","3824","195","624","296","718",
"울산광역시","계","55~59","2018 년","11687","11017","5674","4200","187","656","300","670",
"울산광역시","계","55~59","2019 년","11822","11122","5502","4477","183","665","295","700",
"울산광역시","계","55~59","2020 년","12058","11321","5498","4641","199","682","301","737",
"울산광역시","계","55~59","2021 년","12308","11500","5521","4788","190","700","301","808",
"울산광역시","계","60~64","2015 년","7746","7454","4114","2650","109","379","202","292",
"울산광역시","계","60~64","2016 년","8851","8416","4585","3022","136","452","221","435",
"울산광역시","계","60~64","2017 년","9715","9204","4923","3389","147","496","249","511",
"울산광역시","계","60~64","2018 년","10693","10168","5271","3913","168","564","252","525",
"울산광역시","계","60~64","2019 년","11674","11095","5610","4408","181","653","243","579",
"울산광역시","계","60~64","2020 년","12760","12128","5862","5035","203","734","294","632",
"울산광역시","계","60~64","2021 년","14149","13408","6260","5754","234","837","323","741",
"울산광역시","계","65~69","2015 년","5697","5529","2982","1984","107","320","136","168",
"울산광역시","계","65~69","2016 년","6298","6084","3270","2196","124","358","136","214",
"울산광역시","계","65~69","2017 년","6958","6725","3500","2534","139","396","156","233",
"울산광역시","계","65~69","2018 년","7375","7131","3609","2828","127","414","153","244",
"울산광역시","계","65~69","2019 년","8190","7924","3922","3218","154","460","170","266",
"울산광역시","계","65~69","2020 년","9453","9095","4366","3807","179","569","174","358",
"울산광역시","계","65~69","2021 년","11072","10623","4984","4604","181","658","196","449",
"울산광역시","계","70~74","2015 년","4757","4625","2603","1590","63","281","88","132",
"울산광역시","계","70~74","2016 년","4896","4760","2617","1709","67","282","85","136",
"울산광역시","계","70~74","2017 년","5071","4918","2659","1794","70","296","99","153",
"울산광역시","계","70~74","2018 년","5561","5404","2767","2100","117","324","96","157",
"울산광역시","계","70~74","2019 년","6097","5932","2880","2455","132","353","112","165",
"울산광역시","계","70~74","2020 년","6818","6632","3100","2844","141","415","132","186",
"울산광역시","계","70~74","2021 년","7646","7412","3392","3235","172","468","145","234",
"울산광역시","계","75~79","2015 년","3827","3743","2237","1190","63","189","64","84",
"울산광역시","계","75~79","2016 년","4116","4026","2306","1347","66","241","66","90",
"울산광역시","계","75~79","2017 년","4618","4505","2512","1585","66","275","67","113",
"울산광역시","계","75~79","2018 년","4955","4843","2607","1814","63","288","71","112",
"울산광역시","계","75~79","2019 년","5173","5065","2624","2005","64","296","76","108",
"울산광역시","계","75~79","2020 년","5296","5176","2580","2136","81","304","75","120",
"울산광역시","계","75~79","2021 년","5640","5517","2633","2365","100","327","92","123",
"울산광역시","계","80~84","2015 년","2351","2287","1495","643","33","85","31","64",
"울산광역시","계","80~84","2016 년","2568","2513","1624","712","39","105","33","55",
"울산광역시","계","80~84","2017 년","2826","2767","1678","877","47","123","42","59",
"울산광역시","계","80~84","2018 년","3011","2969","1716","1000","56","145","52","42",
"울산광역시","계","80~84","2019 년","3346","3287","1834","1167","55","183","48","59",
"울산광역시","계","80~84","2020 년","3670","3605","1908","1376","63","205","53","65",
"울산광역시","계","80~84","2021 년","4077","3996","1986","1651","71","236","52","81",
"울산광역시","계","85세 이상","2015 년","1321","1284","921","284","22","35","22","37",
"울산광역시","계","85세 이상","2016 년","1445","1397","977","323","21","47","29","48",
"울산광역시","계","85세 이상","2017 년","1531","1492","1015","375","20","51","31","39",
"울산광역시","계","85세 이상","2018 년","1680","1641","1086","436","25","60","34","39",
"울산광역시","계","85세 이상","2019 년","1946","1906","1173","584","34","76","39","40",
"울산광역시","계","85세 이상","2020 년","2150","2107","1250","685","42","95","35","43",
"울산광역시","계","85세 이상","2021 년","2541","2493","1442","852","48","115","36","48",
"울산광역시","남자","합계","2015 년","59031","55710","35099","15273","864","2955","1519","3321",
"울산광역시","남자","합계","2016 년","58938","54980","34459","15138","889","3072","1422","3958",
"울산광역시","남자","합계","2017 년","60245","55720","34363","16000","906","3038","1413","4525",
"울산광역시","남자","합계","2018 년","61404","56481","33472","17775","887","3012","1335","4923",
"울산광역시","남자","합계","2019 년","64303","59177","33955","19881","855","3082","1404","5126",
"울산광역시","남자","합계","2020 년","68070","62347","34774","21890","958","3381","1344","5723",
"울산광역시","남자","합계","2021 년","73677","66817","36812","23699","1109","3744","1453","6860",
"울산광역시","남자","20세 미만","2015 년","305","287","207","52","5","14","9","18",
"울산광역시","남자","20세 미만","2016 년","289","246","164","51","6","6","19","43",
"울산광역시","남자","20세 미만","2017 년","216","207","133","60","X","X","7","9",
"울산광역시","남자","20세 미만","2018 년","220","215","139","61","X","9","X","5",
"울산광역시","남자","20세 미만","2019 년","490","484","366","56","X","9","52","6",
"울산광역시","남자","20세 미만","2020 년","361","358","283","53","X","X","16","X",
"울산광역시","남자","20세 미만","2021 년","228","218","149","54","6","X","6","10",
"울산광역시","남자","20~24","2015 년","2984","2840","2183","395","22","142","98","144",
"울산광역시","남자","20~24","2016 년","2700","2535","1974","304","32","135","90","165",
"울산광역시","남자","20~24","2017 년","2565","2346","1802","305","32","125","82","219",
"울산광역시","남자","20~24","2018 년","2451","2251","1658","363","24","113","93","200",
"울산광역시","남자","20~24","2019 년","3128","2903","2173","427","33","128","142","225",
"울산광역시","남자","20~24","2020 년","3018","2813","2121","437","44","138","73","205",
"울산광역시","남자","20~24","2021 년","2982","2660","1923","442","39","157","99","322",
"울산광역시","남자","25~29","2015 년","7204","6727","4606","1450","124","365","182","477",
"울산광역시","남자","25~29","2016 년","7035","6496","4400","1426","103","390","177","539",
"울산광역시","남자","25~29","2017 년","7077","6431","4254","1471","130","406","170","646",
"울산광역시","남자","25~29","2018 년","7063","6227","4048","1543","121","367","148","836",
"울산광역시","남자","25~29","2019 년","7339","6463","4009","1835","112","362","145","876",
"울산광역시","남자","25~29","2020 년","8019","6983","4234","2076","147","383","143","1036",
"울산광역시","남자","25~29","2021 년","9218","7859","4902","2155","189","459","154","1359",
"울산광역시","남자","30~34","2015 년","8923","8458","4909","2712","138","502","197","465",
"울산광역시","남자","30~34","2016 년","8286","7760","4497","2523","135","448","157","526",
"울산광역시","남자","30~34","2017 년","7577","6971","4034","2308","125","368","136","606",
"울산광역시","남자","30~34","2018 년","7274","6554","3554","2418","113","338","131","720",
"울산광역시","남자","30~34","2019 년","7464","6653","3346","2788","88","327","104","811",
"울산광역시","남자","30~34","2020 년","7992","7060","3489","3009","90","352","120","932",
"울산광역시","남자","30~34","2021 년","8952","7777","3877","3255","117","388","140","1175",
"울산광역시","남자","35~39","2015 년","7205","6831","3900","2310","100","376","145","374",
"울산광역시","남자","35~39","2016 년","7216","6744","3873","2244","109","394","124","472",
"울산광역시","남자","35~39","2017 년","7360","6840","3913","2317","100","372","138","520",
"울산광역시","남자","35~39","2018 년","7350","6783","3613","2595","95","355","125","567",
"울산광역시","남자","35~39","2019 년","7305","6746","3317","2874","94","344","117","559",
"울산광역시","남자","35~39","2020 년","7273","6661","3116","3008","88","335","114","612",
"울산광역시","남자","35~39","2021 년","7431","6732","3102","3081","110","307","132","699",
"울산광역시","남자","40~44","2015 년","6904","6516","3945","1940","116","353","162","388",
"울산광역시","남자","40~44","2016 년","6513","6096","3641","1868","100","351","136","417",
"울산광역시","남자","40~44","2017 년","6492","6054","3541","1956","102","325","130","438",
"울산광역시","남자","40~44","2018 년","6402","5921","3295","2120","89","312","105","481",
"울산광역시","남자","40~44","2019 년","6231","5767","3082","2205","83","299","98","464",
"울산광역시","남자","40~44","2020 년","6643","6135","3103","2507","84","337","104","508",
"울산광역시","남자","40~44","2021 년","7239","6662","3299","2779","96","369","119","577",
"울산광역시","남자","45~49","2015 년","6466","6068","3878","1579","96","346","169","398",
"울산광역시","남자","45~49","2016 년","6470","6017","3804","1611","94","353","155","453",
"울산광역시","남자","45~49","2017 년","6828","6303","3882","1812","85","367","157","525",
"울산광역시","남자","45~49","2018 년","6923","6359","3833","1966","88","338","134","564",
"울산광역시","남자","45~49","2019 년","7009","6480","3694","2232","76","343","135","529",
"울산광역시","남자","45~49","2020 년","7119","6571","3632","2343","93","367","136","548",
"울산광역시","남자","45~49","2021 년","7157","6562","3560","2373","103","392","134","595",
"울산광역시","남자","50~54","2015 년","5871","5492","3525","1449","75","266","177","379",
"울산광역시","남자","50~54","2016 년","5925","5458","3506","1416","76","312","148","467",
"울산광역시","남자","50~54","2017 년","6032","5534","3455","1524","89","315","151","498",
"울산광역시","남자","50~54","2018 년","6313","5809","3513","1693","104","341","158","504",
"울산광역시","남자","50~54","2019 년","6561","6032","3592","1825","100","344","171","529",
"울산광역시","남자","50~54","2020 년","7044","6441","3733","2085","87","384","152","603",
"울산광역시","남자","50~54","2021 년","7544","6899","3865","2350","102","415","167","645",
"울산광역시","남자","55~59","2015 년","5137","4809","3132","1212","79","223","163","328",
"울산광역시","남자","55~59","2016 년","5472","5076","3279","1282","94","247","174","396",
"울산광역시","남자","55~59","2017 년","5907","5413","3455","1424","94","266","174","494",
"울산광역시","남자","55~59","2018 년","6104","5645","3441","1663","90","290","161","459",
"울산광역시","남자","55~59","2019 년","6234","5764","3442","1764","92","297","169","470",
"울산광역시","남자","55~59","2020 년","6485","5969","3488","1881","101","327","172","516",
"울산광역시","남자","55~59","2021 년","6792","6236","3621","1981","104","366","164","556",
"울산광역시","남자","60~64","2015 년","3377","3211","2047","884","38","144","98","166",
"울산광역시","남자","60~64","2016 년","3873","3607","2285","983","49","178","112","266",
"울산광역시","남자","60~64","2017 년","4295","3979","2535","1086","45","193","120","316",
"울산광역시","남자","60~64","2018 년","4830","4502","2766","1328","59","221","128","328",
"울산광역시","남자","60~64","2019 년","5291","4924","3000","1486","61","255","122","367",
"울산광역시","남자","60~64","2020 년","5937","5534","3244","1751","81","306","152","403",
"울산광역시","남자","60~64","2021 년","6647","6167","3575","1982","93","352","165","480",
"울산광역시","남자","65~69","2015 년","2099","2009","1243","576","31","102","57","90",
"울산광역시","남자","65~69","2016 년","2343","2237","1379","627","49","118","64","106",
"울산광역시","남자","65~69","2017 년","2679","2550","1517","773","50","135","75","129",
"울산광역시","남자","65~69","2018 년","2844","2713","1585","876","39","144","69","131",
"울산광역시","남자","65~69","2019 년","3153","3012","1750","989","49","150","74","141",
"울산광역시","남자","65~69","2020 년","3655","3466","1966","1165","60","198","77","189",
"울산광역시","남자","65~69","2021 년","4355","4104","2317","1416","57","241","73","251",
"울산광역시","남자","70~74","2015 년","1253","1202","734","361","18","56","33","51",
"울산광역시","남자","70~74","2016 년","1373","1308","798","398","16","59","37","65",
"울산광역시","남자","70~74","2017 년","1477","1419","856","430","23","71","39","58",
"울산광역시","남자","70~74","2018 년","1720","1652","957","541","32","83","39","68",
"울산광역시","남자","70~74","2019 년","1953","1869","1021","677","36","99","36","84",
"울산광역시","남자","70~74","2020 년","2225","2139","1161","771","40","122","45","86",
"울산광역시","남자","70~74","2021 년","2531","2414","1285","896","48","136","49","117",
"울산광역시","남자","75~79","2015 년","793","768","482","209","11","47","19","25",
"울산광역시","남자","75~79","2016 년","873","846","513","243","16","53","21","27",
"울산광역시","남자","75~79","2017 년","1056","1011","599","326","13","51","22","45",
"울산광역시","남자","75~79","2018 년","1151","1112","655","361","13","61","22","39",
"울산광역시","남자","75~79","2019 년","1225","1185","685","396","11","71","22","40",
"울산광역시","남자","75~79","2020 년","1250","1203","677","428","19","59","20","47",
"울산광역시","남자","75~79","2021 년","1362","1318","715","484","15","77","27","44",
"울산광역시","남자","80~84","2015 년","341","330","204","98","5","16","7","11",
"울산광역시","남자","80~84","2016 년","393","385","243","109","5","23","5","8",
"울산광역시","남자","80~84","2017 년","479","466","273","146","10","31","6","13",
"울산광역시","남자","80~84","2018 년","519","506","289","163","12","30","12","13",
"울산광역시","남자","80~84","2019 년","604","587","324","199","12","40","12","17",
"울산광역시","남자","80~84","2020 년","699","676","360","244","14","45","13","23",
"울산광역시","남자","80~84","2021 년","795","774","398","295","19","45","17","21",
"울산광역시","남자","85세 이상","2015 년","169","162","104","46","6","X","X","7",
"울산광역시","남자","85세 이상","2016 년","177","169","103","53","5","5","X","8",
"울산광역시","남자","85세 이상","2017 년","205","196","114","62","5","9","6","9",
"울산광역시","남자","85세 이상","2018 년","240","232","126","84","6","10","6","8",
"울산광역시","남자","85세 이상","2019 년","316","308","154","128","7","14","5","8",
"울산광역시","남자","85세 이상","2020 년","350","338","167","132","8","24","7","12",
"울산광역시","남자","85세 이상","2021 년","444","435","224","156","11","37","7","9",
"울산광역시","여자","합계","2015 년","44520","42837","23716","15023","659","2425","1014","1683",
"울산광역시","여자","합계","2016 년","45918","43876","23552","16034","706","2648","936","2042",
"울산광역시","여자","합계","2017 년","47252","44937","23389","17158","741","2675","974","2315",
"울산광역시","여자","합계","2018 년","48832","46309","23109","18788","777","2681","954","2523",
"울산광역시","여자","합계","2019 년","51712","48970","23231","21073","824","2804","1038","2742",
"울산광역시","여자","합계","2020 년","54778","51387","23448","23065","877","3020","977","3391",
"울산광역시","여자","합계","2021 년","59384","55324","24449","25574","971","3244","1086","4060",
"울산광역시","여자","20세 미만","2015 년","306","297","211","58","X","5","19","9",
"울산광역시","여자","20세 미만","2016 년","239","226","156","38","X","11","17","13",
"울산광역시","여자","20세 미만","2017 년","234","216","136","63","X","6","9","18",
"울산광역시","여자","20세 미만","2018 년","197","185","124","43","X","6","10","12",
"울산광역시","여자","20세 미만","2019 년","441","430","306","62","X","10","49","11",
"울산광역시","여자","20세 미만","2020 년","250","239","169","52","X","7","8","11",
"울산광역시","여자","20세 미만","2021 년","181","169","98","57","X","7","7","12",
"울산광역시","여자","20~24","2015 년","2112","1992","1494","295","26","104","73","120",
"울산광역시","여자","20~24","2016 년","1945","1818","1391","266","15","100","46","127",
"울산광역시","여자","20~24","2017 년","1893","1711","1259","282","30","82","58","182",
"울산광역시","여자","20~24","2018 년","2002","1816","1328","315","23","89","61","186",
"울산광역시","여자","20~24","2019 년","2398","2220","1667","345","22","87","99","178",
"울산광역시","여자","20~24","2020 년","2450","2183","1586","409","21","125","42","267",
"울산광역시","여자","20~24","2021 년","2512","2195","1573","427","22","117","56","317",
"울산광역시","여자","25~29","2015 년","2815","2629","1802","541","47","164","75","186",
"울산광역시","여자","25~29","2016 년","3061","2844","1816","698","54","184","92","217",
"울산광역시","여자","25~29","2017 년","3097","2759","1787","707","47","141","77","338",
"울산광역시","여자","25~29","2018 년","3250","2777","1742","795","55","128","57","473",
"울산광역시","여자","25~29","2019 년","3492","2996","1763","966","50","152","65","496",
"울산광역시","여자","25~29","2020 년","4148","3379","1948","1147","55","161","68","769",
"울산광역시","여자","25~29","2021 년","5021","3976","2260","1348","76","217","75","1045",
"울산광역시","여자","30~34","2015 년","2886","2729","1624","838","34","169","64","157",
"울산광역시","여자","30~34","2016 년","2770","2570","1516","789","41","162","62","200",
"울산광역시","여자","30~34","2017 년","2716","2486","1422","825","36","160","43","230",
"울산광역시","여자","30~34","2018 년","2594","2340","1292","835","32","135","46","254",
"울산광역시","여자","30~34","2019 년","2596","2243","1096","966","38","107","36","353",
"울산광역시","여자","30~34","2020 년","2978","2545","1277","1048","44","131","45","433",
"울산광역시","여자","30~34","2021 년","3426","2850","1388","1224","49","129","60","576",
"울산광역시","여자","35~39","2015 년","2623","2486","1366","899","23","145","53","137",
"울산광역시","여자","35~39","2016 년","2620","2447","1334","915","27","135","36","173",
"울산광역시","여자","35~39","2017 년","2679","2490","1328","946","29","144","43","189",
"울산광역시","여자","35~39","2018 년","2732","2506","1244","1071","38","116","37","226",
"울산광역시","여자","35~39","2019 년","2707","2408","1094","1126","28","122","38","299",
"울산광역시","여자","35~39","2020 년","2627","2308","1032","1080","36","120","40","319",
"울산광역시","여자","35~39","2021 년","2715","2365","1029","1134","35","119","48","350",
"울산광역시","여자","40~44","2015 년","3167","3026","1663","1095","39","164","65","141",
"울산광역시","여자","40~44","2016 년","2977","2795","1437","1105","31","168","54","182",
"울산광역시","여자","40~44","2017 년","2850","2673","1343","1087","32","147","64","177",
"울산광역시","여자","40~44","2018 년","2772","2585","1229","1140","22","135","59","187",
"울산광역시","여자","40~44","2019 년","2652","2458","1043","1213","26","114","62","194",
"울산광역시","여자","40~44","2020 년","2773","2527","1027","1290","31","123","56","246",
"울산광역시","여자","40~44","2021 년","2876","2611","1083","1327","35","121","45","265",
"울산광역시","여자","45~49","2015 년","3579","3417","1726","1339","51","207","94","162",
"울산광역시","여자","45~49","2016 년","3624","3415","1660","1393","61","227","74","209",
"울산광역시","여자","45~49","2017 년","3682","3475","1628","1489","59","229","70","207",
"울산광역시","여자","45~49","2018 년","3701","3472","1587","1559","51","214","61","229",
"울산광역시","여자","45~49","2019 년","3744","3526","1493","1726","58","183","66","218",
"울산광역시","여자","45~49","2020 년","3650","3420","1366","1765","46","174","69","230",
"울산광역시","여자","45~49","2021 년","3540","3314","1296","1726","39","185","68","226",
"울산광역시","여자","50~54","2015 년","4247","4092","2017","1658","67","235","115","155",
"울산광역시","여자","50~54","2016 년","4094","3894","1867","1596","57","256","118","200",
"울산광역시","여자","50~54","2017 년","4016","3804","1741","1628","62","261","112","212",
"울산광역시","여자","50~54","2018 년","4030","3817","1652","1755","62","246","102","213",
"울산광역시","여자","50~54","2019 년","4210","4007","1600","1994","64","269","80","203",
"울산광역시","여자","50~54","2020 년","4298","4047","1542","2122","56","256","71","251",
"울산광역시","여자","50~54","2021 년","4606","4343","1639","2292","66","262","84","263",
"울산광역시","여자","55~59","2015 년","5118","4929","2275","2133","80","311","130","189",
"울산광역시","여자","55~59","2016 년","5446","5223","2317","2338","103","356","109","223",
"울산광역시","여자","55~59","2017 년","5557","5333","2352","2400","101","358","122","224",
"울산광역시","여자","55~59","2018 년","5583","5372","2233","2537","97","366","139","211",
"울산광역시","여자","55~59","2019 년","5588","5358","2060","2713","91","368","126","230",
"울산광역시","여자","55~59","2020 년","5573","5352","2010","2760","98","355","129","221",
"울산광역시","여자","55~59","2021 년","5516","5264","1900","2807","86","334","137","252",
"울산광역시","여자","60~64","2015 년","4369","4243","2067","1766","71","235","104","126",
"울산광역시","여자","60~64","2016 년","4978","4809","2300","2039","87","274","109","169",
"울산광역시","여자","60~64","2017 년","5420","5225","2388","2303","102","303","129","195",
"울산광역시","여자","60~64","2018 년","5863","5666","2505","2585","109","343","124","197",
"울산광역시","여자","60~64","2019 년","6383","6171","2610","2922","120","398","121","212",
"울산광역시","여자","60~64","2020 년","6823","6594","2618","3284","122","428","142","229",
"울산광역시","여자","60~64","2021 년","7502","7241","2685","3772","141","485","158","261",
"울산광역시","여자","65~69","2015 년","3598","3520","1739","1408","76","218","79","78",
"울산광역시","여자","65~69","2016 년","3955","3847","1891","1569","75","240","72","108",
"울산광역시","여자","65~69","2017 년","4279","4175","1983","1761","89","261","81","104",
"울산광역시","여자","65~69","2018 년","4531","4418","2024","1952","88","270","84","113",
"울산광역시","여자","65~69","2019 년","5037","4912","2172","2229","105","310","96","125",
"울산광역시","여자","65~69","2020 년","5798","5629","2400","2642","119","371","97","169",
"울산광역시","여자","65~69","2021 년","6717","6519","2667","3188","124","417","123","198",
"울산광역시","여자","70~74","2015 년","3504","3423","1869","1229","45","225","55","81",
"울산광역시","여자","70~74","2016 년","3523","3452","1819","1311","51","223","48","71",
"울산광역시","여자","70~74","2017 년","3594","3499","1803","1364","47","225","60","95",
"울산광역시","여자","70~74","2018 년","3841","3752","1810","1559","85","241","57","89",
"울산광역시","여자","70~74","2019 년","4144","4063","1859","1778","96","254","76","81",
"울산광역시","여자","70~74","2020 년","4593","4493","1939","2073","101","293","87","100",
"울산광역시","여자","70~74","2021 년","5115","4998","2107","2339","124","332","96","117",
"울산광역시","여자","75~79","2015 년","3034","2975","1755","981","52","142","45","59",
"울산광역시","여자","75~79","2016 년","3243","3180","1793","1104","50","188","45","63",
"울산광역시","여자","75~79","2017 년","3562","3494","1913","1259","53","224","45","68",
"울산광역시","여자","75~79","2018 년","3804","3731","1952","1453","50","227","49","73",
"울산광역시","여자","75~79","2019 년","3948","3880","1939","1609","53","225","54","68",
"울산광역시","여자","75~79","2020 년","4046","3973","1903","1708","62","245","55","73",
"울산광역시","여자","75~79","2021 년","4278","4199","1918","1881","85","250","65","79",
"울산광역시","여자","80~84","2015 년","2010","1957","1291","545","28","69","24","53",
"울산광역시","여자","80~84","2016 년","2175","2128","1381","603","34","82","28","47",
"울산광역시","여자","80~84","2017 년","2347","2301","1405","731","37","92","36","46",
"울산광역시","여자","80~84","2018 년","2492","2463","1427","837","44","115","40","29",
"울산광역시","여자","80~84","2019 년","2742","2700","1510","968","43","143","36","42",
"울산광역시","여자","80~84","2020 년","2971","2929","1548","1132","49","160","40","42",
"울산광역시","여자","80~84","2021 년","3282","3222","1588","1356","52","191","35","60",
"울산광역시","여자","85세 이상","2015 년","1152","1122","817","238","16","32","19","30",
"울산광역시","여자","85세 이상","2016 년","1268","1228","874","270","16","42","26","40",
"울산광역시","여자","85세 이상","2017 년","1326","1296","901","313","15","42","25","30",
"울산광역시","여자","85세 이상","2018 년","1440","1409","960","352","19","50","28","31",
"울산광역시","여자","85세 이상","2019 년","1630","1598","1019","456","27","62","34","32",
"울산광역시","여자","85세 이상","2020 년","1800","1769","1083","553","34","71","28","31",
"울산광역시","여자","85세 이상","2021 년","2097","2058","1218","696","37","78","29","39",
"세종특별자치시","계","합계","2015 년","21889","20363","10827","8789","232","318","197","1526",
"세종특별자치시","계","합계","2016 년","27683","25792","13753","11139","305","365","230","1891",
"세종특별자치시","계","합계","2017 년","31472","29216","13690","14638","293","373","222","2256",
"세종특별자치시","계","합계","2018 년","35763","33567","14134","18507","324","387","215","2196",
"세종특별자치시","계","합계","2019 년","39078","36744","13951","21798","352","384","259","2334",
"세종특별자치시","계","합계","2020 년","43577","41118","16427","23575","422","397","297","2459",
"세종특별자치시","계","합계","2021 년","45706","42963","14319","27380","503","494","267","2743",
"세종특별자치시","계","20세 미만","2015 년","687","684","624","48","X","X","8","X",
"세종특별자치시","계","20세 미만","2016 년","911","908","845","52","X","5","X","X",
"세종특별자치시","계","20세 미만","2017 년","916","891","826","53","5","X","6","25",
"세종특별자치시","계","20세 미만","2018 년","919","906","835","56","X","X","10","13",
"세종특별자치시","계","20세 미만","2019 년","796","790","706","65","X","X","16","6",
"세종특별자치시","계","20세 미만","2020 년","1330","1322","1239","69","5","X","8","8",
"세종특별자치시","계","20세 미만","2021 년","673","667","588","70","X","X","8","6",
"세종특별자치시","계","20~24","2015 년","4003","3908","3455","391","7","31","24","95",
"세종특별자치시","계","20~24","2016 년","5595","5469","4902","468","36","26","37","126",
"세종특별자치시","계","20~24","2017 년","5523","5348","4637","618","33","33","27","175",
"세종특별자치시","계","20~24","2018 년","5953","5795","4952","730","39","39","35","158",
"세종특별자치시","계","20~24","2019 년","5479","5285","4409","752","45","33","46","194",
"세종특별자치시","계","20~24","2020 년","6881","6692","5652","878","46","35","81","189",
"세종특별자치시","계","20~24","2021 년","5031","4844","3704","993","60","41","46","187",
"세종특별자치시","계","25~29","2015 년","3045","2730","1498","1144","32","40","16","315",
"세종특별자치시","계","25~29","2016 년","4135","3696","2035","1523","55","49","34","439",
"세종특별자치시","계","25~29","2017 년","4748","4222","2025","2070","40","54","33","526",
"세종특별자치시","계","25~29","2018 년","5330","4816","1933","2767","49","51","16","514",
