"행정구역별(시군구)","성별","연령","시점","1인가구","주택_계","주택_단독주택","주택_아파트","주택_연립주택","주택_다세대 주택","주택_비거주용건물내 주택","주택이외의 거처_계",
"읍부","계","합계","2019 년","563446","524877","274295","193155","15904","32071","9452","38569",
"읍부","계","합계","2020 년","620899","577090","297818","215827","17583","35726","10136","43809",
"읍부","계","합계","2021 년","674454","625806","311585","244714","19314","39611","10582","48648",
"읍부","계","20세 미만","2015 년","4259","4022","3057","665","55","138","107","237",
"읍부","계","20세 미만","2016 년","5127","4779","3765","671","73","149","121","348",
"읍부","계","20세 미만","2017 년","5607","5298","4281","661","65","168","123","309",
"읍부","계","20세 미만","2018 년","5176","4915","3973","598","51","128","165","261",
"읍부","계","20세 미만","2019 년","5014","4851","3793","708","53","140","157","163",
"읍부","계","20세 미만","2020 년","6999","6787","5672","679","75","122","239","212",
"읍부","계","20세 미만","2021 년","5187","4924","4005","618","51","117","133","263",
"읍부","계","20~24","2015 년","26429","24420","18804","3689","500","810","617","2009",
"읍부","계","20~24","2016 년","28959","27271","21166","4194","446","803","662","1688",
"읍부","계","20~24","2017 년","27745","26035","20539","3677","351","803","665","1710",
"읍부","계","20~24","2018 년","29125","27215","21298","3962","383","951","621","1910",
"읍부","계","20~24","2019 년","29470","27611","21047","4628","368","1013","555","1859",
"읍부","계","20~24","2020 년","37545","35489","27613","5401","462","1223","790","2056",
"읍부","계","20~24","2021 년","35790","33095","24551","5934","490","1352","768","2695",
"읍부","계","25~29","2015 년","33907","30750","18884","8886","732","1592","656","3157",
"읍부","계","25~29","2016 년","36419","32736","19498","9977","809","1771","681","3683",
"읍부","계","25~29","2017 년","37442","33648","20237","10019","791","1917","684","3794",
"읍부","계","25~29","2018 년","42203","37392","21594","12011","873","2200","714","4811",
"읍부","계","25~29","2019 년","46020","41067","22992","13950","961","2469","695","4953",
"읍부","계","25~29","2020 년","53027","46984","26270","15866","1244","2818","786","6043",
"읍부","계","25~29","2021 년","59805","52764","29173","18212","1371","3205","803","7041",
"읍부","계","30~34","2015 년","36031","33412","16945","13028","793","2056","590","2619",
"읍부","계","30~34","2016 년","36495","33355","16607","13254","846","2071","577","3140",
"읍부","계","30~34","2017 년","36939","33746","16721","13506","825","2132","562","3193",
"읍부","계","30~34","2018 년","38844","35315","16814","14853","847","2290","511","3529",
"읍부","계","30~34","2019 년","41034","37420","17377","16245","874","2367","557","3614",
"읍부","계","30~34","2020 년","46324","41735","19304","18243","982","2598","608","4589",
"읍부","계","30~34","2021 년","53125","47600","21361","21207","1183","3141","708","5525",
"읍부","계","35~39","2015 년","32190","29871","13694","13092","736","1786","563","2319",
"읍부","계","35~39","2016 년","33720","30874","14068","13444","764","2054","544","2846",
"읍부","계","35~39","2017 년","36167","33176","14924","14710","762","2220","560","2991",
"읍부","계","35~39","2018 년","39260","36045","15577","16585","921","2425","537","3215",
"읍부","계","35~39","2019 년","40417","37282","15439","17756","952","2581","554","3135",
"읍부","계","35~39","2020 년","42216","38764","15812","18669","1024","2719","540","3452",
"읍부","계","35~39","2021 년","44331","40619","16307","19954","1016","2770","572","3712",
"읍부","계","40~44","2015 년","35240","32472","15197","13642","917","1996","720","2768",
"읍부","계","40~44","2016 년","34415","31419","14474","13366","874","2098","607","2996",
"읍부","계","40~44","2017 년","35423","32401","14600","14102","844","2207","648","3022",
"읍부","계","40~44","2018 년","37083","33858","14649","15295","875","2422","617","3225",
"읍부","계","40~44","2019 년","37214","34300","14289","15976","903","2538","594","2914",
"읍부","계","40~44","2020 년","40744","37407","15361","17688","967","2776","615","3337",
"읍부","계","40~44","2021 년","45537","41957","16699","20341","1163","3079","675","3580",
"읍부","계","45~49","2015 년","36673","33515","16576","13028","1021","1972","918","3158",
"읍부","계","45~49","2016 년","39145","35491","16930","14215","1096","2368","882","3654",
"읍부","계","45~49","2017 년","41452","37627","17456","15546","1163","2529","933","3825",
"읍부","계","45~49","2018 년","44803","40661","18273","17435","1244","2824","885","4142",
"읍부","계","45~49","2019 년","45985","42072","18155","18676","1255","3093","893","3913",
"읍부","계","45~49","2020 년","47885","43775","18460","19770","1299","3360","886","4110",
"읍부","계","45~49","2021 년","49346","45247","18580","21014","1319","3492","842","4099",
"읍부","계","50~54","2015 년","40351","36769","19364","13075","1208","2138","984","3582",
"읍부","계","50~54","2016 년","41555","37489","19377","13555","1256","2349","952","4066",
"읍부","계","50~54","2017 년","42257","38285","19235","14348","1293","2414","995","3972",
"읍부","계","50~54","2018 년","45916","41479","19947","16296","1404","2835","997","4437",
"읍부","계","50~54","2019 년","48335","43932","19994","18224","1506","3146","1062","4403",
"읍부","계","50~54","2020 년","52497","47749","21199","20420","1651","3443","1036","4748",
"읍부","계","50~54","2021 년","57939","52992","22739","23483","1793","3914","1063","4947",
"읍부","계","55~59","2015 년","41534","38383","20419","13410","1330","2197","1027","3151",
"읍부","계","55~59","2016 년","46160","42302","22110","15011","1538","2582","1061","3858",
"읍부","계","55~59","2017 년","50274","46028","23725","16717","1585","2858","1143","4246",
"읍부","계","55~59","2018 년","53471","48811","24024","18800","1614","3167","1206","4660",
"읍부","계","55~59","2019 년","54431","49874","23791","19740","1775","3405","1163","4557",
"읍부","계","55~59","2020 년","57454","52448","24278","21398","1846","3814","1112","5006",
"읍부","계","55~59","2021 년","60605","55422","24954","23387","1982","3960","1139","5183",
"읍부","계","60~64","2015 년","33178","31212","17201","10380","1165","1684","782","1966",
"읍부","계","60~64","2016 년","38562","36013","19456","12345","1325","2063","824","2549",
"읍부","계","60~64","2017 년","42237","39259","20613","14029","1423","2265","929","2978",
"읍부","계","60~64","2018 년","48896","45403","22917","17003","1618","2851","1014","3493",
"읍부","계","60~64","2019 년","52333","48715","23431","19088","1804","3288","1104","3618",
"읍부","계","60~64","2020 년","58818","54670","25757","22015","1964","3757","1177","4148",
"읍부","계","60~64","2021 년","66886","62239","28522","25887","2241","4307","1282","4647",
"읍부","계","65~69","2015 년","29754","28396","16841","8590","996","1409","560","1358",
"읍부","계","65~69","2016 년","32328","30838","17890","9659","1130","1602","557","1490",
"읍부","계","65~69","2017 년","34871","33169","18498","10970","1226","1801","674","1702",
"읍부","계","65~69","2018 년","37718","35730","19080","12614","1341","2047","648","1988",
"읍부","계","65~69","2019 년","40003","37942","19366","14059","1455","2343","719","2061",
"읍부","계","65~69","2020 년","46087","43609","21267","17047","1700","2777","818","2478",
"읍부","계","65~69","2021 년","53765","50865","23876","20825","1946","3257","961","2900",
"읍부","계","70~74","2015 년","31622","30674","19718","8150","967","1380","459","948",
"읍부","계","70~74","2016 년","31594","30566","19287","8429","1018","1426","406","1028",
"읍부","계","70~74","2017 년","31438","30306","18476","8903","1037","1471","419","1132",
"읍부","계","70~74","2018 년","33559","32307","18676","10292","1167","1693","479","1252",
"읍부","계","70~74","2019 년","35745","34471","18856","11880","1282","1936","517","1274",
"읍부","계","70~74","2020 년","39185","37741","19921","13614","1402","2217","587","1444",
"읍부","계","70~74","2021 년","42839","41174","21053","15519","1524","2440","638","1665",
"읍부","계","75~79","2015 년","31439","30655","21289","6968","914","1133","351","784",
"읍부","계","75~79","2016 년","33134","32247","22038","7596","943","1302","368","887",
"읍부","계","75~79","2017 년","35726","34829","23118","8759","1063","1465","424","897",
"읍부","계","75~79","2018 년","37572","36621","23526","9858","1183","1651","403","951",
"읍부","계","75~79","2019 년","37341","36422","22304","10617","1283","1800","418","919",
"읍부","계","75~79","2020 년","37967","37014","21724","11604","1340","1919","427","953",
"읍부","계","75~79","2021 년","38724","37701","21267","12468","1408","2095","463","1023",
"읍부","계","80~84","2015 년","22507","21950","15952","4449","593","746","210","557",
"읍부","계","80~84","2016 년","24597","23894","17201","4960","684","828","221","703",
"읍부","계","80~84","2017 년","25838","25297","17857","5550","731","913","246","541",
"읍부","계","80~84","2018 년","28079","27451","18903","6446","780","1049","273","628",
"읍부","계","80~84","2019 년","30057","29383","19588","7364","891","1264","276","674",
"읍부","계","80~84","2020 년","31757","31055","20043","8350","978","1375","309","702",
"읍부","계","80~84","2021 년","34585","33783","21208","9655","1088","1516","316","802",
"읍부","계","85세 이상","2015 년","13352","12884","9835","2250","322","333","144","468",
"읍부","계","85세 이상","2016 년","14796","14133","10767","2424","370","440","132","663",
"읍부","계","85세 이상","2017 년","16073","15645","11752","2884","421","447","141","428",
"읍부","계","85세 이상","2018 년","18001","17524","12907","3461","469","526","161","477",
"읍부","계","85세 이상","2019 년","20047","19535","13873","4244","542","688","188","512",
