"가구원수별","가계수지항목별",2019.1/4,2019.1/4,2019.1/4,2019.2/4,2019.2/4,2019.2/4,2019.3/4,2019.3/4,2019.3/4,2019.4/4,2019.4/4,2019.4/4,2020.1/4,2020.1/4,2020.1/4,2020.2/4,2020.2/4,2020.2/4,2020.3/4,2020.3/4,2020.3/4,2020.4/4,2020.4/4,2020.4/4,2021.1/4,2021.1/4,2021.1/4,2021.2/4,2021.2/4,2021.2/4,2021.3/4,2021.3/4,2021.3/4,2021.4/4,2021.4/4,2021.4/4,2022.1/4,2022.1/4,2022.1/4,2022.2/4,2022.2/4,2022.2/4,2022.3/4,2022.3/4,2022.3/4,2022.4/4,2022.4/4,2022.4/4
"가구원수별","가계수지항목별",전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구,전체가구,근로자가구,근로자외가구
"4인이상","09.오락 · 문화",359980,371812,328881,293578,291269,299457,309485,332062,256457,226551,240827,192532,241188,248008,224648,231790,248543,195284,224074,225825,220073,199758,209398,178633,232082,241582,211174,235522,251845,194997,238514,254176,200072,240959,250132,218620,233700,237612,223918,276520,285125,255240,293546,290370,301894,272566,274453,267286
"4인이상","10.교육",735429,742739,716216,510189,556797,391520,677358,702260,618870,481108,508716,415318,518586,551569,438585,365459,422865,240376,586698,627210,494113,403921,433743,338565,611179,628881,572224,500245,532544,420057,655986,682441,591052,499760,529255,427930,715210,763255,595075,559509,590296,483367,730664,754459,668139,595418,637537,477625
"4인이상","11.음식 · 숙박",512027,538593,442199,516437,540671,454735,535133,569045,455481,504070,533187,434685,451533,468553,410254,513366,533934,468550,508202,524629,470660,453895,473053,411908,434902,462177,374876,517968,548359,442518,524034,553712,451193,525981,552901,460424,510884,544564,426669,614678,639144,554170,663409,673762,636204,631305,652208,572845
"4인이상","12.기타상품 · 서비스",302819,297283,317369,308219,309691,304470,276645,275520,279286,291408,286870,302222,307496,303623,316891,297238,303693,283171,297814,297361,298849,308518,282733,365028,273735,282253,254989,319348,331987,287972,308163,315467,290237,294882,293703,297755,310804,327010,270282,316385,323202,299528,314589,322532,293718,311153,314666,301328
"4인이상","비소비지출",1378982,1515047,1021350,1223054,1365509,860348,1348313,1491883,1011103,1192818,1311320,910427,1364139,1541369,934275,1254735,1391122,957557,1349846,1507504,989535,1236669,1377233,928608,1316959,1510016,892097,1291569,1480343,822907,1450649,1646855,969078,1296828,1447609,929629,1540491,1769805,967091,1381814,1587845,872279,1551478,1744984,1043008,1439474,1629883,906961
"4인이상","처분가능소득",5284642,5497450,4725297,4959223,5050734,4726225,5161097,5309017,4813672,5083877,5127339,4980308,5437391,5721188,4749056,5395765,5551426,5056589,5391405,5493696,5157630,5320834,5204617,5575538,5399140,5681934,4776794,5050520,5237515,4586272,5679209,5847236,5266803,5536646,5637878,5290112,6052077,6307063,5414483,5825764,5657967,6240745,5787664,5882034,5539690,5872744,6026948,5441488
"4인이상","흑자액",1254816,1403093,865084,1320735,1305785,1358799,1276433,1235066,1373594,1414862,1370200,1521292,1659355,1952071,949388,1606110,1668978,1469124,1524474,1587906,1379508,1677088,1547430,1961245,1518773,1696928,1126706,1105750,1110941,1092864,1651121,1625428,1714181,1635483,1622555,1666968,1930046,2106492,1488843,1721000,1471211,2338757,1454939,1469436,1416845,1468635,1517748,1331281
"4인이상","흑자율 (%)",23.7,25.5,18.3,26.6,25.9,28.8,24.7,23.3,28.5,27.8,26.7,30.5,30.5,34.1,20.0,29.8,30.1,29.1,28.3,28.9,26.7,31.5,29.7,35.2,28.1,29.9,23.6,21.9,21.2,23.8,29.1,27.8,32.5,29.5,28.8,31.5,31.9,33.4,27.5,29.5,26.0,37.5,25.1,25.0,25.6,25.0,25.2,24.5
"4인이상","평균소비성향 (%)",76.3,74.5,81.7,73.4,74.1,71.3,75.3,76.7,71.5,72.2,73.3,69.5,69.5,65.9,80.0,70.2,69.9,70.9,71.7,71.1,73.3,68.5,70.3,64.8,71.9,70.1,76.4,78.1,78.8,76.2,70.9,72.2,67.5,70.5,71.2,68.5,68.1,66.6,72.5,70.5,74.0,62.5,74.9,75.0,74.4,75.0,74.8,75.5
"4인","가구원수 (명)",4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
"4인","가구주연령 (세)",46.54,45.78,48.59,46.41,45.36,49.13,46.33,45.09,49.28,46.18,44.93,49.28,47.04,45.84,50.16,47.30,46.10,50.09,47.11,45.78,50.18,47.29,45.71,50.81,47.37,46.00,50.59,46.71,45.60,49.75,47.11,45.63,50.87,47.36,45.77,51.36,46.91,45.21,51.48,47.09,45.43,51.24,46.80,45.47,50.27,46.76,45.91,49.34
"4인","가구분포 (%)",18.10,23.13,11.36,18.45,22.30,12.72,18.45,22.02,13.34,18.40,22.07,13.03,17.24,21.71,11.23,16.92,20.64,11.93,17.18,20.51,12.50,17.64,20.70,13.25,16.82,20.78,11.61,16.37,20.12,10.85,16.32,19.68,11.36,17.04,20.66,11.83,16.52,20.56,10.80,16.37,19.57,11.64,16.60,19.79,11.69,16.59,20.23,10.75
"4인","소득",6679713,7050602,5666760,6166173,6422305,5500415,6501217,6800068,5794959,6228040,6466765,5636139,6804313,7340264,5412676,6607269,6877543,5979340,6780896,7098873,6047411,6590971,6609316,6550009,6686468,7157546,5578145,6387981,6740873,5425249,7095320,7453617,6181766,6864317,7115926,6231144,7596651,8049253,6376906,7133277,7150860,7089415,7236129,7526456,6479531,7291555,7578327,6426146
"4인","경상소득",6581293,6985152,5478293,6121079,6375935,5458637,6458744,6746917,5777721,6149843,6371089,5601281,6696180,7233779,5300263,6528453,6809203,5876185,6673354,6997024,5926735,6474602,6551940,6301913,6552328,7071175,5331619,6290469,6652896,5301720,7037629,7400165,6113267,6790239,7027922,6192110,7479191,7909387,6319829,7026778,7095031,6856519,7147467,7431149,6408186,7173559,7479631,6249911
"4인","근로소득",4865935,6208575,1198990,4489286,5726454,1273546,4751559,6186055,1361499,4552720,5857597,1317375,4997224,6364602,1446722,4447791,5813759,1274235,4789532,6300787,1303478,4574502,5968286,1462289,4796352,6344948,1152920,4722857,5984689,1280415,5103905,6529733,1468459,4960628,6295983,1600202,5603662,7057639,1685248,4938646,6230826,1715313,5396147,6815715,1696723,5520808,6818559,1604519
"4인","사업소득",1216035,285621,3757131,1284775,349132,3716767,1351801,269540,3909447,1306442,271876,3871573,1106527,302099,3195286,1238625,255768,3522096,1343366,263320,3834739,1510566,273839,4272081,1192910,220885,3479823,1170232,332750,3454993,1249093,292210,3688867,1352998,297561,4009010,1233524,298848,3752442,1291641,368468,3594490,1285954,281828,3902728,1252603,332623,4028872
"4인","재산소득",18066,14121,28839,16191,2889,50766,7444,3440,16907,6181,4638,10009,57985,69605,27814,14301,10595,22910,20406,20604,19947,20262,13889,34495,20307,20495,19866,6492,3088,15780,16923,9969,34651,27091,21739,40558,8618,6303,14857,23531,21754,27961,11472,10909,12939,13601,15540,7752
"4인","이전소득",481257,476835,493333,330827,297459,417558,347939,287883,489867,284499,236977,402325,534443,497472,630441,827737,729082,1056943,520050,412313,768570,369272,295926,533049,542759,484847,679010,390888,332370,550532,667709,568253,921290,449522,412639,542339,633386,546597,867281,772960,473983,1518755,453894,322697,795796,386547,312908,608769
"4인","비경상소득",98420,65450,188467,45094,46370,41777,42473,53151,17238,78197,95677,34857,108134,106486,112413,78816,68340,103154,107542,101849,120676,116369,57376,248095,134139,86371,246526,97512,87976,123529,57691,53452,68499,74078,88004,39034,117461,139867,57078,106499,55829,232896,88662,95307,71345,117995,98696,176235
"4인","가계지출",5303889,5551743,4626964,4871471,5168940,4098267,5160353,5534843,4275344,4870952,5104916,4290857,5098224,5367036,4400234,5011066,5296763,4347306,5186648,5410015,4671399,4879076,5032125,4537328,5105477,5428573,4345319,5231306,5590604,4251094,5400613,5775531,4444680,5150656,5436127,4432267,5605505,5923539,4748416,5399504,5692873,4667697,5785089,6021047,5170180,5757839,6057938,4852212
"4인","소비지출",3909962,4014514,3624417,3614875,3761409,3233994,3777906,4003325,3245188,3635476,3744055,3366263,3696940,3775675,3492500,3737606,3881198,3403997,3816962,3869922,3694798,3612636,3621885,3591986,3767595,3889848,3479964,3904087,4080423,3423021,3912861,4098732,3438944,3828746,3956530,3507177,4025663,4128951,3747306,4003813,4093625,3779780,4215507,4263079,4091535,4295195,4412777,3940362
"4인","01.식료품 · 비주류음료",482495,489276,463974,455655,462181,438691,479851,476870,486896,471734,470494,474807,537461,554117,494213,560365,572740,531612,582425,592973,558095,554370,556107,550494,556825,561319,546251,546699,565596,495142,610769,631649,557532,580322,578155,585775,580773,583664,572982,540482,546698,524976,580262,591926,549866,566357,569303,557466
"4인","02.주류 · 담배",35675,34259,39543,36388,35756,38028,41262,39543,45324,37872,36804,40522,42356,41299,45102,43587,41477,48487,45999,45325,47555,42203,38631,50178,44347,45155,42444,51096,52388,47570,54557,53745,56627,44837,43675,47760,40325,39867,41558,46829,47673,44724,52398,52121,53118,48316,47365,51186
"4인","03.의류 · 신발",210623,218655,188686,241717,250121,219875,174861,184598,151851,248676,251701,241176,159101,161741,152248,225149,239770,191180,156271,160729,145988,234064,242124,216065,175491,183539,156557,220927,232806,188519,162543,170591,142022,249515,252560,241854,187407,191955,175150,241882,245994,231624,186956,186398,188410,263294,268434,247781
"4인","04.주거 · 수도 · 광열",362537,373705,332033,292711,305584,259251,263309,270237,246939,314451,329112,278098,357346,339291,404225,313323,312326,315640,307784,313043,295652,351933,350231,355735,413447,418272,402095,325866,328690,318162,306779,314314,287565,311205,307491,320552,398307,386483,430171,329251,316948,359938,300945,289866,329814,335200,323074,371795
"4인","05.가정용품 · 가사서비스",189826,208724,138212,190154,206042,148858,155585,179976,97945,162053,168014,147271,173546,174547,170947,222583,234667,194509,214010,221996,195587,188840,189722,186871,214456,229927,178057,244524,274485,162788,222958,240710,177696,196153,211114,158502,171061,178040,152252,167977,189523,114231,170308,170733,169200,178600,184365,161205
"4인","06.보건",244045,250938,225216,220996,230615,195992,240544,252205,212987,245767,263898,200810,259014,280495,203237,261741,261533,262224,267727,259631,286402,267133,280877,236445,279564,297626,237069,308906,335026,237646,262023,274665,229790,280480,282219,276104,332978,345453,299360,313664,307223,329732,313102,317482,301688,304007,298349,321081
"4인","07.교통",306801,316457,280428,349209,368771,298362,462521,540611,277975,461039,477126,421153,465122,472688,445477,499621,497418,504738,458722,430872,522964,458299,425323,531933,357720,371543,325196,423378,417064,440601,411412,440559,337094,423092,471825,300454,381316,373253,403047,444727,445186,443584,457606,487476,379765,613702,667995,449859
"4인","08.통신",178566,174318,190165,199668,186154,234792,198976,196949,203766,197957,187696,223399,188637,182121,205558,184711,183248,188110,189959,182515,207129,184439,180354,193560,198738,186954,226462,192372,197650,177971,198667,206541,178591,219880,214314,233888,200142,191897,222364,201862,197458,212847,206724,197401,231019,213607,216483,204928
"4인","09.오락 · 문화",351315,367415,307345,296783,297694,294414,298202,333252,215370,224117,239303,186462,242738,250872,221616,236556,255724,192024,223627,224176,222359,198365,211433,169185,228120,237388,206315,231929,244261,198286,227886,249856,171868,237252,248436,209109,228085,231069,220042,269793,276725,252500,277768,265276,310322,258102,267199,230651
"4인","10.교육",741977,749729,720804,512201,562796,380692,656137,682878,592941,475546,505333,401691,504739,535339,425285,366879,420279,242815,563629,612405,451116,372435,403076,304016,591178,610775,545071,508121,538524,425178,631769,661051,557109,475023,515869,372233,685384,740076,537993,527317,569040,423241,719026,745026,651271,580077,620568,457887
"4인","11.음식 · 숙박",514953,541888,441389,519927,545352,453841,531851,569564,442725,500999,526945,436670,454344,473227,405313,522042,549783,457589,508844,530709,458407,450568,468290,410998,435713,468348,358932,518646,550203,432555,523110,547667,460498,520010,541181,466735,513074,543327,431544,610672,634699,550739,647652,648591,645203,626311,637656,592073
"4인","12.기타상품 · 서비스",291152,289150,296621,299468,310344,271197,274807,276642,270470,295266,287628,314204,312537,309940,319280,301050,312234,275067,297966,295549,303544,309987,275719,386506,271996,279001,255515,331625,343730,298601,300389,307384,282554,290977,289692,294211,306810,323866,260844,309357,316457,291647,302762,310784,281859,307621,311986,294450
"4인","비소비지출",1393927,1537229,1002547,1256596,1407531,864273,1382447,1531518,1030156,1235476,1360861,924594,1401284,1591361,907733,1273460,1415564,943309,1369685,1540093,976602,1266439,1410241,945343,1337882,1538724,865354,1327218,1510181,828073,1487751,1676799,1005736,1321910,1479597,925090,1579842,1794588,1001110,1395690,1599248,887918,1569582,1757968,1078645,1462644,1645162,911851
"4인","처분가능소득",5285786,5513373,4664213,4909577,5014774,4636141,5118770,5268550,4764803,4992564,5105904,4711545,5403029,5748903,4504942,5333809,5461979,5036031,5411211,5558780,5070809,5324531,5199075,5604666,5348585,5618822,4712791,5060763,5230692,4597176,5607569,5776819,5176031,5542407,5636329,5306053,6016810,6254666,5375796,5737587,5551613,6201498,5666547,5768489,5400886,5828911,5933166,5514295
"4인","흑자액",1375824,1498859,1039796,1294702,1253365,1402147,1340863,1265225,1519615,1357088,1361849,1345282,1706089,1973228,1012442,1596203,1580781,1632034,1594248,1688857,1376011,1711895,1577190,2012680,1580991,1728974,1232827,1156676,1150269,1174155,1694707,1678086,1737087,1713661,1679799,1798876,1991146,2125714,1628490,1733773,1457988,2421718,1451040,1505410,1309351,1533716,1520389,1573933
"4인","흑자율 (%)",26.0,27.2,22.3,26.4,25.0,30.2,26.2,24.0,31.9,27.2,26.7,28.6,31.6,34.3,22.5,29.9,28.9,32.4,29.5,30.4,27.1,32.2,30.3,35.9,29.6,30.8,26.2,22.9,22.0,25.5,30.2,29.0,33.6,30.9,29.8,33.9,33.1,34.0,30.3,30.2,26.3,39.1,25.6,26.1,24.2,26.3,25.6,28.5
"4인","평균소비성향 (%)",74.0,72.8,77.7,73.6,75.0,69.8,73.8,76.0,68.1,72.8,73.3,71.4,68.4,65.7,77.5,70.1,71.1,67.6,70.5,69.6,72.9,67.8,69.7,64.1,70.4,69.2,73.8,77.1,78.0,74.5,69.8,71.0,66.4,69.1,70.2,66.1,66.9,66.0,69.7,69.8,73.7,60.9,74.4,73.9,75.8,73.7,74.4,71.5
"5인이상","가구원수 (명)",5.17,5.17,5.17,5.17,5.18,5.13,5.15,5.18,5.10,5.20,5.23,5.15,5.21,5.21,5.21,5.20,5.17,5.25,5.19,5.16,5.25,5.19,5.15,5.28,5.24,5.22,5.28,5.17,5.13,5.24,5.12,5.13,5.11,5.16,5.15,5.19,5.19,5.19,5.19,5.23,5.27,5.14,5.21,5.23,5.14,5.20,5.21,5.19
"5인이상","가구주연령 (세)",47.13,45.95,49.79,46.02,44.55,49.43,45.56,44.72,47.49,46.36,44.86,49.35,46.95,45.45,49.79,47.12,45.57,49.84,45.87,44.43,49.05,46.57,44.91,49.91,47.31,45.90,49.66,47.11,45.79,49.46,47.24,45.97,49.94,47.31,46.24,49.56,46.43,45.62,47.91,45.84,45.67,46.27,47.16,47.43,46.44,48.13,47.99,48.42
"5인이상","가구분포 (%)",4.45,5.39,3.19,4.00,4.68,2.99,4.16,4.92,3.08,4.09,4.59,3.35,4.40,5.02,3.57,4.71,5.23,4.01,4.52,5.33,3.39,3.92,4.45,3.15,3.88,4.27,3.35,4.24,4.56,3.77,4.33,4.95,3.41,3.63,4.17,2.86,3.64,4.02,3.11,3.78,4.46,2.78,3.56,4.30,2.42,3.57,3.88,3.08
"5인이상","소득",6598227,6849019,6030648,6256498,6387374,5952857,6545740,6804627,5953931,6495774,6303554,6881685,6790626,6926244,6534691,6805796,7199086,6117602,6590677,6625159,6514583,6406814,6454107,6311378,6844720,7359330,5983078,6164833,6616195,5362957,7260075,7654991,6416182,6688822,6934678,6172603,7574048,8218266,6397769,7529132,7662205,7211950,7819758,8090190,7080879,7408165,8065888,6076906
"5인이상","경상소득",6511441,6744174,5984733,6209472,6366073,5846148,6462808,6732712,5845816,6367202,6162968,6777233,6603510,6896087,6051365,6716811,7128918,5995687,6521560,6574687,6404318,6346586,6370862,6297599,6648268,7220964,5689369,6086936,6551272,5262010,7184898,7549939,6404843,6619696,6891912,6048130,7467151,8097800,6315646,7450675,7596772,7102447,7742058,8038213,6932899,7330185,8013693,5946736
"5인이상","근로소득",4417007,5801617,1283425,4233476,5642481,964503,4505987,5904144,1309840,3976164,5416403,1084660,4394590,6028539,1311037,4362399,5848954,1761162,4406528,5582047,1812386,4049026,5438913,1244270,4227167,6014972,1233736,4157638,5639489,1525024,4663003,6152020,1481129,4439721,5963256,1240778,4873878,6923741,1131026,4799294,6452360,859182,5115111,6672316,860493,4966217,6878450,1095774
"5인이상","사업소득",1344487,196380,3942825,1557512,365371,4323349,1258013,285440,3481286,1791730,265588,4855696,1467917,218723,3825367,1194927,245068,2857030,1349878,286543,3696453,1691788,325311,4449303,1420707,303119,3291951,1175471,211790,2887520,1514894,392002,3914396,1637255,435836,4159856,1679194,351282,4103832,1572924,280156,4654259,1897155,611838,5408917,1806699,613661,4221460
"5인이상","재산소득",81997,90493,62770,17219,17444,16698,26085,16395,48236,17135,15510,20398,16185,10075,27715,16013,25079,148,3286,4775,0,5548,7684,1238,21242,13758,33774,26083,27417,23713,4739,4349,5573,1270,1051,1732,26800,38210,5968,11960,11802,12336,11747,16046,0,19375,24149,9712
"5인이상","이전소득",667950,655683,695713,401265,340778,541598,672723,526733,1006454,582173,465468,816478,724818,638749,887245,1143473,1009818,1377347,761867,701322,895479,600224,598954,602788,979152,889114,1129908,727744,672576,825753,1002262,1001568,1003745,541450,491769,645765,887279,784567,1074821,1066497,852455,1576670,718045,738013,663489,537894,497433,619789
"5인이상","비경상소득",86786,104845,45915,47026,21301,106709,82932,71915,108115,128572,140586,104452,187116,30157,483326,88986,70167,121915,69117,50471,110266,60228,83246,13779,196452,138366,293710,77898,64924,100947,75178,105052,11339,69126,42766,124473,106897,120466,82122,78458,65433,109503,77700,51977,147980,77980,52195,130171
"5인이상","가계지출",5835296,5856782,5786671,4815783,4831919,4778344,5554958,5704614,5212848,4820766,4893212,4675319,5314392,5065741,5783642,5164100,5182045,5132700,5331206,5425918,5122197,4886450,5045088,4566323,5596007,5818307,5223797,5255776,5678976,4503932,5773291,6238907,4778319,5419986,5595746,5050945,5921153,6210201,5393380,5863409,6133006,5220820,6346629,6786445,5144956,6241722,6561903,5593663
"5인이상","소비지출",4517062,4436901,4698478,3747316,3666556,3934684,4357975,4390216,4284273,3820030,3820029,3820032,4095803,3740736,4765878,3976627,3887382,4132792,4056711,4043881,4085023,3783823,3821371,3708053,4369865,4447957,4239111,4101898,4330437,3695884,4462532,4711095,3931379,4240787,4306622,4102555,4559157,4567292,4544304,4541646,4595168,4414073,4879615,5101260,4274032,4909833,5011630,4703791
"5인이상","01.식료품 · 비주류음료",545435,531941,575974,514158,514713,512871,575027,574314,576657,530418,520900,549525,590892,585334,601380,633333,643302,615889,658304,665211,643062,648375,644633,655926,659639,643173,687210,621380,642899,583150,719244,745336,663489,667525,682393,636307,694951,705518,675656,665034,669139,655251,757481,786199,679019,696649,724204,640877
"5인이상","02.주류 · 담배",38984,36916,43665,37801,36104,41738,41237,44582,33589,35815,29974,47541,32616,33221,31475,38327,36424,41656,49911,48870,52208,46481,45710,48038,43816,45630,40778,48586,46871,51631,57310,55488,61202,43446,47708,34496,43190,43062,43425,44421,41178,52148,44448,44499,44307,41352,41300,41458
"5인이상","03.의류 · 신발",245886,231891,277559,231851,229513,237275,194877,188504,209447,257964,266679,240468,151168,148618,155979,231225,232464,229056,142553,151057,123786,244645,261489,210655,180856,180610,181268,223422,237358,198665,206249,223278,169860,299620,308483,281011,215016,226010,194944,258897,273307,224549,222128,251216,142655,306845,337937,243914
"5인이상","04.주거 · 수도 · 광열",387415,369311,428387,312192,308557,320627,289036,302295,258726,348681,377856,290108,414796,423579,398222,349488,350192,348258,275135,286421,250228,288422,283288,298782,431213,408634,469020,343864,344680,342414,282687,305622,233676,354557,397787,263787,421647,401755,457966,360502,329706,433904,324689,318422,341812,377110,386870,357354
"5인이상","05.가정용품 · 가사서비스",151282,171574,105356,183058,189251,168689,157010,166437,135460,151587,156781,141160,168197,161085,181619,239534,222242,269793,239269,267103,177845,181363,140925,262967,193720,177907,220195,188719,187055,191673,215128,214561,216338,209182,198478,231656,184247,210025,137179,244998,257872,214313,228296,234316,211847,148335,157208,130377
"5인이상","06.보건",337465,345372,319569,306763,259218,417069,257490,224489,332929,279363,259427,319386,378967,310965,507300,314928,303118,335594,298807,277048,346826,325816,359193,258463,340056,385828,263419,395760,425958,342112,325196,308907,360003,403763,353902,508455,373907,370802,379575,333374,363829,260784,342965,365395,281682,334983,350985,302593
"5인이상","07.교통",623213,586481,706342,306334,319375,276077,649527,710942,509133,430988,366742,559972,610341,305712,1185231,594726,460244,830050,456466,416248,545219,312343,283427,370694,603312,642206,538189,550673,604165,455640,527830,638353,291656,306444,333954,248681,453003,356087,629961,405786,413416,387599,414856,433421,364133,765247,648832,1000876
"5인이상","08.통신",232986,203345,300069,226527,195968,297426,228346,225651,234504,249620,222127,304815,212600,190189,254892,234292,244739,216010,233180,209985,284366,213877,215840,209915,257319,254790,261552,222992,229650,211165,238023,255378,200938,214948,205257,235296,233655,206983,282356,245365,229829,282393,285931,297599,254051,250892,269416,213400
"5인이상","09.오락 · 문화",395204,390678,405445,278810,260669,320897,359507,326732,434430,237514,248152,216157,235119,235612,234187,214667,220207,204974,225772,232170,211654,206034,199933,218345,249278,261986,227999,249399,285347,185535,278586,271351,294046,258345,258539,257938,259168,271111,237362,305634,321959,266723,367162,405945,261199,339723,312254,395323
"5인이상","10.교육",708814,712751,699903,500915,528225,437553,771442,789053,731186,506150,524975,468357,572841,621814,480421,360360,433071,233127,674316,684211,652481,545693,576372,483783,697996,716964,666235,469824,506129,405325,747288,767478,704144,615774,595576,658182,850501,881939,793099,698823,683513,735313,784964,797909,749595,666650,725958,546606
"5인이상","11.음식 · 숙박",500134,524460,445080,500354,518379,458536,549684,566721,510738,517896,563191,426958,440520,448322,425796,482204,471389,501128,505763,501219,515791,468874,495206,415735,431380,432158,430078,515347,540210,471177,527518,577743,420192,553985,610968,434337,500951,550894,409759,632011,658638,568546,736925,789696,592746,654493,728031,505649
"5인이상","12.기타상품 · 서비스",350244,332179,391127,348553,306584,445924,284792,270496,317475,274035,283225,255584,287746,276284,309376,283543,269990,307259,297236,304340,281558,301901,315355,274751,281281,298071,253168,271933,280115,257397,337474,347600,315835,313199,313576,312408,328922,343107,303022,346802,352780,332552,369770,376645,350987,327554,328635,325364
"5인이상","비소비지출",1318235,1419881,1088193,1068467,1165364,843660,1196983,1314398,928575,1000736,1073183,855287,1218589,1325005,1017764,1187473,1294663,999908,1274496,1382036,1037174,1102627,1223718,858270,1226142,1370350,984687,1153878,1348539,808048,1310759,1527811,846940,1179199,1289124,948390,1361996,1642909,849076,1321764,1537838,806747,1467014,1685184,870925,1331889,1550273,889873
"5인이상","처분가능소득",5279993,5429138,4942454,5188031,5222010,5109197,5348757,5490229,5025356,5495038,5230371,6026397,5572037,5601239,5516927,5618323,5904423,5117694,5316182,5243122,5477409,5304187,5230390,5453108,5618578,5988980,4998392,5010955,5267656,4554909,5949317,6127180,5569242,5509624,5645554,5224213,6212053,6575358,5548693,6207369,6124368,6405203,6352744,6405006,6209954,6076276,6515615,5187034
"5인이상","흑자액",762931,992237,243977,1440715,1555454,1174513,990782,1100013,741083,1675008,1410342,2206365,1476234,1860503,751049,1641696,2017041,984902,1259471,1199241,1392386,1520364,1409019,1745055,1248713,1541023,759281,909057,937219,859025,1486784,1416085,1637863,1268837,1338932,1121658,1652895,2008065,1004389,1665723,1529199,1991131,1473129,1303746,1935922,1166443,1503986,483243
"5인이상","흑자율 (%)",14.4,18.3,4.9,27.8,29.8,23.0,18.5,20.0,14.7,30.5,27.0,36.6,26.5,33.2,13.6,29.2,34.2,19.2,23.7,22.9,25.4,28.7,26.9,32.0,22.2,25.7,15.2,18.1,17.8,18.9,25.0,23.1,29.4,23.0,23.7,21.5,26.6,30.5,18.1,26.8,25.0,31.1,23.2,20.4,31.2,19.2,23.1,9.3
"5인이상","평균소비성향 (%)",85.6,81.7,95.1,72.2,70.2,77.0,81.5,80.0,85.3,69.5,73.0,63.4,73.5,66.8,86.4,70.8,65.8,80.8,76.3,77.1,74.6,71.3,73.1,68.0,77.8,74.3,84.8,81.9,82.2,81.1,75.0,76.9,70.6,77.0,76.3,78.5,73.4,69.5,81.9,73.2,75.0,68.9,76.8,79.6,68.8,80.8,76.9,90.7
